placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,isBlackOwned,error
"https://www.google.com/maps/place/Dixie+Electric,+Plumbing+%26+Air/data=!4m7!3m6!1s0x888e86c83f187d83:0x1da4b08f8263fd8e!8m2!3d32.370053!4d-86.346123!16s%2Fg%2F1tqg12_k!19sChIJg30YP8iGjogRjv1jgo-wpB0","Dixie Electric, Plumbing & Air",4.9,2540,HVAC contractor,"580 Trade Center St, Montgomery, AL 36108, United States","9MC3+2H Montgomery, Alabama, USA",http://www.calldixie.com/,+1 334-328-3570,"Open 24 hours

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMybQMOkgrxX-0GEY40yek4lJ9PdG2MrcH7e7XY=w420-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-01-10T21:58:12.964Z,,,,
https://www.google.com/maps/place/Taylor/data=!4m7!3m6!1s0x888c29e76de0cadb:0x85618a088917bdf!8m2!3d32.412734!4d-86.249607!16s%2Fg%2F11b77gmm29!19sChIJ28rgbecpjIgR33uRiKAYVgg,Taylor,5.0,1,Industrial equipment supplier,"1121 John Overton Dr, Montgomery, AL 36110, United States","CQ72+35 Montgomery, Alabama, USA",https://taylorforklifts.com/locations/montgomery,+1 334-279-6663,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yyICoVGFyCfB3VkQZzHz8Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=302.82693&pitch=0&thumbfov=100,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-01-10T21:58:17.535Z,,,,
https://www.google.com/maps/place/Mr.+Electric+of+Montgomery/data=!4m7!3m6!1s0x888c2bb791c8ab23:0x5f513be338b68dcb!8m2!3d32.4004462!4d-86.2071262!16s%2Fg%2F11bx3kgxbd!19sChIJI6vIkbcrjIgRy422OOM7UV8,Mr. Electric of Montgomery,4.9,1368,Electrician,"741 Oliver Rd, Montgomery, AL 36117, United States","CQ2V+54 Montgomery, Alabama, USA",https://mrelectric.com/montgomery-al,+1 334-625-1801,"Open 24 hours

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPjUsNc-YXeWZYPYVL7YDuD4v1Y_Lq9HYvDH_C_=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-01-10T21:58:21.923Z,,,,
https://www.google.com/maps/place/Thompson+Power+Systems+-+Montgomery/data=!4m7!3m6!1s0x888c2d2cab81744d:0x7e179209a623290d!8m2!3d32.3662434!4d-86.1304132!16s%2Fg%2F11tghswxys!19sChIJTXSBqywtjIgRDSkjpgmSF34,Thompson Power Systems - Montgomery,5.0,2,Electric generator shop,"10120 US-80, Montgomery, AL 36117, United States","9V89+FR Montgomery, Alabama, USA",https://thompsonpowersystems.com/locations/montgomery/?utm_source=localfx&utm_medium=organic&utm_campaign=localfx&utm_content=montgomery-power,+1 334-215-5000,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOpZ6XKQLQ0no52uPcS1ttCRXJLSszqnbyCVOeZ=w408-h272-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-01-10T21:58:26.615Z,· Delivery,Identifies as women-owned,,
https://www.google.com/maps/place/Electric+Concepts/data=!4m7!3m6!1s0x888e81361acbef83:0x75ae9e674b500d91!8m2!3d32.4055268!4d-86.217954!16s%2Fg%2F11jmywlvcl!19sChIJg-_LGjaBjogRkQ1QS2eernU,Electric Concepts,5.0,8,Electrician,"975 Lagoon Business Loop Unit D, Montgomery, AL 36117, United States","CQ4J+6R Montgomery, Alabama, USA",https://ecopoweron.com/?utm_source=GBPListing&utm_medium=organic,,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPawm3TZChmVy4cV6NmhwWacI47GVROed-sv2uS=w408-h306-k-no,true,Closed,Closed,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-01-10T21:58:30.993Z,,,,
https://www.google.com/maps/place/RLA+Power+Solutions/data=!4m7!3m6!1s0x888c2122abfa1fcb:0xe6d0aa4e709b65f6!8m2!3d32.603301!4d-86.2057836!16s%2Fg%2F11jzsp3jgc!19sChIJyx_6qyIhjIgR9mWbcE6q0OY,RLA Power Solutions,4.9,45,Electric generator shop,"145 Grier Rd, Wetumpka, AL 36092, United States","JQ3V+8M Wetumpka, Alabama, USA",http://www.rlapowersolutions.com/,+1 334-558-5299,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOvCjsGpv9jHX_tN7TiEwz62oKJOSxTChkWNWFW=w408-h306-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-01-10T21:58:35.255Z,· In-store shopping · Kerbside pickup · Delivery,,,
"https://www.google.com/maps/place/McGehee+Electric,+LLC/data=!4m7!3m6!1s0x888e81f84141e751:0xe6b6583685ecd808!8m2!3d32.365413!4d-86.3869309!16s%2Fg%2F1tfx5n_h!19sChIJUedBQfiBjogRCNjshTZYtuY","McGehee Electric, LLC",4.6,16,Electrician,,,http://mcgeheeelectric.com/,+1 334-273-5500,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPjYehPh6MXw8edpmlUpE_5gwUQiSP7T7qzG4-j=w408-h544-k-no,true,9 am–12 pm,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-01-10T21:58:39.518Z,,,,
https://www.google.com/maps/place/Youngblood+Generac+Generators/data=!4m7!3m6!1s0x21daafd2581218fd:0x288c5920a0cb604e!8m2!3d32.5762265!4d-86.6807364!16s%2Fg%2F11yt7g33sk!19sChIJ_RgSWNKv2iERTmDLoCBZjCg,Youngblood Generac Generators,,,Electric generator shop,,,https://getyourgenerac.com/,+1 334-344-9166,Closed · Opens 9 am Sun,https://lh3.googleusercontent.com/p/AF1QipPuyy7oeAZwB8gU-o81Qd3zTtQbelI8nYicG21Y=w408-h544-k-no,true,Closed,9 am–7 pm,Closed,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/generator+installation+services+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-01-10T21:58:43.799Z,,,,
https://www.google.com/maps/place/Ward+Electric/data=!4m7!3m6!1s0x43fb1bb86150ab9b:0x7996c7420ee05833!8m2!3d32.291694!4d-86.023718!16s%2Fg%2F11np336bcl!19sChIJm6tQYbgb-0MRM1jgDkLHlnk,Ward Electric,5.0,97,Electrician,"1010 Wildwood Dr, Cecil, AL 36013, United States","7XRG+MG Cecil, Alabama, USA",https://www.wardelectricllc.com/?utm_source=gbp&utm_medium=organic,+1 334-531-3141,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMNbmNjBm1qTdQR4jqtwZAieSVJdS3304SB08tW=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-01-10T21:58:48.199Z,,,,
https://www.google.com/maps/place/Zenith+Electrical+Contracting/data=!4m7!3m6!1s0x7f1e0a475e3eb63:0x536606818f3ad3cc!8m2!3d32.4010325!4d-86.2569634!16s%2Fg%2F11l218jksv!19sChIJY-vjdaTg8QcRzNM6j4EGZlM,Zenith Electrical Contracting,5.0,1,Electrician,,,https://zenithelectricalcontracting.com/,+1 334-625-1050,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMGPb8S_WBSl8D8mGJ-RkGxLtk13LFCKJ_4ELyn=w408-h272-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Blue+Ridge+Montgomery+AL/@32.4418488,-86.2177828,14z",2026-01-10T21:58:52.443Z,,,,
