placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Aqua+Quip+-+Tacoma+%2F+Lakewood/data=!4m7!3m6!1s0x5491008b908e81e5:0xd1a5c119af2633a4!8m2!3d47.188195!4d-122.51547!16s%2Fg%2F1tf07ch5!19sChIJ5YGOkIsAkVQRpDMmrxnBpdE,Aqua Quip - Tacoma / Lakewood,4.5,188,Fireplace store,"Established local chain for below- & above- ground pools & hot tubs, plus barbecues & fireplaces. · In-store pick-up · Delivery","7608 Custer Rd W, Tacoma, WA 98499, United States","5FQM+7R Tacoma, Washington, USA",http://www.aquaquip.com/tacoma-lakewood,+1 253-474-0767,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPQJG4HqLwMmcEyeKWW2YrmZjxNz0PkMNqV54Ss=w408-h306-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5 pm,11 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-27T18:39:09.950Z,,
https://www.google.com/maps/place/The+Pool+Company+Inc./data=!4m7!3m6!1s0x5490f8a98fb4fbad:0x26f33f0da6b0e265!8m2!3d47.2398311!4d-122.4394312!16s%2Fg%2F1262bv5gf!19sChIJrfu0j6n4kFQRZeKwpg0_8yY,The Pool Company Inc.,5.0,2,Swimming pool contractor,,"2332 Jefferson Ave, Tacoma, WA 98402, United States","6HQ6+W6 Tacoma, Washington, USA",https://www.tpcipools.com/,+1 253-926-6875,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNPxFlDeOFhZIT8E5tZsIizZFXjdiASJbsbCs4u=w532-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-27T18:39:16.603Z,,
https://www.google.com/maps/place/Aqua+Care+Pool+%26+Spa+Services/data=!4m7!3m6!1s0x549101ecde6a93ad:0xc7949064fa08f472!8m2!3d47.1596258!4d-122.4250241!16s%2Fg%2F1tcyx3r2!19sChIJrZNq3uwBkVQRcvQI-mSQlMc,Aqua Care Pool & Spa Services,4.7,46,Pool cleaning service,,"10747 A St S # H, Tacoma, WA 98444, United States","5H5F+VX Tacoma, Washington, USA",http://www.aquacarepoolandspas.com/,+1 253-531-3454,"Open ⋅ Closes 5 pm

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNA1R2kHQSj-OnjCJqUBVe3tOUZKbfvBWdIKoOH=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-27T18:39:23.668Z,,
https://www.google.com/maps/place/Aqua+Rec%27s+Fireside+Hearth+N%27+Home/data=!4m7!3m6!1s0x5490558692e05a77:0x1592c30897ee0dc8!8m2!3d47.2425079!4d-122.4138183!16s%2Fg%2F1tlc7scd!19sChIJd1rgkoZVkFQRyA3ulwjDkhU,Aqua Rec's Fireside Hearth N' Home,3.6,133,Hot tub store,· In-store shopping · Kerbside pickup · Delivery,"1407 Puyallup Ave, Tacoma, WA 98421, United States","6HVP+2F Tacoma, Washington, USA",https://aquarec.com/locations/tacoma/?utm_source=gmb-tacoma&utm_medium=url&utm_campaign=website,+1 253-682-1792,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipN_bhHzj-1XFLS8wBwNf_XUvbEXZGNtvxSusJxq=w493-h240-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-27T18:39:29.567Z,,
https://www.google.com/maps/place/The+Last+Minute+Spa+Dude/data=!4m7!3m6!1s0x549101e3c756b527:0x1ed95016577158c0!8m2!3d47.1626041!4d-122.4132569!16s%2Fg%2F11w92zd7z3!19sChIJJ7VWx-MBkVQRwFhxVxZQ2R4,The Last Minute Spa Dude,5.0,29,Pool cleaning service,,"1203 104th St E, Tacoma, WA 98445, United States","5H7P+2M Tacoma, Washington, USA",https://www.lastminutespadude.com/,+1 360-764-9458,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPVjNhOyGFHTao-YCr3_jW2qOM-tCSTq5_pzlKB=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 am,7 am–2 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-27T18:39:35.102Z,Identifies as veteran-owned,
"https://www.google.com/maps/place/WesternPool+and+SPA,+LLC/data=!4m7!3m6!1s0x549057127ba648d9:0xdeae7cd48623e81c!8m2!3d47.2729926!4d-120.8825225!16s%2Fg%2F11_trsj79!19sChIJ2UimexJXkFQRHOgjhtR8rt4","WesternPool and SPA, LLC",5.0,26,Swimming pool repair service,,,,http://westernpoolspa.com/,+1 253-335-2257,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwsiCyWQdlP7euIa9uuceg5rTqjCUOka-CVS8fm8nq81pb3L5Z4-6UosFTs0EhSfC3W8oc1BqN87fLEtFiNoTPoHKuRCovnVCotUl0yDlSwT3Lg9KYyhTfGzM2u7iCeW8uzkqfe2euyb2fL=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-27T18:39:46.475Z,,
https://www.google.com/maps/place/Secoma+Pools/data=!4m7!3m6!1s0x5490ff88de427bc3:0x5408445d6eb5fde2!8m2!3d47.1839216!4d-122.4073616!16s%2Fg%2F11kjw2yrtf!19sChIJw3tC3oj_kFQR4v21bl1ECFQ,Secoma Pools,3.0,2,Swimming pool contractor,,"8021 Portland Ave E Suite F, Tacoma, WA 98404, United States","5HMV+H3 Tacoma, Washington, USA",https://www.secomapoolswashington.com/,+1 253-926-8600,Open ⋅ Closes 3:30 pm,https://lh3.googleusercontent.com/p/AF1QipNQJcMRTaA523_7fMwkdk7x6ZE4-aeETRpz0Jvt=w408-h272-k-no,true,7:30 am–3:30 pm,7:30 am–3:30 pm,7:30 am–3:30 pm,7:30 am–3:30 pm,7:30 am–3:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-27T18:39:51.699Z,,
"https://www.google.com/maps/place/Pacific+Northwest+Pool+and+Spa+Care,+LLC/data=!4m7!3m6!1s0x5490553fbdb1746d:0x5d289a037f16a75!8m2!3d47.1931411!4d-122.3526126!16s%2Fg%2F1tffz61v!19sChIJbXSxvT9VkFQRdWrxN6CJ0gU","Pacific Northwest Pool and Spa Care, LLC",3.9,18,Pool cleaning service,,"7109 Bentley Rd, Puyallup, WA 98371, United States","5JVW+7X Puyallup, Washington, USA",http://www.pnwpoolspacare.com/,+1 253-232-8353,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NNaC3eM_PBldM9k8ldiAjA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=135.47655&pitch=0&thumbfov=100,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-27T18:39:57.265Z,,
https://www.google.com/maps/place/Aqua+Rec%27s+Fireside+Hearth+N%27+Home/data=!4m7!3m6!1s0x5491aadb1dd5a471:0xfc4149553591fb88!8m2!3d47.2390017!4d-122.5210296!16s%2Fg%2F1td3r63v!19sChIJcaTVHduqkVQRiPuRNVVJQfw,Aqua Rec's Fireside Hearth N' Home,4.2,58,Hot tub store,· In-store shopping · In-store pick-up · Delivery,"1221 Regents Blvd, Fircrest, WA 98466, United States","6FQH+JH Fircrest, Washington, USA",https://aquarec.com/locations/fircrest/?utm_source=gmb-fircrest&utm_medium=url&utm_campaign=website,+1 253-565-4763,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzmjvFzZV0n3qo3nOtWrToS1XMxIszDmgG5EjvM4ogMJYtNUFpseRAxvuTRW7y-LUm2RncbvDpByIYrXU3TVZPmPBinlYqYU9FH05WK6QZXul3oMgQhmWyvGwPSBSsIxaWrKjJO=w408-h544-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-27T18:40:02.495Z,,
https://www.google.com/maps/place/Aqua+Spas+%26+Pools/data=!4m7!3m6!1s0x5491aca972633481:0x9cfd9eb74be32190!8m2!3d47.2820372!4d-122.5617742!16s%2Fg%2F1td9q74t!19sChIJgTRjcqmskVQRkCHjS7ee_Zw,Aqua Spas & Pools,4.9,98,Hot tub store,· In-store shopping · In-store pick-up · Delivery,"2609 F, 2609 Jahn Ave NW, Gig Harbor, WA 98335, United States","7CJQ+R7 Gig Harbor, Washington, USA",http://www.aquaspas.com/,+1 253-851-6942,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNVOO-cqegMNMjq810dcozhYmzucdgLkjhUmQRb=w408-h325-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-27T18:40:07.971Z,,
