placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,query,timestamp,info,wednesday,thursday,friday,saturday,sunday,monday,error
https://www.google.com/maps/place/Utah+Valley+Pediatrics/data=!4m7!3m6!1s0x874d9ad3d76f0545:0xc38545922c0cc41b!8m2!3d40.300175!4d-111.705618!16s%2Fg%2F1tgd6_vj!19sChIJRQVv19OaTYcRG8QMLJJFhcM,Utah Valley Pediatrics,4.8,,Medical clinic,"171 N 400 W St C12, Orem, UT 84057, United States","872V+3Q Orem, Utah, USA",https://www.uvpediatrics.com/offices/orem-pediatrics/?utm_source=google_local&utm_medium=organic,+1 801-224-4550,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNwhmbpI5fYq_S6sJZljBOEXcK5-cL87TjQZ_8T=w408-h272-k-no,true,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-02-10T22:08:50.990Z,,,,,,,,
https://www.google.com/maps/place/Central+Orem+Clinic+-+Pediatrics/data=!4m7!3m6!1s0x874d9ad4a10c00f1:0x9406ab2f28ea3e54!8m2!3d40.3029259!4d-111.7080868!16s%2Fg%2F11df0rcrwl!19sChIJ8QAModSaTYcRVD7qKC-rBpQ,Central Orem Clinic - Pediatrics,4.8,,Pediatrician,"505 400 N, Orem, UT 84057, United States","873R+5Q Orem, Utah, USA",https://intermountainhealthcare.org/locations/central-orem-clinic/central-orem-pediatrics?utm_campaign=gmb&utm_medium=organic&utm_source=local,+1 801-714-3440,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwermVreEflsEdj1BuzaXQMf7rfcvNNze0TZvjpvVXJb6vovKUENZP__66pdV243X99RaT0tjlPsE6nxIlH0U0aMlt515F4joauHuqiDuaMR7ndQj4xhmZilBNm5hDXcGatmbl5AECg=w408-h725-k-no,true,7:45 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-02-10T22:08:55.601Z,,,,,,,,
https://www.google.com/maps/place/Utah+Valley+Pediatrics/data=!4m7!3m6!1s0x874d852868ec71d9:0xb768df817ab502b8!8m2!3d40.3129927!4d-111.7131325!16s%2Fg%2F1tf8221n!19sChIJ2XHsaCiFTYcRuAK1eoHfaLc,Utah Valley Pediatrics,4.9,,Pediatrician,"716 W 800 N #300, Orem, UT 84057, United States","877P+5P Orem, Utah, USA",https://www.uvpediatrics.com/offices/84057-pediatrics/?utm_source=google_local&utm_medium=organic,+1 801-224-0421,Open · Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipOi2Q_oKiFfyp5GIz9NAaswVka9yHDHWlFiG0cv=w459-h240-k-no,true,8:30 am–9 pm,"https://www.google.com/maps/search/pediatrician+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-02-10T22:09:00.204Z,,,,,,,,
https://www.google.com/maps/place/Utah+Valley+Pediatrics/data=!4m7!3m6!1s0x874d90a3ce5a5689:0x2f55c59e9e953dfb!8m2!3d40.2524375!4d-111.6592514!16s%2Fg%2F1ttq2l9v!19sChIJiVZazqOQTYcR-z2Vnp7FVS8,Utah Valley Pediatrics,4.7,,Pediatrician,"1355 N University Ave #210, Provo, UT 84604, United States","782R+X7 Provo, Utah, USA",https://www.uvpediatrics.com/offices/nprovo-pediatrics/?utm_source=google_local&utm_medium=organic,+1 801-373-8930,Open · Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipO0f5yAH1GmI63QJmjVgqZuvA1Q0mfrZlGL-tcI=w426-h240-k-no,true,8:30 am–9 pm,"https://www.google.com/maps/search/pediatrician+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-02-10T22:09:04.389Z,,,,,,,,
"https://www.google.com/maps/place/Benjamin+H.+Greenfield,+DO/data=!4m7!3m6!1s0x874d9ad3589d57f5:0x1d33e5c6c2bbe134!8m2!3d40.3029259!4d-111.7080868!16s%2Fg%2F11dx8pb52m!19sChIJ9VedWNOaTYcRNOG7wsblMx0","Benjamin H. Greenfield, DO",4.8,,Pediatrician,"505 400 N, Orem, UT 84057, United States","873R+5Q Orem, Utah, USA",https://doctors.intermountainhealth.org/provider/Benjamin%20H.%20Greenfield/2555735?utm_campaign=gmb&utm_medium=organic&utm_source=local,+1 801-714-3440,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP-bLU2w6j2RaLY9du7RJFbaxqsKrCVX6lD480i=w408-h271-k-no,true,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-02-10T22:09:08.645Z,,,,,,,,
https://www.google.com/maps/place/Utah+Valley+Pediatrics/data=!4m7!3m6!1s0x874d90a70fd9abe5:0xbb2f59dcd38feffe!8m2!3d40.3046684!4d-111.736145!16s%2Fg%2F1tf6mpfj!19sChIJ5avZD6eQTYcR_u-P09xZL7s,Utah Valley Pediatrics,4.9,,Pediatrician,"747 E 440 N Suite A, Vineyard, UT 84059, United States","8737+VG Vineyard, Utah, USA",https://www.uvpediatrics.com/offices/vineyard-pediatricians/?utm_source=google_local&utm_medium=organic,+1 801-357-7883,Open · Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipN7-l7-qBGC2TmUm_Ypr1mYvL0KxFS2boQS_FaX=w426-h240-k-no,true,8:30 am–9 pm,"https://www.google.com/maps/search/pediatrician+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-02-10T22:09:12.902Z,,,,,,,,
https://www.google.com/maps/place/Pediatric+Care/data=!4m7!3m6!1s0x874d909e58dd5df7:0x6b515a5ea4cd75bb!8m2!3d40.2564512!4d-111.663035!16s%2Fg%2F1tlvp_t7!19sChIJ913dWJ6QTYcRu3XNpF5aUWs,Pediatric Care,4.8,,Pediatrician,"1675 Freedom Blvd 200 W Ste 3, Provo, UT 84604, United States","784P+HQ Provo, Utah, USA",http://provopediatrics.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=websiteURL&utm_content=websiteURL,+1 801-377-8000,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerp1rEU7qwyHSXFE_LOSElzKUBDAGEFqcYbRMBA-jtXYZQGDh2DymUq-HEi0gxKaSKUM58OwLJdsvtkNdU_IIXX1Hl7WfW-nzymTE0rk-j__jAC98Crxl07AXlJ_vxTKn3aN-GCiA=w408-h306-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-02-10T22:09:17.038Z,,,,,,,,
https://www.google.com/maps/place/Alpine+Pediatrics/data=!4m7!3m6!1s0x874d84d9c1ca93d7:0x85649ef11a6c23f9!8m2!3d40.3062381!4d-111.738378!16s%2Fg%2F1ptxb5dg9!19sChIJ15PKwdmETYcR-SNsGvGeZIU,Alpine Pediatrics,4.7,,Pediatrician,"667 E 500 N suite 100, Vineyard, UT 84059, United States","8746+FJ Vineyard, Utah, USA",http://alpinepeds.com/,+1 801-374-1999,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweojsNMgNYmSB_3735hpADrM-fUERE7D79NzxeAZEWY3JNijlim0LSffoommwTemu-ZHCVN1DOFMQBOmvpd9lrSt-2I2LOddUMDSUdRFtbM72BYha5wHe4AD7iBR5MwGaSswhst5=w408-h725-k-no,true,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-02-10T22:09:21.381Z,,,,,,,,
"https://www.google.com/maps/place/Gregory+S.+Wynn,+M.D./data=!4m7!3m6!1s0x874d852868ec71d9:0x71a28e937499a5e7!8m2!3d40.3134917!4d-111.7135831!16s%2Fg%2F1tmy5jj_!19sChIJ2XHsaCiFTYcR56WZdJOOonE","Gregory S. Wynn, M.D.",5.0,,Pediatrician,"716 W 800 N #300, Orem, UT 84057, United States","877P+9H Orem, Utah, USA",https://www.uvpediatrics.com/physicians/phy_gwynn/?utm_source=google_local&utm_medium=organic,+1 801-224-0421,Open · Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoXSEyJ4MUrHl8acyQIkHKJ4b67ZAo0Eq0V94E0gg5M4AwDFMHPT7gGUjh2W-B9B-gSU1AYTgxUP3ekSJmkKqSvyZanHT_nP_T7OLGvtrZbdo9G8AKQhz3iWi7geknXV6sFONrQ=w426-h240-k-no,true,8:30 am–9 pm,"https://www.google.com/maps/search/pediatrician+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-02-10T22:09:25.671Z,,,,,,,,
https://www.google.com/maps/place/Pediatric+Smiles+and+Braces/data=!4m7!3m6!1s0x874d9ad3db7a5e51:0x211f9989e9510fcf!8m2!3d40.3144838!4d-111.7215454!16s%2Fg%2F1hc340hfs!19sChIJUV5629OaTYcRzw9R6YmZHyE,Pediatric Smiles and Braces,4.9,,Pediatric dentist,"1028 W 950 N #102, Orem, UT 84057, United States","877H+Q9 Orem, Utah, USA",https://pediatricsmilesutah.com/,+1 801-434-5437,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPtoSGAm_Ac1Nkwn7EGtmh38JbtSFEHbVFOQjMU=w408-h270-k-no,true,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Orem+Provo+UT/@40.2968979,-111.6946475,14z",2026-02-10T22:09:30.123Z,,,,,,,,
