placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,error,isBlackOwned
https://www.google.com/maps/place/850+Infusions/data=!4m7!3m6!1s0x88ecf5125be20a8b:0xa1a4082f42130ef8!8m2!3d30.4344165!4d-84.2826478!16s%2Fg%2F11vxyvpfm7!19sChIJiwriWxL17IgR-A4TQi8IpKE,850 Infusions,4.9,64,Wellness center,"111 W Bloxham St, Tallahassee, FL 32301, United States","CPM8+QW Tallahassee, Florida, USA",http://www.850infusions.com/,+1 850-363-2499,Open ⋅ Closes 9 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipN6WOBWVEDSQnU8sN0oqRHNzFybSAW1KFatelap=w408-h291-k-no,true,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:29:23.656Z,,
https://www.google.com/maps/place/Healthy+Infusions+of+North+Florida/data=!4m7!3m6!1s0x88ecf564a8e2ef19:0xf9443ce5ab46cb7d!8m2!3d30.4428991!4d-84.2810793!16s%2Fg%2F11krcl8nvh!19sChIJGe_iqGT17IgRfctGq-U8RPk,Healthy Infusions of North Florida,5.0,35,Weight loss service,"118 N Monroe St Suite 302, Tallahassee, FL 32301, United States","CPV9+5H Tallahassee, Florida, USA",https://www.healthyinfusionsofnorthflorida.com/,+1 850-354-3516,Closed ⋅ Opens 10:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipN0dzOJEzM5OW6gPMVbXlAw6QrAdY5Pxvmnw11X=w408-h544-k-no,true,Closed,10:30 am–3 pm,10:30 am–6 pm,Closed,10:30 am–6 pm,10:30 am–3 pm,9 am–1 pm,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:29:29.471Z,,
https://www.google.com/maps/place/Ketamine+Treatment:+Novel+Mind+%26+Wellness+Center/data=!4m7!3m6!1s0x88ec5f5916386359:0x1a4879c776663336!8m2!3d30.4660619!4d-84.2327234!16s%2Fg%2F11kb_kmz41!19sChIJWWM4Fllf7IgRNjNmdsd5SBo,Ketamine Treatment: Novel Mind & Wellness Center,5.0,69,Mental health service,"1804 Miccosukee Commons Dr # 210, Tallahassee, FL 32308, United States","FQ88+CW Tallahassee, Florida, USA",https://novelmindcenter.com/,+1 850-597-9732,Closed ⋅ Opens 8 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMNGYcVgsFHa4VHYjEccYUqLFwVwxOO4vme9I82=w408-h608-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:29:34.998Z,,
https://www.google.com/maps/place/Florida+Cancer+Specialists+%26+Research+Institute/data=!4m7!3m6!1s0x88ec5f0e5a01e50d:0x4ae9b664b8b2c71f!8m2!3d30.4608922!4d-84.2434146!16s%2Fg%2F11dx9kpl90!19sChIJDeUBWg5f7IgRH8eyuGS26Uo,Florida Cancer Specialists & Research Institute,4.9,532,Cancer treatment center,"2351 Phillips Rd, Tallahassee, FL 32308, United States","FQ64+9J Tallahassee, Florida, USA",https://flcancer.com/location/tallahassee-cancer-center/,+1 850-877-8166,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMV8Koycu04t40nYS-INZag3y6YiW30rYG1qG6B=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:29:39.930Z,,
https://www.google.com/maps/place/TMH+Physician+Partners+-+Cancer+%26+Hematology/data=!4m7!3m6!1s0x88ec5f7192e10517:0x3016cfb925522321!8m2!3d30.457719!4d-84.2550543!16s%2Fg%2F1pp2tgn_f!19sChIJFwXhknFf7IgRISNSJbnPFjA,TMH Physician Partners - Cancer & Hematology,4.7,83,Cancer treatment center,"1775 One Healing Place 2nd Floor, Tallahassee, FL 32308, United States","FP5V+3X Tallahassee, Florida, USA",https://www.tmh.org/location/tmh-physician-partners-cancer-hematology,+1 850-431-5360,Closed ⋅ Opens 7:30 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lZRXjmw91uzmkdFMFq3X_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=230.19713&pitch=0&thumbfov=100,true,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:29:44.890Z,,
https://www.google.com/maps/place/Forward+Wellness+%26+Aesthetics/data=!4m7!3m6!1s0x88ec85c1ba83d441:0x7525c1a6eec68948!8m2!3d30.2377085!4d-84.3629821!16s%2Fg%2F11t84d03k4!19sChIJQdSDusGF7IgRSInG7qbBJXU,Forward Wellness & Aesthetics,5.0,156,Medical clinic,"1616 Crawfordville Hwy d, Crawfordville, FL 32327, United States","6JQP+3R Crawfordville, Florida, USA",https://www.forwardwellnessgroup.com/,+1 850-343-5800,Closed ⋅ Opens 8 am Mon,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipPv53lzFxxqvdZ9DzuYAl66aWAIeQ5A7oUzrtOr=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:29:49.825Z,,
https://www.google.com/maps/place/Tallahassee+Memorial+Cancer+Center/data=!4m7!3m6!1s0x88ec5f7bb40ad1af:0x27452645f2d002f6!8m2!3d30.4577421!4d-84.2551401!16s%2Fg%2F1tx_75nj!19sChIJr9EKtHtf7IgR9gLQ8kUmRSc,Tallahassee Memorial Cancer Center,4.0,44,Cancer treatment center,"1775 One Healing Place, Tallahassee, FL 32308, United States","FP5V+3W Tallahassee, Florida, USA",https://www.tmh.org/services/cancer,+1 850-431-4226,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPcyKPJUIQwuP7A8XnvSjbY3RWiA4Wz91nUgUNv=w408-h240-k-no-pi-20-ya180-ro0-fo100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:29:54.784Z,,
https://www.google.com/maps/place/Vital+Care+of+Tallahassee/data=!4m7!3m6!1s0x88ec5f5e69bd8ccf:0xb6cb887cccdbfb45!8m2!3d30.4412603!4d-84.2643742!16s%2Fg%2F11lnhr0g73!19sChIJz4y9aV5f7IgRRfvbzHyIy7Y,Vital Care of Tallahassee,4.9,19,Pharmacy,"124 Marriott Dr Suite 105, Tallahassee, FL 32301, United States","CPRP+G7 Tallahassee, Florida, USA",https://vitalcare.com/locations/vital-care-of-tallahassee/,+1 850-558-5588,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq6gB7lW3Z7_yopIWxlCVt3vsJwPrNQfCGiCdz406p5218QDPt4hNYEmvho7QCg1XP_9rWdQup7npgL1RMArPXMJUxddWegvm2jTsUoNfA-uyOp_Vi6xjApFRXmJAWQk7Pt6k1lN_Diu-vJ=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:29:59.918Z,,
https://www.google.com/maps/place/Infuse+One+-+Infusion+%26+Injection+Medical+Clinic+Tallahassee/data=!4m7!3m6!1s0x88ec5f5bc557e957:0x103b1e2098a3937d!8m2!3d30.4565688!4d-84.2352976!16s%2Fg%2F11lmbnv7jy!19sChIJV-lXxVtf7IgRfZOjmCAeOxA,Infuse One - Infusion & Injection Medical Clinic Tallahassee,,,Medical clinic,"2459 Mahan Dr Suite 5, Tallahassee, FL 32308, United States","FQ47+JV Tallahassee, Florida, USA",https://www.infuseone.com/,+1 850-201-0066,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4CVPS0rzDingEwcnWDVKtg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=71.394455&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:30:02.786Z,,
https://www.google.com/maps/place/The+Medical+Healing+Center/data=!4m7!3m6!1s0x88ec5f9ccd9a5dc5:0x2303c954413f65c5!8m2!3d30.4442976!4d-84.2592491!16s%2Fg%2F1thlnxg0!19sChIJxV2azZxf7IgRxWU_QVTJAyM,The Medical Healing Center,4.2,46,Medical clinic,"225 Office Plaza Dr, Tallahassee, FL 32301, United States","CPVR+P8 Tallahassee, Florida, USA",https://www.themedicalhealingcenter.com/,+1 850-309-1665,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CJR6Q5ZLb0i-82-Ha2fqjw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=98.69495&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2025-09-28T23:30:07.835Z,,
