placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/Family+Aide+Home+Help+-+Paid+Family+Care/data=!4m7!3m6!1s0xa81dd8129e542c1d:0x3695ab6ce18e78fd!8m2!3d42.3291169!4d-83.0400935!16s%2Fg%2F11xdfw0bfs!19sChIJHSxUnhLYHagR_XiO4WyrlTY,Family Aide Home Help - Paid Family Care,5.0,1,Home health care service,"400 Renaissance Center Suite 2600, Detroit, MI 48243, United States","8XH5+JX Detroit, Michigan, USA",https://familyaide.com/,+1 313-546-4616,Open ⋅ Closes 8 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dOX9TZ61heZPa5DS7JKfyw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=61.599163&pitch=0&thumbfov=100,true,10 am–8 pm,10 am–8 pm,10 am–6 pm,Closed,Closed,10 am–8 pm,10 am–8 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-09-10T17:51:13.448Z,,,
https://www.google.com/maps/place/Anchor+Health+Homecare/data=!4m7!3m6!1s0x8824d3ba6359e765:0xc9f4076433d0b095!8m2!3d42.339704!4d-83.020319!16s%2Fg%2F11xmcdgkkw!19sChIJZedZY7rTJIgRlbDQM2QH9Mk,Anchor Health Homecare,5.0,5,Home health care service,"2751 E Jefferson Ave # 400, Detroit, MI 48207, United States","8XQH+VV Detroit, Michigan, USA",https://www.anchorhc.org/,+1 313-285-2000,"Open ⋅ Closes 5 pm

Updated by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOnkDWtKCQW00prLkWSqzYAqADUhro88ZsqJI7S=w408-h510-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-09-10T17:51:19.995Z,,,
https://www.google.com/maps/place/Elsmar+Home+Health+Care/data=!4m7!3m6!1s0x883b2d4b69984fbb:0x64ee083b63c9bbd9!8m2!3d42.34001!4d-83.06156!16s%2Fg%2F1tdqj456!19sChIJu0-YaUstO4gR2bvJYzsI7mQ,Elsmar Home Health Care,4.0,4,Home health care service,"2727 2nd Ave #156, Detroit, MI 48201, United States","8WRQ+29 Detroit, Michigan, USA",,+1 313-961-5500,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP1I3qa7fQywctdKO3AjDigeTX_ZA03bdVN_18H=w408-h266-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-09-10T17:51:25.287Z,,,
https://www.google.com/maps/place/Care+at+Home+Michigan/data=!4m7!3m6!1s0xa57cf1857a0a758b:0x75af6f616d4c9d0f!8m2!3d42.339704!4d-83.020319!16s%2Fg%2F11xsrht1mx!19sChIJi3UKeoXxfKURD51MbWFvr3U,Care at Home Michigan,5.0,4,Home health care service,"2751 E Jefferson Ave # 400, Detroit, MI 48207, United States","8XQH+VV Detroit, Michigan, USA",http://careathomemichigan.com/,+1 313-816-1200,"Open ⋅ Closes 5 pm

Updated by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNU7tHOeYJwNah0-gEL4bulxETG-E92VqmNEM5j=w641-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-09-10T17:51:30.624Z,,,
https://www.google.com/maps/place/Loving+Hands+Home+Care+Services+LLC/data=!4m7!3m6!1s0x88259b426cdbc49d:0x37470ad1cbc809f4!8m2!3d42.3292865!4d-83.0484296!16s%2Fg%2F11k674s4g5!19sChIJncTbbEKbJYgR9AnIy9EKRzc,Loving Hands Home Care Services LLC,,,Home health care service,"607 Shelby St Suite 788, Detroit, MI 48226, United States","8XH2+PJ Detroit, Michigan, USA",,+1 810-689-9526,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vXxlL9g0xPNBsK3kTpewNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=330.7335&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-09-10T17:51:35.920Z,,,
https://www.google.com/maps/place/Plum+Health+Direct+Primary+Care/data=!4m7!3m6!1s0x883b32a0f932deff:0x890ba008a9039344!8m2!3d42.3316119!4d-83.0683748!16s%2Fg%2F11ddwx4qh3!19sChIJ_94y-aAyO4gRRJMDqQigC4k,Plum Health Direct Primary Care,4.9,142,Medical clinic,"1620 Michigan Ave STE 125, Detroit, MI 48216, United States","8WJJ+JM Detroit, Michigan, USA",http://www.plumhealthdpc.com/,+1 313-444-5630,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP1ImJHTBx70-kYaHDEoUfw0IsLI4tGtLPGxc_a=w408-h360-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-09-10T17:51:41.445Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/MI+Home+Help+Agency+-+Paid.care/data=!4m7!3m6!1s0x883b2d3a44aa3213:0xe3557c70efa3f78e!8m2!3d42.3340436!4d-83.050485!16s%2Fg%2F11vx7bq74n!19sChIJEzKqRDotO4gRjvej73B8VeM,MI Home Help Agency - Paid.care,5.0,5,Home health care service,"1420 Washington Blvd #301, Detroit, MI 48226, United States","8WMX+JR Detroit, Michigan, USA",https://www.mihomehelpagency.com/,+1 313-284-2821,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPl26ZAIYAxojsuTYUNQini9Ru5WqoDAcbZT4P8=w408-h270-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-09-10T17:51:47.186Z,,,
https://www.google.com/maps/place/CareChoice+Michigan/data=!4m7!3m6!1s0x8824d3243b2dd81d:0x7543bcf4e2f43471!8m2!3d42.339704!4d-83.020319!16s%2Fg%2F11yj6k5d5v!19sChIJHdgtOyTTJIgRcTT04vS8Q3U,CareChoice Michigan,,,Home health care service,"2751 E Jefferson Ave # 400, Detroit, MI 48207, United States","8XQH+VV Detroit, Michigan, USA",https://www.carechoice.com/,+1 313-656-0000,"Open ⋅ Closes 5 pm

Updated by this business 3 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPHU4fU6lTO31fvLTJxcCzu33R_gVjIeXHPr-68=w408-h286-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-09-10T17:51:52.813Z,,,
https://www.google.com/maps/place/Charlie%27s+Abundant+Home+Health+Care+Agency/data=!4m7!3m6!1s0x883b2d5c57e3980f:0xf860a8da2332bd10!8m2!3d42.3292252!4d-83.0486813!16s%2Fg%2F11twtl8m27!19sChIJD5jjV1wtO4gREL0yI9qoYPg,Charlie's Abundant Home Health Care Agency,1.0,1,Home health care service,"220 W Congress St, Detroit, MI 48226, United States","8XH2+MG Detroit, Michigan, USA",,+1 248-781-3403,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PfcVTxN-FtSF_MWSieY8FA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=327.73932&pitch=0&thumbfov=100,true,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,Open 24 hours,Open 24 hours,9:30 am–5 pm,9:30 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-09-10T17:51:57.855Z,,,
https://www.google.com/maps/place/Accompany+Health/data=!4m7!3m6!1s0x883b2d31742e5931:0x58582c2cfdd53444!8m2!3d42.337606!4d-83.0517853!16s%2Fg%2F11vm7g2t4j!19sChIJMVkudDEtO4gRRDTV_SwsWFg,Accompany Health,5.0,1,Internist,"2111 Woodward Ave, Detroit, MI 48201, United States","8WQX+27 Detroit, Michigan, USA",https://accompanyhealth.com/,+1 313-546-0900,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipPh5XEAYqvvl43DLiqxBWSYYULTudaeJm4w2N-1=w408-h408-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,Closed,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-09-10T17:52:02.818Z,LGBTQ+ friendly,,
