placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Crossmen+Mitigation+%26+Restoration+Of+Omaha/data=!4m7!3m6!1s0xa3c5995464895f15:0x76a40191632a357!8m2!3d41.2356866!4d-96.0907378!16s%2Fg%2F11wr3l6v95!19sChIJFV-JZFSZxaMRV6MyFhlAagc,Crossmen Mitigation & Restoration Of Omaha,4.9,55,Water damage restoration service,"11368 Gold St, Omaha, NE 68144, United States","6WP5+7P Omaha, Nebraska, USA",https://crossmenmitigation.com/,+1 402-624-4816,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerFC0v69uaRbZIvedC_YNFsOMBuQWa29J4XAIemW_gJYvtbLKi8NBQtTB-aL-QOsteYKMire-bGHMrZ4AOtgxaI1hpy9D78MHB4yqQp8oix-bvN-CubhipOhIT4GDDtQKIsJI9zKQ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T05:23:37.071Z,,,
https://www.google.com/maps/place/Prime+Water+Damage+Restore+Omaha/data=!4m7!3m6!1s0x87938d9cbceca445:0xef0e5029b1e7a007!8m2!3d41.2280017!4d-95.9752278!16s%2Fg%2F11kqxl16f7!19sChIJRaTsvJyNk4cRB6DnsSlQDu8,Prime Water Damage Restore Omaha,5.0,12,Water damage restoration service,"4135 Valley St, Omaha, NE 68105, United States","62HF+6W Omaha, Nebraska, USA",,+1 402-781-3224,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bmburGUzuhIbM-JtzPjvXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=160.07518&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T05:23:41.846Z,,,
https://www.google.com/maps/place/Paul+Davis+Restoration+of+Omaha+Nebraska/data=!4m7!3m6!1s0x87938c93cd950759:0x744f211a47238e5!8m2!3d41.2184219!4d-96.039093!16s%2Fg%2F11clvcc36m!19sChIJWQeVzZOMk4cR5ThypBHyRAc,Paul Davis Restoration of Omaha Nebraska,4.2,286,Water damage restoration service,"4226 S 80th St, Omaha, NE 68127, United States","6X96+99 Omaha, Nebraska, USA",https://omaha-nebraska.pauldavis.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Omaha-NE,+1 402-819-0476,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweprAu8cexnriplT0E9dvvDb0K7fbVs2pORCriIFf7cjNYuCMB4cwaJq1ZMU1Wt0mGavXEJxnJKn7S46-_yvhEY5SLwzZIbPsoQPL-b654ZQDCezjAyj2NsUxoSEZ4BTjtzU-76uOWcsZ2s=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T05:23:47.085Z,,,
https://www.google.com/maps/place/Superb+Water+and+Storm+Damage+Restoration+of+Omaha/data=!4m7!3m6!1s0x8e3e71d341fc6df3:0x8631e2bb4a6efed2!8m2!3d41.2395942!4d-96.014219!16s%2Fg%2F11vql2xnj_!19sChIJ8238QdNxPo4R0v5uSrviMYY,Superb Water and Storm Damage Restoration of Omaha,4.1,32,Water damage restoration service,"2111 S 67th St #300, Omaha, NE 68106, United States","6XQP+R8 Omaha, Nebraska, USA",https://www.superbrestoration.net/,+1 402-235-9952,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq8ftsg2Gpwkaudvid0PLbI9j_hHveV4uYsCvxidysGocN1FK0fcybMPYx5Bf5_txbAzq9DdRWC2J6kOH_GPQ2776rtCxx6Ot4lbkUMz5ZGWSvBRGFAmYUO1yT6rRelO9jlc2nXc8Nhu-Y=w408-h543-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T05:23:52.651Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/RestoPros+of+Omaha/data=!4m7!3m6!1s0x29d6bc534061183f:0x87b8174224edc323!8m2!3d41.2350268!4d-96.1574074!16s%2Fg%2F11whwxs5s9!19sChIJPxhhQFO81ikRI8PtJEIXuIc,RestoPros of Omaha,4.9,94,Water damage restoration service,"2630 S 156th Cir, Omaha, NE 68130, United States","6RPV+22 Omaha, Nebraska, USA",https://www.restopros.co/ne-omaha/,+1 402-765-4955,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqy6vUXGMS41UswZMXnTnkXdi_IzDMhXMhy4hjZe_pbcofHL9IjyOPJI4LBOVNxz-a8pjPFHLnnIe0ddeuFKVTtnqw_l4EKkHro80DejsYlv6QVmt4V-QBjp5moQZeIkQSoTM0I=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T05:23:58.320Z,,,
https://www.google.com/maps/place/ServiceMaster+of+South+Central+Omaha/data=!4m7!3m6!1s0x87938cbd869f91e1:0xc2377780e67103a!8m2!3d41.2200255!4d-95.9970237!16s%2Fg%2F12lk7cst9!19sChIJ4ZGfhr2Mk4cROhBnDnh3Iww,ServiceMaster of South Central Omaha,4.6,10,Water damage restoration service,"5350 F St, Omaha, NE 68117, United States","62C3+25 Omaha, Nebraska, USA",https://www.servicemasterrestore.com/locations/ne/omaha/servicemaster-of-south-central-omaha-17494,+1 402-339-9911,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq1K1MDG1TJ8QfpX0WfzgrZl-dSSFUbz1bz-XrJ_n001FN0lUb2jSQrFu7aboua8TCaYePV8j2PZfU7p_sR72tBvESeSheU_g_pJsJ8l-wuJtB_-B_luoK1j7cQf1L5XeiBJ8q0GB4NPJqd=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T05:24:04.565Z,Identifies as women-owned,,
https://www.google.com/maps/place/Rite-Restoration+LLC/data=!4m7!3m6!1s0x879391610a26b967:0x175d16358d8aa4b!8m2!3d41.2985519!4d-95.9419212!16s%2Fg%2F11xt306fnc!19sChIJZ7kmCmGRk4cRS6rYWGPRdQE,Rite-Restoration LLC,5.0,2,Water damage restoration service,"4403 N 20th St Suite 102, Omaha, NE 68110, United States","73X5+C6 Omaha, Nebraska, USA",https://riterestorationllc.com/,+1 402-916-4110,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N0OPlwO0PNlusojcvKOKWQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=78.98943&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T05:24:10.295Z,,,
https://www.google.com/maps/place/Evolve+Construction+%26+Restoration+NE/data=!4m7!3m6!1s0x87938feaa4cb62a1:0xa560253c313edd4b!8m2!3d41.2569634!4d-95.9320072!16s%2Fg%2F11y464pnl5!19sChIJoWLLpOqPk4cRS90-MTwlYKU,Evolve Construction & Restoration NE,5.0,74,Roofing contractor,"1299 Farnam St STE 300, Omaha, NE 68102, United States","7349+Q5 Omaha, Nebraska, USA",https://www.evolveconstruction.com/,+1 800-222-4100,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerlIPWQlM4EbgEYySd1DFsUuHmZbnyN5UD2Hn_IDaLtBXoVPy_oJqmZifd6h9K9bgUIKW6q9eoyI91Vmy4qtm0YzJb4rBVPH9nGkLX0sRKOZC1kxxmCYt6-hlxq4Ws8PyRYs9qU=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T05:24:16.050Z,,,
https://www.google.com/maps/place/American+Water+Damage+of+Omaha/data=!4m7!3m6!1s0x8793f3eb57459ed7:0xa6ae8343c047282c!8m2!3d41.3138185!4d-96.0499468!16s%2Fg%2F1ptxd9s1z!19sChIJ155FV-vzk4cRLChHwEODrqY,American Water Damage of Omaha,4.6,217,Water damage restoration service,"6109 N 89th Cir, Omaha, NE 68134, United States","8X72+G2 Omaha, Nebraska, USA",https://americanwaterdamage.com/omaha,+1 402-933-0611,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweomFErPGHhGVHswRKAuhP8Yo2t5I5eT3F5SiEVjontgZvrtb3-UkkT5M48dyP1ExubAVntjt7r9W347xz3jP75q1BBvcCOb8SEi8zhkK7yWupEe7xJLLPIGXra3ClYH2M5k2SsF=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T05:24:21.743Z,,,
https://www.google.com/maps/place/United+Water+Restoration+Group+of+Omaha/data=!4m7!3m6!1s0x8793f3d775acc867:0x123b32e85ed4505c!8m2!3d41.2243738!4d-96.1246535!16s%2Fg%2F11c0xvrnm9!19sChIJZ8isddfzk4cRXFDUXugyOxI,United Water Restoration Group of Omaha,4.8,168,Water damage restoration service,"13435 A St, Omaha, NE 68144, United States","6VFG+P4 Omaha, Nebraska, USA",https://unitedwaterrestoration.com/us/nebraska/omaha,+1 402-810-6900,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoAoYyX67_BTpeuPi4ZMulJ2oDtQDJ9Y8WBmrQgHYKQKQa-c2K5hLrj7143AOQ8OrZNZDtXBPAf8cv_y1WKt1-1xJx_0kPkXn6qbqHXx2dwOrPbXeTeG_5gI_B-uGXwgyDP2iLRhA=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Omaha+Omaha+NE/@41.2637205,-95.9371289,14z",2026-03-23T05:24:26.664Z,,,
