placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Hiatt+HOM+Solutions/data=!4m7!3m6!1s0x7147dd773ec1757:0x9dd97eb3757c06ed!8m2!3d30.2390968!4d-92.0625835!16s%2Fg%2F11s699zckt!19sChIJVxfsc9d9FAcR7QZ8dbN-2Z0,Hiatt HOM Solutions,4.8,75,General contractor,"107 Savonne Rd Unit B, Scott, LA 70583, United States","6WQP+JX Scott, Louisiana, USA",https://hiatthomesolutions.com/,+1 337-534-0502,Open ⋅ Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPEmodYSZE1bq3bHpVrzMtc-nHD3r6ZA62sR_S_=w408-h408-k-no,true,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-09-25T18:25:03.475Z,,,
https://www.google.com/maps/place/Big+Elephant+Property+Management/data=!4m7!3m6!1s0x86249d39bdcafe0b:0x35ffc3c2a7798829!8m2!3d30.2215074!4d-92.0598967!16s%2Fg%2F11l6r50yry!19sChIJC_7KvTmdJIYRKYh5p8LD_zU,Big Elephant Property Management,4.6,9,Property management company,"116 Georgette St, Lafayette, LA 70506, United States","6WCR+J2 Lafayette, Louisiana, USA",https://bigelephantpm.com/,+1 337-991-0400,Open ⋅ Closes 4 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EAYC2uZjVqDfQB9dDlkqFw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=239.15747&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–12 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-09-25T18:25:09.891Z,,,
https://www.google.com/maps/place/Peak+Management+Group+LLC/data=!4m7!3m6!1s0x86249dd035e74aeb:0x3284d6cb29c36d00!8m2!3d30.215424!4d-92.052519!16s%2Fg%2F11jgjy7ygk!19sChIJ60rnNdCdJIYRAG3DKcvWhDI,Peak Management Group LLC,4.2,6,Property management company,"310 Ella St Unit 306, Lafayette, LA 70506, United States","6W8W+5X Lafayette, Louisiana, USA",http://www.facebook.com/peakllc,+1 337-781-5641,Open ⋅ Closes 6 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=W_h4K2bJNKobi0xhx9Bnzg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=306.97485&pitch=0&thumbfov=100,true,8:30 am–6 pm,8:30 am–6 pm,10 am–1 pm,Closed,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-09-25T18:25:14.940Z,,,
https://www.google.com/maps/place/BG+Realty+%26+Management+LLC/data=!4m7!3m6!1s0x86249c445ce52b21:0xe17f2accc9a90c6!8m2!3d30.2112692!4d-92.0439744!16s%2Fg%2F11bxb9jw1c!19sChIJISvlXEScJIYRxpCazKzyFw4,BG Realty & Management LLC,4.1,205,Property management company,"401 N College Rd #4, Lafayette, LA 70506, United States","6X64+GC Lafayette, Louisiana, USA",https://www.bgrealty.com/,+1 337-281-4391,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOm142W30tYwtWpba5PEJEO9SKsU2rVGCU2hQ9G=w408-h272-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-09-25T18:25:20.224Z,,,
"https://www.google.com/maps/place/Titan+Realestate+Services,+LLC/data=!4m7!3m6!1s0x86249c1b10251323:0x7b058dc5102effee!8m2!3d30.2215053!4d-92.0599025!16s%2Fg%2F11g7z0ll_z!19sChIJIxMlEBucJIYR7v8uEMWNBXs","Titan Realestate Services, LLC",3.5,33,Real estate agency,"116 Georgette St, Lafayette, LA 70506, United States","6WCR+J2 Lafayette, Louisiana, USA",http://www.titanrealestateservicesllc.org/,+1 337-991-0400,Open ⋅ Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipMizSSppQiVbjg9SKvhxrfhU7DrQZjDKE-2s3ut=w408-h245-k-no,true,9 am–4 pm,9 am–12 pm,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-09-25T18:25:25.327Z,,,
https://www.google.com/maps/place/Old+South+Realty+Property+Management/data=!4m7!3m6!1s0x86249c43cdf3c2e3:0x73cea46cbdd57a01!8m2!3d30.2094252!4d-92.0415102!16s%2Fg%2F1thsg8nv!19sChIJ48LzzUOcJIYRAXrVvWykznM,Old South Realty Property Management,3.0,74,Property management company,"217 N College Rd #4230, Lafayette, LA 70506, United States","6X55+Q9 Lafayette, Louisiana, USA",http://www.oldsouthrealty.com/,+1 337-232-2516,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Z7jnvVhriUnbav0KeLXLBQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=244.98222&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-09-25T18:25:30.751Z,,,
"https://www.google.com/maps/place/Billeaud+Management+Co.,+Inc./data=!4m7!3m6!1s0x86249d84e9f54bf9:0xb42e5dac6de59ff7!8m2!3d30.1710538!4d-92.0466746!16s%2Fg%2F11h71932yr!19sChIJ-Uv16YSdJIYR95_lbaxdLrQ","Billeaud Management Co., Inc.",4.9,158,Property management company,"106 Cellar Ct, Lafayette, LA 70508, United States","5XC3+C8 Lafayette, Louisiana, USA",http://billeaudmanagement.com/,+1 337-984-1021,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNz94hN3f8W27c3eyEYPbrBE_IGbmbcBv69YldU=w408-h309-k-no,true,7:30 am–5 pm,7:30 am–4 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-09-25T18:25:35.993Z,,,
"https://www.google.com/maps/place/Baton+Rouge+Property+Management/@30.2210939,-92.0504501,17z/data=!3m1!4b1!4m6!3m5!1s0x86249c1256555555:0xe992fa7b276457fa!8m2!3d30.2210939!4d-92.0504501!16s%2Fg%2F11f63yftrg",Baton Rouge Property Management,,,Property management company,"1304 Bertrand Dr, Lafayette, LA 70506, United States","6WCX+CR Lafayette, Louisiana, USA",http://www.batonrougepropertymanagementinc.com/contact,+1 800-368-8421,Open ⋅ Closes 5 pm,,,false,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-09-25T18:25:42.988Z,,,
https://www.google.com/maps/place/PMI+Integrity+Properties+-+Lafayette/data=!4m7!3m6!1s0x86249d28d0e3f52d:0x279518db62010c77!8m2!3d30.1702152!4d-92.0332957!16s%2Fg%2F11c1ww877f!19sChIJLfXj0CidJIYRdwwBYtsYlSc,PMI Integrity Properties - Lafayette,4.7,142,Property management company,"1720 Kaliste Saloom Rd STE D4, Lafayette, LA 70508, United States","5XC8+3M Lafayette, Louisiana, USA",https://www.lafayettepropertymanagementinc.com/,+1 337-476-1176,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPm06hghD8Tj8BYvhEypL6sX8ygGfm4URI8QO4_=w457-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-09-25T18:25:47.977Z,,,
https://www.google.com/maps/place/Solid+Foundation+Properties/data=!4m7!3m6!1s0x86249c445cfad4cf:0x3959cbe86ad0fbca!8m2!3d30.204968!4d-92.040063!16s%2Fg%2F11fy4gt_60!19sChIJz9T6XEScJIYRyvvQaujLWTk,Solid Foundation Properties,2.2,18,Property management company,"2851 Johnston St Suite 209, Lafayette, LA 70503, United States","6X35+XX Lafayette, Louisiana, USA",http://www.solidfoundationproperties.com/,+1 337-205-7447,Open ⋅ Closes 6 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_fdvTnBsHTnv_Ip7qvEPtw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=27.789997&pitch=0&thumbfov=100,false,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-09-25T18:25:53.061Z,,,
https://www.google.com/maps/place/Hasling+Properties/data=!4m7!3m6!1s0x86249ce3314fbe9b:0x3882e42b69956ca3!8m2!3d30.1797968!4d-92.0208107!16s%2Fg%2F1ts1m_dj!19sChIJm75PMeOcJIYRo2yVaSvkgjg,Hasling Properties,5.0,32,Property management company,"Brandywine II, 825 Kaliste Saloom Rd Suite 100, Lafayette, LA 70508, United States","5XHH+WM Lafayette, Louisiana, USA",http://www.haslingpro.com/,+1 337-233-9650,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOE8cKJd96GpTN7pWhgHW4ENszvYD59uBqQIEHa=w408-h250-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-09-25T18:25:57.936Z,,,
https://www.google.com/maps/place/Maison+Bocage+Apartment+Homes/data=!4m7!3m6!1s0x86249c20faf054c9:0x90834b4ce827631e!8m2!3d30.2098197!4d-92.0635093!16s%2Fg%2F1tjwj308!19sChIJyVTw-iCcJIYRHmMn6ExLg5A,Maison Bocage Apartment Homes,4.5,116,Apartment complex,"655 Marie Antoinette St, Lafayette, LA 70506, United States","6W5P+WH Lafayette, Louisiana, USA",https://www.maison-bocage.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&utm_source=Google&utm_medium=GMB&utm_campaign=GMB_Listing,+1 833-372-1437,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOcaL-x84HIp5AXsIKgbQzL0F5htm4r5AOl_GwW=w427-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-09-25T18:26:03.034Z,· Dogs allowed,,
https://www.google.com/maps/place/Real+Property+Management+Acadiana/data=!4m7!3m6!1s0x86249e881df324e1:0x16fd37ecb15982f0!8m2!3d30.1887823!4d-92.0772064!16s%2Fg%2F11cs4gwq56!19sChIJ4STzHYieJIYR8IJZsew3_RY,Real Property Management Acadiana,3.8,18,Property management company,"114 Curran Ln, Lafayette, LA 70506, United States","5WQF+G4 Lafayette, Louisiana, USA",https://www.rpmacadiana.com/?cid=LSTL_RPM000203&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 337-769-6916,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BC5Tj_oJDuZpd0o17pA75g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=343.52762&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2025-09-25T18:26:08.126Z,,,
