placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Helmuth+Garage+Door+Co./data=!4m7!3m6!1s0xa6a87343ec897281:0x630cc5ae81c927ce!8m2!3d40.123984!4d-88.219222!16s%2Fg%2F11rwkklhbd!19sChIJgXKJ7ENzqKYRzifJga7FDGM,Helmuth Garage Door Co.,3.9,30,Door supplier,"1302 N Lincoln Ave Suite A, Urbana, IL 61801, United States","4QFJ+H8 Urbana, Illinois, USA",https://helmuthgaragedoorco.com/,+1 217-273-1497,Closes soon ⋅ 5 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipOoHuWAqxyiAx_yc5ltbO-j30ro-zsl4I2MbKI9=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-11-07T22:44:59.963Z,,,,
https://www.google.com/maps/place/Door+Specialty+Overhead+Doors+Inc./data=!4m7!3m6!1s0x880cd083a5a0eee3:0xe079fe536e26ed60!8m2!3d40.129229!4d-88.278196!16s%2Fg%2F1trc5jx8!19sChIJ4-6gpYPQDIgRYO0mblP-eeA,Door Specialty Overhead Doors Inc.,4.9,86,Garage door supplier,"1216 Parkland Ct, Champaign, IL 61821, United States","4PHC+MP Champaign, Illinois, USA",https://www.doorspecialtycompany.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 800-373-6661,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOS84Gwjjs_JFlopvBh86PBSdCjHtRrixWU9Dsm=w514-h240-k-no,true,9 am–4:30 pm,Closed,Closed,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-11-07T22:45:06.219Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Furry+Overhead+Door+Company/data=!4m7!3m6!1s0x880cd0e4ba6e6913:0xee95486ddec832ad!8m2!3d39.880167!4d-88.138548!16s%2Fg%2F11f15777km!19sChIJE2luuuTQDIgRrTLI3m1Ile4,Furry Overhead Door Company,5.0,736,Garage door supplier,,,http://furrydoors.com/,+1 217-722-5476,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMsHLjXQEVtk1P8BXtLoPijWSTmkGmRdGK7e2h6=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-11-07T22:45:18.068Z,,,,
"https://www.google.com/maps/place/Garage+One+Enterprises,+Inc./data=!4m7!3m6!1s0x880cd9faa96c5d25:0xd3b69c88f78ddaf!8m2!3d40.1516105!4d-87.988756!16s%2Fg%2F11fl78x7pr!19sChIJJV1sqfrZDIgRr914j8hpOw0","Garage One Enterprises, Inc.",4.9,52,Garage door supplier,,,https://garageoneenterprisesincil.com/,+1 217-328-0001,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNLKlhajcuIh6GgFJY7dFTs25hsMu6P-xEjbXSF=w408-h272-k-no,true,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-11-07T22:45:23.088Z,,,,
https://www.google.com/maps/place/Ace+Handyman+Services+East+Central+Illinois/data=!4m7!3m6!1s0x880cd18a1c3d20f1:0x8c593605f68b237!8m2!3d40.0827867!4d-88.2968187!16s%2Fg%2F11vq45sryq!19sChIJ8SA9HIrRDIgRN7JoX2CTxQg,Ace Handyman Services East Central Illinois,4.9,254,Handyman/Handywoman/Handyperson,"2441 Village Green Pl STE D, Champaign, IL 61822, United States","3PM3+47 Champaign, Illinois, USA",https://www.acehandymanservices.com/offices/east-central-il,+1 309-603-3798,Closes soon ⋅ 5 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMHD97jmoV8ic0ExfFUtIzW4RQtpSC2Fwy6MUiU=w408-h306-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-11-07T22:45:28.522Z,,,,
https://www.google.com/maps/place/Installation+Services/data=!4m7!3m6!1s0x880cdb7f057e2b51:0x1b2367a026b6c412!8m2!3d40.1389454!4d-88.2548842!16s%2Fg%2F11gh2qx1dk!19sChIJUSt-BX_bDIgREsS2JqBnIxs,Installation Services,2.0,1,Contractor,"1904 N Prospect Ave, Champaign, IL 61822, United States","4PQW+H2 Champaign, Illinois, USA",https://www.lowes.com/l/lowes-home-services.html?cm_mmc=lod-_-c-_-lcl-_-ext-_-yxt-_-go-_-80-_-na-_-0-_-0,,,https://lh3.googleusercontent.com/p/AF1QipO1vPnqRhVPrxzPnI6PB5vJ8ZNHoUK-049YMiy6=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-11-07T22:45:32.277Z,,,,
https://www.google.com/maps/place/George+Malloch+Company/data=!4m7!3m6!1s0x880cd8eeae201eed:0x1111639c457ef0d1!8m2!3d40.1226006!4d-88.069812!16s%2Fg%2F11f29y72sb!19sChIJ7R4gru7YDIgR0fB-RZxjERE,George Malloch Company,5.0,16,Garage builder,,,https://georgemallochcompany.com/,+1 217-202-8747,Closes soon ⋅ 5 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO8XrGPvtJOjsnPky1Vz_ER5y2XuUJPSuSFp3k6=w408-h408-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-11-07T22:45:38.718Z,,,,
https://www.google.com/maps/place/Reliable+Overhead+Doors/data=!4m7!3m6!1s0x4e9becc85fa68945:0x55b28f7d035b0ff9!8m2!3d40.111951!4d-88.0423837!16s%2Fg%2F11syczk20j!19sChIJRYmmX8jsm04R-Q9bA32PslU,Reliable Overhead Doors,4.7,47,Door supplier,"109 N Main St, St Joseph, IL 61873, United States","4X65+Q2 St Joseph, Illinois, USA",https://reliable-overhead-doors.com/,+1 217-355-9060,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNenwLG4Z7ayO5HyFGvrwvmbGQf_qbOxQs9U0gZ=w408-h408-k-no,true,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-11-07T22:45:44.552Z,,,,
https://www.google.com/maps/place/Champaign+Garage+Doors+LLC/data=!4m7!3m6!1s0x883f414ae5723dbd:0x661b89bb9e60a628!8m2!3d40.081581!4d-83.859404!16s%2Fg%2F11bxbt2g0f!19sChIJvT1y5UpBP4gRKKZgnruJG2Y,Champaign Garage Doors LLC,5.0,13,Garage door supplier,,,https://www.champaigngaragedoors.com/,+1 937-605-1049,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPuIZwowF-toWYmUPiJFsa7CLuVS0kLwrcZTDDV=w408-h306-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-11-07T22:45:50.395Z,,,,
https://www.google.com/maps/place/Dillman+Brothers/data=!4m7!3m6!1s0x880cd8153e296be7:0xc55efa74e46c72d1!8m2!3d40.1505276!4d-88.1862725!16s%2Fg%2F1tdvq9tj!19sChIJ52spPhXYDIgR0XJs5HT6XsU,Dillman Brothers,3.8,67,Roofing contractor,"3509 N Cunningham Ave, Urbana, IL 61802, United States","5R27+6F Urbana, Illinois, USA",https://www.dillmanbrothers.com/,+1 217-897-9007,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPvaVF3VL4a0AfO14rqprfZbbFZM88D56yMHpKd=w426-h240-k-no,true,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-11-07T22:45:57.191Z,Identifies as women-owned,,,
