placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/Community+Tire+%26+Auto+Care/data=!4m7!3m6!1s0x887ea0e68307e931:0x3dbb964b5d727c6c!8m2!3d35.6204196!4d-88.8195323!16s%2Fg%2F11c3kdc4sv!19sChIJMekHg-agfogRbHxyXUuWuz0,Community Tire & Auto Care,4.5,123,Tire shop,· In-store shopping · In-store pick-up,"319 N Highland Ave, Jackson, TN 38301, United States","J5CJ+55 Jackson, Tennessee, USA",,+1 731-300-4647,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepiG1CLasAzwE3Egch0D8IGcVKr9x_a1xhJu4HbqD3wodZNBxowE0lFmJNuTQh6m3ttgL0cKcDUOliN_GZK-XE_l6qEEyICIx9LOPBkeedyjgQldwOedGf69BzbshcdXq35YaRuHQ=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-03-23T15:30:30.644Z,,,
https://www.google.com/maps/place/King+Tire+Co/data=!4m7!3m6!1s0x887ea0e2d24ab921:0x37e953f8c14a78da!8m2!3d35.6151066!4d-88.824274!16s%2Fg%2F1tdskjwt!19sChIJIblK0uKgfogR2nhKwfhT6Tc,King Tire Co,4.6,242,Tire shop,· In-store shopping · In-store pick-up,"106 Airways Blvd, Jackson, TN 38301, United States","J58G+27 Jackson, Tennessee, USA",https://kingtire.com/,+1 731-424-3649,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoHMLIt7bwB4T1eYtRXGFYtg_PdgzVGEsxbaWoe7SYnA7DmW5763RB8G4SxUrtA2X2_6V7SnEy29bNKpbvMqb7SKrQF2yV6SQNrqObWIgpemuOE-tv5MeQey5f_KHYztxbYzmTW6A=w408-h725-k-no,false,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-03-23T15:30:36.688Z,,,
https://www.google.com/maps/place/Hub+City+Tire+Company/data=!4m7!3m6!1s0x887ea0f19ff6f41f:0x884380c6a117a4f2!8m2!3d35.6119486!4d-88.8130179!16s%2Fg%2F1vm7c6jd!19sChIJH_T2n_GgfogR8qQXocaAQ4g,Hub City Tire Company,4.7,109,Tire shop,· In-store pick-up,"300 S Royal St, Jackson, TN 38301, United States","J56P+QQ Jackson, Tennessee, USA",http://www.hubcitytire.com/,+1 731-427-8541,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoaJ721y9UODPR8I77xRuStJvyQO_9Y5X7X5KK-FlPusFN14J7ZuS3GOEC16DFwDldsQzKwS8tdZVnT9rhFGm4-7wkFAkGn3RVgoxbMEz6X4S8-yR-PfrvYuURQDUGZtgaOWZKg=w408-h305-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-03-23T15:30:41.541Z,,,
https://www.google.com/maps/place/Stegall+Tire+Services/data=!4m7!3m6!1s0x887ea0ee1fde40ff:0xa24b2596e3dd9541!8m2!3d35.6146102!4d-88.8132917!16s%2Fg%2F1tl1jncs!19sChIJ_0DeH-6gfogRQZXd45YlS6I,Stegall Tire Services,4.5,245,Tire shop,· In-store pick-up,"114 N Royal St, Jackson, TN 38301, United States","J57P+RM Jackson, Tennessee, USA",https://www.facebook.com/pages/Stegall-Tires/231877133525588,+1 731-423-2588,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqWBeKx8BATbLtpY3ZDjpFFTGimEfGkAO7NzEALfC2YmdYTNbWl2Fh14XzaGA13pzvYdwxnFA85VdLK7b0JbhWabIL_YqNSF_ZENABRwZH5-lWECiYRpxz88H_aaUh5dc5_8M0=w408-h544-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-03-23T15:30:46.468Z,,,
https://www.google.com/maps/place/Tire+K+and+h+tire+shop+in+Whitehall+st/data=!4m7!3m6!1s0x887c1fff89c4d64d:0x18e93650c2bf99f7!8m2!3d35.6377094!4d-88.7826408!16s%2Fg%2F11j7y70hgp!19sChIJTdbEif8ffIgR95m_wlA26Rg,Tire K and h tire shop in Whitehall st,4.4,37,Tire shop,,"1215 C, Whitehall St, Jackson, TN 38301, United States","J6Q8+3W Jackson, Tennessee, USA",,+1 731-803-4395,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepKKMYpu0_D8ef8S29SbsHQOvO8-FCLby9K4yGIKEb8Y79FCudhBDbmML6-6lM4bFWTMXc5bgBwgMoGhRE3lFYTS1OSZo018jJM4WJ2fju8CbKp7AYSkOKqS0Ya9f2KQUyYzR1k=w426-h240-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"8 am–12:45 pm, 2:15–7 pm",8 am–6 pm,1–6 pm,"https://www.google.com/maps/search/tire+service+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-03-23T15:30:51.477Z,,,
https://www.google.com/maps/place/Wilson+Tire+Shop/data=!4m7!3m6!1s0x887ea0f1de70c8ab:0x94ae7a90ef838b80!8m2!3d35.6143459!4d-88.8131879!16s%2Fg%2F11h70pp63x!19sChIJq8hw3vGgfogRgIuD75B6rpQ,Wilson Tire Shop,4.5,4,Tire shop,,"505 E Main St, Jackson, TN 38301, United States","J57P+PP Jackson, Tennessee, USA",,,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yqPwLia4LtW8J7UGYkRLlQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.1138&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-03-23T15:30:56.313Z,,,
https://www.google.com/maps/place/Golden+Circle+Tire+and+Service/data=!4m7!3m6!1s0x887ea039cc5d358f:0xb1e5c1a4f6530de4!8m2!3d35.5792681!4d-88.8158174!16s%2Fg%2F1tfqm41z!19sChIJjzVdzDmgfogR5A1T9qTB5bE,Golden Circle Tire and Service,4.8,522,Tire shop,· In-store pick-up,"22 Bond St, Jackson, TN 38301, United States","H5HM+PM Jackson, Tennessee, USA",https://www.goldencircletire.com/,+1 731-424-1512,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqUU4SWkUswk0vevJXJQasxi2Q3J_cw8STQYr7ZVGSbBHF43ieuz33250DoTcuv3vvAJ2eAmqsCHmuouCEMmxhr0sDXwJ93V2zJDseSCpE-CwgcBC5ZOIY42Kl_UQF1RShrtwVI9g=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-03-23T15:31:01.258Z,,,
https://www.google.com/maps/place/Quick+Lane+Tire+%26+Auto+Center/data=!4m7!3m6!1s0x887ea67ceb4a8441:0xf594678e6f646330!8m2!3d35.6433909!4d-88.8513149!16s%2Fg%2F1tjh03qf!19sChIJQYRK63ymfogRMGNkb45nlPU,Quick Lane Tire & Auto Center,4.2,114,Oil change service,,"1471 US-45 BYP B, Jackson, TN 38305, United States","J4VX+9F Jackson, Tennessee, USA",https://www.goldencircleford.com/,+1 731-554-9090,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqQjnH_TWywpbD12aXiEPza7F2dxVP_uRKmzI-kgqMFOR_Jq4BrqDcabU6k5OhHN228mHx8qR4yGnCx0sN28nU7uEeeZq8_d2KeNaO_zQV73KP77YCPEBQd-5g7sZLEtm4IMCto=w408-h306-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-03-23T15:31:06.131Z,,,
https://www.google.com/maps/place/Texas+Tires+Jackson/data=!4m7!3m6!1s0x887ea7ecffe04635:0xa8349170f10382e8!8m2!3d35.6573763!4d-88.8283457!16s%2Fg%2F11jmnf1cgx!19sChIJNUbg_-ynfogR6IID8XCRNKg,Texas Tires Jackson,4.7,445,Tire shop,· In-store shopping,"2033 N Highland Ave, Jackson, TN 38305, United States","M54C+XM Jackson, Tennessee, USA",http://texastires50.com/,+1 731-736-1980,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7hZuwrMGXaYDpwOyLKrc_qiH-0bqC-cCNUjyVZSHTpNWIHX61rnFXf5DxpUEZrsCN4ac9-3uiNZX_5FDHQ0GgqZZZJt5r7YYj2YjzGM9k1XnWmOJudtt7_l6_QsD9D3w6HbePGA=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,10 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-03-23T15:31:10.927Z,,,
https://www.google.com/maps/place/King+Tire+Co./data=!4m7!3m6!1s0x887ea6b029723225:0x6d4349196d61b294!8m2!3d35.6568638!4d-88.8553726!16s%2Fg%2F1vn9pvnl!19sChIJJTJyKbCmfogRlLJhbRlJQ20,King Tire Co.,4.5,467,Tire shop,· In-store pick-up,"723 Old Hickory Blvd, Jackson, TN 38305, United States","M44V+PV Jackson, Tennessee, USA",https://kingtire.com/,+1 731-668-2424,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqR2Bk39rSWU2wjoc5fYxYz0yTQOodXzDbzRG37auepwN-gOGUqc9VMf_4tGZrsjKcGSRbU517ZrFz0AE3vLEaEX0EqTPgmn_ubXGTVHqYHSSXMDlhT5Vq2zCZRDU7Rk-uakxMYJQ=w408-h354-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Jackson+TN/@35.6145169,-88.8139469,14z",2026-03-23T15:31:15.953Z,,,
