placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,attributes,error
https://www.google.com/maps/place/Priority+Parking+Services/data=!4m7!3m6!1s0x809ad1293857b6cf:0x1023c5f9e3b2b491!8m2!3d38.5784487!4d-121.4961584!16s%2Fg%2F11cpfwdw3b!19sChIJz7ZXOCnRmoARkbSy4_nFIxA,Priority Parking Services,3.2,21,Parking garage,"830 L St, Sacramento, CA 95814, United States","HGH3+9G Sacramento, California, USA",http://www.priorityparking.com/,+1 916-492-0100,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwRbCNWYEAIR2syaBKs6CQwlk1QZIkH_ZbgdOs5qr74bR7ZXVsBF8HQ2F3DmByvNTzjqU-GgFlLLq8a47Se6x_FjnOMN4TRZQgbzpVKDOkTyLbQpcwuXG_yAYixlZsoPvNVOcU=w408-h307-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-10-28T19:00:33.551Z,,,,,,,,,,
https://www.google.com/maps/place/Parking/data=!4m7!3m6!1s0x809ad12ea8712d57:0x97d2308e39dbff48!8m2!3d38.578645!4d-121.4976713!16s%2Fg%2F1tdz525d!19sChIJVy1xqC7RmoARSP_bOY4w0pc,Parking,2.6,17,Parking garage,"770 L St, Sacramento, CA 95814, United States","HGH2+FW Sacramento, California, USA",https://parking.com/sacramento/lot/union-bank?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-CA,+1 916-444-3527,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipP6vi4ncG3DZxL2qZJoBbVM43LeJ6EjAVALAAMV=w408-h526-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-10-28T19:00:39.295Z,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,Closed,Closed,6 am–6 pm,,,
https://www.google.com/maps/place/900+13th+Street+-+Parking+Garage/data=!4m7!3m6!1s0x809ad0d65eb36c6b:0xaabbd8b0321d9d07!8m2!3d38.580108!4d-121.4890967!16s%2Fg%2F1vnrl83t!19sChIJa2yzXtbQmoARB50dMrDYu6o,900 13th Street - Parking Garage,3.3,73,Parking garage,"900 13th St, Sacramento, CA 95814, United States","HGJ6+29 Sacramento, California, USA",,+1 916-497-0222,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxhEsrlfZehIhKESofbz4bJiq5FifU--kqk4ZZF5xDRkQ3BUdq03LM96EgPIL3TUvI3HGugKdsrc7P2oURK4kS5ZqCgznu3H-o4Zs7yJaHnWgCnKqmcTesvWTJoQHtUlNMWywLjwQ=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-10-28T19:00:45.174Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/USA+Valet+Parking/data=!4m7!3m6!1s0x809ae77dda73d34f:0x4d55d05be3a682a6!8m2!3d38.579648!4d-121.4852211!16s%2Fg%2F11r96k8ns!19sChIJT9Nz2n3nmoARpoKm41vQVU0,USA Valet Parking,2.6,5,Valet parking service,"1515 I St, Sacramento, CA 95814, United States","HGH7+VW Sacramento, California, USA",http://usavaletparking.com/,+1 916-792-1055,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOmnqLcMSsQmftD9ukKBGuu6RXd4Fbz5LZku2UD=w408-h271-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-10-28T19:00:50.065Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–5 pm,10 am–3 pm,9 am–5 pm,,,
https://www.google.com/maps/place/Hyatt+Regency+Valet/data=!4m7!3m6!1s0x809ad0d7e6e497ad:0x89eee03d11af61bf!8m2!3d38.5775906!4d-121.4911874!16s%2Fg%2F11f2gsrtwk!19sChIJrZfk5tfQmoARv2GvET3g7ok,Hyatt Regency Valet,4.0,4,Parking lot,"1209 L St, Sacramento, CA 95814, United States","HGH5+2G Sacramento, California, USA",https://www.hyatt.com/en-US/hotel/california/hyatt-regency-sacramento/sacra/maps-parking-transportation,+1 916-443-1234,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz3oLpZ_X4cOM3YDbS9uy_xB9RvlhnTvGr5AAlJLSSWzUm8TrDUqHZbZhP_HTgrUjocXh67FaJQ2EOuZWusFdJDqyhDWebbriLP56X3bSC_XBlqw3Dz4Af2tzeYC9X669Kk_0iZ=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-10-28T19:00:55.283Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Sp+Plus/data=!4m7!3m6!1s0x809ad1325fb643df:0xc5347fe7bffc55f!8m2!3d38.5782382!4d-121.5036542!16s%2Fg%2F1td9d_rb!19sChIJ30O2XzLRmoARX8X_e_5HUww,Sp Plus,3.6,22,Parking garage,"300 Capitol Mall, Sacramento, CA 95814, United States","HFHW+7G Sacramento, California, USA",https://www.spplus.com/Parking/,+1 916-498-9852,Temporarily closed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzk4HMAPlOJ0KM9r0bD95u1OoVTOc-DnodBSPlo4L_tM1Y4bsj6276LJRHWruqzqYpXtP2ZXm53_pNYPl661b6D0eImVluHXW-eXidQMMcbtb4NsPYAtDk397555MEgMjK4S53A=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-10-28T19:01:00.268Z,,,,,,,,,,
https://www.google.com/maps/place/Metropolis/data=!4m7!3m6!1s0x809ad19c8754e7ab:0xae0adc4d04014f03!8m2!3d38.5808085!4d-121.4966472!16s%2Fg%2F11g0kd_kjt!19sChIJq-dUh5zRmoARA08BBE3cCq4,Metropolis,5.0,2,Parking garage,"728 J St, Sacramento, CA 95814, United States","HGJ3+88 Sacramento, California, USA",https://parking.com/sacramento/lot/1010-8th-st?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-CA,+1 916-442-2217,"Open ⋅ Closes 7 pm

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipP4Nomvb4o-0jB9z1q86DQCuIQ8TqN6SP83aR5_=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-10-28T19:01:05.364Z,5 am–7 pm,5 am–7 pm,5 am–7 pm,5 am–7 pm,Closed,Closed,5 am–7 pm,,,
https://www.google.com/maps/place/Esquire+Plaza+Parking+Garage/data=!4m7!3m6!1s0x809ad0d7b82d1e6d:0xeba54d60db956485!8m2!3d38.5785942!4d-121.4896368!16s%2Fg%2F119t72g39!19sChIJbR4tuNfQmoARhWSV22BNpes,Esquire Plaza Parking Garage,2.9,33,Parking garage,"1215 13th St, Sacramento, CA 95814, United States","HGH6+C4 Sacramento, California, USA",https://parkabm.com/facilities/esquire-plaza-parking-garage/,+1 916-492-9074,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwLpbCMrELrRIr-n8HaZ8JGe3Zl0VtUd2XcQn49fUCjNEs2Dw76VjYwyBS3JP26NqrGUdTGF7G3lDCV_P4YjgRQJd9DesVdWnl21qCfkeDKgpDn8kERWSUKrni9hh0jA8g_zt6X=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-10-28T19:01:08.163Z,,,,,,,,,,
https://www.google.com/maps/place/SP%2B+Parking/data=!4m7!3m6!1s0x809ad1d8ebdf2be9:0x5bfd492bcd89b53a!8m2!3d38.5780989!4d-121.5027479!16s%2Fg%2F11g20_f7fk!19sChIJ6Svf69jRmoAROrWJzStJ_Vs,SP+ Parking,2.6,5,Parking garage,"1398 4th St, Sacramento, CA 95814, United States","HFHW+6W Sacramento, California, USA",https://parking.com/sacramento/lot/400-capitol-mall-ca2726?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-CA,+1 916-443-0891,"Open ⋅ Closes 11 pm

Confirmed by this business 2 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPrrKUv7r6iNgwv3Rf8ZqPDXahKjoWUrVC5lbG3=w434-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-10-28T19:01:13.020Z,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,3:30–11 pm,3:30–11 pm,8 am–11 pm,,,
https://www.google.com/maps/place/Metropolis/data=!4m7!3m6!1s0x809ad0c0065fde8d:0x81b8673ce4ab0ae7!8m2!3d38.573981!4d-121.46787!16s%2Fg%2F1vjdq9q4!19sChIJjd5fBsDQmoAR5wqr5DxnuIE,Metropolis,4.8,6,Parking garage,"920 29th St, Sacramento, CA 95816, United States","HGFJ+HV Sacramento, California, USA",https://parking.com/sacramento/lot/2805-j-st?utm_source=Yext&utm_medium=Yext&utm_campaign=Yext-CA,+1 916-798-3576,"Open ⋅ Closes 7 pm

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMsCIgBaYETnQb-R1scWbOchLqNTZ5-rQhLndP2=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Sacramento+Sacramento+CA/@38.5781342,-121.4944209,14z",2025-10-28T19:01:18.007Z,6 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,Closed,Closed,,,
