placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,attributes
"https://www.google.com/maps/place/Elliott+%26+Painter,+LLP/data=!4m7!3m6!1s0x8857758634926643:0x4b24544d75097f0f!8m2!3d34.948919!4d-81.9199516!16s%2Fg%2F1td1w4n4!19sChIJQ2aSNIZ1V4gRD38JdU1UJEs","Elliott & Painter, LLP",5.0,175,Certified public accountant,"390 E Henry St Suite 203, Spartanburg, SC 29302, United States","W3XJ+H2 Spartanburg, South Carolina, USA",http://www.elliottpainter.com/,+1 864-583-1476,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNjpMm5Knwyov4XIiKnuYHWY1Mdt28dWnv9o1LP=w408-h271-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2025-10-19T17:02:29.608Z,,,
"https://www.google.com/maps/place/Stokes+%26+Company,+CPAs/data=!4m7!3m6!1s0x885775f4b64b8b2b:0x90f04ac2858da551!8m2!3d34.9602475!4d-81.9051688!16s%2Fg%2F1tdmflnn!19sChIJK4tLtvR1V4gRUaWNhcJK8JA","Stokes & Company, CPAs",4.0,4,Accounting firm,"951 E Main St, Spartanburg, SC 29302, United States","X36V+3W Spartanburg, South Carolina, USA",http://stokescpas.com/,+1 864-591-4240,"Closed ⋅ Opens 8:30 am Mon

Updated by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipM1WvumSfhR7r_Bb-j-3d7uzyctbuhvB6Ifr3xs=w426-h240-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–12 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2025-10-19T17:02:34.383Z,,,
https://www.google.com/maps/place/Upstate+CPAs/data=!4m7!3m6!1s0x88579d82a1e1ca8b:0xf5e42830261ff55!8m2!3d34.9248846!4d-81.9687691!16s%2Fg%2F11b70ghp18!19sChIJi8rhoYKdV4gRVf9hAoNCXg8,Upstate CPAs,4.5,16,Accounting firm,"1425 John B White Sr Blvd, Spartanburg, SC 29306, United States","W2FJ+XF Spartanburg, South Carolina, USA",http://www.upstatecpas.com/,+1 864-587-0667,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOi5goTZZJ1OD_WjBgqPO8CClELNiZ-2W3_c3bv=w643-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2025-10-19T17:02:39.362Z,,,
https://www.google.com/maps/place/BPW+Accounting/data=!4m7!3m6!1s0x4a93a3e2b40f6e03:0xab1fb9aeec7af0fd!8m2!3d34.9301232!4d-81.8888148!16s%2Fg%2F11vbl_8knd!19sChIJA24PtOKjk0oR_fB67K65H6s,BPW Accounting,5.0,48,Accountant,"204 W Lanford St, Spartanburg, SC 29302, United States","W4J6+2F Spartanburg, South Carolina, USA",https://www.bpwaccounting.com/,+1 864-582-2919,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X2v0Oma86KIiLEkE0fATlA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=341.1019&pitch=0&thumbfov=100,true,Closed,8 am–3 pm,8 am–3 pm,8 am–3 pm,8 am–3 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2025-10-19T17:02:43.718Z,,,
"https://www.google.com/maps/place/Luiza+Tax+Solutions+and+More+,Inc/data=!4m7!3m6!1s0x8857758014330f5d:0xe5303d92273b796!8m2!3d34.9539379!4d-81.9245509!16s%2Fg%2F11fph8w4ql!19sChIJXQ8zFIB1V4gRlrdzItkDUw4","Luiza Tax Solutions and More ,Inc",5.0,10,Tax preparation service,"365 E St John St, Spartanburg, SC 29302, United States","X33G+H5 Spartanburg, South Carolina, USA",http://www.luizatax.com/,+1 864-310-6023,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noA-7bk0a209gjL2DfENDMNfheOnGdI9uZV_u0ETjcYygPis8IkEf7xQ3rC3tq8YBcacM8uBhjwaWes4bwkYIcZ3szCI7MSFWoNIyboZ7dnNaTVjhWgIg0WadeSHtkEOl3w6b3a4Q=w408-h306-k-no,true,1–6 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2025-10-19T17:02:48.122Z,,,
https://www.google.com/maps/place/Baker+CPA+LLC/data=!4m7!3m6!1s0x88579d6e61b33575:0x225c279f05d17849!8m2!3d34.920095!4d-81.9687803!16s%2Fg%2F11j5cs2c0b!19sChIJdTWzYW6dV4gRSXjRBZ8nXCI,Baker CPA LLC,4.6,10,Certified public accountant,"115 Southport Rd Suite K, Spartanburg, SC 29306, United States","W2CJ+2F Spartanburg, South Carolina, USA",http://www.bakercpallc.com/,+1 864-913-1286,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMwlUXbq57ja5qR-SDFTIKsGxViYEHMPRG0QPfn=w408-h338-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2025-10-19T17:02:52.588Z,,,
"https://www.google.com/maps/place/Gosnell+Menard+Robinson+%26+Infante+CPAs,+PA/data=!4m7!3m6!1s0x8857758ea20b9c31:0xabdcf11ac4df2d29!8m2!3d34.9531933!4d-81.9259198!16s%2Fg%2F1td264fn!19sChIJMZwLoo51V4gRKS3fxBrx3Ks","Gosnell Menard Robinson & Infante CPAs, PA",5.0,4,Accountant,"180 Alabama St, Spartanburg, SC 29304, United States","X33F+7J Spartanburg, South Carolina, USA",http://www.gmricpas.com/,+1 864-573-9211,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npaa_fu5m7MZgiTyyLWCidxiHT2PF19ge2rKlydGrgMu_HRuaMlKEDsI-znXoNa6js5scJYosBEyDhExuX9Bp-KhYYfYzErrlkWTVRvDCO7pQyTgij4XTHczjIMrLv8rRXtYFjQ=w408-h306-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2025-10-19T17:02:56.901Z,,,
"https://www.google.com/maps/place/Smith+%26+Coker,+LLC/data=!4m7!3m6!1s0x8857758f26373bbf:0x7e8f807bec37de46!8m2!3d34.9524004!4d-81.9233219!16s%2Fg%2F1tq6kst1!19sChIJvzs3Jo91V4gRRt437HuAj34","Smith & Coker, LLC",4.6,11,Accounting firm,"131 Hall St, Spartanburg, SC 29302, United States","X32G+XM Spartanburg, South Carolina, USA",https://smithcoker.wixsite.com/home,+1 864-542-9754,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPkb0nKL68ye1ycxGfiV-ujCsRgo_45gD_RT5H9=w408-h272-k-no,true,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2025-10-19T17:03:01.535Z,,,
"https://www.google.com/maps/place/Wells+%26+Associates,+CPA,+LLC/data=!4m7!3m6!1s0x88579de874c98181:0x803d1577ec1e9285!8m2!3d34.9284609!4d-81.9646601!16s%2Fg%2F1tzvx8ft!19sChIJgYHJdOidV4gRhZIe7HcVPYA","Wells & Associates, CPA, LLC",3.0,2,Certified public accountant,"1218 John B White Sr Blvd Ste C, Spartanburg, SC 29306, United States","W2HP+94 Spartanburg, South Carolina, USA",https://www.wacpallc.com/,+1 864-574-6768,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipM3WoNDKzI7___Qj6lDTHIOIliynawVHeb6O_VL=w408-h408-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2025-10-19T17:03:06.047Z,,,
https://www.google.com/maps/place/M%26M+Tax+Service/data=!4m7!3m6!1s0x885775bfb7787695:0xd90e053681363a4b!8m2!3d34.9680589!4d-81.9308153!16s%2Fg%2F1td3m99h!19sChIJlXZ4t791V4gRSzo2gTYFDtk,M&M Tax Service,4.9,372,Tax preparation service,"99 Garner Rd, Spartanburg, SC 29303, United States","X399+6M Spartanburg, South Carolina, USA",https://tax-offices.mmtax.com/listing/99-b-garner-rd-spartanburg-sc-29303/,+1 864-531-7177,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOFvboOUdNfDbMbN2z4gaFHAiM2hr_OWy2CrnyW=w408-h420-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Spartanburg+Spartanburg+SC/@34.9515959,-81.9327167,14z",2025-10-19T17:03:10.411Z,,,
