placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Mr.+Electric+of+Fort+Wayne/data=!4m7!3m6!1s0x8815e78b9b8c61d1:0x44be5590e89c6865!8m2!3d41.0665914!4d-85.0513545!16s%2Fg%2F11gm_867rt!19sChIJ0WGMm4vnFYgRZWic6JBVvkQ,Mr. Electric of Fort Wayne,4.5,153,Electrician,"8711 Illinois Road, Fort Wayne, IN 46804, United States","3W8X+JF Fort Wayne, Indiana, USA",https://mrelectric.com/fort-wayne?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 260-204-8488,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz8uvIAHX2QXQ3SIHWYSniso3TQ-AfTW5a-iTo_UFni9QDhVmOYAVV0b6s2JR0whBSBncUWB3avB6Ftuicp_1xkH5rO8CT4Mq0BZ8p8tiHOPlR9apZIye5N3-vlGPOOk9s3DzQR=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2026-01-10T22:57:01.266Z,,,,
https://www.google.com/maps/place/Three+Rivers+Electric/data=!4m7!3m6!1s0x8815fbe51a8c6a99:0x17d79a143a402c9f!8m2!3d41.0690021!4d-85.1113496!16s%2Fg%2F11vlvpw_gm!19sChIJmWqMGuX7FYgRnyxAOhSa1xc,Three Rivers Electric,4.9,141,Electrician,"1830 Wayne Trce Suite 6, Fort Wayne, IN 46803, United States","3V9Q+JF Fort Wayne, Indiana, USA",https://www.3riverselectric.net/,+1 260-908-8700,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPHfpypur7eEucFLXYaa35A6r01yUahPIKr41sL=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2026-01-10T22:57:06.288Z,,,,
https://www.google.com/maps/place/Himelick+Generator+Service+LLC./data=!4m7!3m6!1s0x8815e1619f114f5d:0x447005ab2b440da7!8m2!3d41.1242782!4d-85.1918924!16s%2Fg%2F1tdg_xfs!19sChIJXU8Rn2HhFYgRpw1EK6sFcEQ,Himelick Generator Service LLC.,5.0,4,Electric generator shop,"5130 Hillegas Rd, Fort Wayne, IN 46818, United States","4RF5+P6 Fort Wayne, Indiana, USA",,+1 260-602-0208,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPaQL4KOQGDWamLyjznp-6yLe0YCtP4-YLTDaxZ=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2026-01-10T22:57:11.652Z,· Delivery,,,
https://www.google.com/maps/place/AEY+Power+Solutions+LLC/data=!4m7!3m6!1s0x881609b295ec4621:0x1207decb2a35ba26!8m2!3d41.0798043!4d-85.1574833!16s%2Fg%2F11j8m1qqr1!19sChIJIUbslbIJFogRJro1KsveBxI,AEY Power Solutions LLC,4.3,69,Electrician,"1216 W Main St, Fort Wayne, IN 46808, United States","3RHV+W2 Fort Wayne, Indiana, USA",,+1 260-600-1222,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwgrBSd_cFAP93Zgair2600Iz7Bmi5wWhkZ2JFCywtAnxG31XAliZz7aVbO2cTugHCEaBlvf-Tsd54gFn3vTBeMoyJTc4Dn7SuCCjN1bbFRgNnLS_t3e86CRwQPYqqG9gA1hdk=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2026-01-10T22:57:16.631Z,,Identifies as veteran-owned,,
https://www.google.com/maps/place/Fort+Wayne+Generators+LLC/data=!4m7!3m6!1s0x8815fdf6450a49d7:0x7ef63bd203c28b95!8m2!3d41.172451!4d-85.037083!16s%2Fg%2F1hm4b8j8q!19sChIJ10kKRfb9FYgRlYvCA9I79n4,Fort Wayne Generators LLC,4.3,16,Electrician,"8401 Eby Rd, Fort Wayne, IN 46835, United States","5XC7+X5 Fort Wayne, Indiana, USA",http://fortwaynegenerators.com/,,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOJO3S4IR6hjzlHl5rPr-xn-1CG1zl83UTpPoMC=w408-h430-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2026-01-10T22:57:21.482Z,,,,
"https://www.google.com/maps/place/Doc+Dancer,+Inc./data=!4m7!3m6!1s0x8815e4d1ad0be553:0x5036e59430059bf4!8m2!3d41.0647512!4d-85.1138753!16s%2Fg%2F1td0thfs!19sChIJU-ULrdHkFYgR9JsFMJTlNlA","Doc Dancer, Inc.",4.9,2095,HVAC contractor,"2309 S Anthony Blvd, Fort Wayne, IN 46803, United States","3V7P+WC Fort Wayne, Indiana, USA",https://www.docdancer.com/,+1 260-217-0311,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPVsKxbjCnrRTA6hfSQhvrc6Yf6_fHQQwXupN83=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2026-01-10T22:57:26.586Z,,Identifies as veteran-owned,,
https://www.google.com/maps/place/Cummins+Sales+and+Service/data=!4m7!3m6!1s0x8815e3e19f65fe0b:0x6931f4ae25f171a!8m2!3d41.1166674!4d-85.1871546!16s%2Fg%2F1td5gq_j!19sChIJC_5ln-HjFYgRGhdf4kofkwY,Cummins Sales and Service,4.4,38,Manufacturer,"3415 W Coliseum Blvd, Fort Wayne, IN 46808, United States","4R87+M4 Fort Wayne, Indiana, USA",https://www.cummins.com/sales-and-service?utm_source=GMB&utm_medium=yext,+1 260-482-3691,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzzuNk3zF51UKonpyO9cO4wOy-h7CSTMLH_kslTfDFkvWdG-imsZWv3ZpCvamVpTmpjkgedqdNek8aEvBd8Yb4qmuMDTkNoFkXW7GtBiHwM-mLW8zQJx66KE7GgvOUu-SgBXLKq-Q=w426-h240-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2026-01-10T22:57:31.543Z,,,,
https://www.google.com/maps/place/Rolf+Griffin+Service+Experts/data=!4m7!3m6!1s0x8815e4f797919577:0xdeb02d0c6470bf82!8m2!3d41.0694841!4d-85.1457761!16s%2Fg%2F1tf9nw9h!19sChIJd5WRl_fkFYgRgr9wZAwtsN4,Rolf Griffin Service Experts,4.8,3442,HVAC contractor,"1702 Fairfield Ave, Fort Wayne, IN 46802, United States","3V93+QM Fort Wayne, Indiana, USA",https://www.serviceexperts.com/fort-wayne-in/,+1 260-744-2151,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPgHbCO3sDcyLBpN7y_pAAKS9G_FesFJOR6Hzcq=w720-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2026-01-10T22:57:36.750Z,,,,
https://www.google.com/maps/place/EVAPAR/data=!4m7!3m6!1s0x8815e159dd5ac789:0x5ee9824e2a700907!8m2!3d41.112833!4d-85.1933598!16s%2Fg%2F1tjtjwpz!19sChIJicda3VnhFYgRBwlwKk6C6V4,EVAPAR,4.8,5,Electric generator shop,"3810 Concept Ct, Fort Wayne, IN 46808, United States","4R74+4M Fort Wayne, Indiana, USA",http://www.evapar.com/,+1 260-497-7406,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzH3GIiWXZC7hDL9z-4s1O4BUCzEKXKBJKoqJBGj8-0fbTaCVYkW5zdCCPhwiL6X94hc1S75ajB0vwRDyqyKMnPFx2FXDUXpuFfIhwKQfcME1SkNJ3lLgTloPczU5eExzB03A=w426-h240-k-no,true,Closed,Closed,8 am–5 am,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2026-01-10T22:57:41.567Z,,,,
https://www.google.com/maps/place/Mister+Sparky+of+Fort+Wayne/data=!4m7!3m6!1s0x61494eebcaeb834d:0x43679dcca7b4e99a!8m2!3d41.1423476!4d-85.1870558!16s%2Fg%2F11ldwgypk1!19sChIJTYPryutOSWERmum0p8ydZ0M,Mister Sparky of Fort Wayne,4.9,235,Electrician,"3404 Metro Park Dr N # A, Fort Wayne, IN 46818, United States","4RR7+W5 Fort Wayne, Indiana, USA",https://www.mistersparky.com/fort-wayne/?utm_source=gbp&utm_medium=organic&utm_campaign=MS0342_-640383-,+1 260-289-0075,"Open 24 hours

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPcW9rkB1kA_cKcCwKt5mkvZXUKi_HGj8cvcvd2=w630-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2026-01-10T22:57:46.485Z,,,,
