placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/B%26C+Tree+Services/data=!4m7!3m6!1s0xa54444d8d278de15:0xf9e3d7b3330cc4c4!8m2!3d33.6262506!4d-111.9422351!16s%2Fg%2F11yq6w4sw8!19sChIJFd540thERKURxMQMM7PX4_k,B&C Tree Services,5.0,39,Tree service,"6424 E Greenway Pkwy, Scottsdale, AZ 85254, United States","J3G5+G4 Scottsdale, Arizona, USA",https://www.bandctreeservice.com/scottsdale-paradise-valley-tree-service,+1 602-334-7464,"Open 24 hours

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5blFxYfzHlK2OtNG1S_LoqvgDARwwksnFXhYFTJzPMqswyVtmGnk1wTTru4vTYSzD0BxzC0Vh88j2bh8vAZxQrMc8PieU9Wea9DyVDF3jKcYnr8HCvEcRXlyYDGvsUGwjHouBF8Y4n1rh=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-04-29T04:49:00.230Z,,,
https://www.google.com/maps/place/PV+Trimmers/data=!4m7!3m6!1s0x872b72f0d010c1c1:0x3bdf933c719c1c3b!8m2!3d33.5768729!4d-112.0141724!16s%2Fg%2F1261xmtdw!19sChIJwcEQ0PByK4cROxyccTyT3zs,PV Trimmers,4.8,68,Tree service,"3110 E Northern Ave, Phoenix, AZ 85028, United States","HXGP+P8 Phoenix, Arizona, USA",http://www.pvtrimmersphoenix.com/,+1 602-992-6212,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHggBWiGC-l1GOE2Ytg3bCeaX4Z2XN9VH22tpgRyXNvKaSwoxPlt6bb-q74sHLPqwnrAM2JGWk4KPHphoPArUcsp42uu7CswfI2QS006FEE2I1K-hZzac2uM07sokJtaf967LI=w408-h544-k-no,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-04-29T04:49:06.335Z,,,
https://www.google.com/maps/place/Bros+Tree+Care+LLC/data=!4m7!3m6!1s0x872b71bc36b55087:0xc811d6fbaedd6dbe!8m2!3d33.6461305!4d-112.0332138!16s%2Fg%2F11x5vprv30!19sChIJh1C1NrxxK4cRvm3drvvWEcg,Bros Tree Care LLC,4.8,58,Tree service,"17602 N 23rd St, Phoenix, AZ 85022, United States","JXW8+FP Phoenix, Arizona, USA",https://www.brostreecare.com/,+1 480-450-8185,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHk6TuztWC4HVCwtMDWbvG-ukia9t2rfP5l1rv-ijkPkPWnQ9aUhpM5bbLwNKpVbHoiuYPUeyu6y1QvL1VNg6TjCPvNodLanbobUuoU8IUHFwTl0PgrZKiFVzzOoRGG9hwJDoEiBcQVIhgm=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-04-29T04:49:11.073Z,,,
https://www.google.com/maps/place/Mayscape+Tree+Trimmers/data=!4m7!3m6!1s0x872b6ddc781db289:0xa7526136be9169a!8m2!3d33.5883992!4d-112.0629191!16s%2Fg%2F11nngy0382!19sChIJibIdeNxtK4cRmhbpaxMmdQo,Mayscape Tree Trimmers,4.9,117,Tree service,"11001 N 7th St, Phoenix, AZ 85020, United States","HWQP+9R Phoenix, Arizona, USA",http://www.mayscapetreetrimmers.com/,+1 602-586-8324,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7YUKRNYVJI25e6gFxGCqCkOn2oSaoqziaaA4DzsAtTI3Ls0WKntN5PuPAtDBB4pj5F1ottUK_qdn9q7FJ6KYLHy_8VDj2WAJndzPlcdYOUBXh2v7r-ouJCTovyoX5i1SYj9cItQ=w408-h725-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-04-29T04:49:16.075Z,,,
https://www.google.com/maps/place/Tree+Rigs/data=!4m7!3m6!1s0x872b73d4ff9e1409:0xbf454a7c16e06656!8m2!3d33.6259649!4d-111.9973544!16s%2Fg%2F11f104fp5l!19sChIJCRSe_9RzK4cRVmbgFnxKRb8,Tree Rigs,4.9,19,Tree service,"3935 E Greenway Rd BLDG 3 APT 185, Phoenix, AZ 85032, United States","J2G3+93 Phoenix, Arizona, USA",,+1 602-405-8586,Closed · Opens 1 pm Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEYioy9fZScUSzOOjvs38eorZxTViMs-RWE-OU6HoZ0_CjEZd6AqZxB30tP8TiPF3YBO7QsI8z4xvUHva2mLvh-t-TCPaSTHrFVnlTYHUzJc0nLCYmf22S1tponw262TaPPkqw9=w427-h240-k-no,true,1–9 pm,1–9 pm,1–9 pm,1–9 pm,1–9 pm,1–9 pm,1–9 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-04-29T04:49:20.857Z,,,
https://www.google.com/maps/place/South+Tree+Service-Cactus+Removal/data=!4m7!3m6!1s0x872b73b5d5a29b29:0x68ec156e051cf897!8m2!3d33.561544!4d-112.168034!16s%2Fg%2F11fzvvmd22!19sChIJKZui1bVzK4cRl_gcBW4V7Gg,South Tree Service-Cactus Removal,4.9,111,Tree service,,,https://southtreeservices.com/,+1 602-696-2833,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGMjd915BvXsvvIsC0iZIPCaHfQNobhz_vxPQgykD5dKUNkZK9tOlzpt3YJ2a2ASApdGRaZi0ErqBnb2zv2rDDk8qJ-haesqWK8KYWqsdQnJ3cbQtt5u8Fw9FVBKRsVtXwnw3ha=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-04-29T04:49:25.666Z,,,
https://www.google.com/maps/place/Cutting+Edge+Tree+Services/data=!4m7!3m6!1s0x872b73979e90d193:0xa5d79fdd2c00b636!8m2!3d33.6021016!4d-111.9733872!16s%2Fg%2F1tcyfycv!19sChIJk9GQnpdzK4cRNrYALN2f16U,Cutting Edge Tree Services,4.7,34,Tree service,"4954 E Corrine Dr, Scottsdale, AZ 85254, United States","J22G+RJ Scottsdale, Arizona, USA",https://cuttingedgetreeserv.com/,+1 602-309-2000,Closed · Opens 7 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwUqsZ_8sNV2ZLSux-10PjgjQtTInp9gynIf6o7iUfW3IRYGpFCZIyciUE3PGi9Skjhzd3uwn-BtMxiFVk2Ym2YTBWtIjWgdBNPWrcA42ZF9n8iM13Fj4gU3eiLdXNcw8bX_08=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-04-29T04:49:30.403Z,,,
"https://www.google.com/maps/place/Treetime+Design,+LLC/data=!4m7!3m6!1s0x872b713589e9847d:0x5b560613cc4f53b3!8m2!3d33.651107!4d-111.9938308!16s%2Fg%2F11g4dt6cs5!19sChIJfYTpiTVxK4cRs1NPzBMGVls","Treetime Design, LLC",5.0,54,Tree service,"18033 N 41st St, Phoenix, AZ 85032, United States","M224+CF Phoenix, Arizona, USA",http://treetimedesign.net/,+1 602-266-2268,Closed · Opens 6 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdq14nN_iTS5XLJHeOB7LVUwK0-_wXzPBcBT-1aXvIxf5oIwIi_I_dWUVbMaTCYWMaKGLx3Ser40A7lxssqM-CeY_ljNbLMyVIAanGbIxxxqep_sw-E6qZvQEcXm92KE3PdiUmnA=w408-h306-k-no,true,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,8 am–6 pm,Closed,6 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-04-29T04:49:35.038Z,,,
https://www.google.com/maps/place/Harris+%26+Sons+Tree+Specialists/data=!4m7!3m6!1s0x872b68d15320d7f5:0x461d2f0a64b361b!8m2!3d33.5368591!4d-112.1032008!16s%2Fg%2F11g9dsln7p!19sChIJ9dcgU9FoK4cRGzZLpvDSYQQ,Harris & Sons Tree Specialists,4.8,378,Tree service,"6801 N 21st Ave, Phoenix, AZ 85015, United States","GVPW+PP Phoenix, Arizona, USA",http://www.harrisandsontreespecialists.com/,+1 602-863-9336,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWlGGCJYe_Wjge2z6e5iYmKdkjv7sUfdatosph0iDMDloEhDEwN4KY6B0lkpMuxpEa_tyyNP3GR6iHOV0BH5-ZfUQew9uYuOoZsFKhXfiAhW2QZoqO4X4y-NkO35h9BI9u2Kk=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-04-29T04:49:39.702Z,,,
https://www.google.com/maps/place/B%26C+Tree+Services/data=!4m7!3m6!1s0x69230a62f0e0d9f9:0x548ae770ed1a8c01!8m2!3d33.4818756!4d-112.0308157!16s%2Fg%2F11x76yp9j1!19sChIJ-dng8GIKI2kRAYwa7XDnilQ,B&C Tree Services,5.0,135,Tree service,"2942 N 24th St UNIT 114, Phoenix, AZ 85016, United States","FXJ9+QM Phoenix, Arizona, USA",https://www.bandctreeservice.com/phoenix-tree-service,+1 520-436-7991,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4dgHzLlMW261XyAnp2cZrv5Y9kc1V0AZRI9vm9sxkPVzdjdFoJVwWoYRiy6WuD9KHMuC-97K2uiWU_dQFjy6QuUhr0T_omv8hTpeU_npDceqzSlOuGiZNh4Ll4_jTO4GqsUeQGbu0yULa=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Paradise+Valley+Phoenix+AZ/@33.6111814,-111.9760964,14z",2026-04-29T04:49:44.567Z,,,
