placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,info,isBlackOwned,error
"https://www.google.com/maps/place/Strother+Accounting,+LLC/data=!4m7!3m6!1s0x89ab138b52231917:0x254fedbeb51e0e09!8m2!3d34.9926099!4d-78.9237966!16s%2Fg%2F11gmyx78tt!19sChIJFxkjUosTq4kRCQ4etb7tTyU","Strother Accounting, LLC",4.7,24,Accountant,"3620 Legion Rd Suite 206, Hope Mills, NC 28348, United States","X3VG+2F Hope Mills, North Carolina, USA",https://www.strotheraccounting.com/contact.php,+1 910-670-1985,,https://lh3.googleusercontent.com/p/AF1QipOwWrkcqhsx3kn-tnpPxX1m5lIva-dNNy1Oov1g=w408-h544-k-no,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-19T15:22:19.149Z,,,,,,,,,,
https://www.google.com/maps/place/Michael+D+Mitchell+CPA/data=!4m7!3m6!1s0x89ab141c376d6fc9:0x49309736112350ab!8m2!3d34.9815127!4d-78.9615788!16s%2Fg%2F1vlqr1x_!19sChIJyW9tNxwUq4kRq1AjETaXMEk,Michael D Mitchell CPA,4.1,14,Accountant,"3077 N Main St #101, Hope Mills, NC 28348, United States","X2JQ+J9 Hope Mills, North Carolina, USA",http://www.mdmitchellcpa.com/,+1 910-429-1040,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NYqD5BXQPbpMTvfK6BP40Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=149.25818&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-19T15:22:24.925Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,,,
"https://www.google.com/maps/place/Walter+J+Pikul,+MBA,+CPA,+CFP/data=!4m7!3m6!1s0x89ab14efa02aff97:0x551610c354eeb43e!8m2!3d35.0310116!4d-78.961223!16s%2Fg%2F1tgcn4hz!19sChIJl_8qoO8Uq4kRPrTuVMMQFlU","Walter J Pikul, MBA, CPA, CFP",5.0,13,Certified public accountant,"1000 Hope Mills Rd, Fayetteville, NC 28304, United States","22JQ+CG Fayetteville, North Carolina, USA",https://wjpmbacpa.com/,+1 910-424-1981,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vWYLljoVUWcPbTb1YUBgEA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=271.68097&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-19T15:22:30.450Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/Alvin+C+Carter+Account/data=!4m7!3m6!1s0x89ab1421d07dc84f:0x66563ffd603f6049!8m2!3d34.9768878!4d-78.9517284!16s%2Fg%2F1tgx7gp6!19sChIJT8h90CEUq4kRSWA_YP0_VmY,Alvin C Carter Account,5.0,14,Accountant,"3441 N Main St A, Hope Mills, NC 28348, United States","X2GX+Q8 Hope Mills, North Carolina, USA",https://alvincarter.com/,+1 910-424-1287,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EY3id698A3X33AJFXMXKeQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=15.2534075&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-19T15:22:35.517Z,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9–11 am,Closed,,,
"https://www.google.com/maps/place/TEASLEY+AYERS+CPAs,+PLLC/data=!4m7!3m6!1s0x89ab135ab2486811:0xcf1f3c0f693c31c3!8m2!3d35.0357063!4d-78.9337421!16s%2Fg%2F11b88_5lq5!19sChIJEWhIsloTq4kRwzE8aQ88H88","TEASLEY AYERS CPAs, PLLC",4.8,53,Certified public accountant,"597 Oliver St, Fayetteville, NC 28304, United States","23P8+7G Fayetteville, North Carolina, USA",http://www.teasleyayers.com/,+1 910-323-4797,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G8PHspY1oeqwxrCoDI8cvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.69798&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-19T15:22:38.587Z,,,,,,,,,,
https://www.google.com/maps/place/Efficiency+Tax+Associates+%28ETax%29/data=!4m7!3m6!1s0x89ab14577470090b:0x818ada6281377c44!8m2!3d35.0142875!4d-78.9647379!16s%2Fg%2F11g6bkfm5f!19sChIJCwlwdFcUq4kRRHw3gWLaioE,Efficiency Tax Associates (ETax),4.9,114,Tax preparation service,"2249 Hope Mills Rd, Fayetteville, NC 28304, United States","227P+P4 Fayetteville, North Carolina, USA",http://www.efficiencytax.com/,+1 910-745-9304,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipM-uimEeyDIbX8nuo10M_9vWbaCPjNq_WqPRkcA=w408-h392-k-no,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-19T15:22:43.634Z,Closed,9 am–7 pm,9 am–7 pm,9 am–5:30 pm,9 am–7 pm,9 am–7 pm,Closed,,,
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x89ab142e28292ea9:0xc9606ce52602584e!8m2!3d34.9797319!4d-78.9606053!16s%2Fg%2F1wrgl0b1!19sChIJqS4pKC4Uq4kRTlgCJuVsYMk,H&R Block,4.6,132,Tax preparation service,"3114 N Main St, Hope Mills, NC 28348, United States","X2HQ+VQ Hope Mills, North Carolina, USA",https://www.hrblock.com/tax-office-near-me/north-carolina/hope-mills/31951/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 910-425-3046,,https://lh3.googleusercontent.com/p/AF1QipPADqYnwM8pCedpLoUe-E0wAWbqDFq8JjiKB3A9=w426-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-19T15:22:46.665Z,,,,,,,,,,
"https://www.google.com/maps/place/Omayra+D.+Coon,+CPA,+P.C./data=!4m7!3m6!1s0x89ab13332fa4bb21:0xdc54f7667dbe2c6f!8m2!3d35.032309!4d-78.9612836!16s%2Fg%2F1tdl6_91!19sChIJIbukLzMTq4kRbyy-fWb3VNw","Omayra D. Coon, CPA, P.C.",3.8,11,Certified public accountant,"900 Hope Mills Rd, Fayetteville, NC 28304, United States","22JQ+WF Fayetteville, North Carolina, USA",http://www.odc-cpa.com/,+1 910-689-0838,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aG12g0cfqyWpsOiwX52T0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.9469&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-19T15:22:51.941Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,Closed,,,
https://www.google.com/maps/place/Glenn+E+Turner+Accounting/data=!4m7!3m6!1s0x89ab14ef0ccd14b9:0xdda53f93410fd6ff!8m2!3d35.0316061!4d-78.9612238!16s%2Fg%2F1tfsj857!19sChIJuRTNDO8Uq4kR_9YPQZM_pd0,Glenn E Turner Accounting,4.6,9,Accountant,"912 Hope Mills Rd, Fayetteville, NC 28304, United States","22JQ+JG Fayetteville, North Carolina, USA",,+1 910-424-2487,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=G8woHHifED_ux_0IpF-SMg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.8378&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-19T15:22:56.926Z,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/H%26R+Block/data=!4m7!3m6!1s0x89ab142e28292ea9:0x655df152ae8dd42c!8m2!3d34.9860124!4d-78.9667437!16s%2Fg%2F1wrtdqhp!19sChIJqS4pKC4Uq4kRLNSNrlLxXWU,H&R Block,4.7,107,Tax preparation service,"5540 Camden Rd, Fayetteville, NC 28306, United States","X2PM+C8 Fayetteville, North Carolina, USA",https://www.hrblock.com/tax-office-near-me/north-carolina/fayetteville/32693/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 910-424-3211,,https://lh3.googleusercontent.com/p/AF1QipNJ_qW6g6PQXYBKMZv5RbvPsv7Rkta6OX0THeCZ=w426-h240-k-no,true,"https://www.google.com/maps/search/certified+public+accountants+firms+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2025-10-19T15:22:59.881Z,,,,,,,,,,
