placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,info,attributes,isBlackOwned
https://www.google.com/maps/place/Clayton+Valet/data=!4m7!3m6!1s0x87d8b31668f872eb:0x2a1fc55ea663c59b!8m2!3d38.6465791!4d-90.3369996!16s%2Fg%2F1tdhmck2!19sChIJ63L4aBaz2IcRm8Vjpl7FHyo,Clayton Valet,4.2,192,Valet parking service,"230 S Bemiston Ave UNIT 305, Clayton, MO 63105, United States","JMW7+J6 Clayton, Missouri, USA",http://claytonvalet.com/,+1 800-882-4241,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipNXYE1mAK_Jfh1t7m18GrP0Pwh09yJZ1KvMne7K=w408-h272-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-28T18:54:17.260Z,,,,
https://www.google.com/maps/place/St.+Louis+Parking+Company/data=!4m7!3m6!1s0x87d8b31f3c551c17:0xc1693334c7d6269a!8m2!3d38.6088751!4d-90.1985729!16s%2Fg%2F1hc4gr21p!19sChIJFxxVPB-z2IcRmibWxzQzacE,St. Louis Parking Company,2.2,57,Corporate office,"1617 S 3rd St, St. Louis, MO 63104, United States","JR52+HH St. Louis, Missouri, USA",http://www.stlouisparking.com/,+1 314-241-7777,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwRJrDbTxJkFzcDI1dPpFUc170sCOUa6aaOMTEhEohJ4Q1uVHcEUYqttXUQP_EfTA5F79ZChEG2rrcKtbiRgDqkmGEiZUcnGUKDFAEGKtsu-GABkAgz2KnZrN_lljYyrJ5gRj-U=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-28T18:54:21.128Z,,,,
https://www.google.com/maps/place/PMC+Parking+Management+Company/data=!4m7!3m6!1s0x87d8cb554967d705:0x7b8d471fdb4374b6!8m2!3d38.6466158!4d-90.3390582!16s%2Fg%2F11wqw4tqvb!19sChIJBddnSVXL2IcRtnRD2x9HjXs,PMC Parking Management Company,2.3,6,Valet parking service,"227 S Central Ave, Clayton, MO 63105, United States","JMW6+J9 Clayton, Missouri, USA",https://parkingmgt.com/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bvAqWm1GFxEXLq7gHtYifg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.06033&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-28T18:54:26.771Z,,,,
"https://www.google.com/maps/place/Precision+Valet,+LLC/data=!4m7!3m6!1s0x87d8ca90527635d1:0xd048cb86d49fcd7e!8m2!3d38.6230588!4d-90.3110622!16s%2Fg%2F11cfbfb82!19sChIJ0TV2UpDK2IcRfs2f1IbLSNA","Precision Valet, LLC",3.0,1,Valet parking service,"7080 Mitchell Ave, Richmond Heights, MO 63117, United States","JMFQ+6H Richmond Heights, Missouri, USA",,+1 314-285-7194,Closed ⋅ Opens 12 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=F4TFYK7jOoqgFs4TJhGZ5g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=189.0833&pitch=0&thumbfov=100,false,12 am–12 pm,12 am–12 pm,12 am–12 pm,12 am–12 pm,12 am–12 pm,12 am–12 pm,12 am–12 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-28T18:54:31.678Z,,,,
https://www.google.com/maps/place/Clayton+Parking+Garage/data=!4m7!3m6!1s0x87d8b5e2b2c6bbf1:0xd2b00768b85dbc15!8m2!3d38.6333948!4d-90.2592999!16s%2Fg%2F11h5989b05!19sChIJ8bvGsuK12IcRFbxduGgHsNI,Clayton Parking Garage,3.9,7,Parking garage,"4451 Clayton Ave, St. Louis, MO 63110, United States","JPMR+97 St. Louis, Missouri, USA",https://tics.wustl.edu/participate/directions-to-clayton-parking-garage-for-mns-study/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Xcu90t17CnQSGf7Vdp-Raw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=338.10815&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-28T18:54:36.844Z,,,,
https://www.google.com/maps/place/Clayton/data=!4m7!3m6!1s0x87d8cb29a3e4c6c3:0x2319170b82acdbb3!8m2!3d38.6456221!4d-90.3399076!16zL20vMGY4dDBq!19sChIJw8bkoynL2IcRs9usggsXGSM,Clayton,3.9,28,Train station,"Clayton, MO 63105, United States","JMW6+62 Clayton, Missouri, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzgIe4zMHxisk6LlixBmBePOuooyIrEFAPbzSDkaMlKLBawOAh30K8Dqym17WIN0MSTAwXkBEjy22DvQ8nWT-klY_u3HdV0yaUVoroDotJVN-7tNR8U9ef6-Efc8OUL-keczxflfg=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-28T18:54:40.137Z,,,,
https://www.google.com/maps/place/Parking/data=!4m7!3m6!1s0x87d8cad5e3bacb3f:0x605cbc1c095de938!8m2!3d38.6517285!4d-90.3405119!16s%2Fg%2F1ptw17xdj!19sChIJP8u649XK2IcROOldCRy8XGA,Parking,4.3,7,Parking garage,"8000 Maryland Ave, Clayton, MO 63105, United States","MM25+MQ Clayton, Missouri, USA",https://www.claytonmo.gov/government/public-works/parking,+1 314-421-4063,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipM3tWkj8kf6hFSqgl9mISTIWiiKrYem_PjwiTEe=w408-h553-k-no,true,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-28T18:54:45.164Z,,,,
https://www.google.com/maps/place/The+Parking+Spot+East/data=!4m7!3m6!1s0x87df35c9d32bd059:0xce0bdbe4d03e5024!8m2!3d38.7158975!4d-90.3299872!16s%2Fg%2F11cm184sty!19sChIJWdAr08k134cRJFA-0OTbC84,The Parking Spot East,4.7,1343,Parking lot,"9050 Natural Bridge Rd, St. Louis, MO 63121, United States","PM8C+92 St. Louis, Missouri, USA",https://www.theparkingspot.com/locations/st-louis?utm_source=gmbpanel&utm_medium=organic&utm_id=map,+1 314-427-7275,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzjccn8Pz4FyJ0lCww9sx5Y0-0wMOS-m3wooSEAcFQO56JEfXIY-96CVS5-V9iakZEKulGqk273KJSmhHPPOKJqVWe3zxc3EtPj19UfvaE8hP4xhSHrK5osgyND7VFpptkFXJzviMQGf8IG=w408-h541-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-28T18:54:50.522Z,,,,
https://www.google.com/maps/place/City+of+Clayton+Parking+Tickets/data=!4m7!3m6!1s0x87d8cad5652c15bf:0xfa9edd1c39d823cf!8m2!3d38.6495562!4d-90.3410327!16s%2Fg%2F119whpl7z!19sChIJvxUsZdXK2IcRzyPYORzdnvo,City of Clayton Parking Tickets,1.8,5,City government office,"10 S Brentwood Blvd, Clayton, MO 63105, United States","JMX5+RH Clayton, Missouri, USA",https://www.claytonmo.gov/forms-payments/pay-parking-ticket,+1 314-290-8441,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R-Prybgd7R5tebbhm1e9OQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=99.64461&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-28T18:54:53.487Z,,,,
"https://www.google.com/maps/place/Ballwin+Street+Maintenance/@38.5950532,-90.5462339,14z/data=!4m6!3m5!1s0x87d8d4696613583b:0x66f894c776dc9022!8m2!3d38.5946151!4d-90.5413849!16s%2Fg%2F1tdgvyhw",Ballwin Street Maintenance,,,City government office,"200 Park Dr, Ballwin, MO 63011, United States","HFV5+RC Ballwin, Missouri, USA",,+1 636-227-9000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xwdLGBnzeJeVPdhYAZeuLw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.20154&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Ballwin+STL+MO/@38.5950532,-90.5462339,14z",2025-10-28T18:55:00.983Z,,,,
