placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Arbor+Services/data=!4m7!3m6!1s0x87528d12c98bb085:0x21341e8c5e26daa1!8m2!3d40.6914024!4d-112.0199209!16s%2Fg%2F11g_ymvlk6!19sChIJhbCLyRKNUocRodomXoweNCE,Arbor Services,5.0,24,Tree service,"5387 W 3710 S, West Valley City, UT 84120, United States","MXRJ+H2 West Valley City, Utah, USA",http://treesut.com/,+1 385-570-8733,,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHP0ClbNou4YnDNRKfb-WZS-TOttEQy1QdHJgUiK1XuQDhGAaKuMZiN5IfNHwgIOijsTfYTRIyV2W7jW5I8muXRPZgVyn-fDYdAtqxIFLayk_yQe5B0RNQJhYqp92hYbAqd3YJcdA=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-04-29T05:17:28.211Z,,,
https://www.google.com/maps/place/A+Dutchman+Tree+Care+LLC/data=!4m7!3m6!1s0x87528d525d75e7c3:0xb04724fbfe703793!8m2!3d40.7018636!4d-112.0365183!16s%2Fg%2F1tm88xw0!19sChIJw-d1XVKNUocRkzdw_vskR7A,A Dutchman Tree Care LLC,4.7,13,Tree service,"6089 Settlers Point Dr, Salt Lake City, UT 84128, United States","PX27+P9 Salt Lake City, Utah, USA",http://dutchmantreecare.com/,+1 801-965-1593,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AvZP5eA8dWdqR8sHMKZZSQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=152.8851&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-04-29T05:17:32.256Z,,,
https://www.google.com/maps/place/Noles+Tree+Services+LLC/data=!4m7!3m6!1s0x85c387b3b16277b7:0x2ee9f7b5392061d0!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11x7902drl!19sChIJt3disbOHw4UR0GEgObX36S4,Noles Tree Services LLC,5.0,38,Tree service,,,,+1 801-641-1681,Closed · Opens 7 am,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFjA6aDQxBNAgjhX8ima9d_Bl-_GI_B4OXnsroxMQgKZn-XIfDArzNifCdP0jLZEGA1JcDGKYX6JhsBLkUDG_jdSgBYW11k_7CU_e8Ttq_JH-VrZIQpSmVZDRvflBjzaE0qxlpJkaIr_xtw=w408-h544-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,8 am–9 pm,Closed,7 am–9 pm,"https://www.google.com/maps/search/tree+service+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-04-29T05:17:36.735Z,,,
https://www.google.com/maps/place/Scenic+Root+Tree+Service/data=!4m7!3m6!1s0xa60fea47c71151e1:0x19bfd5ca46775188!8m2!3d40.6050606!4d-112.0238616!16s%2Fg%2F11mywtq2l0!19sChIJ4VERx0fqD6YRiFF3RsrVvxk,Scenic Root Tree Service,5.0,17,Tree service,,,,+1 801-928-0257,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFEoYJ7lFWPeIXvN9gkaSWS2jSDKsfjH8zz351XCWE5dgwcev30LYnUNBULr1wwQovyKpPCr9tRk0XNdecdnpCH3_NaKip6Y_WfdjQ56teDY2j1GNe5TGaqdSZtcAs5D1S2aoq7Uokz5GI=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-04-29T05:17:41.341Z,,,
https://www.google.com/maps/place/5+Star+Tree+Experts/data=!4m7!3m6!1s0x66ed450fcf72f3d5:0x1ffea8a34e78b2b8!8m2!3d40.6371504!4d-112.0003654!16s%2Fg%2F11tggh44v_!19sChIJ1fNyzw9F7WYRuLJ4TqOo_h8,5 Star Tree Experts,3.4,12,Tree service,,,https://www.facebook.com/fivestartreeexpert,+1 801-502-1103,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGrHbB3VcM_NDuv22Bh2R7rXiiVs29pzkSLLRksbAEUJ6VcdOTHy-pXI9fJ4dV7B9m1OLC5UeZE2hP9HlOlvTRM4Zac2rQMRaWUecf2zlaIYX4QDufqpy1Bzr76WNg-tnSrH0OHVA=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-04-29T05:17:46.050Z,,,
https://www.google.com/maps/place/Hidden+Oak+Tree+Care/data=!4m7!3m6!1s0x875288ffaae35c15:0x78a2241d9438cfbe!8m2!3d40.748545!4d-111.944416!16s%2Fg%2F11cn938jjc!19sChIJFVzjqv-IUocRvs84lB0kong,Hidden Oak Tree Care,4.8,164,Tree service,"955 Bending River Rd W, Salt Lake City, UT 84104, United States","P3X4+C6 Salt Lake City, Utah, USA",http://www.hiddenoaktreecare.com/,+1 801-262-1596,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHCgzGUP3PgPTVVf8c1NZu0AYZTjgx1dbpuoB7GrIOkdQ9-JTn5mwFPxsoyBF59rnM3ryVVCV2VP9HHMAFrpTSupVHsTXyD-g1GiomER6sVHhQa3lLAOHXempHuaROq=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-04-29T05:17:50.845Z,,,
https://www.google.com/maps/place/Utah+Tree+%26+Landscape/data=!4m7!3m6!1s0x87528d3054e1af1f:0xb38cebda8a02900d!8m2!3d41.001736!4d-109.052565!16s%2Fg%2F11f6dvkz_j!19sChIJH6_hVDCNUocRDZACitrrjLM,Utah Tree & Landscape,4.3,12,Landscaper,,,,+1 385-299-1861,Closed · Opens 9 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZJvDwoCzkpU332JB98-pCK8rQ6keQBYeEQRUCAtuosg5E3Z4z8yuNdHiPTfhcC9YbDO8bGcbaQn84dPlvNtTH3f_SHskTjgJJTJxbipMysO69Y3PmDIp7Ljes2TsE-pdLiqo=w426-h240-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-04-29T05:17:55.817Z,,,
https://www.google.com/maps/place/Wood%E2%80%99s+Tree+Service/data=!4m7!3m6!1s0x87528deed021e683:0xfee59c2d6dc360c5!8m2!3d40.7000933!4d-111.9656611!16s%2Fg%2F11sttm0kgp!19sChIJg-Yh0O6NUocRxWDDbS2c5f4,Wood’s Tree Service,,,Tree service,"3110 W Lehi Dr, West Valley City, UT 84119, United States","P22M+2P West Valley City, Utah, USA",,+1 801-573-9527,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VyWcngl6FzDZW8fTwoeNaw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=8.34425&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-04-29T05:18:00.697Z,,,
https://www.google.com/maps/place/Burphy%27s+Yard+Care+%26+Landscaping/data=!4m7!3m6!1s0x8459ccf254f3a677:0xbffb7683a286a9c6!8m2!3d40.6694084!4d-112.0003654!16s%2Fg%2F11vzf2yhxz!19sChIJd6bzVPLMWYQRxqmGooN2-78,Burphy's Yard Care & Landscaping,4.9,64,Lawn care service,,,https://burphysyardcare.com/,+1 801-556-3538,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWYdTbaY3qL-GC9I6Qvyluii7izU9XHzXjuiQn1CuaidvgwQ_1FL-P-4M9PNYaBQvoVuB3zzx9GYZnwipGcapl2F1H93-aI4qOhTxDf2FcDe7lLQRge2ktejiMNxa20l5E0h71W_IBRycA=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-04-29T05:18:05.372Z,,,
https://www.google.com/maps/place/Tree+Life+Of+Utah/data=!4m7!3m6!1s0x814720f76a3e2e75:0xafab1bc8aa4c4962!8m2!3d40.547974!4d-111.8985355!16s%2Fg%2F11vrfn4lc9!19sChIJdS4-avcgR4ERYklMqsgbq68,Tree Life Of Utah,4.8,50,Tree service,,,http://treelifeofutah.com/,+1 385-255-6503,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxa8zyrM-HI2PQI84PU02DdTzLTCeKPHTIn1Xis9SOaBIY7QiAuonrE22KsTEzWricg19QTjAlsuDo95WkHLf-ALG05hFQyQ5NGbPtst9qU34CvaSZNa10TKyQGH6VVh_PiG4W3g=w408-h537-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+West+Valley+City+UT/@40.6916132,-112.0010501,14z",2026-04-29T05:18:10.004Z,,,
