placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,sunday,monday,tuesday,wednesday,thursday,friday,saturday,attributes,error
https://www.google.com/maps/place/Option+Care+Health/data=!4m7!3m6!1s0x89a9f4c14aa878b3:0x8551bcdfae254f80!8m2!3d34.2409759!4d-77.8639282!16s%2Fg%2F11c329s9qz!19sChIJs3ioSsH0qYkRgE8lrt-8UYU,Option Care Health,5.0,14,Specialized clinic,"131 Racine Dr #100b, Wilmington, NC 28403, United States","64RP+9C Wilmington, North Carolina, USA",https://optioncarehealth.com/locations/wilmington-nc-131-racine-dr,+1 910-791-7885,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iHWH8cLfW2gjUDqFaIBF1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=292.02487&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2025-09-28T23:38:01.212Z,,,,,,,,,,
"https://www.google.com/maps/place/Prime+IV+Hydration+%26+Wellness+%28140+Hays+Lane,+Suite+160,+Wilmington,+NC%29/data=!4m7!3m6!1s0x89a98dadcb41de13:0xdc1923bfc063d6d0!8m2!3d34.2970989!4d-77.7960272!16s%2Fg%2F11l2t2vn_3!19sChIJE95By62NqYkR0NZjwL8jGdw","Prime IV Hydration & Wellness (140 Hays Lane, Suite 160, Wilmington, NC)",5.0,61,Medical spa,"140 Hays Ln Ste 160, Wilmington, NC 28411, United States","76W3+RH Wilmington, North Carolina, USA",https://primeivhydration.com/locations/north-carolina/wilmington-28411/,+1 910-319-7396,"Closed ⋅ Opens 9 am Mon

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNQEgssCajJ-N8gQOTn7Al-IPJTR7gS_FRuYN3F=w408-h458-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2025-09-28T23:38:06.924Z,LGBTQ+ friendly,10 am–3 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–5 pm,,
https://www.google.com/maps/place/Novant+Health+New+Hanover+Primary+Care+-+Ogden/data=!4m7!3m6!1s0x89a98ceb44d3a179:0xc08a40adb6ff5602!8m2!3d34.2790813!4d-77.8121748!16s%2Fg%2F1tdmwh0y!19sChIJeaHTROuMqYkRAlb_tq1AisA,Novant Health New Hanover Primary Care - Ogden,4.7,210,Medical clinic,"7420 Market St, Wilmington, NC 28411, United States","75HQ+J4 Wilmington, North Carolina, USA",https://www.novanthealth.org/locations/clinics/new-hanover-primary-care-ogden/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-736,+1 910-662-6000,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqA_pRzXisQ9IBy6kwnKcmcpg-uZVoIGMIe9G0IzapbqBb94T6hkzHEspUQAUq8r-1VfMmYb0TmyFG2eb0QOBxzF30MZEq2tOIwJz3qdWn6S7SObtC7cgS77xqP6r9EZb06yuQCqu5_GmEf=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2025-09-28T23:38:12.605Z,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/Novant+Health+Cancer+Institute+-+Doctors+Circle+%28Infusion+Center%29/data=!4m7!3m6!1s0x89a9f52d2c1f58ab:0x812c4d58e8f78582!8m2!3d34.204402!4d-77.9268037!16s%2Fg%2F11spgnlkbm!19sChIJq1gfLC31qYkRgoX36FhNLIE,Novant Health Cancer Institute - Doctors Circle (Infusion Center),4.9,58,Doctor,"1415 Medical Center Dr, Wilmington, NC 28401, United States","633F+Q7 Wilmington, North Carolina, USA",https://www.novanthealth.org/services/cancer?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=OP-101,+1 910-667-7027,Closed ⋅ Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=93mSQEDI4EF8tYZVxdhIHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=142.62837&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2025-09-28T23:38:17.683Z,,7 am–4 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7 am–4 pm,,
https://www.google.com/maps/place/Wilmington+Health+Dermatology+-+Porters+Neck/data=!4m7!3m6!1s0x89aa07826b726e15:0xc97ae23c553b413f!8m2!3d34.2936585!4d-77.7945408!16s%2Fg%2F1v6l8bxr!19sChIJFW5ya4IHqokRP0E7VTziesk,Wilmington Health Dermatology - Porters Neck,4.7,179,Skin care clinic,"8068 Market St, Wilmington, NC 28411, United States","76V4+F5 Wilmington, North Carolina, USA",https://www.wilmingtonhealth.com/locations/8068-market-st/?utm_source=googlebusiness&utm_medium=organic&utm_campaign=locallistings,+1 910-796-7767,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP2dXTEnvv8YSvCqOyCqA8NHMf9nozqsp23UjlF=w408-h278-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2025-09-28T23:38:22.776Z,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
https://www.google.com/maps/place/Medac+Urgent+Care+-+Porter%27s+Neck/data=!4m7!3m6!1s0x89a98c544a6f043f:0x478404ced6539b9e!8m2!3d34.2970518!4d-77.7947856!16s%2Fg%2F1wf22qlp!19sChIJPwRvSlSMqYkRnptT1s4EhEc,Medac Urgent Care - Porter's Neck,4.7,938,Urgent care center,"8115 Market St, Wilmington, NC 28411, United States","76W4+R3 Wilmington, North Carolina, USA",https://www.medachealth.com/locations/medac-urgent-care-porters-neck/,+1 910-686-1972,Closes soon ⋅ 8 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMnfjlDFaNfZ0D0n_Os3yVLpAI3ZO4Iskqz87Mz=w408-h270-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2025-09-28T23:38:27.798Z,,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,
https://www.google.com/maps/place/Rising+Tide+Wellness+Center/data=!4m7!3m6!1s0x89a98ddfdab901db:0xdec3b4f8746b2ed2!8m2!3d34.2545976!4d-77.8271299!16s%2Fg%2F11y9zlgw9j!19sChIJ2wG52t-NqYkR0i5rdPi0w94,Rising Tide Wellness Center,5.0,3,Wellness center,"219 Station Rd STE 202, Wilmington, NC 28405, United States","753F+R4 Wilmington, North Carolina, USA",https://www.risingtidewellnesscenter.com/,+1 910-444-0039,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipORsMak5MAK5MTjrNpNghl9mAWEmcPH2Xan5gRX=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2025-09-28T23:38:33.101Z,,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,,
https://www.google.com/maps/place/Vida-Flo+Wilmington/data=!4m7!3m6!1s0x89a9f3eb9ff9db11:0xe8dc6efc4504266f!8m2!3d34.2220003!4d-77.8218867!16s%2Fg%2F11jp02hg5w!19sChIJEdv5n-vzqYkRbyYERfxu3Og,Vida-Flo Wilmington,4.5,28,Health spa,"1930 Eastwood Rd Suite 160, Wilmington, NC 28403, United States","65CH+R6 Wilmington, North Carolina, USA",https://vidaflowilmington.com/,+1 910-222-8859,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqODn-Bx69phLxAPBc-uFQR585K8OMliy4U3PAxoRBo7h-xSAU1y715bMOL_UiGh_A0YllpQekjLLBtYkyCzX47EeXnnO6bc4sY1M8wDDZ3i2mHOJT3pB6S35_2B_HZrq85WOS4=w408-h508-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2025-09-28T23:38:38.116Z,,9 am–5 pm,10 am–5 pm,12–7 pm,10 am–5 pm,12–7 pm,10 am–5 pm,9 am–5 pm,,
https://www.google.com/maps/place/Coastal+IV+Therapy+-+Wilmington/data=!4m7!3m6!1s0xa052ec11f70af2a1:0xf645a9ae4c6e96f0!8m2!3d34.2284551!4d-77.9274077!16s%2Fg%2F11ryqmm444!19sChIJofIK9xHsUqAR8JZuTK6pRfY,Coastal IV Therapy - Wilmington,5.0,90,Local medical services,"1605 Queen St, Wilmington, NC 28401, United States","63HF+92 Wilmington, North Carolina, USA",https://www.coastalivtherapy.com/,+1 910-661-4120,"Closed ⋅ Opens 9 am Tue

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNxeosUuxoDSF9EIeYPV4_uDKPaQRWsffgGXIFF=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2025-09-28T23:38:43.464Z,Identifies as veteran-owned,Closed,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,10 am–2 pm,,
https://www.google.com/maps/place/Wilmington+Health+Internal+Medicine+-+Porters+Neck/data=!4m7!3m6!1s0x89a98c55f254bcbd:0xcbdca09a2b23777c!8m2!3d34.2950498!4d-77.7944894!16s%2Fg%2F12hqw9sy_!19sChIJvbxU8lWMqYkRfHcjK5qg3Ms,Wilmington Health Internal Medicine - Porters Neck,4.3,164,Medical clinic,"8108B Market St Floor 2, Wilmington, NC 28411, United States","76W4+26 Wilmington, North Carolina, USA",https://www.wilmingtonhealth.com/specialties/internal-medicine/?utm_source=googlebusiness&utm_medium=organic&utm_campaign=locallistings,+1 910-686-2099,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrq_hgBRGwco-Rxm2co3f3dfbTR4i69gzHdtDPm4ho_7PnreZ-n0tjgYp8WiUHdYTA9uWz9Y-xxrnJCliCVlplSQ2kw0EcrDKtc5EFo_ErnMT4_HkhBKw2OaYnQt20-IXQtwZU=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ogden+Wilmington+NC/@34.2723916,-77.818594,14z",2025-09-28T23:38:48.887Z,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,
