placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Smart+Tax+LLC/data=!4m7!3m6!1s0x87c11d4b4833c4c1:0x3591fa72fa622695!8m2!3d39.0736991!4d-94.3804924!16s%2Fg%2F1tj_5rzq!19sChIJwcQzSEsdwYcRlSZi-nL6kTU,Smart Tax LLC,5.0,13,Accountant,"2601 S Hub Dr Ste D, Independence, MO 64055, United States","3JF9+FR Independence, Missouri, USA",http://smarttaxllc.net/,+1 816-461-7171,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipM7maMWGK3t8hVaq6irn2pJsS7Pa-nWjHLLitv7=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–12 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-10-19T17:47:41.076Z,,
https://www.google.com/maps/place/Cinda+Chapman+CPA+CVA/data=!4m7!3m6!1s0x87c10306107cd51f:0xc2e303c650d8af7b!8m2!3d39.0902463!4d-94.4141298!16s%2Fg%2F1pp2x8ysw!19sChIJH9V8EAYDwYcRe6_YUMYD48I,Cinda Chapman CPA CVA,3.0,2,Certified public accountant,"136 E Walnut St Suite 104, Independence, MO 64050, United States","3HRP+38 Independence, Missouri, USA",,+1 816-796-7951,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ipe0BqjDFzvrhc6WdDDtQQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=336.88336&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-10-19T17:47:44.588Z,,
https://www.google.com/maps/place/Larmil+Business+Services/data=!4m7!3m6!1s0x87c0fd6def282d8d:0x1d2643eaa3934bdb!8m2!3d39.1009053!4d-94.4161464!16s%2Fg%2F1tdps5k7!19sChIJjS0o7239wIcR20uTo-pDJh0,Larmil Business Services,4.7,12,Accountant,"153 W US Hwy 24, Independence, MO 64050, United States","4H2M+9G Independence, Missouri, USA",,+1 816-252-0728,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n-7oYVFuIu_sSCS6U0yHAw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.02153&pitch=0&thumbfov=100,true,Closed,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–3 pm,9 am–3 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-10-19T17:47:49.955Z,,
https://www.google.com/maps/place/Powell+Beverly/data=!4m7!3m6!1s0x87c0fd41a5a327a3:0xf42ee8efd583a400!8m2!3d39.0896823!4d-94.4149078!16s%2Fg%2F1vnnjx_y!19sChIJoyejpUH9wIcRAKSD1e_oLvQ,Powell Beverly,,,Certified public accountant,"115 E Walnut St, Independence, MO 64050, United States","3HQP+V2 Independence, Missouri, USA",http://www.bjpcpa.com/,+1 816-833-0078,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nCg9y5D_FOfg8mRafUJ_JQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=141.07997&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-10-19T17:47:52.819Z,,
"https://www.google.com/maps/place/Market+Tax+Services+-+Independence,+MO/data=!4m7!3m6!1s0x87c0e290d813e2bb:0xcb983f6db208bedf!8m2!3d39.0349261!4d-94.3578397!16s%2Fg%2F1tp08n10!19sChIJu-IT2JDiwIcR374Ism0_mMs","Market Tax Services - Independence, MO",4.6,11,Certified public accountant,"18920 E Valley View Pkwy H, Independence, MO 64055, United States","2JMR+XV Independence, Missouri, USA",https://markettaxservices.com/,+1 816-790-7454,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOv4__d0CXfb3rn5YD0bVMFA3TEB_x7Zzd5mkAl=w408-h306-k-no,true,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-10-19T17:47:57.651Z,,
https://www.google.com/maps/place/Multiser+Inc/data=!4m7!3m6!1s0x87c0e2bed9131549:0x322a6ac45d5b3ca4!8m2!3d39.0547497!4d-94.4152118!16s%2Fg%2F1tq8k208!19sChIJSRUT2b7iwIcRpDxbXcRqKjI,Multiser Inc,4.9,11,Tax preparation service,"3620 S Noland Rd, Independence, MO 64055, United States","3H3M+VW Independence, Missouri, USA",,+1 816-254-3236,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr8Gk2wck15W0Y8uZHJYEVn2nuBUj9o--kbZfLR5GlSQTPIwJqgi_LMiybG6Ehy9DQghD0YmrE3wfbX4F76oHYUFi1GFpsIGK8MJJWj5ARlvhNvrRKd75-UaFhkB_KQeJwGKuy4jA=w426-h240-k-no,true,Closed,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–3 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-10-19T17:48:02.613Z,,
"https://www.google.com/maps/place/L+R+Case-Harmon+%26+Co+CPA,+LLC/data=!4m7!3m6!1s0x87c0e36964de4e8d:0x9dd76ed480232b03!8m2!3d39.048425!4d-94.4175395!16s%2Fg%2F11r81y12yk!19sChIJjU7eZGnjwIcRAysjgNRu150","L R Case-Harmon & Co CPA, LLC",5.0,2,Certified public accountant,"4014b S Lynn Ct Dr Ste A, Independence, MO 64055, United States","2HXJ+9X Independence, Missouri, USA",https://sites.google.com/lrc-cpa.com/lrc-cpa/home,+1 816-886-2054,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7Z_wumP1T9Z-rkZ-iC0ghw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=259.9437&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-10-19T17:48:07.522Z,,
https://www.google.com/maps/place/Teds/data=!4m7!3m6!1s0x87c0fce8a9973caf:0x132a8c00a3528131!8m2!3d39.0956317!4d-94.4502173!16s%2Fg%2F11qg2y2q2_!19sChIJrzyXqej8wIcRMYFSowCMKhM,Teds,5.0,1,Accountant,"10900 E Truman Rd, Independence, MO 64052, United States","3GWX+7W Independence, Missouri, USA",https://www.tedstrash.com/,+1 816-252-1594,"Closed ⋅ Opens 7 am Mon

Confirmed by others 5 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N3Ntn7Grl_risGnTqrMC_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=5.992643&pitch=0&thumbfov=100,false,Closed,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3 pm,7 am–3 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-10-19T17:48:12.480Z,,
https://www.google.com/maps/place/Rusty%27s+Bookkeeping+%26+Tax+Service/data=!4m7!3m6!1s0x87c0fd30ccb014a7:0xe920055ae6d634d0!8m2!3d39.0786497!4d-94.4075124!16s%2Fg%2F11b7kl4yt2!19sChIJpxSwzDD9wIcR0DTW5loFIOk,Rusty's Bookkeeping & Tax Service,4.8,23,Tax preparation service,"619 East 23rd St S, Independence, MO 64055, United States","3HHR+FX Independence, Missouri, USA",http://rustystax.com/,+1 816-252-1969,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Mr4yLJwy1YFnTjhtmk7fAw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.281&pitch=0&thumbfov=100,false,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–2 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-10-19T17:48:17.524Z,,
https://www.google.com/maps/place/Liberty+Tax+%26+Loans/data=!4m7!3m6!1s0x87c0fdd6d2827fb9:0x288af4d44abc904c!8m2!3d39.0807279!4d-94.4495043!16s%2Fg%2F1tk6qvjg!19sChIJuX-C0tb9wIcRTJC8StT0iig,Liberty Tax & Loans,4.8,159,Tax preparation,"10816 East 23rd St S, Independence, MO 64052, United States","3HJ2+75 Independence, Missouri, USA",https://www.libertytax.com/12253,+1 816-844-6062,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrnU8q574hpwzGrcDFMm2m2eyfa4tmvcpn-24sIGKBvNKHEZ73fmMk4SmRy611LzIEA5sa3Vl057NbqfX468DAjNju_9_u73zSIvsfFTvjU6gHNB5fG48H2GNb0fR9UZXgkF1T6=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Independence+MO/@39.0911161,-94.4155068,14z",2025-10-19T17:48:20.370Z,LGBTQ+ friendly,
