placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Generator+Experts+of+Oklahoma/data=!4m7!3m6!1s0x87b26b2f36dc4681:0x8d5e6d388f3237b0!8m2!3d35.25873!4d-97.469239!16s%2Fg%2F11yndctg_6!19sChIJgUbcNi9rsocRsDcyjzhtXo0,Generator Experts of Oklahoma,5.0,14,Electric generator shop,· In-store pick-up · Delivery,"1824 Atchison Dr ste b, Norman, OK 73069, United States","7G5J+F8 Norman, Oklahoma, USA",https://generatorinstallationnorman.com/,+1 405-267-4651,"Open 24 hours

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipME2AvxyW2PTj0egmNa3hQdXD0AuQ0KY6GuVSMh=w408-h262-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Norman+OK/@35.2215893,-97.4446151,14z",2026-01-10T22:22:12.571Z,,
https://www.google.com/maps/place/Passion+Electric/data=!4m7!3m6!1s0x87b214d01c1bc875:0xeb2f336a2bdb17a9!8m2!3d35.2183546!4d-97.4428085!16s%2Fg%2F11bwkb4d9s!19sChIJdcgbHNAUsocRqRfbK2ozL-s,Passion Electric,4.9,323,Electrician,,"102 W Eufaula St Suite 200, Norman, OK 73069, United States","6H94+8V Norman, Oklahoma, USA",https://passionelectric.com/,+1 405-288-1726,Open · Closes 12 am,https://lh3.googleusercontent.com/p/AF1QipPvG1paYyntQJIk_E7i_zav0uFC1N-SthlE5sBx=w426-h240-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Norman+OK/@35.2215893,-97.4446151,14z",2026-01-10T22:22:18.962Z,,
https://www.google.com/maps/place/Mr.+Electric+of+Norman/data=!4m7!3m6!1s0x87b26a2555555555:0xde8fbd8ed8ae5be1!8m2!3d35.2259058!4d-97.4809512!16s%2Fg%2F1tj921cb!19sChIJVVVVVSVqsocR4Vuu2I69j94,Mr. Electric of Norman,4.7,352,Electrician,,"2500 Boardwalk St Ste 220, Norman, OK 73069, United States","6GG9+9J Norman, Oklahoma, USA",https://mrelectric.com/norman/?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 406-289-9988,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOlKnZ1Pb0AXvVmnKMBdT08A5WjgoulgvUtnkRP=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Norman+OK/@35.2215893,-97.4446151,14z",2026-01-10T22:22:24.690Z,Identifies as women-owned,
https://www.google.com/maps/place/Tri-L+Electric/data=!4m7!3m6!1s0x87b269cffd0597cf:0x535c698ac53fd723!8m2!3d35.2286437!4d-97.4519615!16s%2Fg%2F11j30jgjxq!19sChIJz5cF_c9psocRI9c_xYppXFM,Tri-L Electric,5.0,144,Electrician,,"517 Highland Pkwy, Norman, OK 73069, United States","6GHX+F6 Norman, Oklahoma, USA",https://www.trilelectricllc.com/,+1 405-887-6141,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNmsQL8K5d6n4TcUfoJnuIBxzj3IVaedQDVOIOL=w408-h306-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Norman+OK/@35.2215893,-97.4446151,14z",2026-01-10T22:22:29.730Z,,
https://www.google.com/maps/place/Waters+Electric+Inc/data=!4m7!3m6!1s0x87b269dae2bc1a1d:0x3aef8aa62c7e9e96!8m2!3d35.2189941!4d-97.4470092!16s%2Fg%2F11c1n9vnrg!19sChIJHRq84tppsocRlp5-LKaK7zo,Waters Electric Inc,4.8,73,Electrician,,"310 W Main St, Norman, OK 73069, United States","6H93+H5 Norman, Oklahoma, USA",http://www.waterselectricinc.com/,+1 405-321-8246,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipNEWuy1o2GKTo2SuepTz7x2NUFYNr-ArKET5qh6=w426-h240-k-no,true,Closed,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Norman+OK/@35.2215893,-97.4446151,14z",2026-01-10T22:22:36.065Z,,
https://www.google.com/maps/place/Wade+Electric/data=!4m7!3m6!1s0x87b26a250c1997a7:0x3482409d5bb16046!8m2!3d35.2593677!4d-97.4691042!16s%2Fg%2F11dxcgdk7m!19sChIJp5cZDCVqsocRRmCxW51AgjQ,Wade Electric,4.5,44,Electrician,,"1821 Atchison Dr, Norman, OK 73069, United States","7G5J+P9 Norman, Oklahoma, USA",http://wadelectric.com/,+1 405-329-1940,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNPQCw5cxxveCpZmQOP1jkD9-n6qVYBHw2hSqyH=w408-h306-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Norman+OK/@35.2215893,-97.4446151,14z",2026-01-10T22:22:42.098Z,,
https://www.google.com/maps/place/Oklahoma+Generator/data=!4m7!3m6!1s0x87b215914f50e067:0x2e5ff2972440faf5!8m2!3d35.3608877!4d-97.4962227!16s%2Fg%2F11r_zfpcm6!19sChIJZ-BQT5EVsocR9fpAJJfyXy4,Oklahoma Generator,5.0,545,Electric generator shop,· Delivery,"2608 N Moore Ave, Moore, OK 73160, United States","9G63+9G Moore, Oklahoma, USA",https://okgen.com/,+1 405-321-6631,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO7C4773hZrSQHYwU0saAdQ5JXhT5cFxaZlqjJB=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Norman+OK/@35.2215893,-97.4446151,14z",2026-01-10T22:22:48.014Z,,
https://www.google.com/maps/place/Accel+Electric+Lighting+%26+HVAC/data=!4m7!3m6!1s0x87b26ab16de3ed4b:0xcddf73a94cbb6ef6!8m2!3d35.292467!4d-97.4445099!16s%2Fg%2F11d_d1vvcy!19sChIJS-3jbbFqsocR9m67TKlz380,Accel Electric Lighting & HVAC,4.8,158,Electrical installation service,,"208 Opportunity Dr, Norman, OK 73069, United States","7HR4+X5 Norman, Oklahoma, USA",http://www.accelelectricok.com/,+1 405-230-0487,Open · Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipNgWsBZKl1qaxyiwwE0nRohuTNYaEp3LEHk0TH-=w408-h271-k-no,true,9 am–10 pm,9 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,7 am–10 pm,"https://www.google.com/maps/search/generator+installation+services+in+Norman+OK/@35.2215893,-97.4446151,14z",2026-01-10T22:22:53.504Z,Identifies as veteran-owned,
https://www.google.com/maps/place/Blackout+Generators+and+Service/data=!4m7!3m6!1s0x87b273d0c8142003:0xa5db3a0f616b4af5!8m2!3d35.1781795!4d-97.5668721!16s%2Fg%2F11fjtw61vg!19sChIJAyAUyNBzsocR9UprYQ8626U,Blackout Generators and Service,4.7,108,Electrician,,"2318 SE 44th St, Newcastle, OK 73072, United States","5CHM+77 Newcastle, Oklahoma, USA",https://www.blackoutgenok.com/,+1 405-387-4700,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipM4Smc07nlgjJvk8QkaUPFfqcSDw735r0Rn6eCx=w426-h240-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Norman+OK/@35.2215893,-97.4446151,14z",2026-01-10T22:22:59.217Z,,
https://www.google.com/maps/place/Doyle%27s+Electric+Inc./data=!4m7!3m6!1s0x87b269da2c558eed:0x1e5ea7963a0e71a4!8m2!3d35.218949!4d-97.4439925!16s%2Fg%2F1w9y1m11!19sChIJ7Y5VLNppsocRpHEOOpanXh4,Doyle's Electric Inc.,4.1,22,Electrician,,"122 W Comanche St, Norman, OK 73069, United States","6H94+HC Norman, Oklahoma, USA",http://www.doyleselectric.com/,+1 405-321-8611,Closed · Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipM_XSSAozBIOZjlPsJ4el0Ti4oEv8tQblHTTQ16=w408-h306-k-no,true,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Norman+OK/@35.2215893,-97.4446151,14z",2026-01-10T22:23:04.964Z,,
https://www.google.com/maps/place/Oklahoma+Electric+Cooperative+%28OEC%29/data=!4m7!3m6!1s0x87b269a16b32a229:0xafa7efe9af95e067!8m2!3d35.2215556!4d-97.4774602!16s%2Fg%2F1tdp0zt2!19sChIJKaIya6FpsocRZ-CVr-nvp68,Oklahoma Electric Cooperative (OEC),4.6,527,Electric utility company,,"242 24th Ave NW, Norman, OK 73069, United States","6GCF+J2 Norman, Oklahoma, USA",http://www.okcoop.org/,+1 405-321-2024,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPerHaX64fIaNIQMB_LD7_k-Ef3HEaE9QlAvBkQ=w408-h272-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Norman+OK/@35.2215893,-97.4446151,14z",2026-01-10T22:23:10.589Z,,
https://www.google.com/maps/place/Norman+Air/data=!4m7!3m6!1s0x87b26bd752344e25:0x6d2655513b1523ff!8m2!3d35.295862!4d-97.442347!16s%2Fg%2F1hhxsc0xv!19sChIJJU40UtdrsocR_yMVO1FVJm0,Norman Air,4.9,3691,Air conditioning repair service,,"17500 S Sunnylane Rd, Norman, OK 73071, United States","7HW5+83 Norman, Oklahoma, USA",https://www.normanair.com/?utm_source=GBP&utm_medium=organic,+1 405-810-6624,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP4B8pv3vMs4AiCSvA1HhEpnrLqEgHoaha-gcIT=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Norman+OK/@35.2215893,-97.4446151,14z",2026-01-10T22:23:15.669Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Bright+Electric/data=!4m7!3m6!1s0x87b269bc48c2766d:0xe73ebb8d8f734ce0!8m2!3d35.2178106!4d-97.4959665!16s%2Fg%2F11n8c06c27!19sChIJbXbCSLxpsocR4Exzj427Puc,Bright Electric,4.7,37,Electrical installation service,,"3750 W Main St, Norman, OK 73072, United States","6G93+4J Norman, Oklahoma, USA",https://okbrightelectric.com/,+1 405-540-2600,,https://lh3.googleusercontent.com/p/AF1QipO0NFMIT_MC7lYR8wgphFnUYEScJ_Qvi3oDdP1q=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Norman+OK/@35.2215893,-97.4446151,14z",2026-01-10T22:23:21.019Z,,
https://www.google.com/maps/place/lightning+bolt+electric+llc/data=!4m7!3m6!1s0x87b2436b382da9e5:0x84d8efcbf8602d30!8m2!3d35.2310572!4d-97.4332907!16s%2Fg%2F11vj_6btkn!19sChIJ5aktOGtDsocRMC1g-Mvv2IQ,lightning bolt electric llc,5.0,8,Electrical installation service,,"813 Oliver St, Norman, OK 73071, United States","6HJ8+CM Norman, Oklahoma, USA",,+1 405-819-8098,"Closes soon · 5 pm · Opens 12 am Sun

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSziTEZvoN5pbnquAkwWo5oA5-x9s8Jm5BqjdmoZWqoRxhUBVfhNn9Ouw89djFrafvmI81mdXqpH07R9gUmDim2VNCbVCHmSxJ6jYiN7ZJwRMBU7q3X07UStV0gTFuQD_p7wR3w1eIOQjHsK=w408-h544-k-no,true,8 am–5 pm,Open 24 hours,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Norman+OK/@35.2215893,-97.4446151,14z",2026-01-10T22:23:26.538Z,,
https://www.google.com/maps/place/Power+Electric+Inc./data=!4m7!3m6!1s0x87b269e9b6bd17ff:0x296e18bf655cf8ac!8m2!3d35.2313658!4d-97.4476923!16s%2Fg%2F1tcvcdgn!19sChIJ_xe9tulpsocRrPhcZb8Ybik,Power Electric Inc.,5.0,2,Electrician,,"1125 Fay Ave, Norman, OK 73069, United States","6HJ2+GW Norman, Oklahoma, USA",,+1 405-363-6673,Open · Closes 8 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6ADv3TdmnHU8_tM_qfVRUA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.4733&pitch=0&thumbfov=100,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Norman+OK/@35.2215893,-97.4446151,14z",2026-01-10T22:23:32.225Z,,
