placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Infusion+Center+at+Cancer+Center+South+Bay/data=!4m7!3m6!1s0x808e35adf5422e6b:0x953d493545feef59!8m2!3d37.2534086!4d-121.9516948!16s%2Fg%2F11cs0pjd7l!19sChIJay5C9a01joARWe_-RTVJPZU,Infusion Center at Cancer Center South Bay,5.0,7,Medical clinic,"2589 Samaritan Dr, San Jose, CA 95124, United States","723X+98 San Jose, California, USA",https://stanfordhealthcare.org/medical-clinics/infusion-center-cancer-center-south-bay.html?cid=clinic%7Clocal%7CGoogle,+1 650-498-6000,Open ⋅ Closes 7 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1LlbWkIWbPlVV6T7Oq49tA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.19394&pitch=0&thumbfov=100,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/Infusion+centers+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-09-28T23:35:43.771Z,,,,
https://www.google.com/maps/place/AleraCare+Infusion+Center+-+San+Jose/data=!4m7!3m6!1s0x808fcd2c82148c31:0xa127d95d1d744618!8m2!3d37.3652995!4d-121.8482995!16s%2Fg%2F11vc2n7t47!19sChIJMYwUgizNj4ARGEZ0HV3ZJ6E,AleraCare Infusion Center - San Jose,4.7,3,Medical clinic,"2331 Montpelier Dr Ste 20, San Jose, CA 95116, United States","9582+4M San Jose, California, USA",https://www.aleracare.com/location/san-jose-infusion-center/,+1 888-209-8874,Closed ⋅ Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aCk5mGBoZIn5FwMOZO42Sg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=321.69498&pitch=0&thumbfov=100,true,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-09-28T23:35:49.768Z,,,,
"https://www.google.com/maps/place/Kaiser+Permanente+Santa+Clara+Cancer+Treatment+Center/@37.3365148,-122.0008557,17z/data=!3m1!4b1!4m6!3m5!1s0x808fb5078ebd1cb1:0x9b4267e163741be0!8m2!3d37.3365148!4d-122.0008557!16s%2Fg%2F11vr2r1mgh",Kaiser Permanente Santa Clara Cancer Treatment Center,1.5,2,Medical clinic,"3800 Homestead Rd, Santa Clara, CA 95051, United States","8XPX+JM Santa Clara, California, USA",https://healthy.kaiserpermanente.org/northern-california/facilities/santa-clara-medical-center-100305,+1 408-851-8000,,,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-09-28T23:35:54.294Z,,,,
"https://www.google.com/maps/place/Cancer+Institute+%28WIA%29+Foundation,+Inc./data=!4m7!3m6!1s0x808fb4fda411670f:0xa7b368eddb0780ab!8m2!3d37.3065574!4d-122.0395761!16s%2Fg%2F11cm02qh4g!19sChIJD2cRpP20j4ARq4AH2-1os6c","Cancer Institute (WIA) Foundation, Inc.",3.0,4,Cancer treatment center,"7625 W Hill Ln, Cupertino, CA 95014, United States","8X46+J5 Cupertino, California, USA",http://cifwia.org/,+1 408-366-0132,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ig0xd4WYfFSLUKVV2RP19w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=50.205338&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-09-28T23:35:57.048Z,,,,
https://www.google.com/maps/place/Radion/data=!4m7!3m6!1s0x808fb5a90826eed5:0x88902835c09117f!8m2!3d37.3188815!4d-122.0306591!16s%2Fg%2F1td1q37v!19sChIJ1e4mCKm1j4ARfxEJXIMCiQg,Radion,,,Cancer treatment center,"20380 Town Center Ln, Cupertino, CA 95014, United States","8X99+HP Cupertino, California, USA",,+1 408-753-9989,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q80klkihyFpzvWx7HXJfew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.13528&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-09-28T23:35:59.714Z,,,,
https://www.google.com/maps/place/Urgent+Care+Cupertino+-+El+Camino+Health/data=!4m7!3m6!1s0x808fb5da6c365d69:0x78bb2eaa5a7322bf!8m2!3d37.3253193!4d-122.0119294!16s%2Fg%2F11f611kk15!19sChIJaV02bNq1j4ARvyJzWqouu3g,Urgent Care Cupertino - El Camino Health,4.0,168,Urgent care center,"19600 Vallco Pkwy Ste 170, Cupertino, CA 95014, United States","8XGQ+46 Cupertino, California, USA",https://www.getcare.elcaminohealth.org/locations/19600-vallco-pkwy/echmn_urgent_care_cupertino-cupertino?utm_campaign=listings&utm_source=google&utm_medium=location_link&utm_content=echmn_urgent_care_cupertino-cupertino,+1 408-871-5090,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMiD4nu0AAkWJ7Ekkjgo9Nb4x8BVAIxv3z65ZQz=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/Infusion+centers+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-09-28T23:36:04.657Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Shong+Wellness+Spa/data=!4m7!3m6!1s0x808fb433efda110b:0x432c1bbfdf2fab63!8m2!3d37.3370373!4d-122.0431266!16s%2Fg%2F11t8h0cvdj!19sChIJCxHa7zO0j4ARY6sv378bLEM,Shong Wellness Spa,5.0,9,Medical spa,"21040 Homestead Rd Suite 102, Cupertino, CA 95014, United States","8XP4+RP Cupertino, California, USA",https://shongwellnessspa.com/contact-us/,+1 669-298-4271,Closes soon ⋅ 5 pm ⋅ Opens 1 pm Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GG839q25smpK7Rfo_a_YAw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.27615&pitch=0&thumbfov=100,true,10 am–5 pm,1–6 pm,9 am–6 pm,Closed,Closed,Closed,9 am–6 pm,"https://www.google.com/maps/search/Infusion+centers+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-09-28T23:36:09.697Z,,,,
https://www.google.com/maps/place/Infusion+for+Health-+San+Jose/data=!4m7!3m6!1s0x808e3500161828b9:0x674eb37b4e1e708b!8m2!3d37.2508682!4d-121.9492073!16s%2Fg%2F11ykfx8kpb!19sChIJuSgYFgA1joARi3AeTnuzTmc,Infusion for Health- San Jose,,,Medical Center,"2504 Samaritan Dr Suite 20A, San Jose, CA 95124, United States","7322+88 San Jose, California, USA",https://infusionforhealth.com/locations/northern-california/san-jose-ca/,+1 408-329-1765,"Closed ⋅ Opens 9 am Mon

Updated by this business 1 week ago",https://lh3.googleusercontent.com/p/AF1QipO0Ff1hVeEbEVYQuZ6ee3GD-xoPdmJeaFCnPJdi=w430-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-09-28T23:36:14.314Z,,,,
https://www.google.com/maps/place/Hongwei+Medical+Group/data=!4m7!3m6!1s0x808fb58490ccce81:0x375b34efd475f2fe!8m2!3d37.3126542!4d-122.0341561!16s%2Fg%2F11mb2_7zp5!19sChIJgc7MkIS1j4AR_vJ11O80Wzc,Hongwei Medical Group,5.0,52,Medical group,"7337 Bollinger Rd Suite C & E, Cupertino, CA 95014, United States","8X78+38 Cupertino, California, USA",https://hongweimedicalgroup.com/,+1 408-645-5780,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMPfj3MlcwxA2A4z5Rd_A9HQhQKXxtjU1aZ6NxY=w408-h306-k-no,true,Closed,9 am–5 pm,Closed,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-09-28T23:36:19.280Z,,,,
https://www.google.com/maps/place/Loving+Heart+Clinic/data=!4m7!3m6!1s0x808fb504139f4fa9:0xdd38287d785e0532!8m2!3d37.3161208!4d-122.0336083!16s%2Fg%2F11t7fv0nsx!19sChIJqU-fEwS1j4ARMgVeeH0oON0,Loving Heart Clinic,5.0,6,Pain management physician,"10475 S De Anza Blvd, Cupertino, CA 95014, United States","8X88+CH Cupertino, California, USA",http://lovingheartclinic.net/,+1 408-816-8861,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPcln7Zk7rSbvmtthhYEWbDNXeqMKn7L_All_Yt=w408-h411-k-no,true,10 am–6 pm,10 am–6 pm,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/Infusion+centers+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2025-09-28T23:36:24.141Z,,,,
