placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Total+Wellness+Mental+Health/data=!4m7!3m6!1s0x86568d005f7b7447:0x67078e288f850658!8m2!3d32.4213167!4d-99.7918777!16s%2Fg%2F11ldlykxx0!19sChIJR3R7XwCNVoYRWAaFjyiOB2c,Total Wellness Mental Health,5.0,17,Medical clinic,"5250 US-277, Abilene, TX 79605, United States","C6C5+G6 Abilene, Texas, USA",https://twmhealth.com/,+1 325-899-1053,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=43KIhetcD_6SCwCCdiSB_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=298.26135&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-12-16T00:39:02.694Z,,
https://www.google.com/maps/place/David+Belcher/data=!4m7!3m6!1s0x86568e19feb3d427:0xab24e4668883018e!8m2!3d32.4483224!4d-99.7340879!16s%2Fg%2F11sh2clmgb!19sChIJJ9Sz_hmOVoYRjgGDiGbkJKs,David Belcher,5.0,2,Psychiatrist,"100 Chestnut St #101, Abilene, TX 796021440, United States","C7X8+89 Abilene, Texas, USA",,+1 325-676-8963,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rppXDX7EsabFdtzKBk3FkA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=282.529&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-12-16T00:39:05.813Z,,
https://www.google.com/maps/place/Vital+Harmony+Mental+Health/data=!4m7!3m6!1s0x86568d2fa5a2b99f:0x362dcd246ec42955!8m2!3d32.4364419!4d-99.7032827!16s%2Fg%2F11vclw1w6h!19sChIJn7mipS-NVoYRVSnEbiTNLTY,Vital Harmony Mental Health,5.0,2,Mental health clinic,"1219 E South 11th St ste b 1, Abilene, TX 79602, United States","C7PW+HM Abilene, Texas, USA",https://vhmhealth.com/,+1 325-715-8080,"Closed · Opens 8:30 am Tue

Updated by phone call 3 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=m13Gr_W-0lB8Ltjr5Z7klw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.31668&pitch=0&thumbfov=100,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-12-16T00:39:11.085Z,,
https://www.google.com/maps/place/Loose+Horses+Psychiatry+LLC/data=!4m7!3m6!1s0x86568e19feb3d427:0x3b97a48f711e7ece!8m2!3d32.4483224!4d-99.7340879!16s%2Fg%2F11ptwcz0_h!19sChIJJ9Sz_hmOVoYRzn4ecY-klzs,Loose Horses Psychiatry LLC,3.4,5,Medical clinic,"100 Chestnut St #101, Abilene, TX 79602, United States","C7X8+89 Abilene, Texas, USA",,+1 325-676-8963,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rppXDX7EsabFdtzKBk3FkA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=282.529&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-12-16T00:39:13.659Z,,
https://www.google.com/maps/place/Elm+Creek+Psychiatry/data=!4m7!3m6!1s0x86568c24f68cf9a3:0xf9ee6dedbf58952e!8m2!3d32.4182999!4d-99.7824405!16s%2Fg%2F11c1tr235g!19sChIJo_mM9iSMVoYRLpVYv-1t7vk,Elm Creek Psychiatry,4.0,4,Mental health service,"2626 S Clack St, Abilene, TX 79606, United States","C699+82 Abilene, Texas, USA",https://bettyhardwick.org/services/elmcreek/,+1 325-691-2011,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SBGj9eGtmt39ZkDikDzPtw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=34.41613&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-12-16T00:39:16.424Z,,
https://www.google.com/maps/place/West+Texas+TMS/data=!4m7!3m6!1s0x86568dfec228e433:0x84d73036fc53a53c!8m2!3d32.4283087!4d-99.7881735!16s%2Fg%2F11pkd_pznj!19sChIJM-Qowv6NVoYRPKVT_DYw14Q,West Texas TMS,5.0,1,Medical Center,"1702 S Clack St Suite 2, Abilene, TX 79605, United States","C6H6+8P Abilene, Texas, USA",https://westtxtms.com/?utm_source=gmb&utm_medium=organic,+1 325-269-0250,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipNfXbtot62ZdUf4tXovAD3NyfzrVruWKH3tXcSj=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-12-16T00:39:21.155Z,,
https://www.google.com/maps/place/Lostetter+Adrienne+L+MD/data=!4m7!3m6!1s0x86568e3202451c53:0x10380c6d7d652121!8m2!3d32.4705133!4d-99.734997!16s%2Fg%2F126368hs3!19sChIJUxxFAjKOVoYRISFlfW0MOBA,Lostetter Adrienne L MD,,,Psychiatrist,"1850 Hickory St # 102, Abilene, TX 79601, United States","F7C8+62 Abilene, Texas, USA",,+1 325-670-4270,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BGrmDWgaboujhZY7LCiWuA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.71179&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-12-16T00:39:23.991Z,,
https://www.google.com/maps/place/Dr.+Preeti+Sodhi/data=!4m7!3m6!1s0x86568c24f6bfffff:0x987e8f53932db5c5!8m2!3d32.4187418!4d-99.7827701!16s%2Fg%2F11qgb78gts!19sChIJ__-_9iSMVoYRxbUtk1OPfpg,Dr. Preeti Sodhi,,,Psychiatrist,"2616 S Clack St, Abilene, TX 79606, United States",,,+1 325-600-5100,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ui3ZkYGB9_5hdTH3qMpGxA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=234.17487&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-12-16T00:39:26.618Z,,
https://www.google.com/maps/place/Dr.+James+Trammell/data=!4m7!3m6!1s0x86568e2db55c0633:0x606ef6fc4b947b32!8m2!3d32.4720653!4d-99.7316943!16s%2Fg%2F11qgb7xnz2!19sChIJMwZctS2OVoYRMnuUS_z2bmA,Dr. James Trammell,5.0,1,Psychiatrist,"1924 Pine St #504, Abilene, TX 79601, United States","F7C9+R8 Abilene, Texas, USA",,+1 325-670-4730,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VbpZrgqQ4yenkFCfoc0u4Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.02682&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-12-16T00:39:29.453Z,,
https://www.google.com/maps/place/Eden+Springs+Behavioral+Services+PA+-Psychiatrist/data=!4m7!3m6!1s0x865693719307b98b:0x3f7ade3ad5cbcae8!8m2!3d32.372485!4d-99.7816266!16s%2Fg%2F11h22kvjy9!19sChIJi7kHk3GTVoYR6MrL1Treej8,Eden Springs Behavioral Services PA -Psychiatrist,4.2,15,Psychiatrist,"4601 Antilley Rd Building C, Suite 310, Abilene, TX 79606, United States","96C9+X8 Abilene, Texas, USA",http://www.edenspringsbehavioral.com/?utm_source=gmb&utm_medium=organic,+1 325-754-8002,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNG5veDCrMhaYBLKjH1OaFWAHvzra7CV-RxJyKZ=w408-h306-k-no,true,5–8 pm,5–8 pm,5–8 pm,5–8 pm,5–8 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-12-16T00:39:34.091Z,,
