placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,isBlackOwned
https://www.google.com/maps/place/SRP+Electric+Inc./data=!4m7!3m6!1s0x80d951542c38be07:0x61a5f3e87c63ac42!8m2!3d32.7835721!4d-117.1025446!16s%2Fg%2F11b6_bb62j!19sChIJB744LFRR2YARQqxjfOjzpWE,SRP Electric Inc.,5.0,510,Electrician,"5980 Fairmount Ave #108, San Diego, CA 92120, United States","QVMW+CX San Diego, California, USA",https://www.srpelectricinc.com/,+1 858-900-8535,Open · Closes 3 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMWf-uWBYkFJvlosB1lCR8OQASWbNK_mc6nvbka=w408-h306-k-no,true,8 am–3 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-01-10T21:48:14.449Z,,
https://www.google.com/maps/place/San+Diego+Generator+Service/data=!4m7!3m6!1s0x7471ad4693f765f:0xd5c68367a4c4f196!8m2!3d33.0172666!4d-116.8460104!16s%2Fg%2F11ykvck0qg!19sChIJX3Y_adQaRwcRlvHEpGeDxtU,San Diego Generator Service,5.0,3,Electric generator shop,,,https://www.sandiegogeneratorservice.com/,+1 619-377-8599,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOKPIIaAgO6O9U4YRcirjAgdm2D-DRGRmWgZwFe=w419-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-01-10T21:48:20.110Z,,
https://www.google.com/maps/place/Green+Electric+Solutions/data=!4m7!3m6!1s0x80dbf8ebc3005ced:0xe56de823c7358dae!8m2!3d32.8303208!4d-117.1491008!16s%2Fg%2F119wbgnj_!19sChIJ7VwAw-v424ARro01xyPobeU,Green Electric Solutions,4.5,90,Electrician,"4858 Mercury St # 202, San Diego, CA 92111, United States","RVJ2+49 San Diego, California, USA",https://www.greenelectricsolution.com/,+1 858-221-4551,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipO1XUWx0bBCFZwj7OxJB_UdVSUS0i19KmqaCIhE=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-01-10T21:48:25.032Z,,
"https://www.google.com/maps/place/Electric+Motor+Specialists,+Inc/data=!4m7!3m6!1s0x80d9530e6c291189:0xf3f86fdaa1ac7f30!8m2!3d32.6936888!4d-117.136431!16s%2Fg%2F1td05bgn!19sChIJiREpbA5T2YARMH-sodpv-PM","Electric Motor Specialists, Inc",4.9,34,Electric motor repair shop,"2685 Boston Ave, San Diego, CA 92113, United States","MVV7+FC San Diego, California, USA",http://www.emssandiego.com/,+1 619-238-0183,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyhoeC8EnjlJY9NiFmov57px5WQgE36ogkaOry2_tZS16PjlhbHIeG7QZYRW8bklXXLKUTw3MkMyD_gmYWq1JIuHangX15ytszj-uVDAXrw3rfS2dbF-ovpnCPS7dVPvJF_MCor=w408-h306-k-no,true,Closed,Closed,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,7 am–2:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-01-10T21:48:29.979Z,,
"https://www.google.com/maps/place/Point+Loma+Electric,+Plumbing,+Heating+%26+Air/data=!4m7!3m6!1s0x80deaaeace53f4f5:0xe64fbf825b30e8fa!8m2!3d32.827698!4d-117.1219674!16s%2Fg%2F1thd2368!19sChIJ9fRTzuqq3oAR-ugwW4K_T-Y","Point Loma Electric, Plumbing, Heating & Air",4.9,1518,Electrician,"4990 Viewridge Ave Suite 100, San Diego, CA 92123, United States","RVHH+36 San Diego, California, USA",http://pointlomahomepros.com/,+1 619-738-3101,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipO6-xbxJWz7J1rI46lFzhhhPvvkCmunsjJmh0XC=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-01-10T21:48:34.971Z,,
https://www.google.com/maps/place/Electric+City/data=!4m7!3m6!1s0xa8d14b66d7f6ec75:0x57fde7ccdacc4c32!8m2!3d33.1462888!4d-117.163059!16s%2Fg%2F11rkgbzx8k!19sChIJdez212ZL0agRMkzM2szn_Vc,Electric City,4.9,153,Electrician,,,http://www.electriccitysd.com/,+1 619-678-6706,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNsijcvY51ctyA1NaQAvtIcZZceDBF60wlmPynB=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-01-10T21:48:39.926Z,,
https://www.google.com/maps/place/Service+Pro+Electrical+Inc./data=!4m7!3m6!1s0x80dd20f65c5a9827:0xd37151cee33183af!8m2!3d32.7488829!4d-117.1390906!16s%2Fg%2F11c5bbckjb!19sChIJJ5haXPYg3YARr4Mx485RcdM,Service Pro Electrical Inc.,4.9,168,Electrician,"2358 University Ave #2082, San Diego, CA 92104, United States","PVX6+H9 San Diego, California, USA",http://serviceproelectrical.com/,+1 619-707-3008,Closed · Opens 8 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPWRqdjvwpPX3THFjw5sO0ybVvNJiMciWXzIBK8=w408-h450-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-01-10T21:48:44.782Z,,
https://www.google.com/maps/place/Gordon+Electrical+Service/data=!4m7!3m6!1s0x83c0285d7d3ba3c5:0x80ae2b92415bbbb1!8m2!3d33.0172666!4d-116.8460104!16s%2Fg%2F11vyx2xkr4!19sChIJxaM7fV0owIMRsbtbQZIrroA,Gordon Electrical Service,5.0,87,Electrician,,,https://www.gordonelectricalserviceinc.com/,+1 619-559-3312,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzFCL2Jw8qKrg2A2FMPtPs-8fygo5B1lNoX9zJ0kuWNR33rABJN9XeqSSye8ZXvtArReYV7QxrWqjEqvODslysuOpqHqhMquXgkLKLL0Y7VcxajmSaRxgtnKi0IVIGPykpgPd44=w408-h544-k-no,true,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-01-10T21:48:49.438Z,,
https://www.google.com/maps/place/Quality+Generator+Services/data=!4m7!3m6!1s0x80d954add4344015:0x6d43b189a4c57207!8m2!3d32.7212688!4d-117.1678509!16s%2Fg%2F1tg68d5h!19sChIJFUA01K1U2YARB3LFpImxQ20,Quality Generator Services,,,Electric generator shop,"1501 India St #103-10, San Diego, CA 92101, United States","PRCJ+GV San Diego, California, USA",,+1 619-955-3457,Open · Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipO0_-7aE6DU48vllYOtOd3MU4jolHL798XKkirI=w426-h240-k-no,true,6 am–6 pm,Closed,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-01-10T21:48:54.031Z,,
https://www.google.com/maps/place/Moriset+Electrical/data=!4m7!3m6!1s0x80d954f6369a536b:0xb355463303ebf5c6!8m2!3d32.7509235!4d-117.1280013!16s%2Fg%2F1hfgs_rsm!19sChIJa1OaNvZU2YARxvXrAzNGVbM,Moriset Electrical,5.0,55,Electrician,"4030 Illinois St, San Diego, CA 92104, United States","QV2C+9Q San Diego, California, USA",https://electricalsandiego.net/,+1 619-944-5439,Open · Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipMzr6mmLP5-SQ9BB71jI3UOcxPEr1SVbPCwli2O=w408-h544-k-no,true,9 am–4 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+San+Diego+San+Diego+CA/@32.715738,-117.1610838,14z",2026-01-10T21:48:59.049Z,,
