placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/Warrior+Business+Services/data=!4m7!3m6!1s0x8815e4ebe453ca35:0xda4b26696cbf05f!8m2!3d41.0733891!4d-85.1313814!16s%2Fg%2F11c525lryt!19sChIJNcpT5OvkFYgRX_DLlmaypA0,Warrior Business Services,4.8,73,Certified public accountant,"501 E Brackenridge St, Fort Wayne, IN 46802, United States","3VF9+9C Fort Wayne, Indiana, USA",https://warrior.accountants/,+1 260-749-2200,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np8_ZLIt-6yNPWRfvxrAVDYFpD5binSWDSAW_ZSXXyz3mxfPT_tt9eGvtsZCZqSsvjVPdzwWlfgipChbh_cgw8dOiArurhPxUyAQtFvVrGTOiXL4zavil9in4hGqIwjMkjo2-zaNw=w408-h272-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:31:30.155Z,,,
https://www.google.com/maps/place/Leonard+J+Andorfer+%26+Co+LLP/data=!4m7!3m6!1s0x8815e4ad26486351:0x408d1db7c77b354f!8m2!3d41.0796918!4d-85.1400542!16s%2Fg%2F1tj924ft!19sChIJUWNIJq3kFYgRTzV7x7cdjUA,Leonard J Andorfer & Co LLP,4.9,8,Tax preparation service,"110 W Berry St #2202, Fort Wayne, IN 46802, United States","3VH5+VX Fort Wayne, Indiana, USA",http://www.ljandorfer.com/,+1 260-423-9405,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Up1LJlP7O6PLLxRevs_3cA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=248.72691&pitch=0&thumbfov=100,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:31:36.262Z,,,
https://www.google.com/maps/place/Tradewell+Tax+%26+Financial/data=!4m7!3m6!1s0x8815e299d85f6fd9:0x92ff338ed78fb14c!8m2!3d41.0803464!4d-85.1412516!16s%2Fg%2F1tg5_7bk!19sChIJ2W9f2JniFYgRTLGP144z_5I,Tradewell Tax & Financial,4.1,16,Financial planner,"130 W Main St #100, Fort Wayne, IN 46802, United States","3VJ5+4F Fort Wayne, Indiana, USA",https://www.tradewelltax.com/,+1 260-490-2084,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNEeM9nOnAHtbDjeoBkpUzUXWKni4Nyi_-qxbnM=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:31:41.276Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Family+Tax+Company/data=!4m7!3m6!1s0x8815e4faa5d1e6bb:0x58360d917e31b577!8m2!3d41.0678167!4d-85.1380093!16s%2Fg%2F11g6hrqbgh!19sChIJu-bRpfrkFYgRd7UxfpENNlg,Family Tax Company,5.0,38,Tax preparation service,"1925 Calhoun St Ste 101, Fort Wayne, IN 46802, United States","3V96+4Q Fort Wayne, Indiana, USA",,+1 260-424-1033,Closed ⋅ Opens 10 am Tue,https://lh3.googleusercontent.com/p/AF1QipPXj8jt0y7hML31I7fHymtK6oIblE_qkVL0QkKi=w426-h240-k-no,true,Closed,Closed,10 am–2 pm,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:31:46.568Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/SBS+CPA+Group/data=!4m7!3m6!1s0x88160820a0a7781b:0xd906620af9577399!8m2!3d41.1769993!4d-85.1444361!16s%2Fg%2F1tg6w96m!19sChIJG3inoCAIFogRmXNX-QpiBtk,SBS CPA Group,5.0,59,Accountant,"10351 Dawsons Creek Blvd h, Fort Wayne, IN 46825, United States","5VG4+Q6 Fort Wayne, Indiana, USA",http://www.sbscpagroup.com/,+1 260-407-5000,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMsn_KZrpvac1Hd8EEMlY33_ppjRhjXn4mIb0rD=w408-h306-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:31:51.571Z,,,
"https://www.google.com/maps/place/Miller+CPA+Group,+LLC/data=!4m7!3m6!1s0x8815e6fa6bf1c6fd:0x229ed1fe55802720!8m2!3d41.0684976!4d-85.2248899!16s%2Fg%2F1v3_38s5!19sChIJ_cbxa_rmFYgRICeAVf7RniI","Miller CPA Group, LLC",4.9,178,Accounting firm,"6204 Constitution Dr, Fort Wayne, IN 46804, United States","3Q9G+92 Fort Wayne, Indiana, USA",http://www.millercpagroup.com/,+1 260-432-2220,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipN8ccWRVzEFAgQ5gdA3kYJstTHeW5aptWppVzVq=w468-h240-k-no,true,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:31:56.598Z,,,
https://www.google.com/maps/place/Lothamer+Tax+Resolution/data=!4m7!3m6!1s0x8815e57ab22368cd:0x2fdf8a46e7781cdf!8m2!3d41.0789192!4d-85.1399956!16s%2Fg%2F11hp9x6hzq!19sChIJzWgjsnrlFYgR3xx450aK3y8,Lothamer Tax Resolution,5.0,14,Tax consultant,"111 W Berry St #211, Fort Wayne, IN 46802, United States","3VH6+H2 Fort Wayne, Indiana, USA",https://lothamer.com/locations/fort-wayne-in/?utm_source=GMBlisting&utm_medium=organic,+1 260-888-7112,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uwnknBLDF2v0Oue1OtkCuQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=170.83862&pitch=0&thumbfov=100,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:32:01.574Z,,,
https://www.google.com/maps/place/Partners+Tax+%26+Accounting/data=!4m7!3m6!1s0x8815e492d264a397:0xcc6c2bc1f39af933!8m2!3d41.078147!4d-85.1357809!16s%2Fg%2F11c4b6f6pp!19sChIJl6Nk0pLkFYgRM_ma88ErbMw,Partners Tax & Accounting,4.5,4,Accountant,"921 Barr St # 101, Fort Wayne, IN 46802, United States","3VH7+7M Fort Wayne, Indiana, USA",http://www.partnerstaxpro.com/,+1 260-441-6154,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=96xh2tgCR4B4tU0dx3hiUw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=92.23466&pitch=0&thumbfov=100,true,Closed,1–2 pm,1–2 pm,1–2 pm,1–2 pm,1–2 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:32:06.539Z,,,
https://www.google.com/maps/place/Wagner+Associates+Integrated+Solutions/data=!4m7!3m6!1s0x8815fcaa41ff6727:0x57c060cd3b7590fa!8m2!3d41.0979734!4d-85.1030041!16s%2Fg%2F1vjdqp1x!19sChIJJ2f_Qar8FYgR-pB1O81gwFc,Wagner Associates Integrated Solutions,5.0,6,Tax preparation service,"2330 Beacon St # 101, Fort Wayne, IN 46805, United States","3VXW+5Q Fort Wayne, Indiana, USA",,+1 260-484-0478,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SPKzsABQDxW-hIjHr1aDkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=86.565445&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:32:11.646Z,,,
"https://www.google.com/maps/place/Baden+Gage+%26+Schroeder+LLC,+CPA/data=!4m7!3m6!1s0x8815e71cdc4a29cf:0x19847d6357edd162!8m2!3d41.0734405!4d-85.2321014!16s%2Fg%2F1tpn350_!19sChIJzylK3BznFYgRYtHtV2N9hBk","Baden Gage & Schroeder LLC, CPA",3.6,5,Certified public accountant,"6920 Pointe Inverness Way #300, Fort Wayne, IN 46804, United States","3QF9+95 Fort Wayne, Indiana, USA",http://www.badencpa.com/,+1 260-422-2551,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I0Kf3Kj_ua-XUyzM-qaTCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=162.2053&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Fort+Wayne+IN+IN/@41.0794759,-85.1362929,14z",2025-10-19T16:32:16.492Z,,,
