placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,error,attributes
https://www.google.com/maps/place/NuGenesis+Medical+Spa/data=!4m7!3m6!1s0x864f86a0ff57ad67:0x1631c55015426119!8m2!3d31.5179702!4d-97.2101662!16s%2Fg%2F1tfctmwk!19sChIJZ61X_6CGT4YRGWFCFVDFMRY,NuGenesis Medical Spa,4.9,39,Medical spa,"1000 W Hwy 6 #430, Waco, TX 76712, United States","GQ9Q+5W Waco, Texas, USA",http://wacomedicalspa.com/,+1 254-776-7546,"Closes soon · 5 pm · Opens 9 am Wed

Updated by phone call 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMxlvr_xtidINswJ9YVAMvB3Na92kFc2xpsaohl=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–2 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-12-16T22:33:43.102Z,,,,
"https://www.google.com/maps/place/William+A.+Peper,+MD/data=!4m7!3m6!1s0x864f86a0fa897fdb:0x6008ce25db7fed6c!8m2!3d31.5182408!4d-97.2096065!16s%2Fg%2F11c3yqrxbz!19sChIJ23-J-qCGT4YRbO1_2yXOCGA","William A. Peper, MD",4.5,21,Vascular surgeon,"1000 Hwy 6 #420, Waco, TX 76712, United States","GQ9R+75 Waco, Texas, USA",http://wacosurgeon.com/,+1 254-751-1700,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxI4aqg9XM03Gdeom1Ar8-i5az8Y_PFujwMhHODJs1Wb-6GCyfBvUQQarHJx11Afk2AYRlQSkhmv2nh09TNyS__WQbTK3T0egYKXDROlyhdHXRcQfCgGq37_P1mBeZhf7qLv8P6xQ=w408-h302-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-12-16T22:33:48.296Z,,,,
https://www.google.com/maps/place/Sanger+Avenue+Medical+Aesthetics/data=!4m7!3m6!1s0x864f841faac9e157:0x55113fece38557eb!8m2!3d31.5196807!4d-97.1976265!16s%2Fg%2F1260cnd_f!19sChIJV-HJqh-ET4YR61eF4-w_EVU,Sanger Avenue Medical Aesthetics,4.9,166,Medical spa,"6614 Sanger Ave Suite 100, Waco, TX 76710, United States","GR92+VW Waco, Texas, USA",https://www.sangeraveaesthetics.com/,+1 254-753-6231,Closes soon · 5 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipMXnr_9Im8cAkDNU75eVlYRUGsuwfSrFN5Gpk2w=w408-h301-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-12-16T22:33:53.590Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Ascension+Medical+Group+Providence+Cardiovascular+Clinic/data=!4m7!3m6!1s0x864f8787e5005ea1:0xfda4f136e711fa4!8m2!3d31.5133719!4d-97.1995078!16s%2Fg%2F11jn_r_t47!19sChIJoV4A5YeHT4YRpB9xbhNP2g8,Ascension Medical Group Providence Cardiovascular Clinic,4.8,59,Surgeon,"405 Londonderry Dr #310, Waco, TX 76712, United States","GR72+85 Waco, Texas, USA",https://healthcare.ascension.org/locations/texas/txwac/waco-ascension-providence-hospital/departments/medical-plaza/cardiac-surgery?utm_campaign=gmb&utm_medium=organic-search&utm_content=location-listing&utm_source=local,+1 254-741-6333,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNUtf1yM1oosOE0TzNlN9k-l4TLY8M6TY0_DDZN=w408-h374-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-12-16T22:33:58.479Z,,,,
https://www.google.com/maps/place/Holos+Medical+Spa+LLC/data=!4m7!3m6!1s0x864f85c058e44051:0x33f26e2eda82b03a!8m2!3d31.5197697!4d-97.1992365!16s%2Fg%2F11t0ndrh8d!19sChIJUUDkWMCFT4YROrCC2i5u8jM,Holos Medical Spa LLC,4.9,81,Medical spa,"6701 Sanger Ave Suite 105C, Waco, TX 76710, United States","GR92+W8 Waco, Texas, USA",http://www.holosmedicalspa.com/,+1 254-265-4576,"Open · Closes 6 pm

Updated by phone call 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNd8WWnlNJMZmUNTqQZMaQ40bFimic96P-FgBLq=w408-h408-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,7 am–1 pm,Closed,10 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-12-16T22:34:03.398Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Waco+Medical+Laser+%26+Skin+Care/data=!4m7!3m6!1s0x864f86a122c30911:0x1563228c01d11b45!8m2!3d31.5137983!4d-97.196428!16s%2Fg%2F1hc21j1kp!19sChIJEQnDIqGGT4YRRRvRAYwiYxU,Waco Medical Laser & Skin Care,4.8,50,Medical spa,"318 Richland W Cir, Waco, TX 76712, United States","GR73+GC Waco, Texas, USA",https://www.wacomedicallaser.com/,+1 254-776-8009,Closes soon · 5 pm · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=x9DGkd4XGszPtd5rJR0Nfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=10.173378&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-12-16T22:34:08.454Z,,,,
https://www.google.com/maps/place/Waco+Heart+%26+Vascular/data=!4m7!3m6!1s0x864f86a0fa80a6d5:0x1fddffb38d8c0cbe!8m2!3d31.5135122!4d-97.1971834!16s%2Fg%2F11b809vzn5!19sChIJ1aaA-qCGT4YRvgyMjbP_3R8,Waco Heart & Vascular,4.3,28,Cardiologist,"321 Richland W Cir, Waco, TX 76712, United States","GR73+C4 Waco, Texas, USA",https://wacohv.com/,+1 254-235-9355,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPJqYQlKn-KwIK0ITrzl34QFQzBgxPfwVZ9A41G=w408-h326-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-12-16T22:34:13.423Z,,,,
https://www.google.com/maps/place/Ascension+Medical+Group+Providence+at+Sanger/data=!4m7!3m6!1s0x864f841faac9e157:0xbee4b7391a1a27b2!8m2!3d31.5197856!4d-97.1978605!16s%2Fg%2F1th246lp!19sChIJV-HJqh-ET4YRsicaGjm35L4,Ascension Medical Group Providence at Sanger,4.9,227,General practitioner,"6614 Sanger Ave, Waco, TX 76710, United States","GR92+WV Waco, Texas, USA",https://healthcare.ascension.org/locations/texas/txwac/waco-ascension-medical-group-providence-at-sanger?utm_campaign=gmb&utm_medium=organic-search&utm_content=location-listing&utm_source=local,+1 254-537-6100,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOqyv-jLmFdmHQPXkc4uEzZVvxtoNxXBIWPfZfO=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-12-16T22:34:18.610Z,,,,
https://www.google.com/maps/place/Ascension+Medical+Group+Providence+General+Surgery/data=!4m7!3m6!1s0x864f8574c2a06ffb:0x3abf68b632e30eb0!8m2!3d31.5291788!4d-97.2044792!16s%2Fg%2F11jd_p_ws8!19sChIJ-2-gwnSFT4YRsA7jMrZovzo,Ascension Medical Group Providence General Surgery,4.6,104,Surgeon,"6600 Fish Pond Rd # 101, Waco, TX 76710, United States","GQHW+M6 Waco, Texas, USA",https://healthcare.ascension.org/locations/texas/txwac/waco-ascension-medical-group-providence-general-surgery?utm_campaign=gmb&utm_medium=organic-search&utm_content=location-listing&utm_source=local,+1 254-776-3188,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzUJXZ0zNFeEY252MY_EYkfUlq_33XgpvAYfyO8AjyHIRO_sU53r3fyR_zNdTD3Mjs03wniaBcgPGukrnY99E3q2-qXWB-qd4OTBWMTEnbuWhuNglPTNLHKdzhtR1jCTBrSt5xNaA=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-12-16T22:34:23.534Z,,,,
https://www.google.com/maps/place/Waco+Cardiology+Associates/data=!4m7!3m6!1s0x864f869fb55e7b4f:0x907374618cd2b2f4!8m2!3d31.5156876!4d-97.2036965!16s%2Fg%2F1vg4k68_!19sChIJT3tetZ-GT4YR9LLSjGF0c5A,Waco Cardiology Associates,4.9,2456,Medical clinic,"7125 New Sanger Ave # A, Waco, TX 76712, United States","GQ8W+7G Waco, Texas, USA",http://www.wacocardiology.com/,+1 254-399-5400,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzq26qyTwLx_pyFx0xVYTGcV-401IBjeKuu7MSpAr_0APeS71Z7pUWGhfyEo72WWRapQrmPG_9nwFMYs48SBVY9TTKXiCZBoXFh7OKvD867YG-1uercOWRfJqLqr7Ziql-X7Z0K=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Waco+Waco+TX/@31.5575916,-97.1289922,14z",2025-12-16T22:34:28.370Z,,,,
