placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/9+West+Property+Management/data=!4m7!3m6!1s0x19ebe005e13c21b:0x1cbc99dda30152e2!8m2!3d32.4510133!4d-99.7332597!16s%2Fg%2F11mcpwcf5w!19sChIJG8ITXgC-ngER4lIBo92ZvBw,9 West Property Management,5.0,11,Property management company,"244 Pine St Suite 305, Abilene, TX 79601, United States","F728+CM Abilene, Texas, USA",https://www.9westpropertymanagement.com/,+1 325-721-5817,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMLo8elXZ9mS9LQk265GbzAv_11xA1YDssXz2cL=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,9 am–5 pm,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-09-25T17:00:18.060Z,,,
https://www.google.com/maps/place/Ivey+Property+Management/data=!4m7!3m6!1s0x86568fcaccdfbca1:0xea69bd72b86abbba!8m2!3d32.468844!4d-99.7728318!16s%2Fg%2F11p5hvkh9n!19sChIJobzfzMqPVoYRurtquHK9aeo,Ivey Property Management,4.5,16,Property management company,"1537 Westwood Dr, Abilene, TX 79603, United States","F69G+GV Abilene, Texas, USA",http://www.iveyproperties.com/,+1 325-668-5577,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrvhiLhr7KJJmCMZdz115Jlaa4XUVvdEIvLYJjJbe_L0Z9W6wqqW4D5tXqSh6PAUQR9bR0xuI5c39yawN3U0qEC3xES7ym5WgmEe5af8TQXgyMule-7ehsZFo0DNqx1s7qbnpsH2A=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-09-25T17:00:23.299Z,,,
"https://www.google.com/maps/place/Estes+Rentals,+LLC/data=!4m7!3m6!1s0x86568e5e685c646b:0x31dfc119e7c32ca4!8m2!3d32.45334!4d-99.763543!16s%2Fg%2F1wj_6fyp!19sChIJa2RcaF6OVoYRpCzD5xnB3zE","Estes Rentals, LLC",4.5,11,Property management company,"301 N Willis St # B, Abilene, TX 79603, United States","F63P+8H Abilene, Texas, USA",,+1 325-672-9691,Open ⋅ Closes 5:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=osxNsi1YjDUudpzMfWGjuw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=90.14072&pitch=0&thumbfov=100,true,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-09-25T17:00:28.549Z,,,
https://www.google.com/maps/place/Dalzell+Realtors/data=!4m7!3m6!1s0x865691ef66e64d3f:0xd40742f97e18ce59!8m2!3d32.4482308!4d-99.711418!16s%2Fg%2F1tfc70f0!19sChIJP03mZu-RVoYRWc4YfvlCB9Q,Dalzell Realtors,2.9,81,Property management company,"809 E Hwy 80, Abilene, TX 79601, United States","C7XQ+7C Abilene, Texas, USA",http://www.dalzellrealtors.com/,+1 325-677-2246,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqUs9aJT2FMbP5kPCRKXdniTLnQTrjjKHOoMyGEaCPyJmbnGP2iWeiBJoPXI289gTSUyONmIclR-h2QGOpa5p6pnoUjooLEDhvnqlbnMW004tbAHFe-6aIq59p4Yk80OLFC1PG3Tw=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-09-25T17:00:33.299Z,,,
https://www.google.com/maps/place/Boykin+Properties/data=!4m7!3m6!1s0x86568e5e40f8d26b:0x64e4d34e1e7bed7f!8m2!3d32.4528378!4d-99.7635297!16s%2Fg%2F1vl5h5y8!19sChIJa9L4QF6OVoYRf-17Hk7T5GQ,Boykin Properties,5.0,1,Property management company,"283 N Willis St, Abilene, TX 79603, United States","F63P+4H Abilene, Texas, USA",,+1 325-677-1426,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mto9ABjd-LGfkyiW2cRn6Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.21539&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-09-25T17:00:37.897Z,,,
https://www.google.com/maps/place/Texas+Midwest+Management/data=!4m7!3m6!1s0x86568ef58bd6913f:0x6cbf12de7bc4429!8m2!3d32.4549895!4d-99.7679142!16s%2Fg%2F11v6q5w2s1!19sChIJP5HWi_WOVoYRKUS85y3xywY,Texas Midwest Management,3.0,6,Property management company,"N 6th St, Abilene, TX 79603, United States","F63J+XR Abilene, Texas, USA",,+1 325-370-7540,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tJQMJoYpkow9QucXcZVkVg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=327.47913&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-09-25T17:00:40.305Z,,,
https://www.google.com/maps/place/Sage+Realty+Solutions/data=!4m7!3m6!1s0x86568fac4efa125b:0xe995a02ea878ed83!8m2!3d32.4434788!4d-99.7622074!16s%2Fg%2F11pqsyjtxc!19sChIJWxL6TqyPVoYRg-14qC6glek,Sage Realty Solutions,4.8,6,Property management company,"3133 S 7th St, Abilene, TX 79605, United States","C6VQ+94 Abilene, Texas, USA",http://sagerealtyabilene.com/,+1 325-704-0077,Open ⋅ Closes 3 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HoPkt0ODwKZ6tNbBxcMaTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.30885&pitch=0&thumbfov=100,true,12–3 pm,11 am–1 pm,Closed,Closed,12–3 pm,12–3 pm,12–3 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-09-25T17:00:44.746Z,,,
https://www.google.com/maps/place/Silverthorne+Properties/data=!4m7!3m6!1s0x86568f3cb84c02a1:0xe3a35d3dfa64a8fa!8m2!3d32.4507254!4d-99.7348667!16s%2Fg%2F11h2h7nfbn!19sChIJoQJMuDyPVoYR-qhk-j1do-M,Silverthorne Properties,3.0,1,Property management company,"1150 N 2nd St, Abilene, TX 79601, United States","F728+73 Abilene, Texas, USA",https://www.facebook.com/propertiesbysilverthorne,+1 325-603-2700,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/p/AF1QipOezACCSBvSjEWCUt__CysQ3oXTnsogCsu_BNTL=w408-h272-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-09-25T17:00:49.413Z,,,
https://www.google.com/maps/place/Property+Management+Services+by+AmeriPro+Real+Estate+Management+%7C/data=!4m7!3m6!1s0x86568dd26068e6c7:0x6e5cdc56b567321f!8m2!3d32.4188622!4d-99.7649408!16s%2Fg%2F11q2z01brn!19sChIJx-ZoYNKNVoYRHzJntVbcXG4,Property Management Services by AmeriPro Real Estate Management |,3.5,8,Property management company,"2500 S Willis St, Abilene, TX 79605, United States","C69P+G2 Abilene, Texas, USA",https://www.ameriprotexas.com/contact,+1 325-690-4040,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dQ8Sj0Eg7SeFdDmWyZLqrQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=249.38019&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-09-25T17:00:52.402Z,,,
https://www.google.com/maps/place/Absolute+Real+Estate+Management/data=!4m7!3m6!1s0x86568ddcb480eb4f:0xc2358ff914052a82!8m2!3d32.4376825!4d-99.7621679!16s%2Fg%2F11q2y_v87c!19sChIJT-uAtNyNVoYRgioFFPmPNcI,Absolute Real Estate Management,2.5,34,Real estate agency,"3146 S 11th St, Abilene, TX 79605, United States","C6QQ+34 Abilene, Texas, USA",https://www.absoluterealestatemgmt.com/,+1 325-307-5697,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M4rlPlfGw65nvDlLmhtQxg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.1943583&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Sweetwater+Abilene+TX/@32.4534878,-99.7312829,14z",2025-09-25T17:00:57.079Z,,,
