placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,isBlackOwned
https://www.google.com/maps/place/Transform+Electric+LLC/data=!4m7!3m6!1s0x2920b2fd1ea75b7b:0xed0f74cb7b448450!8m2!3d35.0273249!4d-78.9887163!16s%2Fg%2F11v141x_lz!19sChIJe1unHv2yICkRUIREe8t0D-0,Transform Electric LLC,4.9,247,Electrician,"6336 Pawling Ct, Fayetteville, NC 28304, United States","22G6+WG Fayetteville, North Carolina, USA",https://www.transformelec.com/index,+1 910-401-8903,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPKIyX91QJs240TM_aeVPr1kgs2943DLRI7h-1Z=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-01-10T21:50:07.181Z,,,
"https://www.google.com/maps/place/NuBlue+Electric,+Plumbing+and+Air/data=!4m7!3m6!1s0x89ab17958d99a2d9:0x2f3c9d7f09510754!8m2!3d34.9513049!4d-78.9292702!16s%2Fg%2F11rmymhjtx!19sChIJ2aKZjZUXq4kRVAdRCX-dPC8","NuBlue Electric, Plumbing and Air",4.9,1091,Plumber,"133-2 Missy Byrd Dr, Hope Mills, NC 28348, United States","X32C+G7 Hope Mills, North Carolina, USA",http://www.callnublue.com/,+1 910-971-2963,"Closed · Opens 8 am Mon

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOHnz0KJ5aoeYiQ0F2KNSr_b192Ih7AzEdwx54Z=w426-h240-k-no,true,8 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-01-10T21:50:12.938Z,,,
https://www.google.com/maps/place/Hope+Mills+Saw+%26+Mower/data=!4m7!3m6!1s0x89ab141e30f30f79:0x9e091c5e3a5259a4!8m2!3d34.9735792!4d-78.948085!16s%2Fg%2F1tdlcl69!19sChIJeQ_zMB4Uq4kRpFlSOl4cCZ4,Hope Mills Saw & Mower,4.6,450,Lawn mower store,"3606 N Main St, Hope Mills, NC 28348, United States","X3F2+CQ Hope Mills, North Carolina, USA",https://www.hopemillssawandmower.com/,+1 910-425-2143,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzUIxou8RIh07a6U9FxLO7-IIiwe8uQ8dRfFYK0rvoTpM1BuCjm8_tyF77a0qM_H_t6SgTyXy4-uwH4Sq_o9j8GRYwUchpmfoI6uBLe3Kk5-2oHEk_015zDcCiAnFaUctVnAmrP=w408-h306-k-no,true,Closed,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-01-10T21:50:17.838Z,· In-store pick-up · Delivery,,
https://www.google.com/maps/place/All+Seasons+Air+Conditioner+and+Heating+Inc./data=!4m7!3m6!1s0x89ab1514e09e95a1:0xe65e6fa32e5b3d29!8m2!3d35.011337!4d-78.9456067!16s%2Fg%2F1tmqh1s5!19sChIJoZWe4BQVq4kRKT1bLqNvXuY,All Seasons Air Conditioner and Heating Inc.,4.8,998,HVAC contractor,"3981 Cumberland Rd, Fayetteville, NC 28306, United States","2363+GQ Fayetteville, North Carolina, USA",https://allseasonsacandhtg.com/?utm_source=google&utm_medium=organic&utm_campaign=fayetteville_gbp,+1 910-868-6206,Open · Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwVxitpKMpuu3cMS-OIlPUamt_rdS5A1EGa7c4VHHW3jwvSGI5JooRcnLf7f8ieG6vlhkqVLI4DGxSuCANBDIqjWAQW5qOr_RF6_52Mc8E9IkvSM7HIO8WSflvLc5M5ZkncwkK7ecBM_AU=w408-h544-k-no,true,9 am–9 pm,9 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-01-10T21:50:22.880Z,,Identifies as disability-owned,
"https://www.google.com/maps/place/Cape+Fear+Air,+Electric,+%26+Plumbing/data=!4m7!3m6!1s0x89ab1338b2670b29:0x5fef3efbee50164!8m2!3d35.0398428!4d-78.9054406!16s%2Fg%2F1tgwbs5w!19sChIJKQtnsjgTq4kRZAHlvu_z_gU","Cape Fear Air, Electric, & Plumbing",4.9,1414,Furnace repair service,"1139 Robeson St, Fayetteville, NC 28305, United States","23QV+WR Fayetteville, North Carolina, USA",https://www.capefearair.com/contact-us/air-conditioning-fayetteville-nc,+1 910-216-9394,Open · Closes 12 am,https://lh3.googleusercontent.com/p/AF1QipM2prqBhDQVNAFwUKe394DVTaLCI2yE1Km4HTZg=w426-h240-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-01-10T21:50:27.730Z,,,
https://www.google.com/maps/place/Parker+Gas/data=!4m7!3m6!1s0x89ab13735de22ec9:0xa5925c968f3faf9b!8m2!3d35.0187234!4d-78.9044868!16s%2Fg%2F1tf08jcm!19sChIJyS7iXXMTq4kRm68_j5ZckqU,Parker Gas,4.6,261,Propane supplier,"2785 Owen Dr, Fayetteville, NC 28306, United States","239W+F6 Fayetteville, North Carolina, USA",https://www.parkergas.com/about/service-area/fayetteville-nc/?utm_source=gmb&utm_medium=organic&utm_campaign=uberall,+1 910-359-3141,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOrLmR-nhtcNXlRWIdSRKYFi--G8tXaEY1Gs8dY=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-01-10T21:50:32.688Z,,,
https://www.google.com/maps/place/Big+3+Electric/data=!4m7!3m6!1s0x89ab737142648a99:0x7ef1294e6496a6b1!8m2!3d35.0815987!4d-78.7822847!16s%2Fg%2F11kbll180x!19sChIJmYpkQnFzq4kRsaaWZE4p8X4,Big 3 Electric,4.5,33,Electrician,"3465 Murphy Rd, Fayetteville, NC 28312, United States","36J9+J3 Fayetteville, North Carolina, USA",http://www.big3electric.com/?utm_campaign=gmb,+1 910-339-8022,Closed · Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZPebFNmy_iFXObylCHfakg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=19.239756&pitch=0&thumbfov=100,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/generator+installation+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-01-10T21:50:37.729Z,,,
https://www.google.com/maps/place/TL+Electric+LLC/data=!4m7!3m6!1s0x89ab9ed5b6d443ff:0xfe0f8720963af26a!8m2!3d35.0396674!4d-78.994723!16s%2Fg%2F11fy5fpfm5!19sChIJ_0PUttWeq4kRavI6liCHD_4,TL Electric LLC,4.9,125,Electrician,"6353 Applecross Ave, Fayetteville, NC 28304, United States","22Q4+V4 Fayetteville, North Carolina, USA",https://www.tlelectric.co/,+1 910-990-4460,,https://lh3.googleusercontent.com/p/AF1QipNFh4aPubI0w34UhhD5-Gq1A62IHLjH_k4hTA8r=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-01-10T21:50:42.821Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Buford+Electric/data=!4m7!3m6!1s0x89ab13af6090f589:0x31c6b8b12e75a2a0!8m2!3d35.0467178!4d-78.8692507!16s%2Fg%2F11hdjg2f0s!19sChIJifWQYK8Tq4kRoKJ1LrG4xjE,Buford Electric,4.6,21,Electrician,"552 E Russell St, Fayetteville, NC 28301, United States","24WJ+M7 Fayetteville, North Carolina, USA",,+1 910-491-5490,"Closed · Opens 7:30 am Mon

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipM4taMrAooDFKuWnWTuwbb2Imh0TLzUSa0d_qi6=w408-h544-k-no,true,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–2 pm,"https://www.google.com/maps/search/generator+installation+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-01-10T21:50:47.669Z,,,
"https://www.google.com/maps/place/Gregory+Poole+Equipment+Company+-+Hope+Mills,+NC/data=!4m7!3m6!1s0x89ab16d197b025af:0x154ac089daae32d8!8m2!3d34.9371202!4d-78.9350732!16s%2Fg%2F1vfp4hqq!19sChIJryWwl9EWq4kR2DKu2onAShU","Gregory Poole Equipment Company - Hope Mills, NC",4.7,59,Construction equipment supplier,"5633 US-301, Hope Mills, NC 28348, United States","W3P7+RX Hope Mills, North Carolina, USA",https://www.gregorypoole.com/sales-reps-locations/locations/fayetteville-north-carolina/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=hope-mills,+1 910-406-6578,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOHpc-XmFO1NrbuqtRSx0uM37nZDh_9xg0ZQuI6=w426-h240-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Hope+Mills+Fayetteville+NC/@34.9756761,-78.9507262,14z",2026-01-10T21:50:52.577Z,,,
