placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Matias+Lawn+and+Tree+Services/data=!4m7!3m6!1s0x8e2e66da58d05b5d:0x18d7d7504b6db281!8m2!3d36.0537784!4d-94.1242426!16s%2Fg%2F11xsdqzysn!19sChIJXVvQWNpmLo4RgbJtS1DX1xg,Matias Lawn and Tree Services,5.0,12,Tree service,"2663 E Huntsville Rd, Fayetteville, AR 72701, United States","3V3G+G8 Fayetteville, Arkansas, USA",https://matiaslawntreeservices.com/tree-services/,+1 479-409-1440,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE1RnFKHqci9UU8U4nu12kbuERHaroC0xdZ75eqa3p1Rw5cdOXXfIhNsGqmOSWIheYsO4wVFm-9dixx3jnGwFDaqGaYHMQj8TvooT3mm0pcH7qbPg_usWo43ty6yid6flfZ1I02QvdbE3az=w408-h408-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T04:32:38.576Z,,,,
https://www.google.com/maps/place/Razorback+Tree+Service/data=!4m7!3m6!1s0x8bc82ea2043e0b03:0x4a3c90fb73f26b26!8m2!3d36.1060753!4d-94.2539954!16s%2Fg%2F11ty5l_thr!19sChIJAws-BKIuyIsRJmvyc_uQPEo,Razorback Tree Service,4.6,21,Tree service,"2900 N Double Springs Rd, Fayetteville, AR 72704, United States","4P4W+CC Fayetteville, Arkansas, USA",https://treeservicecompanyfayetteville.com/,+1 479-305-3057,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHNcFlEMtmJj4bb05ovrX_b2exWWEH8xjJKpcW6n4iI2JrNhuykhpMpZirk93eodq0AolAb3PdkNF-RBuHYYht2MC5kgcDAQy_3B_VnS8wLZkFC3G13DkXHmpVKPhsRbaGmi50Y0C1qBJDs=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T04:32:44.423Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Willow+St.+Lawns+%7C+Lawn+Care+%26+Landscaping+Services/data=!4m7!3m6!1s0x87c96fcb9aeb3201:0xe71f38bb69d39a7f!8m2!3d36.0660654!4d-94.1602394!16s%2Fg%2F11nxr625_6!19sChIJATLrmstvyYcRf5rTabs4H-c,Willow St. Lawns | Lawn Care & Landscaping Services,4.8,154,Lawn care service,"240 N Block Ave, Fayetteville, AR 72701, United States","3R8Q+CW Fayetteville, Arkansas, USA",https://www.willowstlawns.com/,+1 479-957-3148,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG7hwuV0RAsifGdibJUabNDLNeDJnGqod9qS719Sd6lwOGRPytTtUas6Yxmeq7LmY4kts73HvU2xuDmKG5mWJd1wN8Hrz6LUjJTK8qz5_PLLXSIwlxe0i8YEiievZ-8EsTq5Mla=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T04:32:49.263Z,,true,,
https://www.google.com/maps/place/Low+Rate+Tree+Service/data=!4m7!3m6!1s0x87c967e3e18c0d81:0x5d3f9ed127dd84ad!8m2!3d36.0108034!4d-94.1193193!16s%2Fg%2F11j437c19q!19sChIJgQ2M4eNnyYcRrYTdJ9GeP10,Low Rate Tree Service,4.3,16,Tree service,"13516 E Black Oak Rd, Fayetteville, AR 72701, United States","2V6J+87 Fayetteville, Arkansas, USA",http://www.lowratetreeservicenwa.com/,+1 479-871-5575,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGFepYMRsG8tCINCayHbzBALoOEE051VoPfHigYRQM4N4Ad4xnaik_2t16ltzc5vtGBHN1Yo9k7ONgSkGIfi6Dr7pYbQ2ejXcaXzfpXBeU4xB_GoWcKqmcEeWfLxVUyAncTJU_ctx4JM44=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T04:32:54.059Z,,,,
https://www.google.com/maps/place/Turner+Works/data=!4m7!3m6!1s0x87c969725c1961dd:0xcc90b46f41f537d0!8m2!3d36.0412065!4d-94.2475944!16s%2Fg%2F11lp66c4hb!19sChIJ3WEZXHJpyYcR0Df1QW-0kMw,Turner Works,5.0,130,Tree service,"187 W Main St, Farmington, AR 72730, United States","2QR2+FX Farmington, Arkansas, USA",https://turnerworksnwa.com/,+1 479-354-3189,Closed · Opens 7 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHtJ7hjSCrUEt_TvwRampHC4GJVQoi2XhFZlhp7YMy2YeRIrVQMHx2ooRwKkZLNTxbB0A9i4OBYUV2Tv_KP1D0XKqs6kEeiUJ3xTjxPhWc-Gfvsq1MiDVxqkcgezV2Nma7r34C3b-1gexd2=w408-h531-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–12 pm,Closed,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T04:32:58.814Z,,,,
https://www.google.com/maps/place/Mackey+Tree+Service/data=!4m7!3m6!1s0x87c9653e33ff7663:0xbd58bdb70c965e4!8m2!3d36.0041018!4d-94.1989914!16s%2Fg%2F1tfstdjg!19sChIJY3b_Mz5lyYcR5GXJcNuL1Qs,Mackey Tree Service,4.6,17,Tree service,"N Cato Springs Rd, Fayetteville, AR 72701, United States","2R32+JC Fayetteville, Arkansas, USA",http://mackeytreeservice.com/,+1 479-981-4222,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZFnxBQgXQxF5RnJu_MNcQDYTh7H5_jq_xyveDEZCs5EDCr_fWD2mLFv48J6vN1Ujeh7IEncSsVGfV4AYxPFpou5-mibDLxIUBQIu6Lw1uXQHFIPFq6nc8BEMG-Q5GiMDna7ksvuy0bE09=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,9 am–5 pm,9 am–5 pm,8 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T04:33:03.524Z,,,,
https://www.google.com/maps/place/fayettesaws+tree+services/data=!4m7!3m6!1s0x87c96fefbaa4f92d:0x9c77baa0e47151b0!8m2!3d36.1970066!4d-94.2012055!16s%2Fg%2F11lqf3mxcf!19sChIJLfmkuu9vyYcRsFFx5KC6d5w,fayettesaws tree services,5.0,22,Tree service,,,,+1 479-283-7798,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFeEQ59s4iI1mP7L7g2PRNi_ivBwF2QArlGs_5cOA4wmuBY4zBjSZ_4AdqY4y_4TsRo_0ArhN9IRwOulu9N-jCAOSlYNtrrgSa3LD8DrQBn08T7KJZ7GyrvkymWqx1nbK2MRFU81w=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T04:33:08.426Z,,,,
https://www.google.com/maps/place/The+Tree+Doctor+LLC/data=!4m7!3m6!1s0x87c92bb1f7fc6a4b:0x2b47859e73762d1d!8m2!3d36.3506108!4d-93.768972!16s%2Fg%2F11rncpzqzs!19sChIJS2r897EryYcRHS12c56FRys,The Tree Doctor LLC,4.5,31,Tree service,,,https://thetreedoctorarkansas.com/,+1 870-654-3754,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHVMbo8WcLI927NayuQrNY2QnsW_RieZ5hLxyKvDxpB9rtB5HOkSKiomqCLRss8ZtsnmIiBwMcT9hSHWGskrnBKtNV7OKTRt6qGvToi7x9KwP7XgrnMErL9IaW04hVOLTHN4LCCog=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T04:33:11.051Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Jay%27s+Lawn+Care+-+NWA/data=!4m7!3m6!1s0x86eb0ae9e7a55d81:0xcdd3b17c1104178c!8m2!3d36.0859524!4d-94.1547213!16s%2Fg%2F11qh4x3ql4!19sChIJgV2l5-kK64YRjBcEEXyx080,Jay's Lawn Care - NWA,5.0,68,Lawn care service,"1772 N College Ave STE C #143, Fayetteville, AR 72703, United States","3RPW+94 Fayetteville, Arkansas, USA",https://www.jayslawncarenwa.com/,+1 479-308-8450,Closed · Opens 7 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGhHp3SHV1uOPySdP1DJqxz9CH05ub70gPAmTeMc1x_HZkoq2issBpcyIquHpwtj3P7p4b0oHYBppqmTvstXf5fGDtgvR5e3HL5zFI_j7ma2R7IzPa0N0GiX0yJcKFVdnWHTjstaDP3LjQ=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T04:33:15.744Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Stonewall+Tree+Service+Fayetteville/data=!4m7!3m6!1s0x87c971c025a2a8ab:0x3c1cb52bf804d7b2!8m2!3d36.037509!4d-94.2200315!16s%2Fg%2F11b727pbzh!19sChIJq6iiJcBxyYcRstcE-Cu1HDw,Stonewall Tree Service Fayetteville,4.7,32,Tree service,,,https://treeservicefayettevillear.com/,+1 479-324-3711,Closed · Opens 7 am Wed,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFs2coeKLQMbXKmPxIMMMG4hp1qESl72QJygMfkkg0sJLUB7ao8-F2JtGWqwst7UfSvQq6CphE_XNUzXVNA14YkyChJrPoRevuDoedJO9R3LhvsWBCAxyTidSmz349zN2VBD6bm=w408-h272-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,8 am–5 pm,Closed,7 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Fayetteville+AR/@36.0618652,-94.1579484,14z",2026-04-29T04:33:20.521Z,LGBTQ+ friendly,,,
