placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,isBlackOwned,attributes
"https://www.google.com/maps/place/Elder+%26+Isaac,+CPA,+PC/data=!4m7!3m6!1s0x87d8b35f5ba5681d:0x2b01ab9965034101!8m2!3d38.6340431!4d-90.3078945!16s%2Fg%2F1tf_nvjg!19sChIJHWilW1-z2IcRAUEDZZmrASs","Elder & Isaac, CPA, PC",4.8,13,Certified public accountant,"6341 Clayton Rd, Clayton, MO 63117, United States","JMMR+JR Clayton, Missouri, USA",http://elder-assoc-cpa.com/,+1 314-727-4300,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrkQikZgEMzGsWWkMypm7x9rBaHbIahxdJM8zAkzqcYm0G68Cvl6fxjKHbE10FLR248o636yfW-dNJlsGJi7aypVJiAf7tBhOZ7O7Webi9TbdgokRi9k8v3G8cmaFZMDYCM5bMs=w579-h240-k-no,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-19T16:13:59.950Z,,,
"https://www.google.com/maps/place/Pamela+S.+Ford+CPA,+LLC/data=!4m7!3m6!1s0x87df2d245a182d65:0x2d862efc9434cece!8m2!3d38.6465706!4d-90.3377235!16s%2Fg%2F11fpl2yq1b!19sChIJZS0YWiQt34cRzs40lPwuhi0","Pamela S. Ford CPA, LLC",4.9,21,Certified public accountant,"231 S Bemiston Ave #800, Clayton, MO 63105, United States","JMW6+JW Clayton, Missouri, USA",https://www.pamelasfordcpa.com/,+1 314-504-8351,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipO1TAjA_uCeplkTM9HOesP9llboUea6CT2OuJ8c=w408-h294-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-19T16:14:05.743Z,Identifies as women-owned,true,
https://www.google.com/maps/place/Rosenthal+Packman+%26+Co+PC/data=!4m7!3m6!1s0x87d8cb29ed544bed:0xea52a6d9236f5231!8m2!3d38.6465148!4d-90.338375!16s%2Fg%2F1td3gkl2!19sChIJ7UtU7SnL2IcRMVJvI9mmUuo,Rosenthal Packman & Co PC,4.9,17,Tax preparation service,"222 S Central Ave UNIT 801, Clayton, MO 63105, United States","JMW6+JM Clayton, Missouri, USA",https://www.rosenthalpackman.com/,+1 314-726-0020,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oC9TqAw3-GKD_od4C4lR_g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.58551&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-19T16:14:08.721Z,,,
"https://www.google.com/maps/place/Mark+S.+Indelicato,+CPA,LLC/data=!4m7!3m6!1s0x87d8cac07dcfd9e7:0x585e0691ad78481e!8m2!3d38.6343075!4d-90.3189555!16s%2Fg%2F1v2pqrh4!19sChIJ59nPfcDK2IcRHkh4rZEGXlg","Mark S. Indelicato, CPA,LLC",4.1,8,Certified public accountant,"1021 S Big Bend Blvd, St. Louis, MO 63117, United States","JMMJ+PC St. Louis, Missouri, USA",http://www.indelicatoinvestments.com/,+1 314-781-6746,Open ⋅ Closes 6:30 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BgLdKpqgHHpUXCzUSrKi2Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.8921&pitch=0&thumbfov=100,true,11 am–6:30 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–6 pm,9 am–5 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-19T16:14:13.663Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Mielziner+Jr+Robert+M+CPA/data=!4m7!3m6!1s0x87d8cb2bbb629b55:0x3545d2cce364db51!8m2!3d38.6467026!4d-90.3405961!16s%2Fg%2F1tdzrpf2!19sChIJVZtiuyvL2IcRUdtk48zSRTU,Mielziner Jr Robert M CPA,5.0,2,Accountant,"225 S Meramec Ave Apt 406, St. Louis, MO 63105, United States","JMW5+MQ St. Louis, Missouri, USA",,+1 314-721-1966,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YzGDtyu6dSYpx3b1WplutA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.63354&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-19T16:14:18.506Z,,,
https://www.google.com/maps/place/Solutions+All+CPA/data=!4m7!3m6!1s0x87df35946b241007:0x4dd3abeff9bdcf5a!8m2!3d38.6642428!4d-90.3131682!16s%2Fg%2F11rws9rttg!19sChIJBxAka5Q134cRWs-9-e-r000,Solutions All CPA,4.8,20,Accounting firm,"6853 Olive Blvd, University City, MO 63130, United States","MM7P+MP University City, Missouri, USA",http://www.solutionsallcpa.com/,+1 314-260-7333,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMfbNV0he7F2v2s1mFVi2yCpsQ1Qqkt7cihu40=w408-h272-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-19T16:14:23.595Z,,,
https://www.google.com/maps/place/Beans+A%26C/data=!4m7!3m6!1s0x87d8cad5698cfbdb:0x789948c2f9ccfaf9!8m2!3d38.6511031!4d-90.3363672!16s%2Fg%2F11d_bcp9cr!19sChIJ2_uMadXK2IcR-frM-cJImXg,Beans A&C,5.0,3,Certified public accountant,"7750 Maryland Ave #16272, St. Louis, MO 63105, United States","MM27+CF St. Louis, Missouri, USA",,+1 314-695-8895,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOoao9-ly5PJsuyUkEpUHkx5zFzNoWxilTkFXT1=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-19T16:14:28.618Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Thornton+Financial+LLC/data=!4m7!3m6!1s0x87df2938ba8f1085:0x191994c9969ff498!8m2!3d38.6473749!4d-90.339013!16s%2Fg%2F1q5gp56lj!19sChIJhRCPujgp34cRmPSflsmUGRk,Thornton Financial LLC,4.9,43,Financial planner,"201 S Central Ave # 102, St. Louis, MO 63105, United States","JMW6+W9 St. Louis, Missouri, USA",http://www.thornton-financial.com/,+1 314-776-9076,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPaXkY-2P8D74XFmU_DnHEgPJ83llGfbXISSMOd=w408-h422-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-19T16:14:33.494Z,,true,
https://www.google.com/maps/place/Cody+Jean+M+CPA/data=!4m7!3m6!1s0x87d8caa2d8c3467f:0xe249014a0591857e!8m2!3d38.6340605!4d-90.3081625!16s%2Fg%2F1tkc2n8d!19sChIJf0bD2KLK2IcRfoWRBUoBSeI,Cody Jean M CPA,5.0,1,Accountant,"6349 Clayton Rd, St. Louis, MO 63117, United States","JMMR+JP St. Louis, Missouri, USA",,+1 314-725-7765,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WQZi3ydgRlJqXZZJMe3Qvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.804582&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-19T16:14:38.474Z,,,
https://www.google.com/maps/place/Hoffman+Clark+LLC/data=!4m7!3m6!1s0x87d8cb2b26922199:0x99646dde8605be8!8m2!3d38.6509306!4d-90.3416722!16s%2Fg%2F1tflyfbt!19sChIJmSGSJivL2IcR6Ftg6N1Glgk,Hoffman Clark LLC,5.0,1,Certified public accountant,"1 N Brentwood Blvd Suite 930, Clayton, MO 63105, United States","MM25+98 Clayton, Missouri, USA",https://www.hoffmanclark.com/,+1 314-863-8777,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOVkQ-_CJUPx4TubqlPE9PVXjKqKSMffPNEUP88=w587-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Clayton+STL+MO/@38.6501348,-90.3368502,14z",2025-10-19T16:14:43.491Z,,,
