placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,info,error
https://www.google.com/maps/place/Republic+Parking+Northwest/data=!4m7!3m6!1s0x5490557472de96f1:0xbcd75119277e1bbe!8m2!3d47.247747!4d-122.441311!16s%2Fg%2F11c3sql72v!19sChIJ8ZbecnRVkFQRvht-JxlR17w,Republic Parking Northwest,3.0,2,Parking lot,"1531 Fawcett Ave, Tacoma, WA 98402, United States","6HX5+3F Tacoma, Washington, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GriCGCatjC5jaFrCq7c00g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=287.6551&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-28T18:50:17.838Z,,,,,,,,,,
https://www.google.com/maps/place/Republic+Parking/data=!4m7!3m6!1s0x549055620314196f:0x70d696823b3e03fe!8m2!3d47.2518273!4d-122.4389399!16s%2Fg%2F11g22xn3h4!19sChIJbxkUA2JVkFQR_gM-O4KW1nA,Republic Parking,1.0,1,Parking lot,"1305 Pacific Ave, Tacoma, WA 98402, United States","7H26+PC Tacoma, Washington, USA",https://www.rpnw.com/locations/tacoma/,+1 253-627-4401,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxckApVIkBHuiwt16jtylvQUMmJ5zMZkCcAG8UGz8Gezs2rsSJPkLZE1_q-lCanFas7M2J7Vw-Pem_V-8-huNsJnSruZnZUxE2vJ5dP4Y5GaSsJFlDMiO0sW6HwXpUj6Mf15mKdKg=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-28T18:50:21.467Z,,,,,,,,,,
https://www.google.com/maps/place/Diamond+Parking+Service/data=!4m7!3m6!1s0x5490550bf258d803:0xdc1667ed31e16dec!8m2!3d47.253468!4d-122.449367!16s%2Fg%2F11ddyd50s7!19sChIJA9hY8gtVkFQR7G3hMe1nFtw,Diamond Parking Service,1.8,16,Parking lot,"915 S I St, Tacoma, WA 98405, United States","7H32+97 Tacoma, Washington, USA",https://www.diamondparking.com/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Evv0rkN7SqPM_CajZO5Rxg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.914409&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-28T18:50:26.331Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/CHI+Franciscan+Health+Parking/data=!4m7!3m6!1s0x5490556d80884af3:0xfb173e5c243a986!8m2!3d47.2461287!4d-122.4497276!16s%2Fg%2F11gbkynhf9!19sChIJ80qIgG1VkFQRhqlDwuVzsQ8,CHI Franciscan Health Parking,5.0,6,Parking lot,"1007 S 17th St, Tacoma, WA 98405, United States","6HW2+F4 Tacoma, Washington, USA",https://www.vmfh.org/our-hospitals/st-joseph-medical-center/patient-visitors,+1 253-426-4888,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jox-hsc8PXBT3sKgCqOjGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=305.1449&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-28T18:50:29.868Z,,,,,,,,,,
https://www.google.com/maps/place/Baker+Parking+Garage/data=!4m7!3m6!1s0x549055089ffbb577:0x7b9fb2e3bcd98ede!8m2!3d47.2583406!4d-122.4535097!16s%2Fg%2F11gbf9jb9r!19sChIJd7X7nwhVkFQR3o7ZvOOyn3s,Baker Parking Garage,4.1,26,Parking garage,"Baker Parking Garage, 316 M.L.K. Jr Way, Tacoma, WA 98405, United States","7G5W+8H Tacoma, Washington, USA",https://www.marybridge.org/patients-visitors/map-parking/,+1 253-403-6860,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSymDO00bg_SmF_aXrKPW96Ya1MY6OWSGvdfn9vMcEi7senwnBb6aTVJzlC_uTOIYdDRkyTjNwh-Zfd5MQH8rYGe04qxQR_NW5qUTwyEgMU9rOUsXT4rrhQQHvqxnStgSqPykcfJdg=w408-h724-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-28T18:50:32.739Z,,,,,,,,,,
https://www.google.com/maps/place/MultiCare+Employee+Parking/data=!4m7!3m6!1s0x5490553f45da090b:0x5fb8e0856fd229b8!8m2!3d47.2567023!4d-122.4514638!16s%2Fg%2F11h6qk0fhg!19sChIJCwnaRT9VkFQRuCnSb4XguF8,MultiCare Employee Parking,3.3,3,Parking lot,"Tacoma, WA 98405, United States","7G4X+MC Tacoma, Washington, USA",https://www.multicare.org/find-a-location/tacoma-general-hospital/patients-visitors/campus-map-parking/,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=p7HNaJWuCv3iVY6NCIda3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=241.8764&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-28T18:50:35.581Z,,,,,,,,,,
https://www.google.com/maps/place/St.+Joseph+Medical+Center+Parking+Garage/data=!4m7!3m6!1s0x549055b4e44b8ee1:0xc7345084567c3816!8m2!3d47.2463859!4d-122.4500201!16s%2Fg%2F11fntgps36!19sChIJ4Y5L5LRVkFQRFjh8VoRQNMc,St. Joseph Medical Center Parking Garage,4.1,73,Parking garage,"1007 S 17th St, Tacoma, WA 98405, United States","6GWX+HX Tacoma, Washington, USA",https://www.chifranciscan.org/content/dam/chi-franciscan/website-files/locations/st-joseph-medical-center/pdf/SJMC-VisitorGuide2018.10.02.pdf,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxjzmS45g37M2hDBA7Eau-wQacPB8CQOqzlIiwwXi7-4VCcWK2PSPNo-JX1M4OXv7upAKteCCBxjLi1Z_7kHewFIbbOFfyl-37er6EKyO0EyGUBn0nzpUXPxl8SaN1teRStI0oA=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-28T18:50:40.476Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/Emerald+Queen+Hotel+Parking,+East+Garage/data=!4m7!3m6!1s0x5490ffda7f3cba7d:0x1cb337be2387dc9e!8m2!3d47.2373607!4d-122.4057724!16s%2Fg%2F11tsjxn935!19sChIJfbo8f9r_kFQRntyHI743sxw","Emerald Queen Hotel Parking, East Garage",4.1,16,Parking garage,"1825-1829 E 30th St, Tacoma, WA 98404, United States","6HPV+WM Tacoma, Washington, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwGsWYR54AdVqKXzijZyBlQ8nUqlzJCePPdKzQmnBURx6Gw-d8Hg2p6sl_djO97AyCTPHBo4UIu9yV0Oq36XtA6mA3Abt4u4vaYisb8X2EEN9RuQQw4OYuvUEB9qNijWUXWDWsgDg=w426-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-28T18:50:43.519Z,,,,,,,,,,
https://www.google.com/maps/place/Tacoma+Dome+Station+%28Parking%29/data=!4m7!3m6!1s0x54905578b512e58f:0xb0685fc88aeffee4!8m2!3d47.2402164!4d-122.4257002!16s%2Fg%2F11gd67ml3f!19sChIJj-UStXhVkFQR5P7vishfaLA,Tacoma Dome Station (Parking),4.1,288,Parking lot,"641 E 25th St, Tacoma, WA 98421, United States","6HRF+3P Tacoma, Washington, USA",https://www.soundtransit.org/ride-with-us/stops-stations/tacoma-dome-station,+1 253-581-8000,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwpdrEp_3-5Q4gwZLs9mGtee3FpSVd8ogUcwK-SQ7YUgHhS9Nw8C06A-CY3uXW8J0bn3xRZYWOt63PYR3la0mkIsXXGqEbaZJ_1mnbI3g8XGND9YZkfWSxUvVElIZC1Fo6Y97s=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-28T18:50:46.428Z,,,,,,,,,,
https://www.google.com/maps/place/Spark+Park/data=!4m7!3m6!1s0x549055a0efd9aa37:0x1cc8a58d96e067af!8m2!3d47.2557376!4d-122.4397211!16s%2Fg%2F11b70khqf3!19sChIJN6rZ76BVkFQRr2fglo2lyBw,Spark Park,2.1,8,Parking garage,"745 Commerce St, Tacoma, WA 98402, United States","7H46+74 Tacoma, Washington, USA",,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzJS18aeKwR58VYroIB8VVCq7E4kSNtsFsZZUV4X9U3rM1pEVCOSj6eQtciL-9v8L1Gu1NP1Rgsq-UN49nuJNyndGYqYbc4bfFsNifWuQSFkNrxjvshVszWzAozCQ0KPfcKK-zI6g=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tacoma+WA/@47.255134,-122.4420002,14z",2025-10-28T18:50:51.405Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
