placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes
"https://www.google.com/maps/place/Jackson+W.+Liu,+M.D./data=!4m7!3m6!1s0x89c6236f35c3a1ed:0xbaed3feb1836f963!8m2!3d40.0727869!4d-76.3003524!16s%2Fg%2F11b7rttc4h!19sChIJ7aHDNW8jxokRY_k2GOs_7bo","Jackson W. Liu, M.D.",4.9,171,Pain management physician,"170 N Pointe Blvd, Lancaster, PA 17601, United States","3MFX+4V Lancaster, Pennsylvania, USA",https://www.fixbones.com/providers/jackson-w-liu-md,+1 717-299-4871,Closes soon · 5 pm · Opens 7:30 am Thu,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipP1FaAV1oaqGAb7guIdb9Aab22Wnu20Fnr3iZ0h=w408-h272-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-01-28T21:03:44.530Z,
"https://www.google.com/maps/place/Jeffrey+R.+Conly,+M.D./data=!4m7!3m6!1s0x89c6236f4bce89ef:0xdaefc8e02495f22d!8m2!3d40.0727869!4d-76.3003524!16s%2Fg%2F1hc2kk2pd!19sChIJ74nOS28jxokRLfKVJODI79o","Jeffrey R. Conly, M.D.",4.8,164,Pain management physician,"170 N Pointe Blvd, Lancaster, PA 17601, United States","3MFX+4V Lancaster, Pennsylvania, USA",https://www.fixbones.com/providers/jeffrey-r-conly-md,+1 717-299-4871,Closes soon · 5 pm · Opens 7:30 am Thu,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNsxRrIlOOJ3RrNgLmDPUGfa6nYnpBMvwrchJAs=w408-h272-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-01-28T21:03:50.659Z,
https://www.google.com/maps/place/Dr.+Jack+Smith/data=!4m7!3m6!1s0x89c6236588851965:0x5795fe59de60a18b!8m2!3d40.0726264!4d-76.3017611!16s%2Fg%2F11k01phmxb!19sChIJZRmFiGUjxokRi6Fg3ln-lVc,Dr. Jack Smith,4.8,252,Surgeon,"160 N Pointe Blvd, Lancaster, PA 17601, United States","3MFX+37 Lancaster, Pennsylvania, USA",https://www.argiresmarotti.com/,+1 717-358-0800,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XdzsSHsUDuYxsXVpMjIAew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=5.4231668&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-01-28T21:03:53.406Z,
https://www.google.com/maps/place/Relievus+Lancaster/data=!4m7!3m6!1s0x89c623908ff62855:0xa3c8461d2fa28718!8m2!3d40.0740791!4d-76.3615026!16s%2Fg%2F11vxg4rkjw!19sChIJVSj2j5AjxokRGIeiLx1GyKM,Relievus Lancaster,4.4,11,Pain management physician,"2301 Harrisburg Pike Suite 100, Lancaster, PA 17601, United States","3JFQ+J9 Lancaster, Pennsylvania, USA",https://relievus.clearwaypain.com/location/lancaster-clinic/,+1 888-985-2727,Closes soon · 5 pm · Opens 8 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_h501_ozMp-4LvRNYu3XFw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=267.89316&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/pain+management+physician+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-01-28T21:03:58.215Z,
https://www.google.com/maps/place/LG+Health+Physicians+Pain+Management/data=!4m7!3m6!1s0x89c62407ab0b2dd3:0xf6244a49a0a37947!8m2!3d40.0655218!4d-76.3547757!16s%2Fg%2F11f159kxty!19sChIJ0y0LqwckxokRR3mjoElKJPY,LG Health Physicians Pain Management,2.3,28,Neurologist,"2100 Harrisburg Pike, Lancaster, PA 17601, United States","3J8W+63 Lancaster, Pennsylvania, USA",https://www.lancastergeneralhealth.org/providers/practice/pain-management-lancaster?fadf=lgh&y_source=1_ODQ1Mjk0Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 717-544-3197,Closed · Opens 8 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JD8hg0UWjMy5j4wF22qv6w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=226.27353&pitch=0&thumbfov=100,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-01-28T21:04:03.202Z,
https://www.google.com/maps/place/Center+for+Interventional+Pain+%26+Spine+-+Lancaster/data=!4m7!3m6!1s0x50d6456c27313dc3:0x4ca34fa4377de380!8m2!3d40.0726952!4d-76.3016613!16s%2Fg%2F11h0zl9z_7!19sChIJwz0xJ2xF1lARgON9N6RPo0w,Center for Interventional Pain & Spine - Lancaster,3.7,25,Pain management physician,"160 N Pointe Blvd, Lancaster, PA 17601, United States","3MFX+38 Lancaster, Pennsylvania, USA",https://www.centerpain.com/,+1 844-365-7246,Closed · Opens 8 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jYKs9x5B1cHvrjtg-nKcOw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=306.13126&pitch=0&thumbfov=100,false,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-01-28T21:04:08.079Z,
"https://www.google.com/maps/place/Lisa+Makrides,+MD,+PC/data=!4m7!3m6!1s0x89c62334f6271e71:0x3f94b03c54fb66d5!8m2!3d40.0763496!4d-76.3079742!16s%2Fg%2F11fj49w_yg!19sChIJcR4n9jQjxokR1Wb7VDywlD8","Lisa Makrides, MD, PC",4.6,16,Pain management physician,"1887 Lititz Pike #1, Lancaster, PA 17601, United States","3MGR+GR Lancaster, Pennsylvania, USA",https://www.lisamakridesmdpc.com/,+1 717-947-4325,Closed · Opens 8 am Thu,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r8A8zaWdcuayO2S3d27NVA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=299.15417&pitch=0&thumbfov=100,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,9 am–12 pm,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/pain+management+physician+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-01-28T21:04:13.050Z,
"https://www.google.com/maps/place/Orthopedic+Associates+of+Lancaster,+LTD./data=!4m7!3m6!1s0x89c6236f4bce89ef:0xc6ffb35ee7b3e815!8m2!3d40.0728098!4d-76.3005108!16s%2Fg%2F1tgcsv78!19sChIJ74nOS28jxokRFeiz516z_8Y","Orthopedic Associates of Lancaster, LTD.",4.8,2873,Orthopedic surgeon,"170 N Pointe Blvd, Lancaster, PA 17601, United States","3MFX+4Q Lancaster, Pennsylvania, USA",https://www.fixbones.com/locations/lancaster?utm_source=localfx&utm_medium=organic&utm_campaign=localfx&utm_content=lancaster,+1 717-299-4871,,,https://lh3.googleusercontent.com/p/AF1QipOECnBNhkdQT25zWrI9etsVmbHVZ8FcD3HRulOk=w408-h653-k-no,true,,,,,,,,"https://www.google.com/maps/search/pain+management+physician+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-01-28T21:04:18.000Z,
https://www.google.com/maps/place/Rose+City+Sport+and+Spine/data=!4m7!3m6!1s0x89c625e8071f0147:0x3337d68b2f1d69ea!8m2!3d40.0766533!4d-76.2970879!16s%2Fg%2F11hglgmhzj!19sChIJRwEfB-glxokR6mkdL4vWNzM,Rose City Sport and Spine,5.0,89,Chiropractor,"1834 Oregon Pike Suite 12, Lancaster, PA 17601, United States","3PG3+M5 Lancaster, Pennsylvania, USA",https://www.rosecitychiro.com/,+1 717-220-3347,"Open · Closes 6 pm

Updated by this business 7 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNB_oRWs17QoONbWF1XAuTngk5mYoAJYe9Xhs9j=w426-h240-k-no,true,8 am–6 pm,2–6 pm,8 am–12 pm,Closed,Closed,8 am–6 pm,2–6 pm,"https://www.google.com/maps/search/pain+management+physician+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-01-28T21:04:23.049Z,
https://www.google.com/maps/place/Lancaster+Orthopedic+Group/data=!4m7!3m6!1s0x89c62391e3ea3c75:0x1eaadd1f0da1063c!8m2!3d40.0757028!4d-76.3339697!16s%2Fg%2F1tddbt3c!19sChIJdTzq45EjxokRPAahDR_dqh4,Lancaster Orthopedic Group,4.8,2281,Orthopedic clinic,"231 Granite Run Dr, Lancaster, PA 17601, United States","3MG8+7C Lancaster, Pennsylvania, USA",http://lancasterortho.com/,+1 717-560-4200,Open · Closes 7:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerdM5rf4M5BPWjqGPW6-rlg988spNTh8vzPqMn6SOchRiwy9_lqes9bCTD6JEKSeX-Fg0q_KSuW8Vm_RKcPnz8Rn7EAQ7jqbo-Z1gQr5e-VV_k0LVG1nXq44WSItAXIROUU7uek=w408-h544-k-no,true,7:30 am–7:30 pm,7:30 am–7:30 pm,7:30 am–5 pm,9 am–12 pm,Closed,7:30 am–7:30 pm,7:30 am–7:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-01-28T21:04:28.147Z,
https://www.google.com/maps/place/Pain+Specialists+of+Lancaster/data=!4m7!3m6!1s0x89c6228edf6aaaab:0x97aae6f32e6d6093!8m2!3d40.130405!4d-76.3104473!16s%2Fg%2F11d_79fgj_!19sChIJq6pq344ixokRk2BtLvPmqpc,Pain Specialists of Lancaster,4.2,5,Pain management physician,"1575 Highlands Dr Suite #204, Lititz, PA 17543, United States","4MJQ+5R Lititz, Pennsylvania, USA",https://www.painspecialistsoflancaster.com/contact,+1 717-627-7246,Closed · Opens 7 am Thu,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweolvyV1Fdl4ZVf2WGnW5O1pjCtPfrLvlpn-ZGNE57fvp9AzQCL-J9Ib03pZAySyxyCUPEYk4jPhAw1UZMeYK1ckJxm2R9FwVPG3HmMMOnJqpg2vx1n9K5d8Boq9Zp88JUjoN4L4NA=w408-h612-k-no,true,7 am–3 pm,7 am–3 pm,Closed,Closed,Closed,7 am–3 pm,7 am–3 pm,"https://www.google.com/maps/search/pain+management+physician+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-01-28T21:04:33.222Z,
https://www.google.com/maps/place/Argires+Marotti+Neurosurgical+Associates+of+Lancaster/data=!4m7!3m6!1s0x89c62406e3337519:0x6e714fdde52c3fa9!8m2!3d40.0726099!4d-76.3015079!16s%2Fg%2F1vkxn6lc!19sChIJGXUz4wYkxokRqT8s5d1PcW4,Argires Marotti Neurosurgical Associates of Lancaster,4.8,1003,Neurosurgeon,"160 N Pointe Blvd #200, Lancaster, PA 17601, United States","3MFX+29 Lancaster, Pennsylvania, USA",https://www.argiresmarotti.com/,+1 717-358-0800,Closes soon · 4:30 pm · Opens 8 am Thu,,https://lh3.googleusercontent.com/p/AF1QipMETZeWsQhsx9ud33pPWQoT-IXK-O3IufSPs5xg=w408-h272-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–2 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/pain+management+physician+in+Lancaster+Lancaster+PA/@40.0403279,-76.3041833,14z",2026-01-28T21:04:38.419Z,
