placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Dry+As+A+Bone/data=!4m7!3m6!1s0x4cb29b95c905546d:0x51a716322ee23e11!8m2!3d43.6933172!4d-70.3085492!16s%2Fg%2F11rc6z2rtv!19sChIJbVQFyZWbskwRET7iLjIWp1E,Dry As A Bone,5.0,1,Water damage restoration service,"106 Belfort St, Portland, ME 04103, United States","MMVR+8H Portland, Maine, USA",https://mainefloodcleanup.com/,+1 207-232-6529,Closed · Opens 9 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepOkrTe_QvuGRArHF6Pyy08yJ54qZvGEdWxMm3awwANB8ZJ8GMtgdnMJi51dSK-5tMTSZoqTo25PIXNjX8VailFK596U1JLAz2Kh4n2cvcV4R02jKzFS6TyjMSc_sABlYj3MyOQiQ=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T05:10:26.175Z,,,,
https://www.google.com/maps/place/Havenry+Pros/data=!4m7!3m6!1s0x4cb29d3f921def6b:0x940aacf7f36020e1!8m2!3d43.6607465!4d-70.2490016!16s%2Fg%2F11m_839rpy!19sChIJa-8dkj-dskwR4SBg8_esCpQ,Havenry Pros,,,Water damage restoration service,"16 Middle St Suite 201, Portland, ME 04101, United States","MQ62+79 Portland, Maine, USA",https://havenrypros.shop/,+1 207-367-9374,"Open 24 hours

Confirmed by this business 7 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jHj9sXNS9_OJI82Dbk1uOw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=124.055855&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T05:10:31.796Z,,,,
https://www.google.com/maps/place/EnviroClean+-+South+Portland/data=!4m7!3m6!1s0x4cb2993e125dae9f:0xeddad19081fd09f3!8m2!3d43.6297323!4d-70.3266049!16s%2Fg%2F12600j7kf!19sChIJn65dEj6ZskwR8wn9gZDR2u0,EnviroClean - South Portland,4.8,62,Water damage restoration service,"170 John Roberts Rd STE 12, South Portland, ME 04106, United States","JMHF+V9 South Portland, Maine, USA",https://envirocleanmaine.com/?y_source=1_NzI5NTA4MzYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 207-871-7775,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerGR8a6TeN4djXoezINuFoCZI4pCqFlWGQ_WYzdW3CaCeMaMQuBAvHbND8ngBSd6xNmCzakixaxBjaQ2tbFKMeRInXpX1BbQeuv77g9p11iWc3bxtEr_k0r5RvRcyC0ghzMauI=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T05:10:37.104Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/All+Dry+Services+of+Southern+Maine/data=!4m7!3m6!1s0x4cb29f5efc858b57:0x69dae3bed1e4c25e!8m2!3d43.6276049!4d-70.2920957!16s%2Fg%2F11str0h909!19sChIJV4uF_F6fskwRXsLk0b7j2mk,All Dry Services of Southern Maine,4.8,25,Water damage restoration service,"27 Katana Dr Door #6, South Portland, ME 04106, United States","JPH5+25 South Portland, Maine, USA",,+1 207-607-5950,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoyIN7kNXUFtGsRWya5hqepo8QUxIzvxiwAbMhNWlVkqVFCp7l7hHxMt6csaaZ0vXae1nBAMz6I_6Q1XjbSb-LDhVXQ7h5Vs48PcEHAL4UVhEetgmBVVQ7ywdmT9j3bbFIiQH0=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T05:10:41.752Z,,,,
"https://www.google.com/maps/place/SERVPRO+of+Portland,+South+Portland+and+The+Sebago+Lake+Region/data=!4m7!3m6!1s0x4cb29a1c7cf022b9:0x296599a87d1bbc12!8m2!3d43.6835759!4d-70.3897768!16s%2Fg%2F1tk8n5xp!19sChIJuSLwfByaskwRErwbfaiZZSk","SERVPRO of Portland, South Portland and The Sebago Lake Region",4.7,111,Water damage restoration service,"9 Hutcherson Dr, Gorham, ME 04038, United States","MJM6+C3 Gorham, Maine, USA",https://www.servpro.com/locations/me/servpro-of-portland-south-portland-and-the-sebago-lake-region?utm_medium=organic&utm_source=gbp,+1 207-772-5032,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep1roxsoNFbYVAdDFeY0XxSZYPwu_8Lg48c6YvxERjvRWxtD_5D0AtdVAyzB4dOdCXoGlTW6BYK_idut4B-4HAVDkG2eg7jtIFIYXNJkP2kBHvVZpAfyzus6Z5c-tf61ozpMYFSq_5CvCPa=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T05:10:46.464Z,,,,
https://www.google.com/maps/place/Mold+Bros./data=!4m7!3m6!1s0x658931902c5bc44f:0xb992d55a990786d0!8m2!3d43.891536!4d-70.029155!16s%2Fg%2F11p10bfcbq!19sChIJT8RbLJAxiWUR0IYHmVrVkrk,Mold Bros.,5.0,38,Water damage restoration service,,,http://www.moldbros.org/,+1 888-891-6653,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerI_SsUsKLgV6PGJEC5fPTXMq4dvwlwnXXD02GA7z6vvr5yFV-ZrswdXBD5zGBX-2QQ6eum8vWMrLVQzJHHuviedgwNkAETVMGQBRl5RyiuclTWXK0STfQ1vY6Pv6l9nB3vjMFUnnLmEhg=w408-h408-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T05:10:51.259Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/The+Pure+Experts/data=!4m7!3m6!1s0x4cb29b6d72cced5f:0xa618a71307801290!8m2!3d43.6870761!4d-70.3123923!16s%2Fg%2F11t89ckpfh!19sChIJX-3Mcm2bskwRkBKABxOnGKY,The Pure Experts,4.9,147,Water testing service,"352 Warren Ave Suite 1, Portland, ME 04103, United States","MMPQ+R2 Portland, Maine, USA",https://purexp.com/,+1 877-871-8610,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep2bSLYCtPkXMDLLW819UPJTya8gTBcXkI1TIht0KBKwmlJ2rLBDen04vzOalPO2g_gkdvRmdv-X3nuaHPLR-IOCrgYl9anRk3QI07F3dXQ7Jb0Xs_dbo4Y0nFvHvygg25puiO6=w408-h544-k-no,true,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T05:10:56.132Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Bouchard+Cleaning/data=!4m7!3m6!1s0x4cb29b88b71598e3:0xc9e3f57910da2046!8m2!3d43.7039635!4d-70.3259775!16s%2Fg%2F11flrwy75p!19sChIJ45gVt4ibskwRRiDaEHn148k,Bouchard Cleaning,4.4,13,Water damage restoration service,"24 Bridgton Rd Suite 2, Westbrook, ME 04092, United States","PM3F+HJ Westbrook, Maine, USA",http://www.bouchardcleaning.com/,+1 207-536-7220,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo6YxzVIY3uvfBGQ-4uPQg_fQEyjme1E85frhR6zNju9_IF76Lt3GaFWtsJppp1z9rHO0HBFMjd15vilk0TukzAFi_bq_EnaejSA_q6oci7bG5xuWxJ5cYXROzMCsulWhRNTITy=w408-h543-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T05:11:01.084Z,,,,
https://www.google.com/maps/place/Rainbow+Restoration+of+Greater+Portland/data=!4m7!3m6!1s0x4cb2a20bc4dc7ec5:0xd7c74026b82c7be8!8m2!3d43.579488!4d-70.3573017!16s%2Fg%2F1vlk14x9!19sChIJxX7cxAuiskwR6HssuCZAx9c,Rainbow Restoration of Greater Portland,5.0,61,Water damage restoration service,"2 Washington Ave, Scarborough, ME 04074, United States","HJHV+Q3 Scarborough, Maine, USA",https://rainbowrestores.com/greater-portland?cid=LSTL_RBW000202&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 207-730-7125,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqZMx-ebSDNMUsh_VfoUrSJASXqDdmQawiIKagTp_lBgFNBQAAQyDUL4kXSQqHk9r5XYY9FkUEYGoJuIEJWbi8jVZDN8OZ-VE3qjUGjqB3O1tlJWPYbyF3mbsXggXjLGEGEwYcVPlJMnqFl=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T05:11:05.951Z,,,,
https://www.google.com/maps/place/Mainely+Renovations+LLC/data=!4m7!3m6!1s0x4cb29b4e9c8dfcb5:0x88fa87d69b6abb9b!8m2!3d43.6953916!4d-70.2910757!16s%2Fg%2F11rlbscg6j!19sChIJtfyNnE6bskwRm7tqm9aH-og,Mainely Renovations LLC,5.0,12,Construction company,"205 Allen Ave, Portland, ME 04103, United States","MPW5+5H Portland, Maine, USA",https://mainelyrenovations.com/,+1 207-745-9638,Closed · Opens 7 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Rp1Oi_gqxmnLdxg88kS13w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=103.52253&pitch=0&thumbfov=100,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Portland+ME/@43.670822,-70.2843825,14z",2026-03-23T05:11:10.755Z,,,,
