placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error
https://www.google.com/maps/place/Cupertino+Pediatrics:+Geetha+Thippeswamy+MD/data=!4m7!3m6!1s0x808fb5a9bf6cb25b:0x63155000ab0b9812!8m2!3d37.3174154!4d-122.0310918!16s%2Fg%2F1tlndpc7!19sChIJW7Jsv6m1j4AREpgLqwBQFWM,Cupertino Pediatrics: Geetha Thippeswamy MD,3.8,39,Pediatrician,"10430 S De Anza Blvd #130, Cupertino, CA 95014, United States","8X89+XH Cupertino, California, USA",http://cupertinopediatrics.com/,+1 408-865-1015,Open · Closes 4:30 pm,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo9H-oPic3M4L-VCzj3_UzR2qxtFMOu7MV0IMcfprXaWqreaIZM1_zTJj2tzw65pJUvu_wvhKLcLuqozwR-v5pW_gMvvwMWE_roZPTeonElFpKw-CQR8mkflNgMysyNQeDSaZFL7w=w408-h544-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-02-10T22:18:31.227Z,
https://www.google.com/maps/place/Cupertino+Pediatrics/data=!4m7!3m6!1s0x808fb5a9bf6cb25b:0x6450d198e39eebbb!8m2!3d37.3172773!4d-122.0311272!16s%2Fg%2F1thbwxcl!19sChIJW7Jsv6m1j4ARu-ue45jRUGQ,Cupertino Pediatrics,,,Medical clinic,"10430 S De Anza Blvd, Cupertino, CA 95014, United States","8X89+WG Cupertino, California, USA",http://cupertinopediatrics.com/,+1 408-865-1015,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eUKdgZTV8sUfnHJwcy1Gbg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=343.16913&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-02-10T22:18:35.291Z,
"https://www.google.com/maps/place/Rekha+Udupa,+MD+Pediatrics/data=!4m7!3m6!1s0x808fb51c87c2ea5b:0x705aacd350cc7680!8m2!3d37.3031516!4d-122.0330136!16s%2Fg%2F1thqb2kb!19sChIJW-rChxy1j4ARgHbMUNOsWnA","Rekha Udupa, MD Pediatrics",4.0,20,Pediatrician,"1299 Water Lily Way STE 90, San Jose, CA 95129, United States","8X38+7Q San Jose, California, USA",http://www.mdforchildren.com/,+1 408-252-1090,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5gNmy2CNDQoaVSccPqN3jIqdgT6d8NxORFMJOgO5mKCCjwvKOM7eUNfoAojRP39hhO6ZXqOJyTl2ysBCyATCg3mIUOHlByK94hi32LTkFDOiw_r5p790A6eVQyS14cQXzJwQ=w426-h240-k-no,true,9 am–5 pm,9 am–1 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-02-10T22:18:39.980Z,
https://www.google.com/maps/place/Cupertino+Pediatric+Dentistry/data=!4m7!3m6!1s0x808fb5a82d6c493d:0xa5c27bad5307676b!8m2!3d37.3169969!4d-122.0296397!16s%2Fg%2F11c3x9xfs6!19sChIJPUlsLai1j4ARa2cHU617wqU,Cupertino Pediatric Dentistry,4.8,133,Pediatric dentist,"10393 Torre Ave # L, Cupertino, CA 95014, United States","8X8C+Q4 Cupertino, California, USA",http://cupertinopediatricdentistry.com/,+1 408-446-4353,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPAuSo4fNm6uMt5VI9kkaJEqOXZrWpxALe9587w=w408-h306-k-no,true,8:30 am–5 pm,8 am–5 pm,8:30 am–5 pm,8:30 am–4 pm,Closed,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-02-10T22:18:44.775Z,
"https://www.google.com/maps/place/Nina+Rezai,+M.D./data=!4m7!3m6!1s0x808fb51be0054007:0x297c6f513bc0890!8m2!3d37.3015872!4d-122.0312222!16s%2Fg%2F11rr_793r!19sChIJB0AF4Bu1j4ARkAi8E_XGlwI","Nina Rezai, M.D.",4.6,14,Pediatrician,"7225 Rainbow Dr, San Jose, CA 95129, United States","8X29+JG San Jose, California, USA",https://www.sutterhealth.org/find-provider/dr-nina-rezai-1046241287,+1 408-524-5750,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FYTQ5jo6lUWLRtbnkt2l9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=143.04588&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-02-10T22:18:49.625Z,
"https://www.google.com/maps/place/Swati+Pandya,+M.D./data=!4m7!3m6!1s0x808fb51be00543e5:0xbdfe6dcdb7fd0c23!8m2!3d37.3015872!4d-122.0312222!16s%2Fg%2F1hc79cftz!19sChIJ5UMF4Bu1j4ARIwz9t81t_r0","Swati Pandya, M.D.",5.0,24,Pediatrician,"7225 Rainbow Dr, San Jose, CA 95129, United States","8X29+JG San Jose, California, USA",https://www.sutterhealth.org/find-provider/dr-swati-pandya-1046242700,+1 408-524-5750,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UqiLfTxWHD0tbOAp9FC1wg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=112.77349&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-02-10T22:18:54.443Z,
"https://www.google.com/maps/place/Navneet+R+Singh,+M.D./data=!4m7!3m6!1s0x808fb51be00543e5:0x9156b83add1a4fc4!8m2!3d37.3015151!4d-122.0312276!16s%2Fg%2F1trtvkbp!19sChIJ5UMF4Bu1j4ARxE8a3Tq4VpE","Navneet R Singh, M.D.",4.7,15,Pediatrician,"7225 Rainbow Dr, San Jose, CA 95129, United States","8X29+JG San Jose, California, USA",https://www.sutterhealth.org/find-provider/dr-navneet-singh-1046241009,+1 408-524-5750,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FYTQ5jo6lUWLRtbnkt2l9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=148.30925&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-02-10T22:18:59.463Z,
https://www.google.com/maps/place/Brush+and+Play+Pediatric+Dentistry+%28Cupertino%29/data=!4m7!3m6!1s0x808fb7135618ba0d:0x39989644a14ad8aa!8m2!3d37.3172786!4d-122.0310705!16s%2Fg%2F11hyn3tgls!19sChIJDboYVhO3j4ARqthKoUSWmDk,Brush and Play Pediatric Dentistry (Cupertino),5.0,278,Pediatric dentist,"10430 S De Anza Blvd Suite 260, Cupertino, CA 95014, United States","8X89+WH Cupertino, California, USA",https://brushandplaydental.com/,+1 669-777-3215,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOpgyPT76KMz9NzEH4dl9i5MvFq3J6ibWVHuIYI=w428-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8 am–2 pm,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-02-10T22:19:04.471Z,
"https://www.google.com/maps/place/Kelly+T+Buckman,+M.D./data=!4m7!3m6!1s0x808fb51be00543e5:0x834520f943e3a3c8!8m2!3d37.3015872!4d-122.0312222!16s%2Fg%2F1tdr3k5x!19sChIJ5UMF4Bu1j4ARyKPjQ_kgRYM","Kelly T Buckman, M.D.",4.6,18,Pediatrician,"7225 Rainbow Dr, San Jose, CA 95129, United States","8X29+JG San Jose, California, USA",https://www.sutterhealth.org/find-provider/dr-kelly-buckman-1046238617,+1 408-524-5750,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UqiLfTxWHD0tbOAp9FC1wg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=112.77349&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-02-10T22:19:09.157Z,
https://www.google.com/maps/place/Lo+Gloria+F+MD/data=!4m7!3m6!1s0x808fb4444e365119:0x39e4510b7a09d8cf!8m2!3d37.3220264!4d-122.0529993!16s%2Fg%2F1th63mck!19sChIJGVE2TkS0j4ARz9gJegtR5Dk,Lo Gloria F MD,3.7,3,Pediatrician,"10050 Imperial Ave, Cupertino, CA 95014, United States","8WCW+RR Cupertino, California, USA",,+1 408-865-0936,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=p-bD_G2x6094g8kaV0gj2g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=94.65106&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-02-10T22:19:11.771Z,
"https://www.google.com/maps/place/Alcaide,+Jeff+DDS+MS+-+Pediatric+Dentistry+of+Cupertino/data=!4m7!3m6!1s0x808fb50389f8ff55:0xdda48d0daffb9940!8m2!3d37.3170807!4d-122.0309856!16s%2Fg%2F113fyy4f0!19sChIJVf_4iQO1j4ARQJn7rw2NpN0","Alcaide, Jeff DDS MS - Pediatric Dentistry of Cupertino",4.5,16,Pediatric dentist,"10430 S De Anza Blvd Ste #100, Cupertino, CA 95014, United States","8X89+RJ Cupertino, California, USA",http://www.pediatricdentistrycupertino.com/,+1 408-484-4929,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eUKdgZTV8sUfnHJwcy1Gbg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.3910885&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Cupertino+San+Jose+CA/@37.3229978,-122.0321823,14z",2026-02-10T22:19:16.493Z,
