placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Goldi+Garage+Doors/data=!4m7!3m6!1s0x8367243cb964b355:0xef2a7b5673a5d35a!8m2!3d40.7592975!4d-74.1767529!16s%2Fg%2F11v002969w!19sChIJVbNkuTwkZ4MRWtOlc1Z7Ku8,Goldi Garage Doors,5.0,198,Garage door supplier,"192 Ridge St, Newark, NJ 07104, United States","QR5F+P7 Newark, New Jersey, USA",http://www.goldigaragedoors.com/?utm_campaign=gmb,+1 908-364-9343,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPekWzFEsqhxSmAEYbwBKc4dO5tt8w48e5CeFSC=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-11-07T23:19:01.285Z,,,
https://www.google.com/maps/place/Chasm+Garage+Door+Repair+Newark/data=!4m7!3m6!1s0x89c2531f92155555:0x930389065df29bd7!8m2!3d40.7071564!4d-74.1936274!16s%2Fg%2F11mktmjm2s!19sChIJVVUVkh9TwokR15vyXQaJA5M,Chasm Garage Door Repair Newark,5.0,7,Garage door supplier,"21 Victoria St, Newark, NJ 07114, United States","PR44+VG Newark, New Jersey, USA",http://chasmgaragedoorrepairnewark.com/,+1 973-318-1002,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XPaIJlpQk6p3HzjJ83NYZg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=29.510452&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-11-07T23:19:07.412Z,,,
https://www.google.com/maps/place/VIP+Garage+Door+Repair+Newark/data=!4m7!3m6!1s0x89c2536c4ead3067:0xc33e472c8ffd6bf7!8m2!3d40.8108006!4d-74.1975285!16s%2Fg%2F11hy_4g2m9!19sChIJZzCtTmxTwokR92v9jyxHPsM,VIP Garage Door Repair Newark,4.6,11,Garage door supplier,,,,+1 201-201-7235,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipPBkXeDfr0LqaD1SItmf7W-l41OZw8Btqmd5wxl=w408-h270-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-11-07T23:19:12.270Z,,,
https://www.google.com/maps/place/East+Orange+Garage+Door+Repair/data=!4m7!3m6!1s0x89c254aba6d8de19:0x2837c090acf181b6!8m2!3d40.7515395!4d-74.2145288!16s%2Fg%2F1pv2cvyqw!19sChIJGd7YpqtUwokRtoHxrJDANyg,East Orange Garage Door Repair,5.0,21,Garage door supplier,"135 S Munn Ave, East Orange, NJ 07018, United States","QQ2P+J5 East Orange, New Jersey, USA",,+1 973-200-9601,Open ⋅ Closes 9 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzh47z7AtZCCZ59Jd5QI4uTbsXm_W4la--xotpCj__l4iBZAKWdY0orckopluUh7159hTk6PirpQ1tcAYWPS_4cQAjJNZ7OYloZJR0kOBR23AZ7szwggpLcEKc5SuuJF9RY6bNoqA=w440-h240-k-no,false,7 am–9 pm,7 am–9 pm,Closed,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-11-07T23:19:17.394Z,,,
https://www.google.com/maps/place/Ben%27s+Garage+Door+%26+Repair/data=!4m7!3m6!1s0x89c25437ed0a494f:0xb473028a8b54e4e!8m2!3d40.7689516!4d-74.1462699!16s%2Fg%2F1hm1x3xqf!19sChIJT0kK7TdUwokRTk61qCgwRws,Ben's Garage Door & Repair,4.5,23,Garage door supplier,"525 Kearny Ave, Kearny, NJ 07032, United States","QV93+HF Kearny, New Jersey, USA",http://www.bensgaragedoorrepair.com/bens-garage-door-repair-Kearny-NJ.html,+1 551-253-5622,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOuZrcBGGrtotqBgEOVpLDLZs7b8NwFSRPo4DCJ=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-11-07T23:19:22.379Z,,,
https://www.google.com/maps/place/Plainfield+Newark+Garage+Solutions/data=!4m7!3m6!1s0x89c2539aa62eaaab:0x652aa9ec2dcdfa9c!8m2!3d40.7299356!4d-74.1594342!16s%2Fg%2F11ymt91th1!19sChIJq6oupppTwokRnPrNLeypKmU,Plainfield Newark Garage Solutions,5.0,6,Garage door supplier,"138 Ferry St, Newark, NJ 07105, United States","PRHR+X6 Newark, New Jersey, USA",http://plainfieldnewarkgaragesolutions.top/,+1 908-533-9475,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gwxlX5dEa6wopZ7ajL_qlw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=41.53962&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-11-07T23:19:27.373Z,,,
https://www.google.com/maps/place/Prestige+Garage+Doors/data=!4m7!3m6!1s0x89c2550e2c87623b:0x51c972152eacc6a1!8m2!3d40.7554233!4d-74.1869543!16s%2Fg%2F11jh38w2mm!19sChIJO2KHLA5VwokRocasLhVyyVE,Prestige Garage Doors,5.0,1,Garage door supplier,"234 4th St, Newark, NJ 07107, United States","QR47+56 Newark, New Jersey, USA",http://www.prestigegaragedoors.com/,+1 732-984-9433,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw1iHGASYWIhGJ5HMXS39SuV1t9hV4eHIXAq0sBkLds3GV3s5Pb0GyWKEzQ96rYY6M2w4oF2Lj5RoXElpp3bQr96GYOqo47Z_F2eAHLyV6OfhaYpuLukMn3l7xrFMhphtiqfQbzVgjTUPc=w408-h408-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-11-07T23:19:32.090Z,,,
https://www.google.com/maps/place/Experts+Garage+Doors+LLC/data=!4m7!3m6!1s0xa09070422fe2145b:0xce738b21311e22f7!8m2!3d40.7708504!4d-74.236926!16s%2Fg%2F11s_xt1q86!19sChIJWxTiL0JwkKAR9yIeMSGLc84,Experts Garage Doors LLC,5.0,21,Garage door supplier,,,,+1 973-542-9803,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNZitQeYnWaa0_44PM7iTToyfi4o0yzlZoxVp8L=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-11-07T23:19:36.988Z,,,
https://www.google.com/maps/place/Door-O-Matic+Garage+Door+Services/data=!4m7!3m6!1s0x89c255f766523e13:0x59b90eecaa3cf803!8m2!3d40.7927778!4d-74.1466667!16s%2Fg%2F1tjwjnjs!19sChIJEz5SZvdVwokRA_g8quwOuVk,Door-O-Matic Garage Door Services,4.7,29,Garage door supplier,"21 Joralemon St, Belleville, NJ 07109, United States","QVV3+48 Belleville, New Jersey, USA",http://www.dooromaticnj.com/,+1 973-751-3667,Closed ⋅ Opens 8 am Mon,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipPevLexoq7zpZ2WMowonbPpkXdqNUL0ZD1SBfmp=w427-h240-k-no,true,8 am–6 pm,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-11-07T23:19:42.011Z,,,
https://www.google.com/maps/place/Jhoy%27s+Overhead+Door+Services/data=!4m7!3m6!1s0xa795e52d8f183e21:0xa800a5171187bf10!8m2!3d40.7569176!4d-74.1735732!16s%2Fg%2F11q3c23zmb!19sChIJIT4Yjy3llacREL-HERelAKg,Jhoy's Overhead Door Services,5.0,4,Door shop,"103 Bloomfield Ave, Newark, NJ 07104, United States","QR4G+QH Newark, New Jersey, USA",,+1 201-687-6310,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOXTASgAWFHYX1DkQGgaXVt1Q0fDs3Va5naUSLU=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Newark+NJ/@40.7483847,-74.189084,14z",2025-11-07T23:19:46.973Z,· Delivery,,
