placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error,isBlackOwned
https://www.google.com/maps/place/Inovia+Vein+Specialty+Centers/data=!4m7!3m6!1s0x5495093b4ff8694d:0x1264d2ca02738504!8m2!3d45.5294673!4d-122.6900233!16s%2Fg%2F11fkl398x8!19sChIJTWn4TzsJlVQRBIVzAsrSZBI,Inovia Vein Specialty Centers,4.9,76,Vascular surgeon,"911 NW 18th Ave, Portland, OR 97209, United States","G8H5+QX Portland, Oregon, USA",https://inoviavein.com/,+1 800-834-6362,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOvUtNXkf7u0lbFKdIj1RdaXlQkzkmrirVtunbx=w408-h306-k-no,true,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm",Closed,Closed,"8 am–12 pm, 1–5 pm","https://www.google.com/maps/search/vein+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-12-16T22:42:48.219Z,,,
https://www.google.com/maps/place/Vein+Institute+of+Portland/data=!4m7!3m6!1s0x5495a0dd824cf81b:0x96b798f02cfff29f!8m2!3d45.527043!4d-122.61553!16s%2Fg%2F1tgz55vq!19sChIJG_hMgt2glVQRn_L_LPCYt5Y,Vein Institute of Portland,,,Medical clinic,"545 NE 47th Ave, Portland, OR 97213, United States","G9GM+RQ Portland, Oregon, USA",,+1 503-731-2900,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Czr_qW3hr_Cw01lkXcyFhg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=43.093964&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-12-16T22:42:51.243Z,,,
"https://www.google.com/maps/place/OHSU+Knight+Cardiovascular+Institute+Vascular+Surgery+Clinic,+South+Waterfront/data=!4m7!3m6!1s0x54950a46b485c06b:0x838c3fed20c37c94!8m2!3d45.4987723!4d-122.6712611!16s%2Fg%2F11ckr_n6dq!19sChIJa8CFtEYKlVQRlHzDIO0_jIM","OHSU Knight Cardiovascular Institute Vascular Surgery Clinic, South Waterfront",4.8,4,Heart hospital,"3303 S Bond Ave Building 1 6th Floor, Portland, OR 97239, United States","F8XH+GF Portland, Oregon, USA",https://www.ohsu.edu/knight-cardiovascular-institute/ohsu-knight-cardiovascular-institute-vascular-surgery-clinic-south?utm_source=gmb&utm_medium=organic&utm_content=clinic-cardiology-vascular-surgery,+1 503-494-7593,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2n_aQkcEDyj9JsVB-2R2VQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=352.96317&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-12-16T22:42:55.983Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Oregon+Medical+%26+Laser/data=!4m7!3m6!1s0x5495a0a5a0add979:0xf44adb977067d952!8m2!3d45.5324317!4d-122.6974702!16s%2Fg%2F11b86r2yvn!19sChIJedmtoKWglVQRUtlncJfbSvQ,Oregon Medical & Laser,4.7,531,Skin care clinic,"2232 NW Pettygrove St #100, Portland, OR 97210, United States","G8J3+X2 Portland, Oregon, USA",https://www.oregonmedicallaser.com/,+1 503-395-7736,,https://lh3.googleusercontent.com/p/AF1QipO4ZD8dHDm5Vud_7FeKIhVUc2fL81sAmMcC9MTJ=w408-h544-k-no,true,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9:30 am–6 pm,9 am–5 pm,9 am–5 pm,9:30 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-12-16T22:43:01.434Z,LGBTQ+ friendly,,
"https://www.google.com/maps/place/OHSU+Hemangioma+and+Vascular+Birthmarks+Clinic,+Marquam+Hill/data=!4m7!3m6!1s0x54950b555f10ac67:0x8e2b2e091169e719!8m2!3d45.4998665!4d-122.6854359!16s%2Fg%2F11sj5g7flh!19sChIJZ6wQX1ULlVQRGedpEQkuK44","OHSU Hemangioma and Vascular Birthmarks Clinic, Marquam Hill",,,Medical clinic,"OHSU Physicians Pavilion, 3270 SW Pavilion Loop 2nd Floor, Portland, OR 97239, United States","F8X7+WR Portland, Oregon, USA",https://www.ohsu.edu/ent/ohsu-hemangioma-and-vascular-birthmarks-clinic?utm_source=gmb&utm_medium=organic&utm_content=clinic-vascular-anomalies,+1 503-494-5350,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNL7YzMpU_5TG8LdG2AaglBT06Rtt0XOwqOeYsD=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-12-16T22:43:06.141Z,,,
https://www.google.com/maps/place/Legacy+Medical+Group-Vascular+at+Good+Samaritan/data=!4m7!3m6!1s0x549509fac0743785:0x53c207a75bde21b9!8m2!3d45.5308142!4d-122.6954642!16s%2Fg%2F11gf9b62n_!19sChIJhTd0wPoJlVQRuSHeW6cHwlM,Legacy Medical Group-Vascular at Good Samaritan,,,Specialized clinic,"1130 NW 22nd Ave Bldg 3, Ste 500, Portland, OR 97210, United States","G8J3+8R Portland, Oregon, USA",https://www.legacyhealth.org/doctors-and-locations/specialty/vascular-good-sam,+1 503-413-3580,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipPf77rnayH91SvQ5ojZSGaUOXhiXsfiQwbTX1HA=w408-h273-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-12-16T22:43:10.975Z,,,
"https://www.google.com/maps/place/Alexander+D.+Nicoloff,+MD/data=!4m7!3m6!1s0x5495093a62434e61:0x8bb807630deb2cbc!8m2!3d45.5294546!4d-122.6898205!16s%2Fg%2F11h6nstj9k!19sChIJYU5DYjoJlVQRvCzrDWMHuIs","Alexander D. Nicoloff, MD",,,Vascular surgeon,"911 NW 18th Ave, Portland, OR 97209, United States","G8H6+Q3 Portland, Oregon, USA",https://www.inoviavein.com/about-inovia-vein/alexander-d-nicoloff-md/,+1 971-801-1370,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPPPk8ZWTjQATx3PJi5LNU5N228UmTBZQlXPE3V=w408-h571-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-12-16T22:43:15.837Z,,,
https://www.google.com/maps/place/Oregon+Vascular+Specialists/data=!4m7!3m6!1s0x5495a11e1a283c67:0x9662432f524e9fbb!8m2!3d45.5333245!4d-122.6175546!16s%2Fg%2F11lnr3vgxc!19sChIJZzwoGh6hlVQRu59OUi9DYpY,Oregon Vascular Specialists,3.0,2,Cardiovascular and thoracic surgeon,"4400 NE Halsey St Building 1, Portland, OR 97213, United States","G9MJ+8X Portland, Oregon, USA",https://oregonvascular.org/,+1 971-434-0080,Open · Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HDXv6Sulb92eWshpOoDN2Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.19427&pitch=0&thumbfov=100,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,9 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-12-16T22:43:20.533Z,,,
"https://www.google.com/maps/place/Khanh+P.+Nguyen,+M.D./data=!4m7!3m6!1s0x54950b37a9573ce7:0xe6fdcb73b1dbd430!8m2!3d45.4998407!4d-122.6851539!16s%2Fg%2F11j3tc1zdh!19sChIJ5zxXqTcLlVQRMNTbsXPL_eY","Khanh P. Nguyen, M.D.",,,Doctor,"OHSU Physicians Pavilion, 3270 SW Pavilion Loop 2nd Floor, Portland, OR 97239, United States","F8X7+WW Portland, Oregon, USA",https://www.ohsu.edu/providers/khanh-p-nguyen-md-mcr?utm_source=gmb&utm_medium=organic&utm_content=1821202458,+1 503-494-7593,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMqKEGaoqvhiZzGunEjxdvRDjBg6Zp9yX4jmtJt=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-12-16T22:43:25.449Z,,,
"https://www.google.com/maps/place/Richard+Jamison,+MD/data=!4m7!3m6!1s0x5495a0e77e000f87:0xfaad16eb932bc2db!8m2!3d45.5269702!4d-122.6140381!16s%2Fg%2F1tgnlsvt!19sChIJhw8AfueglVQR28Irk-sWrfo","Richard Jamison, MD",5.0,24,Surgeon,"4805 NE Glisan St Ste 6N60, Portland, OR 97213, United States","G9GP+Q9 Portland, Oregon, USA",https://www.oregonclinic.com/our-team/surgery/richard-jamison,+1 503-281-0561,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipPSj_HwRJC7g95i06GBSvFXdZpLP5CdXokfaD6t=w408-h271-k-no,true,8 am–4:30 pm,8:30 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-12-16T22:43:30.448Z,,,
