placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,isBlackOwned,attributes,error
https://www.google.com/maps/place/Circle+of+Friends+Adult+Day+Center/data=!4m7!3m6!1s0x880cd0b1afb04e91:0x28c7e6b89bba595!8m2!3d40.119952!4d-88.252943!16s%2Fg%2F1ttyx9pz!19sChIJkU6wr7HQDIgRlaW7iWt-jAI,Circle of Friends Adult Day Center,4.6,18,Adult day care center,"609 W Washington St, Champaign, IL 61820, United States","4P9W+XR Champaign, Illinois, USA",https://www.circleoffriendsadultday.com/,+1 217-359-7937,Open ⋅ Closes 5:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPztA-NotORDfcvGz8TPaW4qaAXKTpG7sBj2Q9B=w408-h306-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-09-10T17:50:08.005Z,,,
https://www.google.com/maps/place/Athletico+Physical+Therapy+-+Champaign/data=!4m7!3m6!1s0x880cd72c99753f87:0x7c73bdb300b19d55!8m2!3d40.096721!4d-88.244568!16s%2Fg%2F1ttyx9q5!19sChIJhz91mSzXDIgRVZ2xALO9c3w,Athletico Physical Therapy - Champaign,5.0,161,Physical therapy clinic,"1612 S Neil St #1612A, Champaign, IL 61820, United States","3QW4+M5 Champaign, Illinois, USA",https://www.athletico.com/locations/champaign/?utm_source=google-urbana-north&utm_medium=web&utm_campaign=google-listings,+1 217-355-1961,"Open ⋅ Closes 7:30 pm

Confirmed by this business 8 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipPkJF3qa_1thns5dI8LTHbS66fjyCKCNtFGboqf=w408-h306-k-no,true,7 am–7:30 pm,7:30 am–7:30 pm,7 am–5 pm,Closed,Closed,8 am–7:30 pm,7:30 am–7:30 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-09-10T17:50:13.978Z,,,
"https://www.google.com/maps/place/All+Ways+Caring+HomeCare+-+Champaign,+IIllinois/data=!4m7!3m6!1s0x880cd74ce4df963b:0x2822360ec391ffdf!8m2!3d40.1189773!4d-88.2442721!16s%2Fg%2F11c0xrgclw!19sChIJO5bf5EzXDIgR3_-Rww42Iig","All Ways Caring HomeCare - Champaign, IIllinois",4.3,10,Home health care service,"301 N Neil St #301, Champaign, IL 61820, United States","4Q94+H7 Champaign, Illinois, USA",https://www.allwayscaring.com/location/all-ways-caring-homecare-champaign-iillinois/,+1 217-247-4103,Open ⋅ Closes 4:30 am Thu,,https://lh3.googleusercontent.com/p/AF1QipNuIWCm3f2gsi_5br6zO449_7BzeqgvTpMeFmfF=w426-h240-k-no,true,8 am–4:30 am,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-09-10T17:50:19.431Z,,,
https://www.google.com/maps/place/Home+Instead/data=!4m7!3m6!1s0x880cd08e50fd412f:0x5de130e46bc958e4!8m2!3d40.1175506!4d-88.2453063!16s%2Fg%2F11g873tw9x!19sChIJL0H9UI7QDIgR5FjJa-Qw4V0,Home Instead,3.2,37,Home health care service,"201 N Randolph St Suite 1, Champaign, IL 61820, United States","4Q93+2V Champaign, Illinois, USA",https://www.homeinstead.com/home-care/usa/il/champaign/814/?utm_source=google&utm_medium=organic&utm_campaign=google_organic_businesslisting_y,+1 217-318-2883,"Open 24 hours

Confirmed by this business 5 weeks ago",LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPygcasR5q9hb7Kyce8-H72mDWfD6rWg1bTtRsU=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-09-10T17:50:24.430Z,,,
https://www.google.com/maps/place/Bella%E2%80%99s+Home+Health+And+Caregiving+Services/data=!4m7!3m6!1s0x880cd13f0d8ccd89:0x8ae1498c67496da2!8m2!3d40.1115866!4d-88.2832782!16s%2Fg%2F11q2yl4m_m!19sChIJic2MDT_RDIgRom1JZ4xJ4Yo,Bella’s Home Health And Caregiving Services,2.8,13,Home health care service,"509 S Country Fair Dr A, Champaign, IL 61821, United States","4P68+JM Champaign, Illinois, USA",http://www.bellashomehealth.com/,+1 217-903-3594,Open ⋅ Closes 5 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipN8cX33gSfZxap_5I3BDL3ezgCveJWkykg87KYF=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-09-10T17:50:29.402Z,true,,
https://www.google.com/maps/place/SYNERGY+HomeCare/data=!4m7!3m6!1s0x880b7a83d8f0f00b:0xa6602f65f692ed78!8m2!3d40.0717168!4d-88.3099089!16s%2Fg%2F12lv2v5vt!19sChIJC_Dw2IN6C4gReO2S9mUvYKY,SYNERGY HomeCare,4.9,231,Home health care service,"3401 Fields S Dr Unit 126, Champaign, IL 61822, United States","3MCR+M2 Champaign, Illinois, USA",https://synergyhomecare.com/il-champaign-61822/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=140952,+1 217-318-0268,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipML4mw5fFHoTMWqNb6tLscLO4JL9FQ1pof2H4k=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-09-10T17:50:34.691Z,,,
https://www.google.com/maps/place/C-U+At+Home+Healthcare+Solutions/data=!4m7!3m6!1s0x880cd1da040768ab:0x7e46f6810c039c06!8m2!3d40.088563!4d-88.2547631!16s%2Fg%2F11qmb_s2nx!19sChIJq2gHBNrRDIgRBpwDDIH2Rn4,C-U At Home Healthcare Solutions,3.7,3,Home health care service,"701 Devonshire Dr Suite B13, Champaign, IL 61820, United States","3PQW+C3 Champaign, Illinois, USA",,+1 217-494-0285,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipOpC-5A212quWoTWEzXP-VKR7ybhZDewq-GPZuU=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-09-10T17:50:39.724Z,,,
https://www.google.com/maps/place/Help+at+Home/data=!4m7!3m6!1s0x880cd765ce7f46d1:0xf22b5aaa287aa099!8m2!3d40.0947798!4d-88.2448674!16s%2Fg%2F11shsb5qzk!19sChIJ0UZ_zmXXDIgRmaB6KKpaK_I,Help at Home,2.2,9,Home health care service,"1710 S Neil St Suite 1, Champaign, IL 61820, United States","3QV4+W3 Champaign, Illinois, USA",https://www.helpathome.com/?utm_source=Google&utm_medium=Yext&y_source=1_Nzk5MDM1MTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 217-832-7042,"Open ⋅ Closes 5 pm

Confirmed by this business 5 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q2uDiboCh5oopEvVfzAdWg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=106.23095&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-09-10T17:50:44.909Z,,,
https://www.google.com/maps/place/LHC+Illinois+Home+Health+Care/data=!4m7!3m6!1s0x880cd1a242a1d6f3:0x9f2b17b4bf09218f!8m2!3d40.1562317!4d-88.2615298!16s%2Fg%2F11hzp1k2t5!19sChIJ89ahQqLRDIgRjyEJv7QXK58,LHC Illinois Home Health Care,4.3,12,Home health care service,"3356 Big Pine Trail Suite A, Champaign, IL 61820, United States","5P4Q+F9 Champaign, Illinois, USA",https://lhcgroup.com/locations/lhc-illinois-home-health-care-of-decatur/,+1 217-352-4387,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U5nGyuc_URh6gIg6YseotQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=340.46964&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-09-10T17:50:49.737Z,,,
https://www.google.com/maps/place/Square1+Healthcare+-+Cash+Pay+Medical+Clinic/data=!4m7!3m6!1s0x880cd74d9eff440f:0xdfcf4eae66b95e10!8m2!3d40.120612!4d-88.2438252!16s%2Fg%2F11cnpbw4lg!19sChIJD0T_nk3XDIgREF65Zq5Oz98,Square1 Healthcare - Cash Pay Medical Clinic,5.0,146,Medical clinic,"511 N Neil St, Champaign, IL 61820, United States","4QC4+6F Champaign, Illinois, USA",http://www.square1healthcare.org/,+1 217-607-4527,Open ⋅ Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipM5oGhXwEhuKP5D2NVrC5dJsimaTQp5ZwIcshP1=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Champaign+Champaign+IL/@40.1162884,-88.2435155,14z",2025-09-10T17:50:54.833Z,,,
