placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error
https://www.google.com/maps/place/Total+Pediatric+Care/data=!4m7!3m6!1s0x88d903cd9439fae1:0xbf4e5d0ef1afe07!8m2!3d26.1881895!4d-80.1468093!16s%2Fg%2F1tks730q!19sChIJ4fo5lM0D2YgRB_4a79Dl9As,Total Pediatric Care,4.9,522,Pediatrician,"100 E Commercial Blvd, Fort Lauderdale, FL 33334, United States","5VQ3+77 Fort Lauderdale, Florida, USA",https://mytotalpediatriccare.com/,+1 954-351-0202,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipNAaF-ijBXoTciQBVM6wW67Zc_F3Y_bWyzlhw1Y=w408-h544-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–12:30 pm,Closed,8:30 am–5:30 pm,https://www.google.com/maps/search/pediatrician+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-10T23:09:36.056Z,,
https://www.google.com/maps/place/Manor+Plaza+Pediatric+%26+General+Medicine/data=!4m7!3m6!1s0x88d901a7b250a8a1:0x8338268b9de0beb3!8m2!3d26.1417565!4d-80.1404645!16s%2Fg%2F1tfd35y4!19sChIJoahQsqcB2YgRs77gnYsmOIM,Manor Plaza Pediatric & General Medicine,4.7,85,Medical clinic,"1234 NE 4th Ave, Fort Lauderdale, FL 33304, United States","4VR5+PR Fort Lauderdale, Florida, USA",https://www.manorplazamedical.com/,+1 954-799-3155,Closed · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CevllxCPye97N1gSWqXvvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=24.653963&pitch=0&thumbfov=100,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,https://www.google.com/maps/search/pediatrician+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-10T23:09:42.517Z,,
"https://www.google.com/maps/place/Ray+M.+Acevedo,+MD,+FAAP/data=!4m7!3m6!1s0x88d9a97e79c6a087:0xa6410237b705b7a6!8m2!3d26.1126208!4d-80.1372903!16s%2Fg%2F1tdj4_w7!19sChIJh6DGeX6p2YgRprcFtzcCQaY","Ray M. Acevedo, MD, FAAP",4.6,63,Pediatrician,"789 S Federal Hwy, Fort Lauderdale, FL 33301, United States","4V77+23 Fort Lauderdale, Florida, USA",https://www.pediatricassociates.com/locations/broward-county/fort-lauderdale-south/providers/ray-m-acevedo-md-faap/,+1 954-315-5784,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rzkM0fggOFmQYYhzCxLD-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=298.33102&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–8 pm,12–5 pm,8 am–5 pm,https://www.google.com/maps/search/pediatrician+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-10T23:09:47.125Z,,
"https://www.google.com/maps/place/Dr.+Maria+C.+Barrueco,+MD/data=!4m7!3m6!1s0x88d9005e01e24fbf:0x64d9249c26da5112!8m2!3d26.1044904!4d-80.1375374!16s%2Fg%2F1tk1nsjq!19sChIJv0_iAV4A2YgRElHaJpwk2WQ","Dr. Maria C. Barrueco, MD",5.0,2,Pediatrician,"Children's Diagnostic & Treatment Center, 1401 S Federal Hwy, Fort Lauderdale, FL 33316, United States","4V36+QX Fort Lauderdale, Florida, USA",https://childrensdiagnostic.com/meet-our-clinical-team/,+1 954-728-8080,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipMf6P4pk2m3046cZk4HA1Z-KiL6_nkAVEnBsh1N=w426-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,https://www.google.com/maps/search/pediatrician+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-10T23:09:51.873Z,,
"https://www.google.com/maps/place/Mona+Amin,+DO,+FAAP/data=!4m7!3m6!1s0x88d9a9f6b3143d39:0x4a0136094fb589de!8m2!3d26.0053419!4d-80.1426386!16s%2Fg%2F11h6rqv25n!19sChIJOT0Us_ap2YgR3om1Twk2AUo","Mona Amin, DO, FAAP",5.0,10,Pediatrician,"789 S Federal Hwy, Fort Lauderdale, FL 33316, United States","2V44+4W Fort Lauderdale, Florida, USA",https://pediatricassociates.com/provider-details.html?id=270,+1 954-315-5784,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oX0eFClm18xjXMNkfCxCbA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=176.2541&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–8 pm,12–5 pm,8 am–5 pm,https://www.google.com/maps/search/pediatrician+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-10T23:09:56.470Z,,
"https://www.google.com/maps/place/Dr.+Lisa-Gaye+Robinson,+MD/data=!4m7!3m6!1s0x88d9013873532b05:0xf461125a2a44e9a4!8m2!3d26.1044907!4d-80.1375575!16s%2Fg%2F11mhn15q83!19sChIJBStTczgB2YgRpOlEKloSYfQ","Dr. Lisa-Gaye Robinson, MD",5.0,2,Pediatrician,"1401 Federal Hwy, Fort Lauderdale, FL 33316, United States","4V36+QX Fort Lauderdale, Florida, USA",http://childrensdiagnostic.org/,+1 954-728-8080,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipOo9BJBSUFun9F11a6xVAQD364ddUaXOSpvnuTP=w408-h361-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,https://www.google.com/maps/search/pediatrician+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-10T23:10:01.106Z,,
https://www.google.com/maps/place/Holy+Cross+Medical+Group+-+Gallagher+Pediatrics/data=!4m7!3m6!1s0x88d9023d8ef47feb:0x8273b404b693a150!8m2!3d26.1882417!4d-80.120512!16s%2Fg%2F1tmkls5q!19sChIJ63_0jj0C2YgRUKGTtgS0c4I,Holy Cross Medical Group - Gallagher Pediatrics,3.7,25,Pediatrician,"1900 E Commercial Blvd #202, Fort Lauderdale, FL 33308, United States","5VQH+7Q Fort Lauderdale, Florida, USA",https://www.holy-cross.com/location/holy-cross-medical-group-fort-lauderdale-pediatrics,+1 954-542-5840,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipNTjl6zrVWp8aEnHbM46w-4gdCI75m7oUG2267h=w408-h324-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,https://www.google.com/maps/search/pediatrician+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-10T23:10:06.032Z,,
"https://www.google.com/maps/place/Maria+Garay+Claudio,+MD/data=!4m7!3m6!1s0x88d9030adfe4e759:0xe96ad39cd1e608a4!8m2!3d26.1882417!4d-80.120512!16s%2Fg%2F11g1gmbm7d!19sChIJWefk3woD2YgRpAjm0ZzTauk","Maria Garay Claudio, MD",4.8,45,Pediatrician,"1900 E Commercial Blvd #202, Fort Lauderdale, FL 33308, United States","5VQH+7Q Fort Lauderdale, Florida, USA",,+1 954-542-5840,Closed · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipPYqfK9VhXtmJAhDDoY1mIhMkYPdx7afZRhFUJP=w408-h510-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,https://www.google.com/maps/search/pediatrician+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-10T23:10:10.672Z,,
https://www.google.com/maps/place/Dr.+Berenise+Lafrance+MD/data=!4m7!3m6!1s0x88d9005e01e24fbf:0x82bf6f916f30eb6c!8m2!3d26.1044717!4d-80.1374829!16s%2Fg%2F1tgny02s!19sChIJv0_iAV4A2YgRbOswb5Fvv4I,Dr. Berenise Lafrance MD,3.7,9,Pediatrician,"Children's Diagnostic & Treatment Center, 1401 S Federal Hwy, Fort Lauderdale, FL 33316, United States","4V37+Q2 Fort Lauderdale, Florida, USA",http://childrensdiagnostic.org/,+1 954-728-8080,Closed · Opens 8:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipN6TrFtUPGt8Iz621Am4ZvqxkMrw7h3Bvd0uY71=w408-h272-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,https://www.google.com/maps/search/pediatrician+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-10T23:10:15.270Z,,
https://www.google.com/maps/place/Pediatric+Associates+Fort+Lauderdale+South/data=!4m7!3m6!1s0x88d90159440fa861:0x82b2dc1df857fec4!8m2!3d26.1127233!4d-80.137413!16s%2Fg%2F11h10zpjmp!19sChIJYagPRFkB2YgRxP5X-B3csoI,Pediatric Associates Fort Lauderdale South,4.4,626,Pediatrician,"789 S Federal Hwy, Fort Lauderdale, FL 33316, United States","4V77+32 Fort Lauderdale, Florida, USA",https://www.pediatricassociates.com/pediatric-office/fort-lauderdale-fl-south?utm_source=google-bp&utm_medium=referral&utm_campaign=info_location-link_pa_fl_se,+1 954-315-5784,Open · Closes 10:30 pm,https://lh3.googleusercontent.com/p/AF1QipMzMfW8wzzWfh1DkHpoBIuU9WvRx0pJMv_EM6Q9=w408-h306-k-no,true,"8 am–5 pm, 5:30–10:30 pm","8 am–5 pm, 5:30–10:30 pm","8 am–5 pm, 5:30–10:30 pm","8 am–5 pm, 5:30–10:30 pm",8 am–8 pm,12–5 pm,"8 am–5 pm, 5:30–10:30 pm",https://www.google.com/maps/search/pediatrician+in+Central+Beach+Fort+Lauderdale+FL/,2026-02-10T23:10:20.133Z,,
