placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,error
https://www.google.com/maps/place/Brentwood+Hospital+of+Shreveport/data=!4m7!3m6!1s0x863132b5b99ef813:0xcfac4675acee616b!8m2!3d32.5023569!4d-93.7400451!16s%2Fg%2F1tgkhnk8!19sChIJE_ieubUyMYYRa2HurHVGrM8,Brentwood Hospital of Shreveport,2.8,661,Mental health clinic,"1006 Highland Ave, Shreveport, LA 71101, United States","G725+WX Shreveport, Louisiana, USA",https://brentwoodbehavioral.com/,+1 877-678-7500,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzfIFXZwEv-I9iS7Dr7fZzhlVzX6L2nHxLUscxoJo2YSJ1lPBuyfxw6IcUjJ80kaUkdgguacht_J5IDgpGnNBhjjWk0u--TUr8xPtvdrL_DqGpkv5goKQ8GQYmNq9CgHc8az83j=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T01:22:58.826Z,,,
https://www.google.com/maps/place/Physicians+Behavioral+Hospital/data=!4m7!3m6!1s0x8636d29bb26fc08d:0x14cd00bfd002d7cb!8m2!3d32.4721895!4d-93.7710216!16s%2Fg%2F1wn340_p!19sChIJjcBvspvSNoYRy9cC0L8AzRQ,Physicians Behavioral Hospital,3.1,37,Psychiatric hospital,"2025 Desoto St, Shreveport, LA 71103, United States","F6CH+VH Shreveport, Louisiana, USA",http://www.pbhospital.com/,+1 318-550-0520,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOktTLNx6qzhsLiYwy8M7kuG7-V8s6aLgMY9qnd=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T01:23:04.406Z,,,
https://www.google.com/maps/place/Positive+Transformation+Mental+Health+Services/data=!4m7!3m6!1s0x86312d150e34e54d:0xba7b91b898e172e9!8m2!3d32.4819633!4d-93.7064979!16s%2Fg%2F11vkts_kxx!19sChIJTeU0DhUtMYYR6XLhmLiRe7o,Positive Transformation Mental Health Services,5.0,15,Mental health service,"2924 Knight St Building 4, Suite 402, Shreveport, LA 71105, United States","F7JV+QC Shreveport, Louisiana, USA",https://www.positivetransformationmhs.com/,+1 318-408-2880,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipNjRK3py1M39NKiThKYj4hbKmXIDUlMQLAmumva=w514-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T01:23:09.382Z,,,
https://www.google.com/maps/place/HOPE+Recovery+Clinics/data=!4m7!3m6!1s0x8636cd8a5d36eb23:0x52e70d3f9522be4d!8m2!3d32.4894557!4d-93.7454332!16s%2Fg%2F11jdsvv27n!19sChIJI-s2XYrNNoYRTb4ilT8N51I,HOPE Recovery Clinics,4.9,59,Psychiatrist,"721 Boulevard St, Shreveport, LA 71104, United States","F7Q3+QR Shreveport, Louisiana, USA",https://hoperecoveryclinics.com/,+1 318-828-2520,"Closed · Opens 9 am Tue

Confirmed by this business 11 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8NqrSD9S2uyVxjA0WIzV6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=189.96545&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T01:23:14.320Z,,,
https://www.google.com/maps/place/Shreveport+Behavioral+Health+Clinic/data=!4m7!3m6!1s0x8636cce8429dd51f:0xf8e8650545a45508!8m2!3d32.5396854!4d-93.7645793!16s%2Fg%2F1vvyyg58!19sChIJH9WdQujMNoYRCFWkRQVl6Pg,Shreveport Behavioral Health Clinic,3.7,22,Mental health clinic,"1310 N Hearne Ave, Shreveport, LA 71107, United States","G6QP+V5 Shreveport, Louisiana, USA",http://www.nlhsd.org/,+1 318-676-5111,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0yWKWk4I9vhP916KrT-S-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=17.885897&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T01:23:19.147Z,,,
https://www.google.com/maps/place/Intensive+Behavioral+Health/data=!4m7!3m6!1s0x8636cdfa61fc6bd7:0xc5234e6d27bc09e8!8m2!3d32.4945424!4d-93.7448022!16s%2Fg%2F11s0tcjbdh!19sChIJ12v8YfrNNoYR6Am8J21OI8U,Intensive Behavioral Health,3.6,11,Mental health clinic,"1800 Irving Pl Suite 111, Shreveport, LA 71101, United States","F7V4+R3 Shreveport, Louisiana, USA",http://intensivebehavioral.com/,+1 318-934-0539,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xn4P-4yGJLCBI5N9rC3sNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=353.43683&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T01:23:23.947Z,,,
https://www.google.com/maps/place/Red+River+Behavioral/data=!4m7!3m6!1s0x8631330a69de7705:0x3ec9b46325883c!8m2!3d32.5461255!4d-93.704455!16s%2Fg%2F12m9ml2q6!19sChIJBXfeaQozMYYRPIglY7TJPgA,Red River Behavioral,2.7,12,Psychiatric hospital,"2800 Melrose Ave, Bossier City, LA 71111, United States","G7WW+F6 Bossier City, Louisiana, USA",http://redriverbc.com/,+1 318-549-2033,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMSwKaQUJP31xx6OyCDHCyXmjYGPfPXuRt3r38V=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Psychiatry+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T01:23:28.839Z,,,
https://www.google.com/maps/place/Willis-Knighton+Behavioral+Medicine+Institute/data=!4m7!3m6!1s0x8636cd4a5f385373:0x9f8c19fa33f3a8d7!8m2!3d32.5026216!4d-93.7457302!16s%2Fg%2F11d_ydw4cy!19sChIJc1M4X0rNNoYR16jzM_oZjJ8,Willis-Knighton Behavioral Medicine Institute,4.2,5,Mental health service,"1111 Line Ave, Shreveport, LA 71101, United States","G733+2P Shreveport, Louisiana, USA",http://www.wkhs.com/BehavioralMedicine/BehavioralMedicine.aspx,+1 318-716-4600,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=28wgUROus_YSMV872mY7-w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=111.61655&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T01:23:31.651Z,,,
https://www.google.com/maps/place/The+Center+For+Mental+Wellness/data=!4m7!3m6!1s0x8636d391c3d587ef:0x9bc652c25b9442db!8m2!3d32.502623!4d-93.745684!16s%2Fg%2F1td_c18x!19sChIJ74fVw5HTNoYR20KUW8JSxps,The Center For Mental Wellness,3.0,2,Mental health clinic,"1111 Line Ave 3rd floor tower 2, Shreveport, LA 71101, United States","G733+2P Shreveport, Louisiana, USA",https://thecenterformentalwellness.com/,+1 318-716-4610,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wCiS3XDdNp8Iep-r8MZ_1g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.22571&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T01:23:36.432Z,,,
"https://www.google.com/maps/place/It%27s+A+Beautiful+Mind+Consultants,+LLC/data=!4m7!3m6!1s0x86312d6e91764867:0x3f3992dc63ded571!8m2!3d32.4819633!4d-93.7064979!16s%2Fg%2F11w92cwrzn!19sChIJZ0h2kW4tMYYRcdXeY9ySOT8","It's A Beautiful Mind Consultants, LLC",4.8,18,Mental health clinic,"2924 Knight St Suite 319, Shreveport, LA 71105, United States","F7JV+QC Shreveport, Louisiana, USA",https://www.itsabeautifulmind.net/,+1 318-218-5763,Closed · Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipOcY9bYTcGSF9rvoa30hniwWsbBg2jFvyM-lGx8=w408-h725-k-no,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T01:23:41.310Z,Identifies as veteran-owned,true,
https://www.google.com/maps/place/Behavioral+Specialists+of+Louisiana/data=!4m7!3m6!1s0x8636cd51dd845c7f:0xb756740eb60a03a1!8m2!3d32.4923478!4d-93.7499462!16s%2Fg%2F11bytqkms_!19sChIJf1yE3VHNNoYRoQMKtg50Vrc,Behavioral Specialists of Louisiana,4.2,10,Mental health clinic,"925 Olive St, Shreveport, LA 71104, United States","F7R2+W2 Shreveport, Louisiana, USA",http://www.behavioralspecialistsofla.com/,+1 318-300-3560,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UAQtFmOjBe5Z-tKSOrJrlA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.8751&pitch=0&thumbfov=100,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T01:23:45.901Z,,,
"https://www.google.com/maps/place/Dr.+Jason+M.+Broussard,+DO/data=!4m7!3m6!1s0x8636cd7c37e81715:0xbd37679aea3f926b!8m2!3d32.502623!4d-93.745641!16s%2Fg%2F1v_w2qxn!19sChIJFRfoN3zNNoYRa5I_6ppnN70","Dr. Jason M. Broussard, DO",5.0,2,Psychiatrist,"1111 Line Ave 3rd floor tower 2, Shreveport, LA 71101, United States","G733+2P Shreveport, Louisiana, USA",https://directory.wkhs.com/provider/dr-jason-m-broussard-do,+1 318-716-4610,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPjdLgWCEyOKzZYj-ls3AMMyoHsCxvLs8IJQSQ4=w408-h408-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Benton+Shreveport+LA/@32.5130159,-93.7514874,14z",2025-12-16T01:23:50.882Z,,,
