placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,error
https://www.google.com/maps/place/IU+Health+Bloomington+Infusion+Center/data=!4m7!3m6!1s0x886c66e1c2b23ba7:0x9d5546f7ed70e09a!8m2!3d39.1767194!4d-86.5015102!16s%2Fg%2F11hy9p8hrf!19sChIJpzuywuFmbIgRmuBw7fdGVZ0,IU Health Bloomington Infusion Center,4.3,4,Medical clinic,"2651 E Discovery Pkwy, Bloomington, IN 47408, United States","5FGX+M9 Bloomington, Indiana, USA",https://iuhealth.org/,+1 812-331-3405,Closed ⋅ Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-UEuPx1Nudg1N2rVgqs9jg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=11.169426&pitch=0&thumbfov=100,false,8 am–12 pm,7:30 am–7:30 pm,7:30 am–7:30 pm,7:30 am–7:30 pm,7:30 am–7:30 pm,7:30 am–7:30 pm,8 am–12 pm,"https://www.google.com/maps/search/Infusion+centers+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-28T23:01:34.652Z,,
https://www.google.com/maps/place/H2Oasis+Infusion+and+Wellness+Clinic/data=!4m7!3m6!1s0x886c6707f640fcad:0x4282ca5d95c9b069!8m2!3d39.16736!4d-86.494476!16s%2Fg%2F11vwsycsm4!19sChIJrfxA9gdnbIgRabDJlV3KgkI,H2Oasis Infusion and Wellness Clinic,5.0,13,Weight loss service,"104 N Pete Ellis Dr suite a, Bloomington, IN 47408, United States","5G84+W6 Bloomington, Indiana, USA",https://h2oasisiv.com/,+1 812-826-4492,,https://lh3.googleusercontent.com/p/AF1QipMS_ovGOZpvK2dCUzd0wYPBvokjp1Zv3yXnX7Kj=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-28T23:01:38.114Z,,
https://www.google.com/maps/place/Metro+Infusion+Center/data=!4m7!3m6!1s0x886c676b476ef4a9:0x9e8860d560841f4b!8m2!3d39.1343922!4d-86.5705094!16s%2Fg%2F11gj58h0l1!19sChIJqfRuR2tnbIgRSx-EYNVgiJ4,Metro Infusion Center,5.0,2,Medical Center,"2920 McIntire Dr, Bloomington, IN 47403, United States","4CMH+QQ Bloomington, Indiana, USA",https://metroinfusioncenter.com/,+1 877-448-3627,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipOqYTJnalBAEPYZP2BP4crg_CPw61jAPAXOQwnm=w425-h240-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Plainfield+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-28T23:01:42.488Z,LGBTQ+ friendly,
https://www.google.com/maps/place/IU+Health+Primary+Care+-+Bloomington+South/data=!4m7!3m6!1s0x886c67143bf1d463:0x5b203c027a121124!8m2!3d39.160683!4d-86.555405!16s%2Fg%2F1tf9n_v9!19sChIJY9TxOxRnbIgRJBESegI8IFs,IU Health Primary Care - Bloomington South,4.3,124,Medical clinic,"550 S Landmark Ave, Bloomington, IN 47403, United States","5C6V+7R Bloomington, Indiana, USA",https://iuhealth.org/find-locations/iu-health-primary-care-550-s-landmark-ave-bloomington-south?utm_source=Google&utm_medium=Yext&y_source=1_MTE5NDIwMTAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 812-330-3689,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=z_AZP092RbWwrlCf9qREmQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=244.83882&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Bloomington+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-28T23:01:54.865Z,,
https://www.google.com/maps/place/Indiana+Center+for+Recovery+-+Alcohol+%26+Drug+Rehab+Center+Bloomington/data=!4m7!3m6!1s0x886c671c0fb666b7:0x2b6b8a309544f993!8m2!3d39.1596833!4d-86.5446083!16s%2Fg%2F11c2l0y402!19sChIJt2a2DxxnbIgRk_lElTCKays,Indiana Center for Recovery - Alcohol & Drug Rehab Center Bloomington,4.7,734,Addiction treatment center,"1004 W 1st St, Bloomington, IN 47403, United States","5F54+V5 Bloomington, Indiana, USA",https://www.treatmentindiana.com/locations/bloomington/?utm_source=google&utm_medium=organic&utm_campaign=ICFRBloomingtonOrganic,+1 812-362-5149,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNTs1LyatdPjJX3w_-h9JFtpMK7pSDes4CuuK1W=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Bloomington+Bloomington+IN/@39.169574,-86.5385549,14z",2025-09-28T23:01:59.365Z,,
https://www.google.com/maps/place/Schneck+Cancer+Center/data=!4m7!3m6!1s0x886bbfab1d3cad49:0xd930b1fa601d9862!8m2!3d38.9555485!4d-85.8937233!16s%2Fg%2F1ptxw6sd1!19sChIJSa08Hau_a4gRYpgdYPqxMNk,Schneck Cancer Center,5.0,4,Cancer treatment center,"200 S Pine St, Seymour, IN 47274, United States","X444+6G Seymour, Indiana, USA",http://www.schneckmed.org/medical-services/cancer-center/?utm_source=GMBlisting&utm_medium=organic,+1 812-522-0480,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMIxuPm9oKh49IxseteDt0f9Z3Nrz8BXOEi4dvI=w408-h271-k-no,true,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Seymour+Bloomington+IN/@38.9592201,-85.8902547,14z",2025-09-28T23:02:12.232Z,,
https://www.google.com/maps/place/Seymour+Comprehensive+Treatment+Center/data=!4m7!3m6!1s0x886bb930499fee1d:0xdc3862f931656f61!8m2!3d38.961323!4d-85.84036!16s%2Fg%2F11q4bxp79l!19sChIJHe6fSTC5a4gRYW9lMfliONw,Seymour Comprehensive Treatment Center,4.9,64,Addiction treatment center,"357 Tanger Blvd #215, Seymour, IN 47274, United States","X565+GV Seymour, Indiana, USA",https://www.ctcprograms.com/location/seymour-comprehensive-treatment-center/,+1 812-716-7329,Closed ⋅ Opens 6 am Mon,https://lh3.googleusercontent.com/p/AF1QipO3U9qSkgV0tgIvJNfRGD3XUgfV8ZaueLSCqLca=w408-h306-k-no,true,6–9 am,6–11:30 am,6–11:30 am,6–11:30 am,6–11:30 am,6–11:30 am,6–9 am,"https://www.google.com/maps/search/Infusion+centers+in+Seymour+Bloomington+IN/@38.9592201,-85.8902547,14z",2025-09-28T23:02:16.683Z,,
https://www.google.com/maps/place/Aisin+Wellness+Clinic/data=!4m7!3m6!1s0x886bbedfe9f6b551:0x9e91b2c451eb3f78!8m2!3d38.9577118!4d-85.8681539!16s%2Fg%2F11c2lr1c5k!19sChIJUbX26d--a4gReD_rUcSykZ4,Aisin Wellness Clinic,4.0,7,Medical clinic,"1414 E Tipton St, Seymour, IN 47274, United States","X45J+3P Seymour, Indiana, USA",,+1 812-405-2039,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PhIjevKTJnoda8PtK-X-Cw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=187.89374&pitch=0&thumbfov=100,true,Closed,8 am–6 pm,9 am–7 pm,6:30 am–5:30 pm,7 am–6 pm,6 am–1 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Seymour+Bloomington+IN/@38.9592201,-85.8902547,14z",2025-09-28T23:02:21.054Z,,
https://www.google.com/maps/place/Schneck+Medical+Center/data=!4m7!3m6!1s0x886bbfab1d3cad49:0xf1383dd11181357d!8m2!3d38.9554974!4d-85.891305!16s%2Fg%2F1tj_5zyv!19sChIJSa08Hau_a4gRfTWBEdE9OPE,Schneck Medical Center,2.9,213,General hospital,"411 W Tipton St, Seymour, IN 47274, United States","X445+5F Seymour, Indiana, USA",http://www.schneckmed.org/?utm_source=GMBlisting&utm_medium=organic,+1 812-522-2349,,https://lh3.googleusercontent.com/p/AF1QipO8A6kD-kXIP8Mf2xJwYW-CJj4k4lBvBjomUqzv=w408-h270-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Seymour+Bloomington+IN/@38.9592201,-85.8902547,14z",2025-09-28T23:02:25.416Z,,
https://www.google.com/maps/place/Advanced+Dermatology/data=!4m7!3m6!1s0x886bbee7bdac06e5:0x63b4666646580333!8m2!3d38.95545!4d-85.8903478!16s%2Fg%2F1tcy9ncs!19sChIJ5Qasvee-a4gRMwNYRmZmtGM,Advanced Dermatology,5.0,3,Skin care clinic,"303 S Walnut St, Seymour, IN 47274, United States","X445+5V Seymour, Indiana, USA",http://www.indianaskindoctor.com/,+1 812-358-7705,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gHHzdqMxj41pAsqqHJT1yQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=42.80672&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Seymour+Bloomington+IN/@38.9592201,-85.8902547,14z",2025-09-28T23:02:27.738Z,,
