placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/Hummingbirds+Home+Care+Services/data=!4m7!3m6!1s0x549055ebfccd89d9:0x2ad50763bd2c37d6!8m2!3d47.2558458!4d-122.442431!16s%2Fg%2F11sf059wqf!19sChIJ2YnN_OtVkFQR1jcsvWMH1So,Hummingbirds Home Care Services,5.0,22,Home health care service,"748 Market St UNIT 205, Tacoma, WA 98402, United States","7H45+82 Tacoma, Washington, USA",http://hummingbirdshomecare.com/,+1 253-878-1040,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uQEjRSCfJbI4YjKdYA6ULQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.19064&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-09-10T18:46:03.981Z,,,
https://www.google.com/maps/place/First+Choice+In-Home+Care/data=!4m7!3m6!1s0x549055a426be61ab:0x4ced9fd51ed13878!8m2!3d47.2529037!4d-122.4404626!16s%2Fg%2F11byckx6w2!19sChIJq2G-JqRVkFQReDjRHtWf7Uw,First Choice In-Home Care,2.7,56,Home health care service,"1102 Broadway #101, Tacoma, WA 98402, United States","7H35+5R Tacoma, Washington, USA",https://www.fcihc.com/location,+1 253-926-2230,"Open ⋅ Closes 5 pm

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPRbqe3GkiPKI1CR4nR4butb_XhLDFYsnERw_Gj=w540-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-09-10T18:46:11.028Z,,,
https://www.google.com/maps/place/Visiting+Angels/data=!4m7!3m6!1s0x5490553b3dc3215d:0x63bd1df4d7488e02!8m2!3d47.248005!4d-122.483282!16s%2Fg%2F1q62br0dk!19sChIJXSHDPTtVkFQRAo5I1_QdvWM,Visiting Angels,4.7,20,Home health care service,"1401 S Union Ave #A, Tacoma, WA 98405, United States","6GX8+6M Tacoma, Washington, USA",http://www.visitingangels.com/tacoma/home/?utm_source=gmb&utm_medium=organic&utm_campaign=local,+1 253-537-3700,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO5xYliEV9H3PeCISIyOrr_cW93XXMEFAAq9VTd=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-09-10T18:46:16.793Z,Identifies as women-owned,,
"https://www.google.com/maps/place/Comfort+Keepers+In+Home+Care+of+Tacoma,+WA/data=!4m7!3m6!1s0x5490552530ee009f:0xdd506365ed9b415c!8m2!3d47.2586859!4d-122.4413734!16s%2Fg%2F11v9vs6zzw!19sChIJnwDuMCVVkFQRXEGb7WVjUN0","Comfort Keepers In Home Care of Tacoma, WA",5.0,44,Home health care service,"539 Broadway #304, Tacoma, WA 98402, United States","7H55+FF Tacoma, Washington, USA",https://www.comfortkeepers.com/offices/washington/tacoma/?utm_source=GMB&utm_medium=organic,+1 253-449-8773,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNkS5yCxU7ZsxOc6V2K1QRD_zHH6zbkhcK-qifT=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-09-10T18:46:22.361Z,Identifies as veteran-owned,,
https://www.google.com/maps/place/Puget+Sound+Home+Health+and+Hospice/data=!4m7!3m6!1s0x54910043277cb84d:0x7050ec79fb6f7091!8m2!3d47.2203686!4d-122.467183!16s%2Fg%2F12624kph0!19sChIJTbh8J0MAkVQRkXBv-3nsUHA,Puget Sound Home Health and Hospice,4.4,82,Home health care service,"4002 Tacoma Mall Blvd #204, Tacoma, WA 98409, United States","6GCM+44 Tacoma, Washington, USA",https://pugetsoundhh.com/,+1 253-581-9410,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMLqI-HDdApfoYx7ckR24ACywDYnDM1nhZudfl1=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-09-10T18:46:28.135Z,,,
"https://www.google.com/maps/place/Maxim+Healthcare+Tacoma,+WA+Regional+Office/data=!4m7!3m6!1s0x54910001cd2e7baf:0x4424d9c91559b299!8m2!3d47.2535543!4d-122.4405454!16s%2Fg%2F113g5phqc!19sChIJr3suzQEAkVQRmbJZFcnZJEQ","Maxim Healthcare Tacoma, WA Regional Office",3.4,17,Home health care service,"950 Broadway Suite 301, Tacoma, WA 98402, United States","7H35+CQ Tacoma, Washington, USA",https://www.maximhealthcare.com/maxim-healthcare-locations/tacoma-wa-regional-office?y_source=1_MTQ1MjAxMDUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 253-671-9909,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMtqj1vITtzVjaW7M76OtcN1cvKa965qe6nG2-_=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-09-10T18:46:33.956Z,,,
https://www.google.com/maps/place/MultiCare+Home+Health+%26+Hospice/data=!4m7!3m6!1s0x54905555704f315d:0xfdceb2e2e2d2a58c!8m2!3d47.2506641!4d-122.4391016!16s%2Fg%2F1vd7107l!19sChIJXTFPcFVVkFQRjKXS4uKyzv0,MultiCare Home Health & Hospice,3.5,22,Hospice,"1313 Broadway # 200, Tacoma, WA 98409, United States","7H26+79 Tacoma, Washington, USA",https://www.multicare.org/services-and-departments/multicare-home-health-hospice/?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,+1 253-301-6400,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fHk42R35_V9DtljWhBML3g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.89941&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-09-10T18:46:40.362Z,,,
https://www.google.com/maps/place/Homewatch+CareGivers+of+Tacoma/data=!4m7!3m6!1s0x5491aadd5d7324ff:0x90c82993635cdbae!8m2!3d47.2357819!4d-122.5297722!16s%2Fg%2F11dxrztbjr!19sChIJ_yRzXd2qkVQRrttcY5MpyJA,Homewatch CareGivers of Tacoma,4.8,36,Home health care service,"2621 70th Ave W C, University Place, WA 98466, United States","6FPC+83 University Place, Washington, USA",https://www.homewatchcaregivers.com/tacoma/,+1 253-733-0126,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM66UyCuxxF1UHV1Eo9yQ3aMftgoBrNXpa2sKEQ=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-09-10T18:46:45.895Z,,,
https://www.google.com/maps/place/Vibrant+Health+Homecare/data=!4m7!3m6!1s0x549101114f3eedd5:0xe61ad63566b1e100!8m2!3d47.2079091!4d-122.4834326!16s%2Fg%2F11h3pw8g27!19sChIJ1e0-TxEBkVQRAOGxZjXWGuY,Vibrant Health Homecare,5.0,7,Home health care service,"5401 S Tacoma Way #12, Tacoma, WA 98409, United States","6G58+5J Tacoma, Washington, USA",https://vibranthealthhomecare.com/,+1 253-240-6489,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOvHBYI1SSpM3Pzq4TwPL6EqH35U0pr6XSRxzo1=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Home+Health+clinics+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-09-10T18:46:52.663Z,,,
https://www.google.com/maps/place/Generations+Home+Care-+Tacoma/data=!4m7!3m6!1s0x54910022c11cea07:0xc21e32f7135955c5!8m2!3d47.2206115!4d-122.5346984!16s%2Fg%2F11cjj9vjfy!19sChIJB-ocwSIAkVQRxVVZE_cyHsI,Generations Home Care- Tacoma,5.0,19,Home health care service,"4009 Bridgeport Way W Suite A, University Place, WA 98466, United States","6FC8+64 University Place, Washington, USA",https://generationshomecare.org/free-in-home-care-assessment-tacoma-wa/,+1 253-693-4092,"Open ⋅ Closes 4:30 pm

Updated by others 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPTuzpU03eA4EEDXjolhvK_oFPQThjBQaao-A6O=w408-h271-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Home+Health+clinics+in+Tacoma+WA/@47.255134,-122.4420002,14z",2025-09-10T18:46:58.262Z,,,
