placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error
"https://www.google.com/maps/place/Lynne+D.+Barkmeier,+MD,+FACS/data=!4m7!3m6!1s0x887539d094d57691:0xd3f011637f0bc3c1!8m2!3d39.8097235!4d-89.653955!16s%2Fg%2F1w6r90nh!19sChIJkXbVlNA5dYgRwcMLf2MR8NM","Lynne D. Barkmeier, MD, FACS",5.0,80,Vascular surgeon,"800 N 1st St 4th Floor, Springfield, IL 62702, United States","R85W+VC Springfield, Illinois, USA",https://www.springfieldclinic.com/our-providers/lynne-barkmeier,+1 217-280-9156,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipPucFcCyo9ShRzHoQWrQ5WLbCuetCn3gocWnu4J=w424-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-12-16T22:06:49.185Z,,
"https://www.google.com/maps/place/Emily+M.+Serafin,+MD/data=!4m7!3m6!1s0x8875394db6461cff:0xb94f4864b5ad3395!8m2!3d39.8097153!4d-89.6539336!16s%2Fg%2F11g22_7v1p!19sChIJ_xxGtk05dYgRlTOttWRIT7k","Emily M. Serafin, MD",4.9,44,Vascular surgeon,"800 N 1st St 4th Floor, Springfield, IL 62702, United States","R85W+VC Springfield, Illinois, USA",https://www.springfieldclinic.com/our-providers/emily-serafin,+1 217-280-9156,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMpbsojQs8-b4YGIZVfO_ZtDE0EFBdn-lYfyKx6=w424-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-12-16T22:06:54.361Z,,
"https://www.google.com/maps/place/Stephen+M.+Ryan,+MD/data=!4m7!3m6!1s0x887539d094d57691:0x29f962b07e3d759d!8m2!3d39.8097235!4d-89.6539657!16s%2Fg%2F1td4w0ch!19sChIJkXbVlNA5dYgRnXU9frBi-Sk","Stephen M. Ryan, MD",5.0,104,Vascular surgeon,"800 N 1st St 4th Floor, Springfield, IL 62702, United States","R85W+VC Springfield, Illinois, USA",https://www.springfieldclinic.com/our-providers/stephen-ryan,+1 217-280-9156,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOEZGCGuc7GSjKqCs3TJkfor1HQfYXELdq9_T63=w424-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-12-16T22:06:59.686Z,,
https://www.google.com/maps/place/SIU+Medicine+Vascular+Surgery+Clinic/data=!4m7!3m6!1s0x887539d3b57c5fd7:0xee001b21dcf0640a!8m2!3d39.8090679!4d-89.6584445!16s%2Fg%2F11hbqtw0rn!19sChIJ1198tdM5dYgRCmTw3CEbAO4,SIU Medicine Vascular Surgery Clinic,5.0,1,Vascular surgeon,"747 N Rutledge St 4th floor, Springfield, IL 62702, United States","R85R+JJ Springfield, Illinois, USA",https://www.siumed.org/location/miller-building/siu-vascular-surgery-clinic.html?utm_source=gmb&utm_medium=Yext,+1 217-545-8000,Closes soon · 4:30 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNdNY2Dk1po20mm6x4Wqbm96JHsibE6sWg6xhQT=w426-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-12-16T22:07:04.479Z,LGBTQ+ friendly,
"https://www.google.com/maps/place/Teah+Qvavadze,+MD+-+SIU+Medicine+Vascular+Surgery/data=!4m7!3m6!1s0x887539c08b75e467:0x2cf06f02af851e43!8m2!3d39.8092401!4d-89.6586307!16s%2Fg%2F11w36_tn6c!19sChIJZ-R1i8A5dYgRQx6FrwJv8Cw","Teah Qvavadze, MD - SIU Medicine Vascular Surgery",5.0,2,Vascular surgeon,"747 N Rutledge St 4th floor, Springfield, IL 62702, United States","R85R+MG Springfield, Illinois, USA",https://www.siumed.org/teah-qvavadze?utm_source=gmb,+1 217-545-5555,Open · Closes 4:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipN1ZM5UvvMLHVEu8A02qQA0gIpiiqpBj2mWa-5X=w408-h408-k-no,true,8 am–4:30 am,8 am–4:30 am,8 am–4:30 am,8 am–4:30 am,Closed,Closed,8 am–4:30 am,"https://www.google.com/maps/search/vein+clinics+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-12-16T22:07:09.408Z,,
https://www.google.com/maps/place/Springfield+Clinic+Surgery+Center/data=!4m7!3m6!1s0x887539a7a6b9e479:0x2b67fe43b5565475!8m2!3d39.7909848!4d-89.6474167!16s%2Fg%2F11p01wqt5g!19sChIJeeS5pqc5dYgRdVRWtUP-Zys,Springfield Clinic Surgery Center,4.9,920,Surgical center,"1025 S 6th St East Building, Springfield, IL 62703, United States","Q9R3+92 Springfield, Illinois, USA",https://www.springfieldclinic.com/our-locations/sc-surgery-center,+1 447-448-3042,Closes soon · 5 pm · Opens 6 am Wed,https://lh3.googleusercontent.com/p/AF1QipP-OtfBQ0gpG8Hn9K-LfMuNfcxvm4-I-r8gHP0W=w424-h240-k-no,true,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,Closed,Closed,6 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-12-16T22:07:14.244Z,,
"https://www.google.com/maps/place/Dhiren+B.+Patel,+MD,+FACS/data=!4m7!3m6!1s0x8875395ae9c29ddb:0x7b92ba46c8acd7c6!8m2!3d39.8096988!4d-89.653955!16s%2Fg%2F11gy8kf76r!19sChIJ253C6Vo5dYgRxtesyEa6kns","Dhiren B. Patel, MD, FACS",4.9,61,Vascular surgeon,"800 N 1st St 4th Floor, Springfield, IL 62702, United States","R85W+VC Springfield, Illinois, USA",https://www.springfieldclinic.com/our-providers/dhiren-patel,+1 217-280-9156,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOA-LbQHGlF4wgWajMK5DbKD3pxGqxGFbcIylzI=w424-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-12-16T22:07:19.106Z,,
"https://www.google.com/maps/place/Veinpire,+Mobile+Phlebotomy+Services+%26+Training/data=!4m7!3m6!1s0x8875394c992a3fa1:0x8b400e8e48723d2e!8m2!3d39.7667704!4d-89.6606097!16s%2Fg%2F11j920ch9_!19sChIJoT8qmUw5dYgRLj1ySI4OQIs","Veinpire, Mobile Phlebotomy Services & Training",4.5,80,Vocational school,"500 W North St, Springfield, IL 62704, United States","Q88Q+PQ Springfield, Illinois, USA",http://veinpirellc.com/,+1 866-503-3443,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipPU5D4Humx2ewq-MONZnU1M8UkLkCv9o_hgWGGe=w408-h510-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–12 pm,Closed,7 am–7 pm,"https://www.google.com/maps/search/vein+clinics+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-12-16T22:07:24.200Z,,
https://www.google.com/maps/place/Rose+Aesthetics+%26+Wellness+Clinic/data=!4m7!3m6!1s0x8875396b93f06155:0x9f48c8484fb17b02!8m2!3d39.7712016!4d-89.7039533!16s%2Fg%2F11smhtdwrg!19sChIJVWHwk2s5dYgRAnuxT0jISJ8,Rose Aesthetics & Wellness Clinic,4.9,130,Medical spa,"2525 W Iles Ave Suite C, Springfield, IL 62704, United States","Q7CW+FC Springfield, Illinois, USA",http://www.roseawc.com/,+1 217-679-1522,Open · Closes 6:30 pm,https://lh3.googleusercontent.com/p/AF1QipOZrBuLhxRmOIIeSFodnzpfzv6M_1ekFnWKXF97=w413-h240-k-no,true,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,9 am–6:30 pm,9:30 am–1 pm,Closed,9 am–6:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-12-16T22:07:29.390Z,Identifies as women-owned,
https://www.google.com/maps/place/Springfield+Clinic+Center+for+Plastic+Surgery/data=!4m7!3m6!1s0x8875478299608b75:0xab550327b85c55bc!8m2!3d39.7758898!4d-89.7081883!16s%2Fg%2F1td59c4s!19sChIJdYtgmYJHdYgRvFVcuCcDVas,Springfield Clinic Center for Plastic Surgery,4.9,241,Plastic surgery clinic,"2901 Greenbriar Dr, Springfield, IL 62704, United States","Q7GR+9P Springfield, Illinois, USA",https://www.springfieldclinic.com/our-locations/springfield-clinic-center-for-plastic-surgery,+1 217-793-3019,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNfu71np5Ce5n4Tmjf30043CzDJ7I62kPhFxCS0=w424-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Springfield+Springfield+IL/@39.8006593,-89.6449345,14z",2025-12-16T22:07:34.218Z,,
