placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/Rob%E2%80%99s+Pool+%26+Spa+Repair/data=!4m7!3m6!1s0x5c5ebff1a580675:0x39396a0362200e9b!8m2!3d35.3608562!4d-119.0339229!16s%2Fg%2F11pdhcq314!19sChIJdQZYGv_rxQURmw4gYgNqOTk,Rob’s Pool & Spa Repair,4.9,69,Swimming pool repair service,"2800 4th St, Bakersfield, CA 93304, United States","9X68+8C Bakersfield, California, USA",http://robspoolsandspa.com/,+1 661-379-9338,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP8Sv4ZWJHNLyPRgbYAAf-EWAQ0I3C_tFQGZFlf=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-27T17:38:20.047Z,,,
https://www.google.com/maps/place/Beyond+Blue+Pool+Service+and+Repairs/data=!4m7!3m6!1s0x80ea4385243d5d5b:0x8fa8b1ba5dafb7c3!8m2!3d35.320977!4d-119.0189876!16s%2Fg%2F11h6c04cb9!19sChIJW109JIVD6oARw7evXbqxqI8,Beyond Blue Pool Service and Repairs,4.6,28,Pool cleaning service,,,http://bakersfieldbeyondbluepools.com/,+1 661-380-0190,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNtYrgEa0zqhqRrjP8xtfDf_60YQm_Ewhx1t-Se=w426-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-27T17:38:27.049Z,,,
https://www.google.com/maps/place/Atlas+Pool+Care/data=!4m7!3m6!1s0x80ea6996aaaaaaab:0xed356f2540371b22!8m2!3d35.3902704!4d-119.038563!16s%2Fg%2F1tm0tgkz!19sChIJq6qqqpZp6oARIhs3QCVvNe0,Atlas Pool Care,4.4,21,Swimming pool contractor,"3310 Arrow St, Bakersfield, CA 93308, United States","9XR6+4H Bakersfield, California, USA",https://atlaspoolcare.com/,+1 661-587-3573,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M0UYb-14wzHr57hJgiTrHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=102.16305&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-27T17:38:30.483Z,,,
https://www.google.com/maps/place/Pool+Service+Bakersfield/data=!4m7!3m6!1s0x80ea4123688375fd:0x88883a8382d42e0c!8m2!3d35.3212318!4d-119.0550283!16s%2Fg%2F11h3cbr891!19sChIJ_XWDaCNB6oARDC7UgoM6iIg,Pool Service Bakersfield,4.6,11,Swimming pool repair service,"4701 Beechwood St Apt #54, Bakersfield, CA 93309, United States","8WCV+FX Bakersfield, California, USA",http://www.poolservicebakersfield.net/,+1 661-450-6814,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNi8NHH1wqMqVylYltvuqG6SYCbGWtS2rMnMh0r=w408-h283-k-no,true,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-27T17:38:35.232Z,,,
"https://www.google.com/maps/place/Blue+Surf+Pool+Service+%26+Repair,+LLC/data=!4m7!3m6!1s0x80ea6d5529abb431:0x3d53db3d959e3c0b!8m2!3d35.3874495!4d-118.9559803!16s%2Fg%2F11qp_kn5_r!19sChIJMbSrKVVt6oARCzyelT3bUz0","Blue Surf Pool Service & Repair, LLC",4.5,40,Swimming pool contractor,"3008 Rincon Pl, Bakersfield, CA 93306, United States","92PV+XJ Bakersfield, California, USA",https://www.bluesurfpoolserviceandrepair.com/,+1 661-479-9858,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPt46Nl5V97bXxL1vAsD39oe0Nc5jJ4hy46PFlp=w408-h513-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-27T17:38:40.526Z,,,
https://www.google.com/maps/place/Crystal+Pools/data=!4m7!3m6!1s0x80ea698fbab50127:0x5063fb3bded642df!8m2!3d35.3814545!4d-119.0132375!16s%2Fg%2F1tmbwfdt!19sChIJJwG1uo9p6oAR30LW3jv7Y1A,Crystal Pools,4.3,13,Swimming pool contractor,"2421 O St, Bakersfield, CA 93301, United States","9XJP+HP Bakersfield, California, USA",http://crystalpoolsbakersfield.com/,+1 661-979-6436,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx0LiwfRYhz6x2W_GRUJ5BFL76P5ni5eX-hRKpC_1CrKiVIo2G9aEEMV3qMdC6n4Iwz8B_uQM85lHeiBweTsK-IhfzKtQUZQ8crtFHPenJc59OvT92cmKnHA_3o9PwzDPJlfCjc6Q=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-27T17:38:45.676Z,,,
https://www.google.com/maps/place/PoolSide+Pool+Supply+%26+Service+Center/data=!4m7!3m6!1s0x80ea42e02b24751b:0x58566b8c5689618f!8m2!3d35.411443!4d-119.112239!16s%2Fg%2F11c1l2hdsm!19sChIJG3UkK-BC6oARj2GJVoxrVlg,PoolSide Pool Supply & Service Center,4.4,147,Swimming pool supply store,"5613 Calloway Dr #400, Bakersfield, CA 93312, United States","CV6Q+H4 Bakersfield, California, USA",http://www.poolsidebakersfield.com/,+1 661-679-4762,"Open ⋅ Closes 7 pm

Updated by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOc1_WsVUs5BEYgYmj1OwXJc_w5FpEqpQAM-PFn=w408-h408-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,10 am–5 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-27T17:38:50.766Z,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/Rainbow+Pool+Services/data=!4m7!3m6!1s0x80ea427e114cd8f5:0xe643c006bfcc8557!8m2!3d35.4030521!4d-119.0507789!16s%2Fg%2F1vfwd4yb!19sChIJ9dhMEX5C6oARV4XMvwbAQ-Y,Rainbow Pool Services,5.0,5,Swimming pool contractor,"4320 Armour Ave #4572, Bakersfield, CA 93308, United States","CW3X+6M Bakersfield, California, USA",,+1 661-327-8885,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WR3Cd0GADVVWElxqqwqL9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.1164587&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-27T17:38:55.672Z,,,
https://www.google.com/maps/place/Bakersfield+Pool+Supply/data=!4m7!3m6!1s0x80ea42069b5c9167:0x3b42169ae28cf639!8m2!3d35.3700721!4d-119.0509774!16s%2Fg%2F1tnss72v!19sChIJZ5FcmwZC6oAROfaM4poWQjs,Bakersfield Pool Supply,4.5,61,Swimming pool supply store,"4300 Easton Dr STE 2, Bakersfield, CA 93309, United States","9WCX+2J Bakersfield, California, USA",http://bakersfieldpoolsupply.com/,+1 661-978-7665,"Open ⋅ Closes 3 pm

Updated by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPdk5TlEWVjlVyg_-Ht0aE__aRUlPzosFlJtVQh=w408-h306-k-no,true,9 am–3 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-27T17:39:00.837Z,· In-store pick-up,,
https://www.google.com/maps/place/Aqua+Pools+Cleaning+Service/data=!4m7!3m6!1s0x80ea693f706dbe99:0x4a980bd3b4303c68!8m2!3d35.4046396!4d-118.9726357!16s%2Fg%2F11hbl8zyyw!19sChIJmb5tcD9p6oARaDwwtNMLmEo,Aqua Pools Cleaning Service,4.7,13,Pool cleaning service,"1813 University Ave, Bakersfield, CA 93305, United States","C23G+VW Bakersfield, California, USA",,+1 661-301-7201,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipOlUWQ6d4b_wY1apIxljtSZLdxXJ1JBCC7kDsc=w408-h408-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–2:30 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Bakersfield+Bakersfield+CA/@35.3735112,-119.0204707,14z",2025-10-27T17:39:06.039Z,,,
