placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info,error
"https://www.google.com/maps/place/Aqua+Home+Care+%7C+Vero+Beach,+FL/data=!4m7!3m6!1s0x88de5f110fea12df:0x66e891d93ae91b5e!8m2!3d27.632256!4d-80.38554!16s%2Fg%2F11b7w76hpy!19sChIJ3xLqDxFf3ogRXhvpOtmR6GY","Aqua Home Care | Vero Beach, FL",5.0,64,Home health care service,"609 17th St, Vero Beach, FL 32960, United States","JJJ7+WQ Vero Beach, Florida, USA",https://verobeach.aquahc.com/,+1 772-577-7521,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPMPcUMAbn66KAMaEo5-EsCG2nIDeqCUQTTF_RE=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-09-18T00:07:33.931Z,,,
https://www.google.com/maps/place/Jean+Pierre+Klifa+Vero+Beach/data=!4m7!3m6!1s0x88de59fee12b29d7:0xfd6cfb3ffd527a36!8m2!3d27.653021!4d-80.356012!16s%2Fg%2F11vrct5x0j!19sChIJ1ykr4f5Z3ogRNnpS_T_7bP0,Jean Pierre Klifa Vero Beach,,,Women's clothing store,"1010 Beachland Blvd, Vero Beach, FL 32963, United States","MJ3V+6H Vero Beach, Florida, USA",https://jeanpierreklifa.com/,+1 772-907-5251,Closed ⋅ Opens 10 am Thu,https://lh3.googleusercontent.com/p/AF1QipPt3oSQTbBowY679lxmGedc5WdohllcViag64Sz=w408-h408-k-no,true,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-09-18T00:07:40.485Z,· In-store shopping,,
https://www.google.com/maps/place/VNA+Hospice+House/data=!4m7!3m6!1s0x88de5eead8111fa1:0x9748874a5cb24200!8m2!3d27.6578322!4d-80.3904778!16s%2Fg%2F1pp2wyz39!19sChIJoR8R2Ope3ogRAEKyXEqHSJc,VNA Hospice House,4.9,84,Hospice,"901 37th St, Vero Beach, FL 32960, United States","MJ55+4R Vero Beach, Florida, USA",http://www.vnatc.com/,+1 772-567-5551,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNkONSVqBNTUss6XU-h-r8jqmA_Uq_ETDJbisOc=w408-h320-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-09-18T00:07:46.809Z,,,
https://www.google.com/maps/place/Visiting+Nurse+Association+%7C+Home+Care+and+Hospice/data=!4m7!3m6!1s0x88de6830a2ae423f:0x7d39b61e8d425b43!8m2!3d27.6391358!4d-80.3924047!16s%2Fg%2F1tf0390l!19sChIJP0KuojBo3ogRQ1tCjR62OX0,Visiting Nurse Association | Home Care and Hospice,4.6,103,Home health care service,"958 20th Pl 2nd Floor, Vero Beach, FL 32960, United States","JJQ5+M2 Vero Beach, Florida, USA",http://www.vnatc.com/,+1 772-567-5551,,https://lh3.googleusercontent.com/p/AF1QipNbrGl5JsD1s2HcecMuqrYTWtdSM-zqloxd9ank=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-09-18T00:07:52.596Z,,,
https://www.google.com/maps/place/VNA+%26+Hospice+Foundation/data=!4m7!3m6!1s0x88de5f3293bfd881:0xe616f33f1b0a12af!8m2!3d27.6617946!4d-80.3910145!16s%2Fg%2F11fm9nqqqx!19sChIJgdi_kzJf3ogRrxIKGz_zFuY,VNA & Hospice Foundation,5.0,1,Foundation,"920 37th Pl STE 101, Vero Beach, FL 32960, United States","MJ65+PH Vero Beach, Florida, USA",http://www.vnatc.org/,+1 772-567-5551,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipODxjVwaeRPEdZdbOI7Fd5VaRVbg6onviunjckh=w408-h254-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-09-18T00:07:58.048Z,,,
https://www.google.com/maps/place/VNA+%26+Hospice+Foundation/data=!4m7!3m6!1s0x88de5eec6b2f6723:0xd356880471a5f80c!8m2!3d27.6569327!4d-80.3948892!16s%2Fg%2F11n0fzdtb1!19sChIJI2cva-xe3ogRDPilcQSIVtM,VNA & Hospice Foundation,,,Hospice,"1110 35th Ln, Vero Beach, FL 32960, United States","MJ44+Q2 Vero Beach, Florida, USA",https://vnatc.org/contact-us/,+1 772-978-5580,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7YY1HXP2FpqP1bZxCjQkew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=46.266724&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-09-18T00:08:01.240Z,,,
https://www.google.com/maps/place/Harbor+Primary+Care/data=!4m7!3m6!1s0x88de5eed9c555a2d:0xf6fd43d90700ce8a!8m2!3d27.6589046!4d-80.3978302!16s%2Fg%2F11b822pktj!19sChIJLVpVnO1e3ogRis4AB9lD_fY,Harbor Primary Care,,,Medical clinic,"1300 36th St, Vero Beach, FL 32960, United States","MJ52+HV Vero Beach, Florida, USA",,+1 772-562-3960,Closed ⋅ Opens 8:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2rCBRYEN0qHX8IhS1gGlGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.8141208&pitch=0&thumbfov=100,false,"8:30 am–12 pm, 1–5:30 pm","8:30 am–12 pm, 1–5:30 pm",8:30 am–3 pm,Closed,Closed,"8:30 am–12 pm, 1–5:30 pm","8:30 am–12 pm, 1–5:30 pm","https://www.google.com/maps/search/Hospice+clinics+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-09-18T00:08:06.005Z,,,
https://www.google.com/maps/place/Home+Instead/data=!4m7!3m6!1s0x88de5f02d63a070f:0x12ff3f6f163a701a!8m2!3d27.6606439!4d-80.3908691!16s%2Fg%2F1thmg684!19sChIJDwc61gJf3ogRGnA6Fm8__xI,Home Instead,4.9,68,Home health care service,"885 37th Pl Suite A, Vero Beach, FL 32960, United States","MJ65+7M Vero Beach, Florida, USA",https://www.homeinstead.com/home-care/usa/fl/vero-beach/259/?utm_source=google&utm_medium=organic&utm_campaign=google_organic_businesslisting_y,+1 772-310-5047,"Closed ⋅ Opens 8:30 am Thu

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNBUS-bRb6PbqqCI73P6KsfrjrDeA9V8YcT0Cr-=w408-h271-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-09-18T00:08:11.362Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/VNA+Private+Care/data=!4m7!3m6!1s0x88de5e94d7f598d1:0x30511039e3743bb!8m2!3d27.6391358!4d-80.3924047!16s%2Fg%2F1tf2ym25!19sChIJ0Zj115Re3ogRu0M3ngMRBQM,VNA Private Care,3.4,8,Home health care service,"958 20th Pl 2nd Floor, Vero Beach, FL 32960, United States","JJQ5+M2 Vero Beach, Florida, USA",http://vnatc.com/,+1 772-778-0159,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipPBn-s5GxrYyANJUNobdzxHTrgd13xQQNQW_ESQ=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-09-18T00:08:16.472Z,,,
https://www.google.com/maps/place/Sodalis+Vero+Beach/data=!4m7!3m6!1s0x88de5e94e3979c97:0x48d50d06f056e42e!8m2!3d27.6630784!4d-80.3904127!16s%2Fg%2F1tmz7rhq!19sChIJl5yX45Re3ogRLuRW8AYN1Ug,Sodalis Vero Beach,4.6,43,Assisted living facility,"3855 Indian River Blvd, Vero Beach, FL 32960, United States","MJ75+6R Vero Beach, Florida, USA",https://sodalissenior.com/vero-beach/,+1 772-770-3796,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPfEncdiqcTqpEsAVfg_BqIpr6L7vxSD7wzmV0C=w408-h269-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Vero+Beach+Vero+Beach+FL/@27.638635,-80.3946317,14z",2025-09-18T00:08:21.597Z,,,
