placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,error
https://www.google.com/maps/place/Blatt+Tire+%26+Auto+Repair/data=!4m7!3m6!1s0x89c6c7d5507a0bab:0x27388ff8fa07ef36!8m2!3d39.9588542!4d-75.1553556!16s%2Fg%2F1tf1cq6x!19sChIJqwt6UNXHxokRNu8H-viPOCc,Blatt Tire & Auto Repair,4.6,403,Tire shop,· In-store pick-up,"1000 Ridge Ave, Philadelphia, PA 19123, United States","XR5V+GV Philadelphia, Pennsylvania, USA",https://www.blatttire.com/,+1 215-922-5525,Open · Closes 5 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFB1JmR1lR-dPIIEKIS1t-gbyRBN-cYMulLRFgijNnuXWswO0MUJCYkIRGopg_JfcEq_z4Qt58REIB7AXvWynDcp2Ad0VqwZn3FNnb7q3UZIfm0Q2qRNWxY58Fh49WAdVYR52Lzn30rbL4aGp_t_2WUQwjPLTO96iwYiBUZYzhc6DNvEi0SeG7Pc4sZiB53jNf7tro=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:16:12.061Z,,
https://www.google.com/maps/place/Tire+Heaven+USA+%F0%9F%87%BA%F0%9F%87%B8+24+hour+Mobile+Tire+Service/data=!4m7!3m6!1s0x89c6c79375a79cb9:0x2abddd4c7bf556cc!8m2!3d39.9619021!4d-75.1464348!16s%2Fg%2F11c5sfbl37!19sChIJuZyndZPHxokRzFb1e0zdvSo,Tire Heaven USA 🇺🇸 24 hour Mobile Tire Service,4.6,981,Tire shop,· In-store shopping · Kerbside pickup · Delivery,"Fifth Street and, 563 n fifth street, Spring Garden St, Philadelphia, PA 19123, United States","XV63+QC Philadelphia, Pennsylvania, USA",https://www.sumupbookings.com/tireheavenusa,+1 267-748-4627,,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwersC4rq-thO7ycO_-JAJh38zWIBGAm7dD9Grk79IQi-lV3wirYlwYohPTIPA6OguEXfXgYuNzHxUhjT5ipykuw-LGzCxRudrJEGY5LIRW0owl0oIIcy3LH1iA3OVody5nr23Gc7=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:16:17.838Z,,
https://www.google.com/maps/place/Tri+Star+24+Hour+Mobile+Tire+Service/data=!4m7!3m6!1s0x89c6c70b18b4323f:0x700f228c0ecd75b2!8m2!3d39.9530987!4d-75.1845423!16s%2Fg%2F11rs02g0bm!19sChIJPzK0GAvHxokRsnXNDowiD3A,Tri Star 24 Hour Mobile Tire Service,4.8,284,Tire shop,· In-store shopping · Kerbside pickup · Delivery,"3000 Chestnut St suite 42262, Philadelphia, PA 19104, United States","XR38+65 Philadelphia, Pennsylvania, USA",http://www.tristarmobiletires.com/,+1 267-486-1776,,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepbm7O4RkzTCn1DGQQUbS_QCljJ47XjUAbdH7gCLMVDdGaZ9A40q4HXGZKA_uBhuiTVjURFl4-hOkJsbfcDrh_ebGBvkaZRSq0rUu5DSty0rXUWGe6jjYdS1110i0KIMj1XchRFnGtcnfR1=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:16:22.649Z,true,
https://www.google.com/maps/place/Pinnacle+Auto+Repair+and+Tires/data=!4m7!3m6!1s0x89c6c6223e890f53:0x299352de98749d17!8m2!3d39.9403046!4d-75.1614827!16s%2Fg%2F1tdqjfk3!19sChIJUw-JPiLGxokRF510mN5Skyk,Pinnacle Auto Repair and Tires,4.5,1001,Car inspection station,,"1119 Catharine St, Philadelphia, PA 19147, United States","WRRQ+4C Philadelphia, Pennsylvania, USA",http://www.gopinnacle.com/,+1 215-925-2886,Open · Closes 5:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqe5_BDCOsmFwWI5i5ktsyVlrGhrfBJ5LCrTvNS9BBL5rCAhc-pgrTTAkSaZFGNAyfAIUFFrMOmaPpIxu94465aO7MFqh-y4TOIeKiyyDwU_YuRpr90qgqC-uGR-DGTanG7EdVS=w426-h240-k-no,true,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:16:27.473Z,,
https://www.google.com/maps/place/A%2BA+Tires+Services/data=!4m7!3m6!1s0x89c6c6f8b2aef483:0x83dd8ceaf749ab30!8m2!3d39.9594542!4d-75.2023479!16s%2Fg%2F11f1270r7z!19sChIJg_SusvjGxokRMKtJ9-qM3YM,A+A Tires Services,4.8,231,Tire shop,· In-store pick-up,"300 N 40th St, Philadelphia, PA 19104, United States","XQ5X+Q3 Philadelphia, Pennsylvania, USA",http://aatiresservices.com/philly/,+1 215-596-0777,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepkH17QpExVCxW2k7IwW976ucRFV1YpWjr8nhEdSkeHac8N3Lwt69c4LjNRG42Do5x9--St-IuW7H6-C_XZQ6D-kfdO-iPmjKJ4SdiF3Ni36G4wQcsvxEbgjnN3QvfTb0ErDLTl=w426-h240-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,12–7 pm,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:16:32.095Z,,
https://www.google.com/maps/place/Mid+City+Tire+%26+Auto/data=!4m7!3m6!1s0x89c6c61e4ae4cb7b:0xd7ca0cb1e1df08f6!8m2!3d39.9358764!4d-75.1557984!16s%2Fg%2F1th1v__m!19sChIJe8vkSh7GxokR9gjf4bEMytc,Mid City Tire & Auto,4.4,259,Auto repair shop,,"709 Washington Ave, Philadelphia, PA 19147, United States","WRPV+9M Philadelphia, Pennsylvania, USA",https://www.midcitytire.com/,+1 215-339-9441,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqUZvDL4-WomhPpa76c9NfiZVIiq4MwGDDL4n2SA9Rg0dD03a8M4qm8h_muCKsXg1Sjcb8goiClHE--JXE7nmaGTS1V0-uq0T7-vgJHfw5rsZGNRzfigOnb45UJ81Lkz66NUQ=w408-h260-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:16:36.650Z,,
https://www.google.com/maps/place/Kens+Automotive/data=!4m7!3m6!1s0x89c6c7d553965751:0xaae44beaad3b2943!8m2!3d39.9584185!4d-75.1550983!16s%2Fg%2F1tfmd5r1!19sChIJUVeWU9XHxokRQyk7repL5Ko,Kens Automotive,4.8,722,Auto repair shop,,"341 N 10th St, Philadelphia, PA 19107, United States","XR5V+9X Philadelphia, Pennsylvania, USA",http://kens-automotive.shopgenie.site/,+1 215-829-9898,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepfjHPxgB6yIh10glDYb5ksji_p53PzE1FyWFjpbUR-Z3KE3SuTUpwlECs0TmhKd0at9Y_gzUdEcjJjEymPe8oqWJTLax2n54H20dZccCG7RcZhAsJdnVegq8puJp4sFXHboitL=w435-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:16:41.271Z,,
https://www.google.com/maps/place/All+Around+Towings+%26+Auto+Repair/data=!4m7!3m6!1s0x89c6c79d9d7bbaeb:0xa1767f3a1b779976!8m2!3d39.9497258!4d-75.1620897!16s%2Fg%2F11tp5t_8zv!19sChIJ67p7nZ3HxokRdpl3Gzp_dqE,All Around Towings & Auto Repair,5.0,2,Tire shop,,"22 S 13th St, Philadelphia, PA 19107, United States","WRXQ+V5 Philadelphia, Pennsylvania, USA",,+1 215-967-2353,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepEEZy9vnQpCqvn6vEGOUrXO-lcAT9NYy4TCDYkA18qsBngL9E-_SD7BTJp1v-QpExaFwl1cA8yM0TdLumXSpw2AGuzQI_hMInXcfQuamT0b8KZ5TjYHHIiatV99wo88gHF6yo=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:16:45.826Z,,
https://www.google.com/maps/place/SimpleTire/data=!4m7!3m6!1s0x89c6a6fd41bcabfd:0x5ad67a16b30a1c4f!8m2!3d39.9497869!4d-75.1621904!16s%2Fg%2F113gv9952!19sChIJ_au8Qf2mxokRTxwKsxZ61lo,SimpleTire,4.5,5559,Tire shop,· Delivery,"114-120 S 13th St 2nd Floor, Philadelphia, PA 19107, United States","WRXQ+W4 Philadelphia, Pennsylvania, USA",https://simpletire.com/,+1 888-410-0604,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerjJiRq-g2buD5Dg5inY67E0acOc2QHixcKXB2EdVoab5McMISN_Zw2OZknNbN9gqgQ-dIzDwcH9ZcYSvFnKwAvtowZhFulOFOAqE4DtpWVw9RixUxdDDHNVf3Hty3SAK2bS1fugA=w408-h534-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:16:51.098Z,,
https://www.google.com/maps/place/Pep+Boys+Auto+Service+%26+Tires/data=!4m7!3m6!1s0x89c6c6175b9c31c7:0x35f06354e11ca7fb!8m2!3d39.935312!4d-75.166606!16s%2Fg%2F1td_j6b5!19sChIJxzGcWxfGxokR-6cc4VRj8DU,Pep Boys Auto Service & Tires,3.6,901,Tire shop,· In-store shopping · In-store pick-up,"1201 S Broad St, Philadelphia, PA 19147, United States","WRPM+49 Philadelphia, Pennsylvania, USA",https://www.pepboys.com/stores/pa/philadelphia/1201-south-broad-st?Cid=gbp_appt_AN:PB%7CPB:G%7CTT:GBP%7CCG:CONVERSION%7CCD:SERVICE,+1 215-897-9681,"Open · Closes 7 pm

Confirmed by this business 8 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoEtGmNwNgpkvKIjffKYcUNwPxVc9k0p0-RL6NCl5VMm0P5GQf4v9nNaNBU7zkZN1mWnS9mI9eIwHybL6T98MTDdFBzMuHTZ6kht9_HvV8dVN40j0H6fNZZ7NipEMIGp4xhNVuvxBoZvWI=w531-h240-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,9 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Center+City+Philadelphia+PA/@39.9509036,-75.1574567,14z",2026-03-23T16:16:56.586Z,,
