placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Los+Angeles+Valet+Services/data=!4m7!3m6!1s0x80c2c7933381d303:0xf2f986f764aea82!8m2!3d34.037571!4d-118.254341!16s%2Fg%2F11jmwqjclb!19sChIJA9OBM5PHwoARgupKdm-YLw8,Los Angeles Valet Services,5.0,1,Valet parking service,"1024 Maple Ave, Los Angeles, CA 90015, United States","2PQW+27 Los Angeles, California, USA",http://losangelesvaletservices.com/,+1 424-300-8000,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipOOYaFXuCQO2NFnoRPvMfhcxLpD-PDNW72_EjUb=w408-h272-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–5 pm,Closed,8 am–8 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-28T19:04:36.990Z,,,,
https://www.google.com/maps/place/Laz+Parking+California/data=!4m7!3m6!1s0x80c2c7b10bcf2aff:0x31eeaab76ba9a76a!8m2!3d34.0509622!4d-118.2600602!16s%2Fg%2F1tq8jtys!19sChIJ_yrPC7HHwoARaqepa7eq7jE,Laz Parking California,3.4,37,Parking garage,"915 Wilshire Blvd, Los Angeles, CA 90017, United States","3P2Q+9X Los Angeles, California, USA",https://www.lazparking.com/,+1 213-627-8244,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwNrkzYcSmBF3EJYPz8v7DYrcc3QZDr310USgRkqqInwZ6WtAK0Q2WHDiNEe9pcfjhs51df_m_6r4Iiy5GeCYvSA_Ckbni323-nQ9sVJrG8si3IkgGGTR8Rj1mKaLuLEmazlIpC5w=w426-h240-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-28T19:04:40.734Z,,,,
https://www.google.com/maps/place/Paragon+Parking+lot/data=!4m7!3m6!1s0x80c2c7b3e650f117:0xb0981f53257cf00d!8m2!3d34.049824!4d-118.2562807!16s%2Fg%2F1tfly4m1!19sChIJF_FQ5rPHwoARDfB8JVMfmLA,Paragon Parking lot,4.0,447,Parking lot,"557 S Hope St, Los Angeles, CA 90071, United States","2PXV+WF Los Angeles, California, USA",http://www.paragonparkingla.com/,+1 213-689-4818,Open ⋅ Closes 2 am,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw5_HS9G34lZozV7hJ41l8LMyTNoDdacvcGPTVTrdl_TVI3TLdWXuvKv5cuztocy5rImzgrpnZUM5maJeLOjj_AityWdxSoV25pahA7slPB-Ew00rf9Zxhqhhqf2mkx57792Ag=w408-h306-k-no,false,5 am–2 am,5 am–2 am,5 am–2 am,5 am–2 am,8 am–2 am,8 am–2 am,5 am–2 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-28T19:04:46.189Z,,,,
https://www.google.com/maps/place/Parking+Company+of+America/data=!4m7!3m6!1s0x80c2c7b492e5891d:0xe2391a82835dd7d7!8m2!3d34.0563456!4d-118.2405168!16s%2Fg%2F11bycrtk5t!19sChIJHYnlkrTHwoAR19ddg4IaOeI,Parking Company of America,2.6,10,Corporate office,"523 W 6th St, Los Angeles, CA 90014, United States","3Q45+GQ Los Angeles, California, USA",https://www.parkpca.com/,+1 888-220-1282,"Open ⋅ Closes 5 pm

Updated by others 1 week ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N8SqPRapRONsChxSm0Nfvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=49.567024&pitch=0&thumbfov=100,false,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,9 am–4:30 pm,Closed,8:30 am–5 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-28T19:04:51.374Z,,,,
https://www.google.com/maps/place/LA+Convention+Center+Parking/data=!4m7!3m6!1s0x80c2c7c1282ba335:0x5c21c4d6f4c1d85b!8m2!3d34.0381272!4d-118.2707659!16s%2Fg%2F11f2gstwcg!19sChIJNaMrKMHHwoARW9jB9NbEIVw,LA Convention Center Parking,4.3,163,Parking garage,"15th Dr, Los Angeles, CA 90015, United States","2PQH+7M Los Angeles, California, USA",https://www.laconventioncenter.com/parking,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwuAA_g6rXcIHOeUd0ryzihLA_v6kQy2soW-6XpjRHbZXTxlyJfDkbv8LSkcmL8KTTP18RzNBXl51yQPF8rWNaHkQlIJ36ROSVQ4Ju0HNdXxIMeN8LwKl5iCixhGTRabWuqWrNS=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-28T19:04:56.850Z,,,,
https://www.google.com/maps/place/Modern+Parking+Inc/data=!4m7!3m6!1s0x80c2c7a54fb35079:0x701000988a56c1f3!8m2!3d34.060758!4d-118.2684557!16s%2Fg%2F1tdk0vss!19sChIJeVCzT6XHwoAR88FWipgAEHA,Modern Parking Inc,2.5,30,Corporate office,"303 S Union Ave, Los Angeles, CA 90017, United States","3P6J+8J Los Angeles, California, USA",https://www.modernparking.com/,+1 213-482-8400,Open ⋅ Closes 6 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hwkDXP9nJorLhK_vejjXow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=166.41428&pitch=0&thumbfov=100,false,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-28T19:05:01.532Z,,,,
https://www.google.com/maps/place/ABM+Industries/data=!4m7!3m6!1s0x80c2c7b3153ccd27:0x4c127047ae814952!8m2!3d34.0395199!4d-118.2617072!16s%2Fg%2F1td3lw31!19sChIJJ808FbPHwoARUkmBrkdwEkw,ABM Industries,3.0,2,Valet parking service,"1150 S Olive St, Los Angeles, CA 90015, United States","2PQQ+R8 Los Angeles, California, USA",https://www.abm.com/,+1 213-623-7484,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VGstv4nSdMjF8rN9anVwjw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.603226&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-28T19:05:06.267Z,,,,
https://www.google.com/maps/place/Advanced+Parking+Systems/data=!4m7!3m6!1s0x80c2c63cd1e9494b:0x1ac138dbfa98032b!8m2!3d34.0401887!4d-118.233712!16s%2Fg%2F1ttpbkxn!19sChIJS0np0TzGwoARKwOY-ts4wRo,Advanced Parking Systems,3.5,6,Transportation service,"544 Mateo St UNIT 3, Los Angeles, CA 90013, United States","2QR8+3G Los Angeles, California, USA",https://apsparking.net/,+1 213-628-9500,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H8g_rCjukbSmukmDMISHuA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.73436&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-28T19:05:08.667Z,,,,
https://www.google.com/maps/place/At+Mateo+Public+Parking+Garage/data=!4m7!3m6!1s0x80c2c780f1470047:0x95229166773a1d71!8m2!3d34.0401746!4d-118.2341075!16s%2Fg%2F11f6hf5yhj!19sChIJRwBH8YDHwoARcR06d2aRIpU,At Mateo Public Parking Garage,3.7,18,Parking garage,"1262 Palmetto St, Los Angeles, CA 90013, United States","2QR8+39 Los Angeles, California, USA",,+1 213-335-3448,Open ⋅ Closes 12 am,https://lh3.googleusercontent.com/p/AF1QipM8ZcKRCazyMmkcTZVj1gLoPjNBJK2yPCScSuyU=w679-h240-k-no,true,6 am–12 am,6 am–12 am,6 am–12 am,6 am–12 am,6 am–12 am,6 am–12 am,6 am–12 am,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-28T19:05:13.551Z,,,,
https://www.google.com/maps/place/Wi+Spa+Customer+Parking/data=!4m7!3m6!1s0x80c2c77667d9201b:0x4f286f8fc3438bca!8m2!3d34.0600113!4d-118.2832386!16s%2Fg%2F11f2gsl9pc!19sChIJGyDZZ3bHwoARyotDw49vKE8,Wi Spa Customer Parking,3.2,14,Parking lot,"2701W 7th St, Los Angeles, CA 90057, United States","3P68+2P Los Angeles, California, USA",https://www.wispausa.com/,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw0eeRl05SoQ5uHhpmH3oXEYSnR5yH2vemzG2f8tzNqU5pAUmqOZAMG0urt6J6jRhSDFmULJ7yH9D2bSdYPaeaDUkm87O7mxEXYXL4qTx3fnmwtLUNCitg5VnjWWYnNLCKI2TPG=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Los+Angeles+Los+Angeles+CA/@34.0549076,-118.242643,14z",2025-10-28T19:05:16.619Z,,,,
