placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,attributes
https://www.google.com/maps/place/ServiceMaster+Of+Lafayette/data=!4m7!3m6!1s0x862499495fac2aeb:0xbf4c7f4816bddce8!8m2!3d30.2409218!4d-92.0823204!16s%2Fg%2F1tczw94g!19sChIJ6yqsX0mZJIYR6Ny9Fkh_TL8,ServiceMaster Of Lafayette,4.7,45,Water damage restoration service,"119 Credit Dr, Scott, LA 70583, United States","6WR9+93 Scott, Louisiana, USA",http://www.servicemasterrestoration.com/,+1 337-469-4582,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepUatvZfz6AdKrIKuNX5_j6NENs6dX-IQhQVUojPyJX8TXvDlZCxUPuXNLBa1hKEi1qQI1RHU6ly02vrdDAlajJL5ra0DtUzzlJ95K74HkF1Nd80b1Eou8FLLU-TwQJBht00uw=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-03-23T05:37:38.263Z,,,
https://www.google.com/maps/place/Guarantee+Restoration+Services/data=!4m7!3m6!1s0x86249bff3533115f:0x20c1e4094c93d52f!8m2!3d30.2396!4d-92.063923!16s%2Fg%2F11hcy_qc1g!19sChIJXxEzNf-bJIYRL9WTTAnkwSA,Guarantee Restoration Services,4.7,58,Fire damage restoration service,"103 Zachary Dr, Scott, LA 70583, United States","6WQP+RC Scott, Louisiana, USA",https://www.guaranteerestoration.com/,+1 337-266-9965,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoqSIBKE17MPaw_sQak2ayPZzPkqLL9Xc6_6lizGFZ9Y6uxkxtJXUOa7biApsGmFvBlRxXQD2JUBW76naagelMR-vASW-wHC_Fu8shfGyK_eU3p1xrVNcctOWCwIfdJe2D-95A=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-03-23T05:37:43.822Z,,,
https://www.google.com/maps/place/1st+Response+Emergency+Repairs/data=!4m7!3m6!1s0x86249b13670db3c9:0x5e6f07780215743e!8m2!3d30.236667!4d-92.0619949!16s%2Fg%2F11rcz1g8dy!19sChIJybMNZxObJIYRPnQVAngHb14,1st Response Emergency Repairs,5.0,162,Water damage restoration service,"105 Tas St Suite #101, Scott, LA 70583, United States","6WPQ+M6 Scott, Louisiana, USA",https://response1st.com/,+1 337-412-5861,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerZbIT84gUCC4QQgfiJWG51z0dHvmGQWJj4hqtUktgnr7niIljJ9Mh7108hUFnu0unA3sZnRF-JWdbMmqovE8BkeTIIRmUABEvQ0pk24xLQ018JLIRQum-Kj2ou-bXVvHfSqZpjHmleFCM=w408-h298-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-03-23T05:37:49.680Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/ReClaim+Restoration/data=!4m7!3m6!1s0x8624993117a2b807:0xca8b0205464dd304!8m2!3d30.241272!4d-92.0983634!16s%2Fg%2F11l5jlgm4f!19sChIJB7iiFzGZJIYRBNNNRgUCi8o,ReClaim Restoration,5.0,13,Fire damage restoration service,"111 Lions Club Rd, Scott, LA 70583, United States","6WR2+GM Scott, Louisiana, USA",https://reclaimrestoration.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 337-445-6499,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerTDUHvpieFJ7zDxEJcE3oV31_Lt_xUWYjxFLb3CLy-iVN1zz4kRBKKZq2VmLLVEY1L2-nFwGk6zglI5oQtF_O7csWVS7gu8TLgjTo8-tsp88mNVZkV5fnXsRkAzjXWEpz6Am0=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-03-23T05:37:54.402Z,,,
https://www.google.com/maps/place/Restoration+Pros/data=!4m7!3m6!1s0x86249c0340763835:0x2ea3d45c1cb8d67a!8m2!3d30.2100936!4d-92.0885284!16s%2Fg%2F11f10fl1bw!19sChIJNTh2QAOcJIYReta4HFzUoy4,Restoration Pros,4.8,136,Water damage restoration service,"1917 Dulles Dr, Lafayette, LA 70506, United States","6W66+2H Lafayette, Louisiana, USA",https://www.restorationprosla.com/?utm_campaign=gmb,+1 337-210-1270,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer5ifvjOr2NZZsu1yXvD6-_Nq4J_6M5rBwKyMdYolBl9hWb4AHSKdwDUBqQBiJ2DS-9BErTBZM8yWamynKYH17gzMnOz0qZ5yLpvVwxN4Vd0H_TuhraErpQS5r59POVc_kc8aAhbToUnsg=w408-h541-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-03-23T05:37:59.185Z,,,
https://www.google.com/maps/place/Continuum+Restoration/data=!4m7!3m6!1s0x8624833f76c6d511:0x1dbbae454d48b6b8!8m2!3d30.2384933!4d-92.1055454!16s%2Fg%2F11g4j8pdd7!19sChIJEdXGdj-DJIYRuLZITUWuux0,Continuum Restoration,4.1,31,Water damage restoration service,"405 Machine Loop, Scott, LA 70583, United States","6VQV+9Q Scott, Louisiana, USA",,+1 337-427-3888,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqJWJ15_KOYzYo55uOlKbfiY2dXaqCLAlJbh7sJMyT6ZrTy5xZDfWQrJeM9cMizuqfjMl1OvDxWac7pfX3WIdnHc2REa4Ok1KTKpe4lrGbFl2y9iHhHhc3w6s8A-3bOUR-ilwriCQ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-03-23T05:38:03.913Z,,,
"https://www.google.com/maps/place/Doucet+Services,+LLC/data=!4m7!3m6!1s0x86249c0340763835:0x3254280053bd8c10!8m2!3d30.2249066!4d-92.0628473!16s%2Fg%2F11d_z7cj2p!19sChIJNTh2QAOcJIYREIy9UwAoVDI","Doucet Services, LLC",4.5,22,Water damage restoration service,"209 N Luke St, Lafayette, LA 70506, United States","6WFP+XV Lafayette, Louisiana, USA",,+1 337-210-4402,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepu7jXtao-eHmrqlmJYQr_PwA29frUnFefSJrhOHi9_OuepdnC8xDKiiSSQGoIYnsW0ZmrmvjcPaMS96Y5SLVVf1KWqc8zUh3ONlTaGWNj2X5fe--Vscis7pwDgw-gwxesdQnkX=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-03-23T05:38:08.691Z,,,
https://www.google.com/maps/place/GTM+Water+Restoration/data=!4m7!3m6!1s0x404183dae5bd20e7:0xa20f7b7b43e8f80e!8m2!3d30.2138717!4d-92.0479295!16s%2Fg%2F11l63xgwdb!19sChIJ5yC95dqDQUARDvjoQ3t7D6I,GTM Water Restoration,5.0,3,Water damage restoration service,"2417 W Congress St, Lafayette, LA 70506, United States","6X72+GR Lafayette, Louisiana, USA",https://www.gtmwaterrestoration.com/,+1 337-277-6076,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepHdUjg9kdL4nCcLFclrFczhYeujnmOi237aFbwDbdLN5hAqZTGjkINyWMFDlhoE0vx8DmcN0GkcWfcqiLCiVm3oIjn7rKzotC7KrhGLS5WUfYIpH48KdFjMYzeF-zzy8QpzSCt=w408-h258-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-03-23T05:38:13.662Z,,,
https://www.google.com/maps/place/DryMax+Water+%26+Fire+Restoration+-+Lafayette/data=!4m7!3m6!1s0x86249ce3d19b699b:0xc5a1042eb8e4c7d!8m2!3d30.1930305!4d-92.0132111!16s%2Fg%2F11g6mlc00p!19sChIJm2mb0eOcJIYRfUyO60IQWgw,DryMax Water & Fire Restoration - Lafayette,5.0,84,Water damage restoration service,"120 Rue Beauregard #201, Lafayette, LA 70508, United States","5XVP+6P Lafayette, Louisiana, USA",https://www.drymaxrestoration.com/,+1 337-857-3670,Closed · Opens 8 am,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqomQc1QEIjUvq3jGKSxTW9Ap_IdbmzTpQXMCAIBp_IKkUxkGzx-GIs18RNHhJZhaz8bXZKXka5PCbV1cNWQOve5K1PbWreCFhaiSaJOHuy6k_AwbB4dh-PsI_AFwA00A1eXQM=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-03-23T05:38:18.412Z,,,
https://www.google.com/maps/place/Stanley+Steemer/data=!4m7!3m6!1s0x86249932c0d8b76b:0xc758d05e4b147014!8m2!3d30.2456883!4d-92.0988958!16s%2Fg%2F1vn9pg14!19sChIJa7fYwDKZJIYRFHAUS17QWMc,Stanley Steemer,4.8,58,Carpet cleaning service,"113 Abigayles Row, Scott, LA 70583, United States","6WW2+7C Scott, Louisiana, USA",https://www.stanleysteemer.com/locations/LA/Lafayette/2000032,+1 337-235-5700,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqKoWWSbgir2R8IsK6xIMjbfZsysHePv1myZitTCZSNIn9UUvuOR4hF51AS1vF6_mkkdBDbuu2n7Ymp3Zw--tVtaFlhUpV2g6dg5S1C5QbJRGwNe6kiWC2mAhgBv_1tAnQQQUTL=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Scott+Lafeyette+LA/@30.2357569,-92.0945672,14z",2026-03-23T05:38:23.207Z,,,
