placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,info,attributes,isBlackOwned,error
https://www.google.com/maps/place/Spectrum+Association+Management/data=!4m7!3m6!1s0x8668f598a3d2f577:0x687ff29bb40b9b9b!8m2!3d27.6931106!4d-97.3798363!16s%2Fg%2F11cm_tz9hn!19sChIJd_XSo5j1aIYRm5sLtJvyf2g,Spectrum Association Management,4.8,89,Property management company,"4444 Corona Dr # 104, Corpus Christi, TX 78411, United States","MJVC+63 South Side, Corpus Christi, TX, USA",https://spectrumam.com/texas/corpus-christi-hoa-management/,+1 361-360-7032,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNt2M0Skrb5xTWLLFzIvD-6F4F8m4urQ0HyNjaD=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-25T17:02:05.572Z,,,,
https://www.google.com/maps/place/PURE+Property+Management+of+Texas/data=!4m7!3m6!1s0x8668f6717b2f2e4f:0xa4b1719df162f40b!8m2!3d27.7427319!4d-97.3956209!16s%2Fg%2F11c55vfpgn!19sChIJTy4ve3H2aIYRC_Ri8Z1xsaQ,PURE Property Management of Texas,4.3,132,Property management company,"3535 Cottonwood St, Corpus Christi, TX 78411, United States","PJV3+3Q Central City, Corpus Christi, TX, USA",https://tx.purepm.co/,+1 361-288-8522,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNcxp6mwUEUkS3LyBDt5rnRFB8iNtcVD4EjhCvB=w408-h264-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-25T17:02:11.757Z,,,,
https://www.google.com/maps/place/Mac+Lamar+Management+LLC/data=!4m7!3m6!1s0x86685e5f8e1deb79:0xfa28659491b5bbd5!8m2!3d27.7953853!4d-97.3955722!16s%2Fg%2F11bw51sbst!19sChIJeesdjl9eaIYR1bu1kZRlKPo,Mac Lamar Management LLC,2.2,76,Property management company,"509 Lawrence St Suite 310, Corpus Christi, TX 78401, United States","QJW3+5Q Central City, Corpus Christi, TX, USA",http://www.maclamar.com/index.html,+1 361-888-7741,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npz162WLUJOhR8LtVUbmHOBx1dXx2rlqqHFZr2QOyOxRZdiG2atCtQ8Ff900XXFRIU54uGdoGIAe2JFuMkg92i8QPsDtNP7e5DJJVUgs44laS1rYXcap7_fHx64JJVmmuboAKg=w408-h279-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-25T17:02:16.879Z,,,,
https://www.google.com/maps/place/Selby+Properties/data=!4m7!3m6!1s0x86685ff0e2eb94cf:0x3a074fb7b0dc9aad!8m2!3d27.8003137!4d-97.3943619!16s%2Fg%2F11vwwpp04n!19sChIJz5Tr4vBfaIYRrZrcsLdPBzo,Selby Properties,5.0,6,Property management company,"921 N Chaparral St suite 212, Corpus Christi, TX 78401, United States","RJ24+47 Central City, Corpus Christi, TX, USA",,+1 361-720-7546,Open ⋅ Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nowJwP-zei-S7ld1mcKQJdRYgJqov5GGmBZxr9AelCS6tWAWu9h3Dzms3Cj8SGJXVo989UdvEUcKuvQsz9sw00lha88k50SIkwwDTOLrMJHVywPPvCiBiZF41LojY1JW68KUjY=w408-h306-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-25T17:02:22.017Z,Identifies as women-owned,,,
"https://www.google.com/maps/place/Joe+Adame+%26+Associates,+Inc/data=!4m7!3m6!1s0x8668f59cbdabbfa3:0x59de9d4f83553a9f!8m2!3d27.7993398!4d-97.3965071!16s%2Fg%2F12ll8v5mq!19sChIJo7-rvZz1aIYRnzpVg0-d3lk","Joe Adame & Associates, Inc",3.8,4,Commercial real estate agency,"901 N Upper Broadway APT 405, Corpus Christi, TX 78401, United States","QJX3+P9 Central City, Corpus Christi, TX, USA",http://www.joeadame.com/,+1 361-880-5888,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOME4go0lEH2v7s5UgwFN_eHlxLPlM9iXV0BzXe=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-25T17:02:26.785Z,,,,
https://www.google.com/maps/place/PMI+Corpus+Christi/data=!4m7!3m6!1s0x8668f72c850dcc15:0x5167806a6b719295!8m2!3d27.703649!4d-97.3716211!16s%2Fg%2F11fy4txfds!19sChIJFcwNhSz3aIYRlZJxa2qAZ1E,PMI Corpus Christi,3.5,40,Property management company,"5350 S Staples St #202, Corpus Christi, TX 78411, United States","PJ3H+F9 South Side, Corpus Christi, TX, USA",https://www.corpuschristipropertymanagementinc.com/,+1 361-866-5597,,https://lh3.googleusercontent.com/p/AF1QipM99OMf8wr9mV4Z-0MGe_i2o5YsoRw6Nj5osGG9=w457-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-25T17:02:29.765Z,,,,
https://www.google.com/maps/place/ProEquity+Asset+Management/data=!4m7!3m6!1s0x86685fd832498beb:0xf3b481ad2b85dee8!8m2!3d27.7976141!4d-97.3971113!16s%2Fg%2F11gjv_wsy4!19sChIJ64tJMthfaIYR6N6FK62BtPM,ProEquity Asset Management,,,Property management company,"802 N Carancahua St # 510, Corpus Christi, TX 78401, United States","QJX3+25 Central City, Corpus Christi, TX, USA",https://proequityam.com/,+1 866-647-8844,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNgy-zzq32mDUJaCWVRqQ6f56tX4wv2spMFum_V=w408-h458-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-25T17:02:34.661Z,,,,
https://www.google.com/maps/place/Kessling+Management+%28subsidiary+of+KESSLING+SERVICES+%29/data=!4m7!3m6!1s0x86685f7d76875237:0xf0a3e2dd2f23429c!8m2!3d27.7289224!4d-97.3866105!16s%2Fg%2F1vhkkzt9!19sChIJN1KHdn1faIYRnEIjL93io_A,Kessling Management (subsidiary of KESSLING SERVICES ),5.0,1,Property management company,"4437 Dolphin Pl, Corpus Christi, TX 78411, United States","PJH7+H9 Central City, Corpus Christi, TX, USA",https://www.propertymanagementcorpuschristitx.com/,+1 361-225-4463,,https://lh3.googleusercontent.com/p/AF1QipMtzD8XsidaUZmRLv4-MoK6FAzHdqjBJtb9JbqM=w408-h478-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-25T17:02:39.643Z,,,,
https://www.google.com/maps/place/Poseidon+Property+Management/data=!4m7!3m6!1s0x8668f5926dbb834b:0x6462bd9c32952280!8m2!3d27.7006184!4d-97.3750913!16s%2Fg%2F11gsd3k32k!19sChIJS4O7bZL1aIYRgCKVMpy9YmQ,Poseidon Property Management,5.0,1,Property management company,"5525 S Staples St STE A5, Corpus Christi, TX 78411, United States","PJ2F+6X South Side, Corpus Christi, TX, USA",,+1 361-877-5137,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=91Eju23oMw-M5FgvZotFwA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=37.378147&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-25T17:02:44.637Z,,,,
https://www.google.com/maps/place/Pacesetter+Steel+Property+Management/data=!4m7!3m6!1s0x8668f5a2b9114eb7:0xec0a53c7c11ff09f!8m2!3d27.7032415!4d-97.3847863!16s%2Fg%2F1260brr3z!19sChIJt04RuaL1aIYRn_AfwcdTCuw,Pacesetter Steel Property Management,2.2,47,Property management company,"5034 Holly Rd STE 2, Corpus Christi, TX 78411, United States","PJ38+73 South Side, Corpus Christi, TX, USA",http://www.corpuschristi-rentalhomes.com/,+1 361-992-4990,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPKPop51ajM3jU9osihQxpchPaQdtfXmJkfh2ak=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2025-09-25T17:02:49.637Z,,,,
