placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned,error
"https://www.google.com/maps/place/Peggy+James,+CPA,+PLLC/data=!4m7!3m6!1s0x89ace3008506361f:0xef7b345a17b2be8b!8m2!3d36.0254162!4d-78.9185264!16s%2Fg%2F11pckyq2lg!19sChIJHzYGhQDjrIkRi76yF1o0e-8","Peggy James, CPA, PLLC",5.0,15,Certified public accountant,"1815 Forest Rd, Durham, NC 27705, United States","23GJ+5H Durham, North Carolina, USA",http://www.peggyjamescpa.com/,+1 919-238-9074,Closed ⋅ Opens 9 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipM4QtistmE98NdHeY365N6T1NJJtiGT_ZZ3GIyp=w408-h452-k-no,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-19T15:16:17.651Z,,
"https://www.google.com/maps/place/Paul+Scheible,+CPA,+PLLC/data=!4m7!3m6!1s0x89ace177c67c2aed:0xe6de02458d9e65a5!8m2!3d36.0264919!4d-78.952103!16s%2Fg%2F1tph2lvq!19sChIJ7Sp8xnfhrIkRpWWejUUC3uY","Paul Scheible, CPA, PLLC",4.9,132,Certified public accountant,"3400 Croasdaile Dr STE 203, Durham, NC 27705, United States","22GX+H5 Durham, North Carolina, USA",http://www.psdurhamcpa.com/,+1 919-382-2507,"Closed ⋅ Opens 8:30 am Mon

Confirmed by this business 12 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipNlwBeo50VB_Tnmc-UN9VBhXGtFKfxxR-vPf5YO=w426-h240-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–1 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-19T15:16:23.914Z,,
https://www.google.com/maps/place/Accurate+Tax/data=!4m7!3m6!1s0x89ace3e546a38f5d:0xe3edc0590ba1e1dd!8m2!3d36.0003744!4d-78.9031609!16s%2Fg%2F11gzfyx9z!19sChIJXY-jRuXjrIkR3eGhC1nA7eM,Accurate Tax,5.0,16,Accountant,"404 Hunt St Suite #120, Durham, NC 27701, United States","232W+4P Durham, North Carolina, USA",https://accuratetaxaccounting.com/,+1 919-286-9710,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npNvAUwE2cyZu7CkCnecox8L6mNtiKaDX3YtKTpnD1dXnf-lumiycOQ0rzDicXNvJuLHQvr4_XUbU3Hz-NM0y0djEEzmFjHTUzitq6xUbCgRAB51bL-oiOEaOQRv-47Tabl7hgp_A=w408-h306-k-no,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-19T15:16:28.802Z,,
https://www.google.com/maps/place/Velotaxes+Tax+Preparers/data=!4m7!3m6!1s0x89ace3d878a79895:0x7f155826ba6004f!8m2!3d36.0397097!4d-78.9287738!16s%2Fg%2F1tjdxs7y!19sChIJlZineNjjrIkRTwCma4JV8Qc,Velotaxes Tax Preparers,4.9,299,Tax preparation service,"3326 Guess Rd ste 202, Durham, NC 27705, United States","23QC+VF Durham, North Carolina, USA",https://velotaxes.com/,+1 919-724-3283,"Closed ⋅ Opens 4 pm Mon

Updated by this business 12 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipNfSCjSbx0jbOXDmEP-mIKL-VxKzsIhZrA5DKjL=w408-h485-k-no,true,Closed,4–6 pm,Closed,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-19T15:16:33.982Z,,
"https://www.google.com/maps/place/Curl+CPA,+PLLC/@36.0335665,-78.9375276,17z/data=!3m1!4b1!4m6!3m5!1s0x89ace167a11a4bc3:0x72795be91a1f70c!8m2!3d36.0335665!4d-78.9375276!16s%2Fg%2F1hc84j9yj","Curl CPA, PLLC",5.0,1,Certified public accountant,"1920 Front St STE 910, Durham, NC 27705, United States","23M6+CX Durham, North Carolina, USA",http://www.curlcpa.com/,+1 919-383-7462,Closed ⋅ Opens 9 am Mon,,,true,Closed,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-19T15:16:40.890Z,,
https://www.google.com/maps/place/D%27s+Tax+%26+Financial+Services/data=!4m7!3m6!1s0x89ace16004b62bed:0x7ce0e04b332e3ee9!8m2!3d36.0317926!4d-78.9294102!16s%2Fg%2F1tgzc6fq!19sChIJ7Su2BGDhrIkR6T4uM0vg4Hw,D's Tax & Financial Services,5.0,15,Tax preparation service,"2905 Guess Rd # 4, Durham, NC 27705, United States","23JC+P6 Durham, North Carolina, USA",,+1 919-471-6083,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uRgDPPXSewcX4dbDJ-YSZg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=255.28192&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-19T15:16:43.977Z,,
https://www.google.com/maps/place/Block+Advisors/data=!4m7!3m6!1s0x89ace3b59a090bf7:0x9c090b5116171095!8m2!3d36.0470382!4d-78.9051738!16s%2Fg%2F11clt0ky9q!19sChIJ9wsJmrXjrIkRlRAXFlELCZw,Block Advisors,4.7,56,Tax preparation service,"3414 N Duke St #110, Durham, NC 27704, United States","23WV+RW Durham, North Carolina, USA",https://www.blockadvisors.com/tax-office-near-me/north-carolina/durham/31927/?otppartnerid=9308&campaignid=pw_mcm_9308_9762&utm_medium=local,+1 919-471-9109,Closed ⋅ Opens 10 am Mon,,https://lh3.googleusercontent.com/p/AF1QipP2ZaLNLVkJcZ6_74zkgzjPXu8e841pr6Sgt6QE=w408-h272-k-no,true,Closed,10 am–5 pm,Closed,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-19T15:16:49.106Z,,
https://www.google.com/maps/place/Fast+Refund+Tax/data=!4m7!3m6!1s0x89ace3785fbf2989:0x3a9f791804e892e6!8m2!3d36.0396554!4d-78.9288831!16s%2Fg%2F11gk38m2w5!19sChIJiSm_X3jjrIkR5pLoBBh5nzo,Fast Refund Tax,5.0,15,Tax preparation service,"3326 Guess Rd STE 101, Durham, NC 27705, United States","23QC+VC Durham, North Carolina, USA",http://www.fastrefundtax.com/,+1 919-345-7704,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noYHbkxWWGts52zcxcAVYnKdFFc39rTOaNV3ydgvEiymndLujTd_1p01e-IXEEjQ_xoVEtIuQ4MfaKTXcjf9O8vkzfcxb8zku4sEGD-6OD04qaafjgHR25Y2xGwm2CgtvM3IKI=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-19T15:16:54.137Z,,
https://www.google.com/maps/place/Salazar+Insurance+Agency+%26+Latino+Tax+Corporation/data=!4m7!3m6!1s0x89ace43e25769b3d:0x24196a0fd1137cfb!8m2!3d35.9844505!4d-78.9105136!16s%2Fg%2F1hc6djb6f!19sChIJPZt2JT7krIkR-3wT0Q9qGSQ,Salazar Insurance Agency & Latino Tax Corporation,4.9,545,Tax preparation service,"1231 University Dr, Durham, NC 27707, United States","X3MQ+QQ Durham, North Carolina, USA",https://latinotaxinsurance.com/,+1 919-797-0135,Closed ⋅ Opens 8:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPXZ1YT8BZ3runhMcyYpC0GT0aYPztWVnjajLi-=w408-h272-k-no,true,Closed,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–3 pm,"https://www.google.com/maps/search/certified+public+accountant+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-19T15:16:59.311Z,,
https://www.google.com/maps/place/PFS+Tax+Service+LLC/data=!4m7!3m6!1s0x89ace59230429c7d:0xef1db95b43c30bbd!8m2!3d35.9946242!4d-78.9003218!16s%2Fg%2F11xc_0dbdy!19sChIJfZxCMJLlrIkRvQvDQ1u5He8,PFS Tax Service LLC,5.0,2,Accountant,"112 E Main St, Durham, NC 27701, United States","X3VX+RV Durham, North Carolina, USA",,+1 919-519-5868,Closed ⋅ Opens 9:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMmk1Et2MnxMASMglbG-xpy8ZNKapnaDVpm40uS=w408-h544-k-no,true,12–1 am,9:30 am–7 pm,9:30 am–7 pm,9:30 am–12 am,"12–7:30 am, 9:30 am–7 pm",9:30 am–7 pm,9:30 am–12 am,"https://www.google.com/maps/search/certified+public+accountant+in+Duke+Park+Durham+NC/@36.0127678,-78.8906295,14z",2025-10-19T15:17:04.206Z,,
