placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,isBlackOwned,attributes,error
"https://www.google.com/maps/place/Foundations+Medical+Center+%26+IV+Spa+%7C+Kyle+Chavers,+MD,+IFMCP/data=!4m7!3m6!1s0x88915ed3dabc7965:0xec8af2fa40e928bb!8m2!3d30.3887248!4d-86.4382838!16s%2Fg%2F11byvj9zc7!19sChIJZXm82tNekYgRuyjpQPryiuw","Foundations Medical Center & IV Spa | Kyle Chavers, MD, IFMCP",4.6,97,Doctor,"4467 Commons Dr W Suite F-G, Destin, FL 32541, United States","9HQ6+FM Destin, Florida, USA",http://foundationsmedicalcenter.com/,+1 850-269-9000,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipP966__0GwIiX3jYNo0hwxzlyebOO1IIsn5YfuH=w408-h272-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–12:30 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Ensley+Destin+FL/@30.389606,-86.4836234,14z",2026-02-23T16:17:09.063Z,,,,
https://www.google.com/maps/place/The+Tortoise+Clinic/data=!4m7!3m6!1s0x8893e22c4eb42d43:0xb74b4dfbd67ab2d8!8m2!3d30.3733316!4d-86.2188761!16s%2Fg%2F113hgr3sv!19sChIJQy20Tizik4gR2LJ61vtNS7c,The Tortoise Clinic,4.9,360,Medical clinic,"2441 US-98, Santa Rosa Beach, FL 32459, United States","9QFJ+8C Santa Rosa Beach, Florida, USA",https://tortoiseclinic.com/,+1 850-267-5611,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOrD8gu6rBzJepLsVl4HW-cK_nar_-DfodEtzh3=w408-h281-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Ensley+Destin+FL/@30.389606,-86.4836234,14z",2026-02-23T16:17:15.230Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Pure+Life+Health+%26+Wellness+Clinic/data=!4m7!3m6!1s0x88913f10cd0adf2b:0x8c830987d63034eb!8m2!3d30.3926469!4d-86.4963599!16s%2Fg%2F11ffw6_x2d!19sChIJK98KzRA_kYgR6zQw1ocJg4w,Pure Life Health & Wellness Clinic,5.0,33,Weight loss service,"543 Harbor Blvd STE 402, Destin, FL 32541, United States","9GV3+3F Destin, Florida, USA",https://purelifehealthandwellness.com/,+1 850-963-9310,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipMgHutJuUnlN0hzHMeqPyOFDsdpwUhyuZlCsM7o=w408-h544-k-no,true,9:30 am–4 pm,9:30 am–4 pm,9:30 am–4 pm,9:30 am–4 pm,9:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Ensley+Destin+FL/@30.389606,-86.4836234,14z",2026-02-23T16:17:20.098Z,Identifies as veteran-owned,,,
https://www.google.com/maps/place/Glow+Health+and+Wellness/data=!4m7!3m6!1s0x8893ef692a677cf3:0x6249e49292793e4c!8m2!3d30.3890586!4d-86.4203775!16s%2Fg%2F11l791h4nh!19sChIJ83xnKmnvk4gRTD55kpLkSWI,Glow Health and Wellness,5.0,14,Medical clinic,"151 Regions Way #5a, Destin, FL 32541, United States","9HQH+JR Destin, Florida, USA",https://glowhealthandwellness.com/,+1 850-876-4735,"Open · Closes 5 pm

Updated by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOls2VEOrlctenIOirZtwb-8t5Nw4RqDumJ91Ie=w408-h510-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Ensley+Destin+FL/@30.389606,-86.4836234,14z",2026-02-23T16:17:25.106Z,,,,
https://www.google.com/maps/place/NuWell+Medicine/data=!4m7!3m6!1s0x889159a12113c467:0xe89542cdb21dc0a8!8m2!3d30.3794979!4d-86.319797!16s%2Fg%2F11sms3yy8x!19sChIJZ8QTIaFZkYgRqMAdss1Cleg,NuWell Medicine,5.0,25,Medical clinic,"200 Grand Blvd, Miramar Beach, FL 32550, United States","9MHJ+Q3 Miramar Beach, Florida, USA",http://nuwellmedicine.com/,+1 850-963-0020,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipOIfHYGKbpsLWuNoFZIgSb38o7xcs5WQA3oMih9=w426-h240-k-no,true,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–1 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Ensley+Destin+FL/@30.389606,-86.4836234,14z",2026-02-23T16:17:29.863Z,,,,
https://www.google.com/maps/place/30a+Wellness+Studio:+Dr.+April+Bradley/data=!4m7!3m6!1s0x8893e5a869aeb9b1:0xa25e1713afe7b310!8m2!3d30.3406788!4d-86.1647441!16s%2Fg%2F11f631zk8_!19sChIJsbmuaajlk4gRELPnrxMXXqI,30a Wellness Studio: Dr. April Bradley,5.0,43,Acupuncture clinic,"1414 County Hwy 283 S Suite D, Santa Rosa Beach, FL 32459, United States","8RRP+74 Santa Rosa Beach, Florida, USA",http://www.30awellnessstudio.com/,+1 850-898-1884,Open · Closes 2 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo_XcsD_DPkiGMleDVyUHVsEuklZYojBR3dGSar2pauzay1bsDjfJS31Yrgl9UqAtX8d6NDssGiXaX4xGl8yLl3zfvzuP_IHfQ_DgxQKtMZPfAgPhesh9FyCW0VdFMNPk_KvEAh=w408-h725-k-no,true,9 am–2 pm,Closed,9 am–2 pm,9 am–2 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Ensley+Destin+FL/@30.389606,-86.4836234,14z",2026-02-23T16:17:34.754Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Living+Waters+Regenerative+Medicine+Center/data=!4m7!3m6!1s0x8890c6f73d6d7d17:0x4469ae0918bc5d71!8m2!3d30.3635781!4d-87.1704801!16s%2Fg%2F1v_nd8kj!19sChIJF31tPffGkIgRcV28GAmuaUQ,Living Waters Regenerative Medicine Center,4.9,187,Internist,"103 Nightingale Ln, Gulf Breeze, FL 32561, United States","9R7H+CR Gulf Breeze, Florida, USA",https://viglionemd.com/,+1 850-934-8138,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP-toHuxuYrTP4HI8bW0x_rsyV3qafoVIrM6iAW=w408-h510-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–12 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Ensley+Destin+FL/@30.389606,-86.4836234,14z",2026-02-23T16:17:39.775Z,,,,
https://www.google.com/maps/place/Functional+Health+Florida/data=!4m7!3m6!1s0x8eb21038c5e22803:0x67145517e2289ee7!8m2!3d27.698638!4d-83.804601!16s%2Fg%2F11y29bfq7y!19sChIJAyjixTgQso4R554o4hdVFGc,Functional Health Florida,5.0,9,Alternative medicine practitioner,,,https://www.functionalhealthflorida.com/,+1 888-737-5799,Open · Closes 1 pm · Reopens 3 pm,https://lh3.googleusercontent.com/p/AF1QipPeacfL6wI_guz_1OJHl3ZIcH6wCI2hZ7-0N6b-=w425-h240-k-no,true,"9 am–1 pm, 3–7 pm","9 am–1 pm, 3–7 pm","9 am–1 pm, 3–7 pm","9 am–1 pm, 3–7 pm","9 am–1 pm, 3–7 pm",Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Ensley+Destin+FL/@30.389606,-86.4836234,14z",2026-02-23T16:17:44.517Z,Identifies as veteran-owned,,,
"https://www.google.com/maps/place/Stephanie+Johnson,+D.O./data=!4m7!3m6!1s0x88915f043d6bf7f1:0xacce7dec6d982984!8m2!3d30.3795835!4d-86.3147767!16s%2Fg%2F11mwj2g6lc!19sChIJ8fdrPQRfkYgRhCmYbex9zqw","Stephanie Johnson, D.O.",5.0,34,Alternative medicine practitioner,"495 Grand Blvd #206, Miramar Beach, FL 32550, United States","9MHP+R3 Miramar Beach, Florida, USA",https://www.thekayalife.com/?utm_source=gmb_auth,+1 850-213-1215,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipN4Icddux_insPJk0Qlzqt8Gt9tspdO02lzv5sv=w408-h242-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Ensley+Destin+FL/@30.389606,-86.4836234,14z",2026-02-23T16:17:49.420Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Dr.+Nitin+Bawa,+MD/data=!4m7!3m6!1s0x889143559fedd991:0x14fc196612d910c8!8m2!3d30.3892091!4d-86.414561!16s%2Fg%2F1hc1kzbg_!19sChIJkdntn1VDkYgRyBDZEmYZ_BQ","Dr. Nitin Bawa, MD",4.6,54,Internist,"4476 Legendary Dr Ste 100, Destin, FL 32541, United States","9HQP+M5 Destin, Florida, USA",http://www.drbawa.com/,+1 850-424-7320,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZBmCEn9e260zf1ab1yvLtQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.9251&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Ensley+Destin+FL/@30.389606,-86.4836234,14z",2026-02-23T16:17:54.189Z,,,,
