placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes
https://www.google.com/maps/place/Soria+Contracting+and+Solutions+Monterey+-+Restoration+%26+Remediation+Services/data=!4m7!3m6!1s0x808de73ad4f6c0db:0xfdfd4155793e41d8!8m2!3d36.6157683!4d-121.9040628!16s%2Fg%2F11vtbcz5j3!19sChIJ28D21DrnjYAR2EE-eVVB_f0,Soria Contracting and Solutions Monterey - Restoration & Remediation Services,5.0,21,Water damage restoration service,"801 Lighthouse Ave suite 206, Monterey, CA 93940, United States","J38W+89 Monterey, California, USA",http://www.soriainc.com/,+1 831-618-0342,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweozwy1B9xByCQUnKfDgex7I-O8LRhofEcHnnpjvNdHgSHKIVJBPpMUfszicV0lqKjbRi2ppuoKpPlTECmpuO17LirpcKYBE0iKsfZUq5Wmn39xStPkJrCYTsv2N6DHAm2HVrl-u-Q=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T04:37:06.808Z,,
https://www.google.com/maps/place/Disaster+Kleenup+Specialists/data=!4m7!3m6!1s0x808de4f40cb31f45:0x807bc27711e36442!8m2!3d36.6125647!4d-121.8510282!16s%2Fg%2F1tgxts9l!19sChIJRR-zDPTkjYARQmTjEXfCe4A,Disaster Kleenup Specialists,4.9,280,Water damage restoration service,"567 Ortiz Ave, Sand City, CA 93955, United States","J47X+2H Sand City, California, USA",https://www.disasterkleen.com/?utm_source=gmb&utm_medium=organic&utm_campaign=listing,+1 831-888-4946,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweodJ_0PDFJyH_h7-VGdjdO48Zir75pMyhWoVaOfMo0BsdgZpmfkNLhaxkZq5BBf7WEgAFxjzLO9MgsVLp6tjPikDkwEKbPmYzkKeSxzmWfeU93s_kfx2Op2VU3a3N6dtUaOSz0=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T04:37:12.427Z,LGBTQ+ friendly,
https://www.google.com/maps/place/California+Premier/data=!4m7!3m6!1s0x808de5062b8a31fb:0xf30522b1ed261702!8m2!3d36.5739198!4d-121.8099836!16s%2Fg%2F11cm78krvv!19sChIJ-zGKKwbljYARAhcm7bEiBfM,California Premier,3.7,22,Water damage restoration service,"22 Lower Ragsdale Dr Suite F, Monterey, CA 93940, United States","H5FR+H2 Monterey, California, USA",http://www.californiarestore.com/,+1 831-275-2103,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepeQhYisD2td0G8agNWKYfeW4JKcZwtoNDLH1v91ZLVZzEhOchwVYT3ubjmrT6Z397_j6ndzLNGY8tDuTRvDHv4LxROHDH3u1j9C1AGH6I2RFktfdo-XclJKg7uVSXdV_-VtCPH=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T04:37:17.812Z,,
https://www.google.com/maps/place/Green+Home+Solutions+California+Central+Coast/data=!4m7!3m6!1s0x808de1f7f7879a79:0x9b86147f7c879d6e!8m2!3d36.246219!4d-121.275971!16s%2Fg%2F11f76xxg8s!19sChIJeZqH9_fhjYARbp2HfH8Uhps,Green Home Solutions California Central Coast,5.0,46,Water damage restoration service,,,http://www.greenhomesolutions.com/central-california-coast,+1 831-221-5772,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerHSkx0RXZp90DQh3do0vEKldtcnOA5DKR8vjuUs5NmG6YwlGVChNDd6aFr2reiOhXnxC67lkXc9hVpDEFAVsVc7hFWNNZ922icHp9IhLjPf1-MSotBRLEx-iAPxuyqOaYBQIltHA=w426-h240-k-no,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/water+damage+restoration+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T04:37:22.459Z,,
https://www.google.com/maps/place/NovaNestle/data=!4m7!3m6!1s0x808de52c76930d7f:0xc0d419405a3474a3!8m2!3d36.6088228!4d-121.8556601!16s%2Fg%2F11n3ms7fyb!19sChIJfw2TdizljYARo3Q0WkAZ1MA,NovaNestle,,,Water damage restoration service,"CA, 1550 Canyon Del Rey Blvd, Seaside, CA 93955, United States","J45V+GP Seaside, California, USA",https://novanestle.shop/,+1 831-215-7291,"Open 24 hours

Confirmed by this business 6 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yftylr9Aw87Axbkou1_X_A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=139.19867&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T04:37:27.030Z,,
https://www.google.com/maps/place/FRSTeam+by+Disaster+Kleenup+Specialists/data=!4m7!3m6!1s0x808de5e9cef8450f:0x69b5ed1f2a263b30!8m2!3d36.6127277!4d-121.8510358!16s%2Fg%2F11krhd8dx2!19sChIJD0X4zunljYARMDsmKh_ttWk,FRSTeam by Disaster Kleenup Specialists,5.0,21,Fire damage restoration service,"560 Redwood Ave, Sand City, CA 93955, United States","J47X+3H Sand City, California, USA",https://frsteamcali.com/?utm_source=gmb&utm_medium=organic&utm_campaign=listing,+1 831-200-1910,"Open 24 hours

Confirmed by this business 5 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A7-3NB8Qz9SDj1J4GJ76Ng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.8578303&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T04:37:31.886Z,Identifies as women-owned,
https://www.google.com/maps/place/SERVPRO+of+Watsonville%2FHollister/data=!4m7!3m6!1s0x808de5bfa159f86b:0xf42591f05476df0c!8m2!3d36.5809603!4d-121.819473!16s%2Fg%2F11h9gcy5bq!19sChIJa_hZob_ljYARDN92VPCRJfQ,SERVPRO of Watsonville/Hollister,5.0,21,Water damage restoration service,"8 Harris Ct e6, Monterey, CA 93940, United States","H5JJ+96 Monterey, California, USA",https://www.servpro.com/locations/ca/servpro-of-watsonville-hollister?utm_medium=organic&utm_source=gbp,+1 831-233-6412,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq0SMnaibygVsL-nsATVrRtb5bFzPjd5ac4i1vpHe1F17wIIrPabTOry20Zj8ie7qjCjHHnks_Y6sYhxIlTRQitc9Om8gIlpijnjq4istaOVCRygeJ-WNOn3fdPkLvjYgkE-BKB0A=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T04:37:36.701Z,,
https://www.google.com/maps/place/All+Around+Home+Solutions/data=!4m7!3m6!1s0xb25177034176507:0x42e06762af7f7acc!8m2!3d36.6791606!4d-121.8046646!16s%2Fg%2F11v02pdxzh!19sChIJB2UXNHAXJQsRzHp_r2Jn4EI,All Around Home Solutions,5.0,27,Water damage restoration service,"224 Reindollar Ave unit 4115, Marina, CA 93933, United States","M5HW+M4 Marina, California, USA",https://montereyhomesolutions.com/,+1 831-251-8492,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerlukg21gFz8ViOw6w3bXDT45sF5-JTG_7H0anzmxOHi5UxosXM_4xORoiFgQ7IYCh3n-pfisNLK7rECiu-tseRkJjXzKHgEU8isq_MBhDyYJsgk6nxM7kGAMpRKH3_wigKneWX6Q=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T04:37:41.633Z,LGBTQ+ friendly,
https://www.google.com/maps/place/West+Coast+Remediation/data=!4m7!3m6!1s0x8541cdfe7a8bcbf5:0x37ce568b41efc3cc!8m2!3d36.5849128!4d-121.693317!16s%2Fg%2F11t7t5mmzv!19sChIJ9cuLev7NQYURzMPvQYtWzjc,West Coast Remediation,5.0,2,Water damage restoration service,,,,+1 831-760-5014,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweojexxXHjW4SFW5iQpPxu4HVCpReDU_WHUF0wLqIByaszOwKujtAmrzqSHJLWPeeaogvks9jlbUtmEK9wI4kSaeRc49VRmuuDS8tfR9UZJnRkqVs7ZnVZgNL5RehPDbUk8oHTw=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T04:37:46.264Z,,
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x808de5f87806d2eb:0xb96f6579b826568a!8m2!3d36.600169!4d-121.8832!16s%2Fg%2F11wqd90jjm!19sChIJ69IGePjljYARilYmuHllb7k,Roto-Rooter Plumbing & Water Cleanup,5.0,53,Plumber,"1009 Del Monte Ave, Monterey, CA 93940, United States","J428+3P Monterey, California, USA",https://rotorooterca.com/plumber/monterey-ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp_monterey,+1 831-246-6583,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoW8XRO35IT_MGdqZS3GPm6gqUIsB8sjXJ5hhEjghAdz-tOCqXEVi4bbKvf8xA9aNRUWYJ_AFfuAFZvGZjus1zxYIMtM7_rLX_HXSsj6PFSKH14KlP_XyBLJErKEUY1W7JZ83SQLlY22Z8=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Monterey+Monterey+CA/@36.5972925,-121.8977688,14z",2026-03-23T04:37:51.111Z,,
