placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,wednesday,thursday,friday,saturday,sunday,monday,tuesday,attributes,error
https://www.google.com/maps/place/Pain+Care+Centers/data=!4m7!3m6!1s0x876f3b648d8320d3:0xf70afbd908f4ace7!8m2!3d41.151476!4d-104.759192!16s%2Fg%2F1tfrbp4h!19sChIJ0yCDjWQ7b4cR56z0CNn7Cvc,Pain Care Centers,4.7,208,Pain control clinic,"4136 Laramie St # A, Cheyenne, WY 82001, United States","562R+H8 Cheyenne, Wyoming, USA",http://www.paincarecenters.com/,+1 307-212-6270,,https://lh3.googleusercontent.com/p/AF1QipP0UwmWKrcl85YPtukVxjm8KsDbflKWEOO_Tgdd=w408-h544-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:51:40.826Z,,,,,,,,,,
"https://www.google.com/maps/place/Natalie+B.+Winter,+MD/data=!4m7!3m6!1s0x876f3ae9453be451:0xcff5bac858ed6944!8m2!3d41.140318!4d-104.815729!16s%2Fg%2F11df0r0lrs!19sChIJUeQ7Rek6b4cRRGntWMi69c8","Natalie B. Winter, MD",4.8,269,Pain management physician,"2301 House Ave Suite 507, Cheyenne, WY 82001, United States","45RM+4P Cheyenne, Wyoming, USA",https://cheyenneregional.org/provider/winter-natalie-b-md/,+1 307-635-2562,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipP-n2xKAgc-FjJTbLbUXZAK-FsaiF-_HvZyHE1-=w408-h272-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:51:46.812Z,LGBTQ+ friendly,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
"https://www.google.com/maps/place/William+Denk,+MD/data=!4m7!3m6!1s0x876f3bb80eadcf1f:0xe9a7a76934c3e2d9!8m2!3d41.140318!4d-104.815729!16s%2Fg%2F11v5_5yqw4!19sChIJH8-tDrg7b4cR2eLDNGmnp-k","William Denk, MD",4.9,84,Pain management physician,"2301 House Ave Suite 507, Cheyenne, WY 82001, United States","45RM+4P Cheyenne, Wyoming, USA",https://cheyenneregional.org/provider/denk-william-md/,+1 307-635-2562,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMyr9qFmds9UdGAux1uq1y7HMNaNJprGksSkwBH=w408-h272-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:51:51.552Z,LGBTQ+ friendly,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
"https://www.google.com/maps/place/Harlan+R.+Ribnik,+MD/data=!4m7!3m6!1s0x876f3ba9a4fa3447:0xd1871432ec789fce!8m2!3d41.1514886!4d-104.7590673!16s%2Fg%2F11fsw490fv!19sChIJRzT6pKk7b4cRzp947DIUh9E","Harlan R. Ribnik, MD",4.3,6,Pain management physician,"4136 Laramie St, Cheyenne, WY 82001, United States","562R+H9 Cheyenne, Wyoming, USA",,+1 307-633-8100,Open · Closes 11 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fXvDXF8aoGnWl1LzEPMdGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=245.6886&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:51:56.322Z,,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,8 am–11 pm,,
"https://www.google.com/maps/place/HealthFirst:+Jonathan+Singer,+DO/data=!4m7!3m6!1s0x876f3afbee00168b:0x6f02c2f554cd10a0!8m2!3d41.1516594!4d-104.8048826!16s%2Fg%2F1th7yv8z!19sChIJixYA7vs6b4cRoBDNVPXCAm8","HealthFirst: Jonathan Singer, DO",4.9,70,Alternative medicine practitioner,"1401 Airport Pkwy #150, Cheyenne, WY 82001, United States","552W+M2 Cheyenne, Wyoming, USA",https://www.denver-doctor.com/?utm_source=gmb_auth,+1 307-635-4362,"Open · Closes 6 pm

Updated by this business 9 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=y-fCARTLBQmRrR2iMRYzUg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.2273&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:52:01.126Z,,9 am–6 pm,Closed,Closed,Closed,Closed,Closed,10:30 am–6 pm,,
"https://www.google.com/maps/place/Charles+Howard,+PhD/data=!4m7!3m6!1s0x876f3b3e09bb96c9:0x3f3f75244c8a2e6b!8m2!3d41.140318!4d-104.815729!16s%2Fg%2F11fpk4m01b!19sChIJyZa7CT47b4cRay6KTCR1Pz8","Charles Howard, PhD",5.0,8,Pain management physician,"2301 House Ave Suite 507, Cheyenne, WY 82001, United States","45RM+4P Cheyenne, Wyoming, USA",https://cheyenneregional.org/provider/howard-charles-phd/,+1 307-635-2562,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPzDtXb9L6r0vli9lFjlITILICGzu7rVaHAo2ye=w408-h272-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:52:05.828Z,,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
"https://www.google.com/maps/place/Shannon+Treptow,+FNP/data=!4m7!3m6!1s0x876f3ae94541d9f9:0x8ee17fa41a2fc508!8m2!3d41.140318!4d-104.815729!16s%2Fg%2F11dyzf94vh!19sChIJ-dlBRek6b4cRCMUvGqR_4Y4","Shannon Treptow, FNP",4.7,152,Nurse practitioner,"2301 House Ave Suite 507, Cheyenne, WY 82001, United States","45RM+4P Cheyenne, Wyoming, USA",https://cheyenneregional.org/provider/treptow-shannon-l-fnp/,+1 307-635-2562,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO30l7ULkZhzQKmHfdsHIif-S__HXLwPGDnvlv3=w408-h272-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:52:10.891Z,,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/Medical+Specialty+Clinic/data=!4m7!3m6!1s0x876f3ae95a2f563d:0x2202af0fa3f717d3!8m2!3d41.1404675!4d-104.8158976!16s%2Fg%2F11bwpctrq7!19sChIJPVYvWuk6b4cR0xf3ow-vAiI,Medical Specialty Clinic,3.2,5,Medical clinic,"2301 House Ave Suite 201, Cheyenne, WY 82001, United States","45RM+5J Cheyenne, Wyoming, USA",https://www.cheyenneregional.org/location/cheyenne-medical-specialty-clinic/,+1 307-638-7757,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerIuM4ZbqsPp-QcrhQrKmomWma-k0gO04bBZiOVt8dt7bsNEVMcBdSfQrVQVGtwJ45k8_W1C6MctIsmBJ1f9Fuk5fCNn8eLShNP6Q9Oa0E3ZY7EcOOEf8NYtZylIeIB6UHTs3gZ=w426-h240-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:52:15.563Z,LGBTQ+ friendly,7:30 am–5 pm,7:30 am–5 pm,8 am–4 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,,
https://www.google.com/maps/place/Wyoming+Spine+%26+Neurosurgery+-+Cheyenne/data=!4m7!3m6!1s0x876f3baa1d44fc19:0xba8d4499305af6c0!8m2!3d41.1593371!4d-104.7932778!16s%2Fg%2F1thn5_sy!19sChIJGfxEHao7b4cRwPZaMJlEjbo,Wyoming Spine & Neurosurgery - Cheyenne,3.7,62,Surgical center,"1950 Bluegrass Cir Suite 170, Cheyenne, WY 82009, United States","5654+PM Cheyenne, Wyoming, USA",https://wyospine.com/,+1 307-778-2860,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMiRquJX89K2ONbzarI1cDjOPTvxYshOXyN1gW_=w408-h271-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:52:20.367Z,,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/FRONT+RANGE+PAIN+MEDICINE/data=!4m7!3m6!1s0x876f3b64edf33359:0xe3e8d4721324c049!8m2!3d41.151475!4d-104.75966!16s%2Fg%2F11c608gq6l!19sChIJWTPz7WQ7b4cRScAkE3LU6OM,FRONT RANGE PAIN MEDICINE,,,Pain management physician,"4108 Laramie St, Cheyenne, WY 82001, United States","562R+H4 Cheyenne, Wyoming, USA",http://www.frpmedicine.com/contact/payment,+1 970-495-0506,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nkhPbXV6zPQLXUuns07Gdg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=170.1695&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:52:23.008Z,,,,,,,,,,
"https://www.google.com/maps/place/QC+Kinetix+%28Cheyenne,+WY%29/data=!4m7!3m6!1s0x876f3b2d3d5d6c8b:0x5ce5aec3e4d481ba!8m2!3d41.1736222!4d-104.8291823!16s%2Fg%2F11vjx88gsb!19sChIJi2xdPS07b4cRuoHU5MOu5Vw","QC Kinetix (Cheyenne, WY)",4.2,10,Pain control clinic,"5920 Yellowstone Rd Suite 4, Cheyenne, WY 82009, United States","55FC+C8 Cheyenne, Wyoming, USA",https://qckinetix.com/cheyenne/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,+1 307-243-4462,"Open · Closes 10 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMtLT8xZeu8PRn9rsl7Q2dGxZTIhoj9h6e2Lwe9=w426-h240-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:52:27.752Z,,7 am–10 pm,7 am–10 pm,7 am–10 pm,9 am–8 pm,9 am–5:30 pm,7 am–10 pm,7 am–10 pm,,
https://www.google.com/maps/place/Orthopedics+%26+Surgical+Specialists/data=!4m7!3m6!1s0x876f3b64e899e3a1:0x9193e195c4aaadce!8m2!3d41.140318!4d-104.815729!16s%2Fg%2F1pp2vcd2k!19sChIJoeOZ6GQ7b4cRzq2qxJXhk5E,Orthopedics & Surgical Specialists,4.6,137,Orthopedic surgeon,"2301 House Ave Suite 507, Cheyenne, WY 82001, United States","45RM+4P Cheyenne, Wyoming, USA",https://www.cheyenneregional.org/location/orthopedics-surgical-specialists/,+1 307-635-2562,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipNpISbSGoBMK14Hs-YBUKuyw_OYsVObxW1j5PaS=w408-h272-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:52:32.906Z,LGBTQ+ friendly,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
"https://www.google.com/maps/place/Tracie+A.+Caller,+MD,+MPH,+FAAN/data=!4m7!3m6!1s0x876f3ae945404669:0xe2ca9f92575663e6!8m2!3d41.1403868!4d-104.8154645!16s%2Fg%2F11dyzfyc5l!19sChIJaUZARek6b4cR5mNWV5KfyuI","Tracie A. Caller, MD, MPH, FAAN",4.9,276,Neurologist,"2301 House Ave Suite 201, Cheyenne, WY 82001, United States","45RM+5R Cheyenne, Wyoming, USA",https://cheyenneregional.org/provider/caller-tracie-a-md-mph-faan/,+1 307-638-7757,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VaxjZFysXmnVhq2iOiDYMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=33.069214&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:52:37.830Z,LGBTQ+ friendly,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/UCHealth+Primary+Care+-+Cheyenne/data=!4m7!3m6!1s0x876f3a50714148dd:0x81c3f420eb44b17e!8m2!3d41.165232!4d-104.8101688!16s%2Fg%2F1trvlyb9!19sChIJ3UhBcVA6b4cRfrFE6yD0w4E,UCHealth Primary Care - Cheyenne,4.5,345,Family practice physician,"5050 Powderhouse Rd, Cheyenne, WY 82009, United States","558Q+3W Cheyenne, Wyoming, USA",https://www.uchealth.org/locations/uchealth-primary-care-clinic-cheyenne/,+1 307-634-1311,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoqo1gXwfCi8mTQ-PNKbt4KouMUb62RwWxGN1MOfF34qoXwQXkrFE4MNjvMG6xG8Um0O9n2bRpMxhBY-lOcDIxvb_6vDYyCh3GYF4o1MiNB9BRX1m1qtOnkDUfod0S8-b4_4fFtZWGIZQxL=w408-h522-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:52:42.604Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
https://www.google.com/maps/place/Physio+Sport+%26+Spine/data=!4m7!3m6!1s0x876f3ae81b9ccb87:0x47984181773f19ab!8m2!3d41.1611104!4d-104.7632475!16s%2Fg%2F11gd687fpr!19sChIJh8ucG-g6b4cRqxk_d4FBmEc,Physio Sport & Spine,5.0,42,Physical therapy clinic,"3806 Dell Range Blvd Suite 11, Cheyenne, WY 82009, United States","566P+CP Cheyenne, Wyoming, USA",http://www.physiosportspine.com/,+1 307-222-8993,"Open · Closes 5 pm

Updated by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNra-yfBvo0uzbHlseUZu8Zgy356EETjAI6L5Ml=w408-h306-k-no,true,"https://www.google.com/maps/search/pain+management+physician+in+Cheyenne+WY/@41.1347435,-104.8211901,14z",2026-01-28T20:52:47.374Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,
