placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,info,error
https://www.google.com/maps/place/Lehigh+Valley+Hospice-17th+Street+Inpatient+Hospice+Care/data=!4m7!3m6!1s0x89c43bfd6231cb03:0x30d2ee49e5d7fd07!8m2!3d40.6015969!4d-75.494143!16s%2Fg%2F11j6rjslw2!19sChIJA8sxYv07xIkRB_3X5Unu0jA,Lehigh Valley Hospice-17th Street Inpatient Hospice Care,5.0,5,Hospice,"1627 W Chew St, Allentown, PA 18102, United States","JG24+J8 Allentown, Pennsylvania, USA",https://www.lvhn.org/locations/lehigh-valley-hospice-17th-street-inpatient-hospice-care,+1 610-969-2367,"Open 24 hours

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOA8LKsazFAbEpmfO7afnQ92br7p4AnGigtpGUe=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-17T23:25:47.533Z,,
https://www.google.com/maps/place/Lehigh+Valley+Hospice-Lehigh+Street/data=!4m7!3m6!1s0x89c43a4cc8a3c0df:0x324a3f59888c44ab!8m2!3d40.5738259!4d-75.4818292!16s%2Fg%2F11d_7tqy63!19sChIJ38CjyEw6xIkRq0SMiFk_SjI,Lehigh Valley Hospice-Lehigh Street,5.0,5,Hospice,"2024 Lehigh St Ste 100, Allentown, PA 18103, United States","HGF9+G7 Allentown, Pennsylvania, USA",https://www.lvhn.org/locations/lehigh-valley-hospice-lehigh-street,+1 610-402-7800,"Open 24 hours

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOfOUc6k6PpOEA0QJh2TWXhM3xdZPjYWnRt2dHi=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-17T23:25:53.042Z,,
https://www.google.com/maps/place/St.+Luke%27s+Palliative+Care/data=!4m7!3m6!1s0x89c43b89cadef1fb:0x3662731e303a355c!8m2!3d40.5818271!4d-75.5181669!16s%2Fg%2F11jcjp7z0v!19sChIJ-_Heyok7xIkRXDU6MB5zYjY,St. Luke's Palliative Care,,,Hospice,"3050 Hamilton Blvd Suite 110, Allentown, PA 18103, United States","HFJJ+PP Allentown, Pennsylvania, USA",https://www.slhn.org/locations/stlukes-palliative-care,+1 484-526-3648,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EcPtncBKCtXHO0RU3QR2ew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=299.29993&pitch=0&thumbfov=100,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,7 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-17T23:25:58.433Z,,
https://www.google.com/maps/place/Palliative+Care/data=!4m7!3m6!1s0x89c43bb3de12710b:0xde930d5bc8cf7ec4!8m2!3d40.5724688!4d-75.4757946!16s%2Fg%2F1262ryx5x!19sChIJC3ES3rM7xIkRxH7PyFsNk94,Palliative Care,,,Medical clinic,"2166 S 12th St, Allentown, PA 18103, United States","HGCF+XM Allentown, Pennsylvania, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MCHCbCBRaZaYDi2hOBRPYQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.8529&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-17T23:26:01.081Z,,
https://www.google.com/maps/place/OACIS%2FPalliative+Medicine/data=!4m7!3m6!1s0x89c43ba6b0c0eee7:0x7a6fa898a6982791!8m2!3d40.6118521!4d-75.5372315!16s%2Fg%2F11j6rjyx02!19sChIJ5-7AsKY7xIkRkSeYppiob3o,OACIS/Palliative Medicine,1.0,1,Hospice,"3435 Winchester Rd Suite 201, Allentown, PA 18104, United States","JF67+P4 Allentown, Pennsylvania, USA",https://www.lvhn.org/locations/oacispalliative-medicine,+1 610-402-0100,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNoF4ZLPTxWzfuvDIJZMS0qCW9SMvLWywxbgix5=w426-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-17T23:26:05.944Z,,
https://www.google.com/maps/place/Holisticare+Hospice/data=!4m7!3m6!1s0x89c4373d7d61512d:0xf8325150aa2b2996!8m2!3d40.6124382!4d-75.5395665!16s%2Fg%2F11l6yrkhc1!19sChIJLVFhfT03xIkRlikrqlBRMvg,Holisticare Hospice,5.0,3,Hospice,"1550 Pond Rd #130, Allentown, PA 18104, United States","JF66+X5 Allentown, Pennsylvania, USA",https://www.holisticarehospice.org/,+1 484-291-3130,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipNsYYotHenFyMY2fuuNiMrEDcMG7xqn0zYAelYL=w408-h272-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Open 24 hours,Open 24 hours,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-17T23:26:10.811Z,,
https://www.google.com/maps/place/Serenity+Hospice+of+Pennsylvania/data=!4m7!3m6!1s0x89c43337233e6629:0x5927dea5f6e741fa!8m2!3d40.6703641!4d-75.3829819!16s%2Fg%2F11tg79wvn3!19sChIJKWY-IzczxIkR-kHn9qXeJ1k,Serenity Hospice of Pennsylvania,5.0,2,Hospice,"3893 Adler Pl Building B Suite 101, Bethlehem, PA 18017, United States","MJC8+4R Bethlehem, Pennsylvania, USA",https://serenityhospicepa.com/,+1 610-281-4800,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dKWye16oAlAZC5HGcJSUFA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=257.1321&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-17T23:26:15.794Z,,
https://www.google.com/maps/place/Home+Care+Assistance+of+Lehigh+Valley/data=!4m7!3m6!1s0x89c43a7a4d566ccd:0x3c7965475b3b914b!8m2!3d40.5729346!4d-75.5199522!16s%2Fg%2F1jglznn4l!19sChIJzWxWTXo6xIkRS5E7W0dleTw,Home Care Assistance of Lehigh Valley,4.4,17,Home health care service,"1104 S Cedar Crest Blvd #200, Allentown, PA 18103, United States","HFFJ+52 Allentown, Pennsylvania, USA",,+1 484-350-3874,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TsJ01OlsGr2N_077R94rGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=143.93643&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-17T23:26:21.003Z,,
https://www.google.com/maps/place/Arcadia+Hospice/data=!4m7!3m6!1s0x89c4317ca6fa11dd:0x311d2cea09092a59!8m2!3d40.5878053!4d-75.5612372!16s%2Fg%2F1tgfxktr!19sChIJ3RH6pnwxxIkRWSoJCeosHTE,Arcadia Hospice,5.0,2,Hospice,"4658 Broadway B01, Allentown, PA 18104, United States","HCQQ+4G Allentown, Pennsylvania, USA",http://www.arcadiahospice.com/,+1 610-841-4410,Closed ⋅ Opens 8:30 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fHLeHJDg9aGK8T2ComamQw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.24173&pitch=0&thumbfov=100,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-17T23:26:25.860Z,,
https://www.google.com/maps/place/Phoebe+Allentown/data=!4m7!3m6!1s0x89c41867d5dbc80f:0xf686ae7437de0fcd!8m2!3d40.5986476!4d-75.4992695!16s%2Fg%2F1tdzs260!19sChIJD8jb1WcYxIkRzQ_eN3SuhvY,Phoebe Allentown,3.9,74,Assisted living facility,"1925 W Turner St, Allentown, PA 18104, United States","HGX2+F7 Allentown, Pennsylvania, USA",https://phoebe.org/communities/phoebe-allentown/,+1 610-794-6600,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMQ2Yp-oo7ouFvJ9eLocdtSGuVbAkdLyKizVdre=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Allentown+Allentown+PA/@40.6022939,-75.4714098,14z",2025-09-17T23:26:30.823Z,,
