placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,error,attributes
https://www.google.com/maps/place/Carolina+Vein+Institute/data=!4m7!3m6!1s0x89acf42bc04c37d1:0x8c666adcde18fba0!8m2!3d35.8147083!4d-78.6965086!16s%2Fg%2F1xn_p7lq!19sChIJ0TdMwCv0rIkRoPsY3txqZow,Carolina Vein Institute,5.0,233,Medical clinic,"2245 Gtwy Acc Pt Suite 315, Raleigh, NC 27607, United States","R873+V9 Raleigh, North Carolina, USA",https://www.myveindr.com/?utm_source=gmb_auth,+1 984-205-7185,Closed · Opens 8:30 am Wed,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipNK-6p9tleo9saQdVxxKVUA9cYDw3APIZ-fWYdC=w486-h240-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-12-16T22:25:41.470Z,,
"https://www.google.com/maps/place/Ashley+Baquero,+MD/data=!4m7!3m6!1s0x89acf5fab0be2227:0x849d864a8ada8622!8m2!3d35.8147083!4d-78.6965086!16s%2Fg%2F11hs5dvyrk!19sChIJJyK-sPr1rIkRIobaikqGnYQ","Ashley Baquero, MD",5.0,53,Vascular surgeon,"2245 Gtwy Acc Pt Suite 315, Raleigh, NC 27607, United States","R873+V9 Raleigh, North Carolina, USA",https://www.myveindr.com/?utm_source=gmb_auth,+1 984-205-7185,Closed · Opens 8:30 am Wed,,https://lh3.googleusercontent.com/p/AF1QipPlCuqF0_mHudTLVljtHh3kzj0N-GrAH7rwiVjP=w486-h240-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-12-16T22:25:46.599Z,,
"https://www.google.com/maps/place/Luan+Tran,+MD/data=!4m7!3m6!1s0x89acf5a08c3e9b1d:0x18a53366c57d8ac4!8m2!3d35.8147083!4d-78.6965086!16s%2Fg%2F11hs55lqf9!19sChIJHZs-jKD1rIkRxIp9xWYzpRg","Luan Tran, MD",5.0,79,Doctor,"2245 Gtwy Acc Pt Suite 315, Raleigh, NC 27607, United States","R873+V9 Raleigh, North Carolina, USA",https://www.myveindr.com/?utm_source=gmb_auth,+1 984-205-7185,Closed · Opens 8:30 am Wed,,https://lh3.googleusercontent.com/p/AF1QipOcbzdu_LpEYS2mMaJxJ9M3CsvAn-yaypP0R8Im=w486-h240-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-12-16T22:25:51.991Z,,
https://www.google.com/maps/place/Raleigh+Vein+%26+Laser+Center/data=!4m7!3m6!1s0x89ac576dd11c6207:0xe2b864087212e4cb!8m2!3d35.8972411!4d-78.6054675!16s%2Fg%2F1tnjkfh6!19sChIJB2Ic0W1XrIkRy-QScghkuOI,Raleigh Vein & Laser Center,4.9,51,Surgical center,"2011 Falls Valley Dr #104, Raleigh, NC 27615, United States","V9WV+VR Raleigh, North Carolina, USA",https://www.raleighvein.com/,+1 919-866-0002,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipP6Z0r8EJARUDiKecqt53jvYEv2h32OGmzP9yLp=w408-h544-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–1:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-12-16T22:25:57.036Z,,
"https://www.google.com/maps/place/ExcelLase,+Laser+Skin+Center/data=!4m7!3m6!1s0x89ac5f67779e995d:0x99f3af9ced374df!8m2!3d35.7888287!4d-78.648593!16s%2Fg%2F1thlnymp!19sChIJXZmed2dfrIkR33TTzvk6nwk","ExcelLase, Laser Skin Center",4.9,436,Tattoo removal service,"614 W Peace St, Raleigh, NC 27605, United States","Q9Q2+GH Raleigh, North Carolina, USA",http://www.excellase.com/med-spa-services/,+1 919-833-8484,Closes soon · 6 pm · Opens 8:30 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipM86TTWOU2adSHC2TeC1uwhzLMG-npkL-PECIun=w426-h240-k-no,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,9 am–1 pm,Closed,8:30 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-12-16T22:26:02.055Z,,
https://www.google.com/maps/place/REX+Vascular+Specialists/data=!4m7!3m6!1s0x89acf67fea7ef729:0x2e9419d15e6de8f1!8m2!3d35.8173145!4d-78.7009105!16s%2Fg%2F11cmsnv25s!19sChIJKfd-6n_2rIkR8ehtXtEZlC4,REX Vascular Specialists,3.5,11,Surgical center,"4414 Lake Boone Trail Suite 505, Raleigh, NC 27607, United States","R78X+WJ Raleigh, North Carolina, USA",https://www.unchealth.org/care-services/locations/rex-vascular-specialists-rex-medical-plaza,+1 919-784-2300,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipMYeyrynWehtSjigGH83Rsz7G_pklA9C6AEuMAp=w426-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-12-16T22:26:07.087Z,,
"https://www.google.com/maps/place/Robert+Mendes,+MD,+FACS/data=!4m7!3m6!1s0x89acf67fea7ef729:0xd032bfb03709f232!8m2!3d35.8173145!4d-78.7009105!16s%2Fg%2F11cmsntvcr!19sChIJKfd-6n_2rIkRMvIJN7C_MtA","Robert Mendes, MD, FACS",5.0,6,Vascular surgeon,"4414 Lake Boone Trail Suite 505, Raleigh, NC 27607, United States","R78X+WJ Raleigh, North Carolina, USA",https://www.unchealth.org/care-services/doctors/m/robert-bobby-mendes-md-facs,+1 919-784-2300,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipODWOwJTCaC78EHwnepUp8ZIpJRyj5pLzg1pnfJ=w426-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-12-16T22:26:12.075Z,,
https://www.google.com/maps/place/Nuderma+Health+%26+Med+Spa/data=!4m7!3m6!1s0x89acf5d549ad0141:0x933f5d247d9c1c4d!8m2!3d35.8147728!4d-78.7013972!16s%2Fg%2F11g65dm4gj!19sChIJQQGtSdX1rIkRTRycfSRdP5M,Nuderma Health & Med Spa,4.8,218,Medical spa,"4301 Lake Boone Trail Suite 315, Raleigh, NC 27607, United States","R77X+WC Raleigh, North Carolina, USA",https://www.nudermahealth.com/,+1 919-867-4455,Closes soon · 6 pm · Opens 10 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNcxT--dMRvwoXMESWAcaWD2KZVRv23rZqyfimC=w408-h544-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5 pm,Closed,Closed,10 am–6 pm,"https://www.google.com/maps/search/vein+clinics+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-12-16T22:26:16.908Z,,
"https://www.google.com/maps/place/Victoria+J.+Aucoin,+MD/data=!4m7!3m6!1s0x89ac73aac1bd424f:0x4cd48295eb4f92c1!8m2!3d35.8173145!4d-78.7009105!16s%2Fg%2F11t93k7xlk!19sChIJT0K9wapzrIkRwZJP65WC1Ew","Victoria J. Aucoin, MD",5.0,4,Vascular surgeon,"4414 Lake Boone Trail Suite 505, Raleigh, NC 27607, United States","R78X+WJ Raleigh, North Carolina, USA",https://www.unchealth.org/care-services/doctors/a/victoria-j-aucoin-md,+1 919-784-2300,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipNuKeO7MAhj9SFHj84JI8i1QSpfb0frg-0FAREn=w408-h541-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-12-16T22:26:21.833Z,,
"https://www.google.com/maps/place/Liliana+Nanez,+MD/data=!4m7!3m6!1s0x89acf7f7dfb3b249:0x60a054d09591e2a9!8m2!3d35.8173145!4d-78.7009105!16s%2Fg%2F11f7324qd5!19sChIJSbKz3_f3rIkRqeKRldBUoGA","Liliana Nanez, MD",3.7,3,Vascular surgeon,"4414 Lake Boone Trail Suite 505, Raleigh, NC 27607, United States","R78X+WJ Raleigh, North Carolina, USA",https://www.unchealth.org/care-services/doctors/n/liliana-nanez-md,+1 919-784-2300,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipNVZlxjjFP9GRMRyttqvyMrTgwab8SiJze1WzmY=w426-h240-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/vein+clinics+in+Raleigh+Raleigh+NC/@35.7795897,-78.6381787,14z",2025-12-16T22:26:26.661Z,,
