placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/Sunergy+Electric+Services/data=!4m7!3m6!1s0x80946142e5e0929d:0x6f62a869ec193248!8m2!3d36.7358616!4d-119.8353486!16s%2Fg%2F11g0dprh4d!19sChIJnZLg5UJhlIARSDIZ7GmoYm8,Sunergy Electric Services,4.8,61,Electrician,"2082 W Whitesbridge Ave, Fresno, CA 93706, United States","P5P7+8V Fresno, California, USA",https://www.sunergyelectricservices.com/,+1 559-349-9761,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMcwZf2IPHmqGXi9O3asQeIqHzviEfwGvIO32EP=w408-h416-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-01-10T22:02:21.429Z,,,
https://www.google.com/maps/place/W+W+Generators+Inc/data=!4m7!3m6!1s0x80945e870fd53d15:0x6acf45d920a66803!8m2!3d36.7623394!4d-119.7406822!16s%2Fg%2F1tdz9nyp!19sChIJFT3VD4delIARA2imINlFz2o,W W Generators Inc,3.0,2,Electrician,"1448 N Sierra Vista Ave, Fresno, CA 93703, United States","Q765+WP Fresno, California, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwv0gQ0_rGeJ0iAZouh7zb79wgo2TlxF3iQW387nG38NDjdofiVJrl-BkOQ7fELMZ2m14sm1OWiUafoaVE-2TTGDVBzSq-agj3C3LzScGPXe-H3czd4CmM4J43cTCHyg1M3_wOyrMhoMHI=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-01-10T22:02:24.472Z,,,
https://www.google.com/maps/place/Electrical+Power+Source/data=!4m7!3m6!1s0x8094f546a2f5e531:0x278831b049fb33d9!8m2!3d36.6513144!4d-119.7903525!16s%2Fg%2F11f1wf00jw!19sChIJMeX1okb1lIAR2TP7SbAxiCc,Electrical Power Source,5.0,311,Electrical installation service,"5796 S Elm Ave, Fresno, CA 93706, United States","M625+GV Fresno, California, USA",https://electricalpowersourceinc.com/,+1 559-268-2861,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO7VVaIRNZBiNd_hhM0lft9IlHUWmSxrDEyl9hn=w408-h612-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-01-10T22:02:29.827Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Quality+Home+Services/data=!4m7!3m6!1s0x80ea404d6b154acb:0xb0b6a876bcc0e99c!8m2!3d36.7931052!4d-119.7294525!16s%2Fg%2F1tdp5bzh!19sChIJy0oVa01A6oARnOnAvHaotrA,Quality Home Services,4.8,993,Solar energy system service,"4936 E Ashlan Ave suite a, Fresno, CA 93726, United States","Q7VC+66 Fresno, California, USA",https://www.qualityhomeservices.com/?utm_source=omg-gbp&utm_medium=webclick,+1 559-275-0222,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipP082JmXRcIfpoIlKjMLn-4khUa7vifsXw8kAf9=w426-h240-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-01-10T22:02:34.581Z,,,
https://www.google.com/maps/place/Electric+Motor+Shop/data=!4m7!3m6!1s0x80945e2f3a00c897:0x6f702522b90b8b1b!8m2!3d36.7265649!4d-119.7826324!16s%2Fg%2F1vc_qlxy!19sChIJl8gAOi9elIARG4sLuSIlcG8,Electric Motor Shop,4.7,58,Electric motor repair shop,"253 Fulton St, Fresno, CA 93721, United States","P6G8+JW Fresno, California, USA",http://www.electricmotorshop.com/,+1 559-650-1153,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNm1jzxtjw-jIXJVN_AEPPjt0kUG2G3w7y39vxY=w408-h306-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-01-10T22:02:39.421Z,,,
https://www.google.com/maps/place/Fresno+Electricians/data=!4m7!3m6!1s0x809466da59c59b93:0xda20f168a53880cf!8m2!3d36.7687863!4d-119.8043522!16s%2Fg%2F1tjxfxh8!19sChIJk5vFWdpmlIARz4A4pWjxINo,Fresno Electricians,4.7,6,Electrician,"2001 N Van Ness Blvd, Fresno, CA 93704, United States","Q59W+G7 Fresno, California, USA",,+1 559-338-7144,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipPh-V3j0k9rRaswcBEqirCK9m3O_bZbirYUhxHH=w408-h408-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-01-10T22:02:44.414Z,,,
https://www.google.com/maps/place/Cummins+Sales+and+Service/data=!4m7!3m6!1s0x80946f53528c97b5:0xd8952f0b7a590cba!8m2!3d36.7009726!4d-119.7805694!16s%2Fg%2F1thd6y14!19sChIJtZeMUlNvlIARugxZegsvldg,Cummins Sales and Service,3.9,66,Manufacturer,"2755 S Cherry Ave, Fresno, CA 93706, United States","P629+9Q Fresno, California, USA",https://www.cummins.com/sales-and-service?utm_source=GMB&utm_medium=yext,+1 559-274-4400,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzhaTtfONG4xDFnwC9YeMMW65PYXRQOzokS0FgOpb5hAvoMLbrT52RAbNl-B_mQ2sSKdI595eAQRl8QhVUUawZc-sqty0Yo2sRTZJ9RPRaoUEJRN3N6jazkv_vmfeTSHFyVn1VD=w408-h271-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-01-10T22:02:49.427Z,,,
https://www.google.com/maps/place/Right+Method+Electric+llc/data=!4m7!3m6!1s0x80952b625d091673:0x3eb0cfbdf24df3cd!8m2!3d36.8087888!4d-119.8114374!16s%2Fg%2F11d_s_l2n1!19sChIJcxYJXWIrlYARzfNN8r3PsD4,Right Method Electric llc,4.7,56,Electrician,"1100 W Shaw Ave Suite 132, Fresno, CA 93711, United States","R55Q+GC Fresno, California, USA",http://rightmethodelectric.com/,+1 559-318-5900,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM9Uo0SlY04hkvnCf9y4RXhWl-RvxeGEVcnXrHq=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-01-10T22:02:54.574Z,Identifies as Latino-owned,,
https://www.google.com/maps/place/On+Call+Electrical/data=!4m7!3m6!1s0x8094618ac50ab26d:0xa598a06acc724c73!8m2!3d36.7378415!4d-119.7950026!16s%2Fg%2F11hdh03nm3!19sChIJbbIKxYphlIARc0xyzGqgmKU,On Call Electrical,5.0,1,Electrician,"1401 Fulton St, Fresno, CA 93721, United States","P6Q3+4X Fresno, California, USA",https://www.flonew.com/,+1 559-900-3111,Open · Closes 11 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WyPJ-i-L1AZFj_cuvtvPGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=229.60391&pitch=0&thumbfov=100,true,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/generator+installation+services+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-01-10T22:02:59.408Z,,,
https://www.google.com/maps/place/Imperial+Electric+Service/data=!4m7!3m6!1s0x809458d63ee6d55d:0x92a9112a1be54072!8m2!3d36.7043656!4d-119.7356364!16s%2Fg%2F11fx7syh68!19sChIJXdXmPtZYlIARckDlGyoRqZI,Imperial Electric Service,3.5,11,Electrician,"2677 S Chestnut Ave, Fresno, CA 93725, United States","P737+PP Fresno, California, USA",http://imperialelectricservice.com/,+1 559-374-6484,"Open · Closes 7 pm

Confirmed by this business 11 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOmLlUjXspCMBtzspc9qMNxTOxTbJlcPx5DvfLx=w426-h240-k-no,true,7 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Fresno+Fresno+CA/@36.7377981,-119.7871247,14z",2026-01-10T22:03:04.111Z,,,
