placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,error
https://www.google.com/maps/place/Generator+Supercenter+of+Corpus+Christi/data=!4m7!3m6!1s0x8668f5e0ebfc823d:0xb25ee8246b633537!8m2!3d27.7000143!4d-97.3530484!16s%2Fg%2F11h5rfrwct!19sChIJPYL86-D1aIYRNzVjayToXrI,Generator Supercenter of Corpus Christi,4.8,183,Electric generator shop,· Delivery,"6500 S Padre Island Dr #14, Corpus Christi, TX 78412, United States","PJ2W+2Q Bay Area, Corpus Christi, TX, USA",https://generatorsupercenterofcorpuschristi.com/,+1 361-782-6329,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipN20IXtLrC-02H0gnlABpObdknLZWs-Nd27jOlb=w408-h544-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-01-10T21:24:21.193Z,,
https://www.google.com/maps/place/Mr.+Electric+of+Corpus+Christi/data=!4m7!3m6!1s0x8668f5b75514626b:0x9dcec87f6f3fb962!8m2!3d27.6931207!4d-97.378486!16s%2Fg%2F11cjk2t3v0!19sChIJa2IUVbf1aIYRYrk_b3_Izp0,Mr. Electric of Corpus Christi,4.9,211,Electrician,,"5934 S Staples St Suite 206, Corpus Christi, TX 78413, United States","MJVC+6J South Side, Corpus Christi, TX, USA",https://mrelectric.com/corpus-christi/?cid=LSTL_MRE000196&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 361-360-5581,"Closed · Opens 8 am Mon

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPXPSWXSkePQ3HxXsHIkOcG-nLjQy1ab5lKzIvL=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-01-10T21:24:26.996Z,,
https://www.google.com/maps/place/Mathews+CCAC/data=!4m7!3m6!1s0x8668f5849f4a7981:0xd7b2a25425c6f078!8m2!3d27.7176005!4d-97.3891209!16s%2Fg%2F1t_tkqrn!19sChIJgXlKn4T1aIYRePDGJVSistc,Mathews CCAC,4.9,5882,HVAC contractor,,"4502 S Padre Island Dr, Corpus Christi, TX 78411, United States","PJ96+29 Central City, Corpus Christi, TX, USA",https://www.ccacac.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*142*mathews-ccac-corpus-christi,+1 361-247-4169,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMJbiE4BAQGfJBFNxnBTUQoyCkKy5qieZz11aKj=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-01-10T21:24:31.943Z,,
https://www.google.com/maps/place/Texas+Generator+Depot+of+Corpus+Christi/data=!4m7!3m6!1s0x86d7c4dcad05deb3:0x897635997e086dea!8m2!3d27.0916074!4d-97.4293488!16s%2Fg%2F11wk9r85wy!19sChIJs94FrdzE14YR6m0Ifpk1dok,Texas Generator Depot of Corpus Christi,5.0,1,Electric generator shop,· Delivery,,,https://texasgeneratordepot.com/,+1 254-613-6447,,https://lh3.googleusercontent.com/p/AF1QipNr8A9MWU5sN-AW8hgMwr6D-hA-9aWmbsvadIY8=w736-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-01-10T21:24:34.623Z,,
"https://www.google.com/maps/place/Smith+and+Jones+Electrical+Contractors+in+Corpus+Christi,+Tx/data=!4m7!3m6!1s0x86685f8f901e7beb:0x53780b48fde38a79!8m2!3d27.99811!4d-97.796881!16s%2Fg%2F11j6tf_xjj!19sChIJ63sekI9faIYReYrj_UgLeFM","Smith and Jones Electrical Contractors in Corpus Christi, Tx",4.9,297,Electrician,,,,https://smithandjoneselectric.com/,+1 361-400-2243,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPYt_zcb-wPTNnLvFYYT33ojbz7W7c8kLMJPoHJ=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-01-10T21:24:39.385Z,,
https://www.google.com/maps/place/Integrated+Power+Services+%28IPS%29+-+Corpus+Christi/data=!4m7!3m6!1s0x866860efca78ca65:0xe09784b30c1b8674!8m2!3d27.7843903!4d-97.4680761!16s%2Fg%2F11fx8k0hn5!19sChIJZcp4yu9gaIYRdIYbDLOEl-A,Integrated Power Services (IPS) - Corpus Christi,5.0,4,Electric motor repair shop,,"1226 N Padre Island Dr, Corpus Christi, TX 78406, United States","QGMJ+QQ Central City, Corpus Christi, TX, USA",https://ips.us/location/corpus-christi-service-center/,+1 361-459-2600,Closed · Opens 7:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=neVRkF_8_-dy1kadjzHXcg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.91565&pitch=0&thumbfov=100,true,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-01-10T21:24:44.147Z,,
https://www.google.com/maps/place/Synergy+Home+and+Commercial+Services/data=!4m7!3m6!1s0x8668f5ab575dcbd3:0xb08b872bc178217!8m2!3d27.6974304!4d-97.4175646!16s%2Fg%2F11l1htvz16!19sChIJ08tdV6v1aIYRF4IXvHK4CAs,Synergy Home and Commercial Services,4.9,100,Air conditioning contractor,,"6722 Kram St #702, Corpus Christi, TX 78413, United States","MHWJ+XX South Side, Corpus Christi, TX, USA",https://synergyhomeandcommercial.com/air-conditions-services/,+1 361-334-1066,,https://lh3.googleusercontent.com/p/AF1QipMQg_eo-0HoDq_v61ngT7uzg0aV6XN90n8FnmSW=w408-h408-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-01-10T21:24:49.176Z,,
https://www.google.com/maps/place/Discount+Electric/data=!4m7!3m6!1s0x8668f464ca02ef7d:0x73851913abf632fb!8m2!3d27.7129487!4d-97.4015385!16s%2Fg%2F1td5m3tz!19sChIJfe8CymT0aIYR-zL2qxMZhXM,Discount Electric,5.0,238,Electrician,,"4101 Tripoli Dr, Corpus Christi, TX 78411, United States","PH7X+59 South Side, Corpus Christi, TX, USA",http://discountelectriccorpuschristitx.com/,+1 361-533-6185,"Closed · Opens 8 am Mon

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzZfuTxQ0FUc_6OF4HmE0bax_fgHLdwwPAqhY4qECbibyOhXfyF6_0BnwTAqt1WLTWmW_VQiYbhrAO1sXOm0G-I-7Sb59tiB2PHtISBNd82RS_719LksY3Sl8el5jQ5-AHtqck-=w408-h905-k-no,true,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-01-10T21:24:54.093Z,,
https://www.google.com/maps/place/Clayton+Electrical+Services/data=!4m7!3m6!1s0x8668fb481ddc5267:0x2fb51f734f099d52!8m2!3d27.5952338!4d-97.2381703!16s%2Fg%2F11r4gbyqgq!19sChIJZ1LcHUj7aIYRUp0JT3MftS8,Clayton Electrical Services,5.0,9,Electrician,,"13754 Cayo Cantiles St, Corpus Christi, TX 78418, United States","HQW6+3P Padre Island, Corpus Christi, TX, USA",https://www.corpuschristielectrician.com/,+1 361-413-2588,Open · Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOzhegfTGyZ8FhoGhWw-vSY4QGaDfuAwkqd6GQ=w408-h538-k-no,true,12–5 pm,Closed,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-01-10T21:24:58.909Z,,
https://www.google.com/maps/place/Mr.+Electrician+South+Texas/data=!4m7!3m6!1s0x8668f5a5267c4a1d:0xf8388f8a30510fd9!8m2!3d27.698721!4d-97.382912!16s%2Fg%2F11j8z__tjb!19sChIJHUp8JqX1aIYR2Q9RMIqPOPg,Mr. Electrician South Texas,4.7,60,Electrician,,"5237 Crestwick Dr, Corpus Christi, TX 78413, United States","MJX8+FR South Side, Corpus Christi, TX, USA",https://www.mrelectricianstx.tech/,+1 361-793-1802,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP84QZ3ZREK0MIBMtYmXl9-0CzSoPpVgouKjw6Y=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Corpus+Christi+Corpus+Christi+TX/@27.7964047,-97.4029944,14z",2026-01-10T21:25:03.772Z,,
