placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,isBlackOwned,error
https://www.google.com/maps/place/Premier+Water+Damage+Restoration+Portland+OR/data=!4m7!3m6!1s0x88e8bbb33514c5db:0x80b39cc026747b76!8m2!3d45.5170818!4d-122.6902472!16s%2Fg%2F11y1sz6c05!19sChIJ28UUNbO76IgRdnt0JsCcs4A,Premier Water Damage Restoration Portland OR,5.0,17,Water damage restoration service,"1527 SW Columbia St, Portland, OR 97201, United States","G885+RW Portland, Oregon, USA",,+1 971-365-6706,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoHhz0WsuXupMkoUrW0xu8TXVOt02uXcfMvJC67W_UGz6Y68oLb-QfC7T5FI3M2xAWdkQFrNHD_gCn3KTnMXfpS_LOZVsBNpbwc8pW8yRAbV0kHF0U8T4toBTAwAmvS_le65lQ=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-03-23T05:05:12.320Z,,,
https://www.google.com/maps/place/SERVPRO+of+Downtown+Portland%2FTeam+Landers/data=!4m7!3m6!1s0x54950b83ff016d4f:0xb05747b96481d415!8m2!3d45.5216689!4d-122.669522!16s%2Fg%2F11x26y2pf9!19sChIJT20B_4MLlVQRFdSBZLlHV7A,SERVPRO of Downtown Portland/Team Landers,4.6,10,Water damage restoration service,,,https://www.servpro.com/locations/or/servpro-of-downtown-portland-team-landers?utm_medium=organic&utm_source=gbp,+1 503-922-0405,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweovNBoU7oJVecAvImcAbQlyhIa_zsoUcgDlDwD5i9ZzyVCffUcZZ28net__HHFCJ92-e28rmn79nn35tOFbRWp6L3VV9PKgcO5Xo3h1AOwSF32yXbz9nfkUJs8Zv-RHkRbWDBGXYqwvMVm-=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-03-23T05:05:18.790Z,,,
https://www.google.com/maps/place/Portland+Water+%26+Fire+Damage+Restoration/data=!4m7!3m6!1s0x54950bba3ba2c619:0xeeadaa6c8bdb17e5!8m2!3d45.5196677!4d-122.6732833!16s%2Fg%2F11rzn5pf0c!19sChIJGcaiO7oLlVQR5Rfbi2yqre4,Portland Water & Fire Damage Restoration,5.0,14,Fire damage restoration service,"434 SW 2nd Ave, Portland, OR 97204, United States","G89G+VM Portland, Oregon, USA",,+1 971-347-0870,Closed · Opens 6 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerUSe81aU11j9P4GMYenoOajGktReBKLd1JOFID4CpFaxJzDhiUHzp6Y4rBTzNz5gkF_gXNee9bl576-6IhjlThCigj_tEbGGeRFee0OL8Dix2SrBqiNTRfqaw5lAIPbHM4RUX7=w419-h240-k-no,true,8 am–8 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,8 am–8 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-03-23T05:05:23.727Z,,,
https://www.google.com/maps/place/Dryworx+Water+Damage+Restoration/data=!4m7!3m6!1s0x9b6c7e6c0bf7d63:0x3d431612ccd0bea6!8m2!3d45.535599!4d-122.6527552!16s%2Fg%2F11x6nzm1rg!19sChIJY32_wObHtgkRpr7QzBIWQz0,Dryworx Water Damage Restoration,5.0,137,Water damage restoration service,"1727 NE 13th Ave Ste 103, Portland, OR 97212, United States","G8PW+6V Portland, Oregon, USA",https://dryworxrestoration.com/portland-or/?utm_source=GBP&utm_id=portland,+1 971-299-7021,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqyXB_Jkzea7oHwPsXc_eY_A4Co95vKK0HpWVtVycRmQTZHYjCWNYXOmnwWwnNqXusjkcELyaUKuSSjJDksD4hKVuD8tGmXdQTQcCDrzKOjvEfNx6tn6-nFCloB5Lqq0ZFnexeqoA-r6yuu=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-03-23T05:05:28.689Z,,,
https://www.google.com/maps/place/SERVPRO+of+North+East+Portland/data=!4m7!3m6!1s0x613ee79dd15ca01d:0x7521c709a26b6db0!8m2!3d45.5330235!4d-122.6543856!16s%2Fg%2F11s1s152y2!19sChIJHaBc0Z3nPmERsG1rognHIXU,SERVPRO of North East Portland,5.0,51,Water damage restoration service,,,https://www.servpro.com/locations/or/servpro-of-north-east-portland?utm_medium=organic&utm_source=gbp,+1 503-907-1161,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepM1NWQkcobrgPjwNg0MkBeFKhmaHIHHJjYdMRbnMUV4vumsQk94N_0mwiQFAjgkuegiY13fpsCmlzIi4AkDLSslvBagJLhCBcO3XnwlLSPKK0K0T9OHAooeSWhbx8u9ON9fITtTQ=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-03-23T05:05:33.715Z,,,
https://www.google.com/maps/place/Mold+Docs/data=!4m7!3m6!1s0x54950b1d735b728f:0x3f7f1bc05bb18be7!8m2!3d45.525166!4d-122.6838332!16s%2Fg%2F11ydh0r0vp!19sChIJj3Jbcx0LlVQR54uxW8Abfz8,Mold Docs,4.9,42,Water damage restoration service,"1355 NW Everett St #100, Portland, OR 97209, United States","G8G8+3F Portland, Oregon, USA",https://www.molddocs.com/,+1 503-300-6653,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq8YDJcolldXWB5oEWYNjCOWvuYhP-a8yU7ekI_oX3RediZtDw63iL6esB9tjUOyfIXY4tpEWkoyQXmeMUaRJ9T0DogpNLWcuOizQ-0phLpbdMgEkfre-hNxcQ3hajELb9s_V6ZhSysYqk=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-03-23T05:05:39.018Z,,,
https://www.google.com/maps/place/Pure+Maintenance+Portland/data=!4m7!3m6!1s0x167e431eec3adb5:0xfb0e4e4b9a480b5c!8m2!3d45.5189926!4d-122.6620102!16s%2Fg%2F11rhnxygn8!19sChIJta3D7jHkZwERXAtImktODvs,Pure Maintenance Portland,5.0,92,Water damage restoration service,"555 SE Martin Luther King Jr Blvd Suite 105, Portland, OR 97214, United States","G89Q+H5 Portland, Oregon, USA",https://moldremovalportlandoregon.com/,+1 503-461-1006,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo6-aVcGjqkGfPOHrWMTg7zXqdTAx3eP7CePtqZ9oXXl53XADvEZv2S2IX3ZpVYgtlYxadTmjMspXrxAbDVZwIhgZV2dkjZuQbZ60anww_rW6IqUJpoepLtL4DAN2E-CCcNIuUmFA=w427-h240-k-no,true,10 am–4 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,9 am–5 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-03-23T05:05:44.004Z,,,
https://www.google.com/maps/place/Portland+Water+Damage+Restoration/data=!4m7!3m6!1s0x54950a1a3d1eb251:0x82d9dbebe94a63ab!8m2!3d45.5206312!4d-122.6717951!16s%2Fg%2F11f40585f0!19sChIJUbIePRoKlVQRq2NK6evb2YI,Portland Water Damage Restoration,5.0,2,Water damage restoration service,"224 SW 1st Ave, Portland, OR 97204, United States","G8CH+77 Portland, Oregon, USA",,+1 458-209-3390,Closed · Opens 6 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweobJ4YHewTmhGa6CuF9X2PK8lMDsU9pMTfALANp8ek5teqbfHBUWHOJbHR73RYd6x56Ksj0Msp-NUJfMaKhvEla79u2IuTVMcwXtT1bFpEBvXPQh9gTHL2F21Q5n4k35x0vbhop=w408-h272-k-no,true,8 am–8 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,6 am–10 pm,8 am–8 pm,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-03-23T05:05:49.234Z,,,
https://www.google.com/maps/place/ServiceMaster+of+Portland/data=!4m7!3m6!1s0x54950a84f902a683:0x2934faef8ee733a8!8m2!3d45.4880055!4d-122.6382913!16s%2Fg%2F1tdk4x0_!19sChIJg6YC-YQKlVQRqDPnju_6NCk,ServiceMaster of Portland,4.7,305,Water damage restoration service,"2715 SE Raymond St, Portland, OR 97202, United States","F9Q6+6M Portland, Oregon, USA",https://www.servicemasterrestore.com/servicemaster-of-portland/?utm_source=GBP&utm_medium=Organic,+1 503-483-8786,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqRWqc1GiooAdiSH9VNY1WrHlORL38VBmijdi-eIrOkA9TOLm0eicfJcxjbfZ1k0U6Melj_PCgoeRttwTv_tyma9U3JxNOy1dUT12yQGrCKBR2syVtbFUDGiLO2XWKgQYeLye9e7A=w408-h291-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-03-23T05:05:54.401Z,,,
https://www.google.com/maps/place/Stornick/data=!4m7!3m6!1s0x88ec3f1a5766ae7f:0x685460131e5f5b5f!8m2!3d45.4995482!4d-122.6770594!16s%2Fg%2F11vm0kjb5n!19sChIJf65mVxo_7IgRX1tfHhNgVGg,Stornick,,,Water damage restoration service,"39 S Gibbs St, Portland, OR 97239, United States","F8XF+R5 Portland, Oregon, USA",https://stornickwaterrestoration.com/locations/portland/,+1 971-309-2001,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqcI-3wv3eXNQKjBrjI_rg24KTSqDRqVe2drMzqbuWXYHwmPFzJok3CVYN-iykP8KbYsxnHyGXmxV1pB9z7ATqco-dJKsHc3S0gAoY6dUF3JdWicVUSZxgSBc3o0Yg8zu-RihQE0Q=w408-h311-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/water+damage+restoration+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2026-03-23T05:05:59.195Z,,,
