placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,isBlackOwned,attributes,error
https://www.google.com/maps/place/Elite+Garage+Door+Repair+Of+Detroit/data=!4m7!3m6!1s0x8824c8df268f3325:0xbb5e29d973acf472!8m2!3d42.2396335!4d-83.151111!16s%2Fg%2F11hdb4ch7j!19sChIJJTOPJt_IJIgRcvSsc9kpXrs,Elite Garage Door Repair Of Detroit,4.9,274,Garage door supplier,,,https://elitegaragedetroit.us/,+1 313-335-3509,Open ⋅ Closes 11:30 pm,https://lh3.googleusercontent.com/p/AF1QipN9l1_abbD6FIdOZD4Y1KXxD7FMe5zZ16zASJir=w408-h305-k-no,true,6:30 am–11:30 pm,6:30 am–11:30 pm,6:30 am–11:30 pm,6:30 am–11:30 pm,6:30 am–11:30 pm,6:30 am–11:30 pm,6:30 am–11:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-11-07T22:45:45.450Z,,,,
https://www.google.com/maps/place/garagedoordetroit./data=!4m7!3m6!1s0x883b2da9dcb650f5:0x5fbd2b632d9d212!8m2!3d42.3314661!4d-83.0388311!16s%2Fg%2F11y9j4rfzw!19sChIJ9VC23KktO4gREtLZMrbS-wU,garagedoordetroit.,5.0,1,Repair service,"561 E Jefferson Ave, Detroit, MI 48226, United States","8XJ6+HF Detroit, Michigan, USA",https://garagedoordetroit.com/contact-us.html,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fLjEd9ATa53QvqpCil2h9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.4735&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-11-07T22:45:49.423Z,,,,
https://www.google.com/maps/place/detroitgaragedoor./data=!4m7!3m6!1s0x8824cd5f0cc62eb1:0xd00b2a648e68513a!8m2!3d42.385774!4d-83.1398967!16s%2Fg%2F11y9j3x1jn!19sChIJsS7GDF_NJIgROlFojmQqC9A,detroitgaragedoor.,,,Repair service,"13323 Livernois, Detroit, MI 48238, United States","9VP6+82 Detroit, Michigan, USA",https://detroitgaragedoor.net/,,Open ⋅ Closes 8 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZaKFss10Tx-Q_ZNSIJH_Dw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=257.57617&pitch=0&thumbfov=100,false,8 am–8 pm,10 am–5 pm,10 am–5 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-11-07T22:45:55.143Z,,,,
"https://www.google.com/maps/place/Detroit+Door+Services,+LLC/data=!4m7!3m6!1s0x8824c9cf203c3bc9:0xf19bd7dcaab73475!8m2!3d42.4410695!4d-83.1761915!16s%2Fg%2F11qw_5_xs2!19sChIJyTs8IM_JJIgRdTS3qtzXm_E","Detroit Door Services, LLC",4.8,106,Door supplier,,,http://www.detroit-doors.com/,+1 313-908-5657,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPwh4VfT-MlesXbH6MWKr93fVjlMQQ9NQ86i1Qb=w408-h725-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-11-07T22:46:00.573Z,,,,
https://www.google.com/maps/place/garagedoorspringsdetroit./data=!4m7!3m6!1s0x8824d3e59e6226ad:0x89110d06f31ad39a!8m2!3d42.3664996!4d-83.0789608!16s%2Fg%2F11wnyvtcn1!19sChIJrSZinuXTJIgRmtMa8wYNEYk,garagedoorspringsdetroit.,,,Repair service,"845 W Milwaukee Ave, Detroit, MI 48202, United States","9W8C+HC Detroit, Michigan, USA",http://garagedoorspringsdetroit.com/contact-us.html,+1 313-603-5241,Open ⋅ Closes 8 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=417UzLVt6c2IsIyMumbEkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=180.54628&pitch=0&thumbfov=100,false,8 am–8 pm,9 am–5 pm,9 am–5 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-11-07T22:46:05.737Z,,,,
https://www.google.com/maps/place/American+Garage+Doors/data=!4m7!3m6!1s0x494dc7db22716c6b:0x208827f761109d22!8m2!3d42.443335!4d-83.3772835!16s%2Fg%2F11mcq09sjr!19sChIJa2xxItvHTUkRIp0QYfcniCA,American Garage Doors,5.0,36,Garage door supplier,,,https://agdoorsmi.com/,+1 313-210-8686,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipOvIteFnijZv0KIZwNgmpyyRpGjrUvU2ZwUi8H1=w408-h306-k-no,true,8 am–9 pm,8 am–9 pm,9:30 am–6 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-11-07T22:46:10.630Z,,,,
"https://www.google.com/maps/place/B+%26+M+Garage+Doors,+Inc./data=!4m7!3m6!1s0x8824ceca0dccc72f:0x3e9b334da6b49891!8m2!3d42.444967!4d-83.1854494!16s%2Fg%2F1tnmsbq3!19sChIJL8fMDcrOJIgRkZi0pk0zmz4","B & M Garage Doors, Inc.",4.3,67,Garage door supplier,"14031 Eight Mile W, Detroit, MI 48235, United States","CRV7+XR Detroit, Michigan, USA",http://bandmgaragedoors.com/,+1 313-861-8000,Closed ⋅ Opens 9:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipO5ttbD2wMhYsb9fB7nyadkNnUHv8I0Ve4Ln594=w1157-h240-k-no,true,9:30 am–5 pm,Closed,Closed,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-11-07T22:46:16.084Z,,,,
https://www.google.com/maps/place/Community+Garage+Door/data=!4m7!3m6!1s0x8824d788f34e6be1:0x4664022e3f0d67b0!8m2!3d42.4267905!4d-82.9511894!16s%2Fg%2F11m434s5mw!19sChIJ4WtO84jXJIgRsGcNPy4CZEY,Community Garage Door,5.0,1,Garage door supplier,"12016 Morang Ave, Detroit, MI 48224, United States","C2GX+PG Detroit, Michigan, USA",https://communitygaragedoor.us/,+1 313-839-1600,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipMLbXoxakoHpDoSfxf-TzqHODfWJgJozcDZKRMP=w423-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-11-07T22:46:20.959Z,,,,
"https://www.google.com/maps/place/REPAIR+AND+RENOVATION,+INC./data=!4m7!3m6!1s0x883b2d94eb9ba23d:0x6228e4a436b9123d!8m2!3d42.3306862!4d-83.0374382!16s%2Fg%2F11wfgjyrr2!19sChIJPaKb65QtO4gRPRK5NqTkKGI","REPAIR AND RENOVATION, INC.",,,,"600 Woodbridge St, Detroit, MI 48226, United States","8XJ7+72 Detroit, Michigan, USA",,+1 248-667-2304,Permanently closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OdBUrdqK8gS5elcBdoAcxA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=58.70075&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Downtown+Detroit+Detroit+MI/@42.331704,-83.0470684,14z",2025-11-07T22:46:26.206Z,,,,
https://www.google.com/maps/place/BEN%E2%80%99S+GARAGE+DOOR+REPAIR/data=!4m7!3m6!1s0x4de812d3a6fb08fd:0xc43f5c0e5573361d!8m2!3d42.3989315!4d-83.291406!16s%2Fg%2F11y1vq5wny!19sChIJ_Qj7ptMS6E0RHTZzVQ5cP8Q,BEN’S GARAGE DOOR REPAIR,5.0,326,Garage door supplier,,,http://bens-garagedoorrepair.com/,+1 313-600-2151,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNgZrNYljqLSvdxKDsJr4vvFLaA6vmIuDe3UUi9=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Greektown+Detroit+MI/@42.3355849,-83.0409675,14z",2025-11-07T22:46:56.018Z,,,,
