placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Choice+Electric/data=!4m7!3m6!1s0x89de71918caba2f1:0xafd3d4279680e75e!8m2!3d42.7825855!4d-73.9491157!16s%2Fg%2F11hczwgvkv!19sChIJ8aKrjJFx3okRXueAlifU068,Choice Electric,4.9,78,Electrician,"1600 Altamont Ave Unit 2, Schenectady, NY 12303, United States","Q3M2+29 Schenectady, New York, USA",http://www.choiceelectricllc.com/,+1 518-952-0228,"Open · Closes 8 pm

Updated by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMhkFlZilTgVVmlm7OJjAfshMrQOv3669vJg1I-=w408-h541-k-no,true,7 am–8 pm,Closed,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-01-10T21:22:53.126Z,,,,
https://www.google.com/maps/place/Advanced+Power+LLC/data=!4m7!3m6!1s0x89de159d2ddbb86f:0x920271edd081e826!8m2!3d42.8995312!4d-73.7639895!16s%2Fg%2F11c1x841wc!19sChIJb7jbLZ0V3okRJuiB0O1xApI,Advanced Power LLC,4.7,72,Electric generator shop,"3 Liebich Ln Suite 7 Suite 7, Clifton Park, NY 12065, United States","V6XP+RC Country Knolls, New York, USA",http://advancedpowerllc.com/,+1 518-895-2884,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz8GLESqWjuVdKC0sf-wVEqkNvTbKVXSLeyfSuhfThnHtWwK6-BzDdwsgO31EgNxmhP_-AacCFi5BYh9sg1RC467XPWEA8cpX5D9PwdfckRTrQ5_aWSNrAgQtQVauAS5T9qP2dP=w408-h306-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-01-10T21:22:58.464Z,,,,
"https://www.google.com/maps/place/Hurricane+Home+Solutions,+Inc./data=!4m7!3m6!1s0x89de7541afa698a9:0xeb8830327eed98d!8m2!3d42.7122404!4d-73.8446654!16s%2Fg%2F11n7b74x__!19sChIJqZimr0F13okRjdnuJwODuA4","Hurricane Home Solutions, Inc.",4.8,35,Electric generator shop,"12A Petra Ln, Colonie, NY 12205, United States","P564+V4 Colonie, New York, USA",http://hurricanehomesolutions.com/,+1 518-360-1619,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSza0MQrGlWw4S8hayhUuEzKkeQS2PgCUEFY_50PA2r4AQeBysN810P5cLedvMqBStN-O9iEc4sGY6ZE4xJtpl9UZIRALvMo9OGP59exSYJA_zeWZKdjR4vRUpeZGNYy5nllJNo84spuUxjZ=w408-h544-k-no,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-01-10T21:23:03.736Z,· Delivery,,,
https://www.google.com/maps/place/Capital+Power/data=!4m7!3m6!1s0x89de0bb525ec75e9:0xbff566c11e4fdc98!8m2!3d42.6674999!4d-73.773818!16s%2Fg%2F1tfzsxvt!19sChIJ6XXsJbUL3okRmNxPHsFm9b8,Capital Power,4.5,14,Electric generator shop,"500 Elk St, Albany, NY 12206, United States","M68G+XF Albany, New York, USA",http://capitalstandbypower.com/,+1 518-366-1777,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyitSdsbrBISsGBnk0jUfeeQp8re-xU1N72sqGRKi1czedksGLKYZmTtdeDBaA0nL83W2z08Mg1Pc1ip3g9qnUw6rWnTtjnKCDB82sV-UZK8GbUBINnrUVeoHHxTUOzTl-KRe1T=w408-h306-k-no,true,Closed,Closed,9 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-01-10T21:23:08.631Z,· Delivery,,,
https://www.google.com/maps/place/Ambrose+Electric/data=!4m7!3m6!1s0x89de0cf8584d0ca9:0xc26d47021f6d7c24!8m2!3d42.7384783!4d-73.7967358!16s%2Fg%2F1x6q2rkr!19sChIJqQxNWPgM3okRJHxtHwJHbcI,Ambrose Electric,4.8,91,Electrician,"790 Watervliet Shaker Rd, Latham, NY 12110, United States","P6Q3+98 Latham, New York, USA",https://ambroselec.com/,+1 518-783-0741,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPwzEwBymHeyhVJYgL-nnMxeP1uUAe-CX0s_fOt=w408-h390-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-01-10T21:23:13.545Z,,,,
https://www.google.com/maps/place/Guerin+Generator+Services/data=!4m7!3m6!1s0x89de3fe787d2acb5:0x4636948032aa672e!8m2!3d42.9723453!4d-73.837747!16s%2Fg%2F11pf2htnl3!19sChIJtazSh-c_3okRLmeqMoCUNkY,Guerin Generator Services,5.0,50,Electric generator shop,"831 NY-67, Ballston Spa, NY 12020, United States","X5C6+WW Ballston Spa, New York, USA",http://gueringenerators.com/,+1 518-237-9397,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMte-hFHzYMmg1Xl_jdvQS79K5-rk-TNeAbFYmz=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-01-10T21:23:18.425Z,,,,
https://www.google.com/maps/place/Troy+Generator+Service+LLC/data=!4m7!3m6!1s0x89dde2b000000001:0x4753cd5fc958ba7a!8m2!3d42.746618!4d-74.8107256!16s%2Fg%2F11hd1vwtqk!19sChIJAQAAALDi3YkRerpYyV_NU0c,Troy Generator Service LLC,5.0,4,Electric generator shop,,,http://www.troygenerator.com/,+1 518-281-6306,Closes soon · 5 pm · Opens 6 am Sun,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxwYGya7cGgsMu2Eb207kjOEW9C_buOLXPdWkCo8go-3LKS0kfIcDLoAp7UStkSCMpO8SY9XewgBrrTdlRCE79lhvcUNrljYAVWzW59vVioYFbQa-r4OvhobXwucTKu5HtdPsK-=w506-h240-k-no,true,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-01-10T21:23:23.065Z,,,,
https://www.google.com/maps/place/Mel+Carr+Electric/data=!4m7!3m6!1s0x89de0a4ad385b235:0x2d6648555d002d1c!8m2!3d42.694515!4d-73.8076359!16s%2Fg%2F1tftg9lp!19sChIJNbKF00oK3okRHC0AXVVIZi0,Mel Carr Electric,4.9,1724,Electrician,"6 Highland Ave, Albany, NY 12205, United States","M5VR+RW Albany, New York, USA",https://www.melcarrelectric.com/,+1 518-520-0448,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPzl7i13C8b7xlT8v32HYJCc6cMDc-7z1_9Zoe0=w408-h306-k-no,true,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-01-10T21:23:28.184Z,,,,
https://www.google.com/maps/place/Guerin+Generator+Services/data=!4m7!3m6!1s0x89de0e21ddb1f501:0x4d2ad13d5d749cb2!8m2!3d42.746618!4d-74.8107256!16s%2Fg%2F11ckkqyvc5!19sChIJAfWx3SEO3okRspx0XT3RKk0,Guerin Generator Services,4.3,13,Electrician,,,http://www.gueringenerators.com/,+1 518-237-9397,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipM-0MHVLyXbqXlI9tRaqKXnvQ4sxKuB4Aqbz2Y7=w475-h240-k-no,true,8 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-01-10T21:23:32.986Z,,,,
https://www.google.com/maps/place/Houghtaling+Electrical/data=!4m7!3m6!1s0x89de0a6dac6f4a85:0x8608d058b5c8cbd1!8m2!3d42.638629!4d-73.7746479!16s%2Fg%2F1vxcxdpl!19sChIJhUpvrG0K3okR0cvItVjQCIY,Houghtaling Electrical,4.9,158,Electrician,"25 O Connell St, Albany, NY 12209, United States","J6QG+F4 Albany, New York, USA",http://houghtalingelectrical.com/,+1 518-857-5320,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipM5CH3ACS3-PkE4p2Q95gsyMao-ubvvEh55rCJR=w427-h240-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Altamont+Albany+NY/@42.7006324,-74.0337382,14z",2026-01-10T21:23:37.850Z,,,,
