placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,isBlackOwned,info,error
"https://www.google.com/maps/place/Metzger,+Mancini+%26+Lackner,+LLP/data=!4m7!3m6!1s0x8816cd159977f119:0x5e2c60f872361646!8m2!3d41.6759262!4d-86.2357031!16s%2Fg%2F1tr18567!19sChIJGfF3mRXNFogRRhY2cvhgLF4","Metzger, Mancini & Lackner, LLP",5.0,58,Certified public accountant,"115 S Eddy St, South Bend, IN 46617, United States","MQG7+9P South Bend, Indiana, USA",http://www.mmlcpa.net/,+1 574-232-9973,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5RGJ48v1Kd3mCpsZyoPlXg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.18784&pitch=0&thumbfov=100,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–12 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-19T15:47:01.337Z,,,
https://www.google.com/maps/place/Kruggel+Lawton+CPAs/data=!4m7!3m6!1s0x8816cd314a4a8903:0x7d0a10fa669d0620!8m2!3d41.6747619!4d-86.2500977!16s%2Fg%2F1vhlyt16!19sChIJA4lKSjHNFogRIAadZvoQCn0,Kruggel Lawton CPAs,4.7,3,Certified public accountant,"210 S Michigan St #200, South Bend, IN 46601, United States","MPFX+WX South Bend, Indiana, USA",http://www.klcpas.com/,+1 574-289-4011,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOXVcLDNNkjqaFUrfaRFCSc6LjcVCeYPkG7hnlN=w426-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-19T15:47:07.554Z,,,
https://www.google.com/maps/place/Silver+%26+Company+CPAs+and+Advisors+PC/data=!4m7!3m6!1s0x8816cd1d373194fb:0xd97b9785cc8dd5ca!8m2!3d41.6738522!4d-86.252991!16s%2Fg%2F1tj7w_3c!19sChIJ-5QxNx3NFogRytWNzIWXe9k,Silver & Company CPAs and Advisors PC,5.0,2,Accountant,"221 W Wayne St 2nd Floor, South Bend, IN 46601, United States","MPFW+GR South Bend, Indiana, USA",https://www.silverco.cpa/,+1 574-287-6400,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mRi4HF8b7vPy_HeZMAjKaA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.1091727&pitch=0&thumbfov=100,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–3 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-19T15:47:12.423Z,,,
"https://www.google.com/maps/place/Weidner+and+Company,+Certified+Public+Accountants/data=!4m7!3m6!1s0x8816cd7b6209985f:0xc935b3a86790cdb6!8m2!3d41.6938487!4d-86.2239069!16s%2Fg%2F11b7b_x0r7!19sChIJX5gJYnvNFogRts2QZ6izNck","Weidner and Company, Certified Public Accountants",1.8,5,Accountant,"1251 N Eddy St suite 200, South Bend, IN 46617, United States","MQVG+GC South Bend, Indiana, USA",http://weidnercpa.com/,+1 574-234-8822,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZsXAxMHu5sjT0Sdj8tU1kQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=188.19601&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-19T15:47:15.337Z,,,
https://www.google.com/maps/place/Duran+Tax+Services+Inc/data=!4m7!3m6!1s0x8816cce0b8a0d6f3:0x5734bf4a4924edf3!8m2!3d41.6552666!4d-86.2347176!16s%2Fg%2F1tmbwqt0!19sChIJ89aguODMFogR8-0kSUq_NFc,Duran Tax Services Inc,4.5,29,Tax preparation service,"1818 Miami St, South Bend, IN 46613, United States","MQ48+44 South Bend, Indiana, USA",https://www.durantaxservices.com/,+1 574-288-1040,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZWs6RLWQ48CrSEMpNmPmPA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=170.23302&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-19T15:47:20.271Z,,,
https://www.google.com/maps/place/Lothamer+Tax+Resolution/data=!4m7!3m6!1s0x8816cd404c4499af:0x9d9454a8177f6bcd!8m2!3d41.6783654!4d-86.2457637!16s%2Fg%2F11n76s53cy!19sChIJr5lETEDNFogRzWt_F6hUlJ0,Lothamer Tax Resolution,4.7,12,Tax consultant,"401 E Colfax Ave #180, South Bend, IN 46617, United States","MQH3+8M South Bend, Indiana, USA",https://lothamer.com/locations/south-bend-in/?utm_source=GMBlisting&utm_medium=organic,+1 574-800-0495,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO5qNDv5vga3_kOG7gVipNC8ojeiapsJkTeI5EF=w408-h272-k-no,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-19T15:47:25.308Z,,,
https://www.google.com/maps/place/Valor+Partners+LLC/data=!4m7!3m6!1s0x8816cd627976cec3:0xa062ce5ef3d8d991!8m2!3d41.6776597!4d-86.2354078!16s%2Fg%2F11fb0q8nyc!19sChIJw852eWLNFogRkdnY817OYqA,Valor Partners LLC,4.5,17,Accounting firm,"1028 E Colfax Ave, South Bend, IN 46617, United States","MQH7+3R South Bend, Indiana, USA",http://valorpartnersllc.com/,+1 574-241-1699,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Qx6-605AXlOt2Jku1rE0Gw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=235.16411&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-19T15:47:30.587Z,,,
https://www.google.com/maps/place/Crowe+LLP/data=!4m7!3m6!1s0x88db40323b0bb31f:0x9f71b534991cfba6!8m2!3d41.6739582!4d-86.2459495!16s%2Fg%2F1tg6w97q!19sChIJH7MLOzJA24gRpvscmTS1cZ8,Crowe LLP,3.7,3,Accountant,"320 E Jefferson Blvd, South Bend, IN 46601, United States","MQF3+HJ South Bend, Indiana, USA",https://www.crowe.com/about-us/our-offices/south-bend?utm_source=gmb&utm_medium=Yext,+1 574-232-3992,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nob0NC_woafqH9dTXFxweZGXh92cGA5B1RULOzW9z02aeR43s1Hp8oBCzwdxmvkJJsDtuGpReWIeg-xZVqus64ahSkKAjN01rsvOnmYnVKUP9pqPN25ykrL-zrz-Utq1hT6LfUQ=w408-h306-k-no,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-19T15:47:35.600Z,,,
https://www.google.com/maps/place/Kosowski+Tax+%26+Accounting+Services/data=!4m7!3m6!1s0x8816ccc9a77281e7:0x15b34eb1fb23f658!8m2!3d41.6418156!4d-86.2500245!16s%2Fg%2F1tj1n3k2!19sChIJ54Fyp8nMFogRWPYj-7FOsxU,Kosowski Tax & Accounting Services,4.7,15,Tax preparation service,"3123 S Michigan St, South Bend, IN 46614, United States","JPRX+PX South Bend, Indiana, USA",,+1 574-247-8299,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jp06Vsojo4uBaOQGZpmE_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.81802&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/certified+public+accountant+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-19T15:47:38.198Z,,,
https://www.google.com/maps/place/Consuella%27s+Accounting+and+Tax/data=!4m7!3m6!1s0x88113296d1d1a6f9:0xb07048af29efded1!8m2!3d41.687946!4d-86.2814392!16s%2Fg%2F1tp_6_f7!19sChIJ-abR0ZYyEYgR0d7vKa9IcLA,Consuella's Accounting and Tax,3.9,10,Tax preparation service,"2201 Lincoln Way W Suite 204, South Bend, IN 46628, United States","MPQ9+5C South Bend, Indiana, USA",http://www.consuellasaccounting.com/,+1 574-287-1040,Closed ⋅ Opens 10 am Tue,https://lh3.googleusercontent.com/p/AF1QipNl_UEVwo-uignblvSXXCAHgMdm4bNZALAN8lF8=w408-h272-k-no,true,Closed,Closed,10 am–3 pm,10 am–3 pm,10 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/certified+public+accountant+in+South+Bend+South+Bend+IN/@41.6763545,-86.2519898,14z",2025-10-19T15:47:43.111Z,,,
