placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error,isBlackOwned,attributes
https://www.google.com/maps/place/The+Vascular+Care+Group+-+Lowell/data=!4m7!3m6!1s0x89e3a30a08ac558b:0x2c59c5ebaf4e9289!8m2!3d42.6285286!4d-71.3568261!16s%2Fg%2F11lnlnzrn9!19sChIJi1WsCAqj44kRiZJOr-vFWSw,The Vascular Care Group - Lowell,5.0,49,Vascular surgeon,"1115 Westford St 2nd Floor, Lowell, MA 01851, United States","JJHV+C7 Lowell, Massachusetts, USA",https://thevascularcaregroup.com/about-us/locations/lowell-massachusetts/?utm_source=GMBSocialClimb&utm_medium=TheVascularCareGroup-Lowell,+1 351-221-7080,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R-0pzJCXNWutqgoqRt1Wtg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=302.05734&pitch=0&thumbfov=100,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-12-16T22:28:04.268Z,,,,
https://www.google.com/maps/place/Lowell+General+Hospital+Vein+Care+%E2%80%93+Saints+Campus/data=!4m7!3m6!1s0x89e3a43b6eabd6e9:0xf48c1cb19ef64ec5!8m2!3d42.6456902!4d-71.3011553!16s%2Fg%2F11dxqzkm2b!19sChIJ6darbjuk44kRxU72nrEcjPQ,Lowell General Hospital Vein Care – Saints Campus,3.5,2,Medical clinic,"1 Hospital Dr, Lowell, MA 01852, United States","JMWX+7G Lowell, Massachusetts, USA",https://www.tuftsmedicine.org/get-care/locations/lowell-general-hospital/lowell-general-saints-campus/vein-center?utm_source=Yext&utm_medium=Listings%20Management,+1 978-934-8346,Closed · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipOknGtOZtfk_-VyBvinPMnSqva6K2MFCHmZc03W=w426-h240-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-12-16T22:28:09.785Z,,,,
https://www.google.com/maps/place/Tufts+Medicine+Vascular+%2B+Vein+Care+%E2%80%93+Lowell/data=!4m7!3m6!1s0x89e3a3fef1b84b39:0x8bb028e4ea17e93d!8m2!3d42.6285286!4d-71.3568261!16s%2Fg%2F11xtx3kj3w!19sChIJOUu48f6j44kRPekX6uQosIs,Tufts Medicine Vascular + Vein Care – Lowell,,,Vascular surgeon,"1115 Westford St 2nd Floor, Lowell, MA 01851, United States","JJHV+C7 Lowell, Massachusetts, USA",https://www.tuftsmedicine.org/get-care/locations/vascular-vein-center-lowell?utm_source=Yext&utm_medium=Listings%20Management,+1 351-221-7080,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNlLGbkYV3X3Q_crebdB7fK016yR4vp-mMjT3dN=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-12-16T22:28:14.827Z,,,,
https://www.google.com/maps/place/Boston+Vein+Care+%7C+Vein+Center+in+Lowell+MA/data=!4m7!3m6!1s0x89e3a35d9fcd8df7:0xba38fe9eb148e8dd!8m2!3d42.6243951!4d-71.3588182!16s%2Fg%2F1pp2tz7sq!19sChIJ943Nn12j44kR3ehIsZ7-OLo,Boston Vein Care | Vein Center in Lowell MA,5.0,8,Vascular surgeon,"4 Courthouse Ln # 15, Chelmsford, MA 01824, United States","JJFR+QF Chelmsford, Massachusetts, USA",https://bostonveincare.org/,+1 978-666-4200,Temporarily closed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSynNvtrRq1yGAxBqXIK4zMSLQbDe5K-38_BI3lpmwPp1Hy59gV1xN61XHC_X3fibOLCtX_bm1-dEGzOSabWTDqESusqgDz4UMtWJNAcGJzFKWrURUfRsnPZiNgE2Uuu70d7rVQWLg=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Lowell+MA/@42.6458914,-71.3127093,14z",2025-12-16T22:28:19.902Z,,,,
https://www.google.com/maps/place/CareCentral+Urgent+Care/data=!4m7!3m6!1s0x89e488dc37fea3d3:0x3dbe0193fba3f27f!8m2!3d42.025188!4d-71.117356!16s%2Fg%2F11bv5vb2y4!19sChIJ06P-N9yI5IkRf_Kj-5MBvj0,CareCentral Urgent Care,4.4,603,Urgent care center,"682 Depot St, North Easton, MA 02356, United States","2VGM+33 North Easton, Easton, MA, USA",http://carecentralurgentcare.com/,+1 508-297-1665,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipMFg-8eVFd2pIDtYOnlA01lb-prgZbTAvw8Rhuh=w426-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–4 pm,9 am–4 pm,8 am–8 pm,"https://www.google.com/maps/search/vein+clinics+in+Brockton+MA/@42.0694328,-71.0239891,14z",2025-12-16T22:28:35.226Z,,,,
https://www.google.com/maps/place/Vascular+Care+Specialists/data=!4m7!3m6!1s0x89e4859485598f13:0xec0b4909010f254b!8m2!3d42.0987775!4d-71.0608267!16s%2Fg%2F11rcmx5w6m!19sChIJE49ZhZSF5IkRSyUPAQlJC-w,Vascular Care Specialists,4.7,10,Surgical center,"830 Oak St # 200W, Brockton, MA 02301, United States","3WXQ+GM Brockton, Massachusetts, USA",https://www.vascularcarespecialists.com/,+1 774-480-1600,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wRDoM7rlU-YQB9E06RLcog&cb_client=search.gws-prod.gps&w=408&h=240&yaw=66.6609&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Brockton+MA/@42.0694328,-71.0239891,14z",2025-12-16T22:28:40.100Z,,,,
"https://www.google.com/maps/place/Aqeel+Siddiqui,+MD/data=!4m7!3m6!1s0x89e4858f8ec6cb6d:0xd8db5e5644fa46f5!8m2!3d42.0987775!4d-71.0608267!16s%2Fg%2F1tj2ph2t!19sChIJbcvGjo-F5IkR9Ub6RFZe29g","Aqeel Siddiqui, MD",5.0,11,Vascular surgeon,"830 Oak St # 200W, Brockton, MA 02301, United States","3WXQ+GM Brockton, Massachusetts, USA",http://www.vascularcarespecialists.com/,+1 774-480-1600,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZkpG6bve4z0AtBwtA8osEw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=33.310516&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Brockton+MA/@42.0694328,-71.0239891,14z",2025-12-16T22:28:45.069Z,,,,
"https://www.google.com/maps/place/Stephen+Maloney,+MD/data=!4m7!3m6!1s0x89e4859003e910f5:0xaf3af65d53c94764!8m2!3d42.0577762!4d-71.0619409!16s%2Fg%2F1hc2vk5js!19sChIJ9RDpA5CF5IkRZEfJU132Oq8","Stephen Maloney, MD",4.0,4,Vascular surgeon,"110 Liberty St, Brockton, MA 02301, United States","3W5Q+46 Brockton, Massachusetts, USA",https://signature-healthcare.org/find-a-provider/stephen-maloney,+1 508-894-0400,"Closed · Opens 8 am Wed

Confirmed by this business 5 days ago",https://lh3.googleusercontent.com/p/AF1QipO5bAg_fNEHGk_wS-bpBR1dlgcTxscDKU4xvZ5J=w426-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,"https://www.google.com/maps/search/vein+clinics+in+Brockton+MA/@42.0694328,-71.0239891,14z",2025-12-16T22:28:49.919Z,,,,
https://www.google.com/maps/place/Dr.+Peter+Augustinos/data=!4m7!3m6!1s0x89e4844cfe5ef281:0xf69ec9d11d08b389!8m2!3d42.0888743!4d-71.0648027!16s%2Fg%2F11k3y0qynx!19sChIJgfJe_kyE5IkRibMIHdHJnvY,Dr. Peter Augustinos,5.0,1,Family practice physician,"1 Pearl St #2700, Brockton, MA 02301, United States","3WQP+G3 Brockton, Massachusetts, USA",,+1 508-584-4104,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PyWQHRun6v73S-fIpcqeog&cb_client=search.gws-prod.gps&w=408&h=240&yaw=175.66028&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Brockton+MA/@42.0694328,-71.0239891,14z",2025-12-16T22:28:52.735Z,,,,
https://www.google.com/maps/place/Brockton+VA+Medical+Center/data=!4m7!3m6!1s0x89e4859f61a548d5:0x93292d4d77ba00b6!8m2!3d42.0629896!4d-71.0539915!16s%2Fg%2F1th7zc9r!19sChIJ1UilYZ-F5IkRtgC6d00tKZM,Brockton VA Medical Center,4.0,126,Medical clinic,"940 Belmont St, Brockton, MA 02301, United States","3W7W+5C Brockton, Massachusetts, USA",https://www.boston.va.gov/,+1 508-583-4500,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwXwNUjR9VdlutnqQx3MtO1UISQv6sLnO8vDGpNtv7oyESZMJ0yuwcpteIuWB2p3yBHLsRZskvKxfqYyPe0bx8hTNemouageZY1Q-yQ0ETC3_voPmpXGDtUoZh9hS4hitsB6TQMyw=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Brockton+MA/@42.0694328,-71.0239891,14z",2025-12-16T22:28:57.855Z,,,,
https://www.google.com/maps/place/South+Shore+Aesthetics+%26+Wellness/data=!4m7!3m6!1s0x89e4854bb8ffce13:0x6f437efc7cf2b5a3!8m2!3d42.0781787!4d-71.0335577!16s%2Fg%2F11f7jgy_dq!19sChIJE87_uEuF5IkRo7XyfPx-Q28,South Shore Aesthetics & Wellness,5.0,2,Skin care clinic,"77 Byron Ave #2, Brockton, MA 02301, United States","3XH8+7H Brockton, Massachusetts, USA",http://www.southshore-aesthetics.com/,+1 781-829-4555,Open · Closes 5 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FIQI3UiERgdITWsI3Tk4qA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=248.0911&pitch=0&thumbfov=100,false,9 am–5 am,9 am–5 am,9 am–5 am,9 am–5 am,9 am–5 am,9 pm–5 am,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Brockton+MA/@42.0694328,-71.0239891,14z",2025-12-16T22:29:02.750Z,,,,
"https://www.google.com/maps/place/Christopher+Gibson,+PA/data=!4m7!3m6!1s0x89e4855c117aadad:0x955d7944c7738676!8m2!3d42.0888981!4d-71.0647921!16s%2Fg%2F11l8g95qyl!19sChIJra16EVyF5IkRdoZzx0R5XZU","Christopher Gibson, PA",,,Vascular surgeon,"1 Pearl St #2000, Brockton, MA 02301, United States","3WQP+H3 Brockton, Massachusetts, USA",https://providers.steward.org/s/affiliation/a0d5Y00001WQz7PQAT/Christopher-Gibson-1-Pearl-Street-Suite-2000-Brockton-MA-02301-SMG-Surgical-Sp,+1 508-584-4104,Closed · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PyWQHRun6v73S-fIpcqeog&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.22414&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Brockton+MA/@42.0694328,-71.0239891,14z",2025-12-16T22:29:07.519Z,,,,
"https://www.google.com/maps/place/ESP+Medical+LLC+-+Vikas+Merchia,+MD/data=!4m7!3m6!1s0x89e4845b37d94d8f:0x3c321ee789dc0ddf!8m2!3d42.0987775!4d-71.0608267!16s%2Fg%2F1262lm9kr!19sChIJj03ZN1uE5IkR3w3cieceMjw","ESP Medical LLC - Vikas Merchia, MD",4.9,289,Women's health clinic,"830 Oak St, Brockton, MA 02301, United States","3WXQ+GM Brockton, Massachusetts, USA",http://www.urogynob.com/,+1 508-521-9259,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipNweg8_2_mCXK-to13bbX1ib7O9OZytXHbg7vmS=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/vein+clinics+in+Brockton+MA/@42.0694328,-71.0239891,14z",2025-12-16T22:29:12.375Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Valentin+Atanassov/@42.0877929,-70.9913654,18z/data=!3m1!4b1!4m6!3m5!1s0x89e49b30ba3fffff:0xae994a12801f7e74!8m2!3d42.0877929!4d-70.9913654!16s%2Fg%2F11tn6vxbv0",Valentin Atanassov,5.0,1,Surgeon,"680 Centre St, Brockton, MA 02302, United States",,,+1 508-941-7000,,,false,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Brockton+MA/@42.0694328,-71.0239891,14z",2025-12-16T22:29:17.052Z,,,,
"https://www.google.com/maps/place/Emergency+Room,+Signature+Healthcare+Brockton+Hospital/data=!4m7!3m6!1s0x89e49b30bdd2dd1d:0x66aa2aa1ae4c5cc1!8m2!3d42.0872704!4d-70.9916155!16s%2Fg%2F11cmcyd4tw!19sChIJHd3SvTCb5IkRwVxMrqEqqmY","Emergency Room, Signature Healthcare Brockton Hospital",2.3,76,Emergency room,"680 Centre St, Brockton, MA 02302, United States","32P5+W9 Brockton, Massachusetts, USA",https://signature-healthcare.org/medical-services/emergency-services,+1 508-941-7000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPSTFUjllTIVoA3RXUo89WKkWKh-Z3fEwzUbgth=w408-h253-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/vein+clinics+in+Brockton+MA/@42.0694328,-71.0239891,14z",2025-12-16T22:29:22.137Z,,,,
https://www.google.com/maps/place/Signature+Medical+Group+-+Brockton+-+178+Quincy+Ave./data=!4m7!3m6!1s0x89e49b30bbc198a9:0x4dd37d81da0a256c!8m2!3d42.0890119!4d-70.9907653!16s%2Fm%2F0clvpwq!19sChIJqZjBuzCb5IkRbCUK2oF9000,Signature Medical Group - Brockton - 178 Quincy Ave.,2.2,279,Medical Center,"178 Quincy Ave, Brockton, MA 02302, United States","32Q5+JM Brockton, Massachusetts, USA",http://mysignaturecare.org/locations/brockton-178-quincy-ave,+1 508-941-7000,,https://lh3.googleusercontent.com/p/AF1QipMNZMmRTP7G2FYY1ZK11s3EL6yS1ezCs6dkYz4S=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Brockton+MA/@42.0694328,-71.0239891,14z",2025-12-16T22:29:26.994Z,,,,
