placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned,info,attributes
https://www.google.com/maps/place/Admiral+Pool+Services+-+Galveston/data=!4m7!3m6!1s0x2200f687e509dc6f:0xa4f7c3ccbfc31bd9!8m2!3d29.3044481!4d-94.79111!16s%2Fg%2F11st8x17f5!19sChIJb9wJ5Yf2ACIR2RvDv8zD96Q,Admiral Pool Services - Galveston,5.0,1,Pool cleaning service,"527 21st St, Galveston, TX 77550, United States","8635+QH Galveston, Texas, USA",http://admiralpoolservice.com/,+1 409-974-8008,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz9Ld7EDvw2RFeZ8jrZ-sjmvJl9OpwnJrpRbWnBA_IG_k8jZwvqLgcUsauN1jT_V3nv4WUop8sgyQgkYps2-ZJZg0hk7B2eRktpgH3kuYj5b6K2Yiuhz4NL3BgwYK3-fDLRRLQlyw=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2025-10-27T18:10:01.982Z,,,
https://www.google.com/maps/place/Island+Pool+%26+Spa+%2F+JK+Pools+Galveston/data=!4m7!3m6!1s0x863f9db4c3afb1af:0xef52a769be9747d0!8m2!3d29.2735533!4d-94.8368435!16s%2Fg%2F11v48s9ync!19sChIJr7Gvw7SdP4YR0EeXvmmnUu8,Island Pool & Spa / JK Pools Galveston,4.2,5,Pool cleaning service,"6622B Stewart Rd, Galveston, TX 77551, United States","75F7+C7 Galveston, Texas, USA",,+1 409-771-8777,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BcdAA5uFUD4ArU4pUs_6og&cb_client=search.gws-prod.gps&w=408&h=240&yaw=328.75763&pitch=0&thumbfov=100,true,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,10 am–5 pm,9 am–12 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2025-10-27T18:10:07.634Z,,,
https://www.google.com/maps/place/RLP+Pool+Services/data=!4m7!3m6!1s0x863f9df88615df0f:0x2c6a3c5c1fcf2de3!8m2!3d29.2727602!4d-94.8290174!16s%2Fg%2F11xyd08v7f!19sChIJD98VhvidP4YR4y3PH1w8aiw,RLP Pool Services,,,Swimming pool,"2724 61st St Ste 1b 126, Galveston, TX 77551, United States","75FC+49 Galveston, Texas, USA",https://www.richloyalpowerservices.com/,+1 832-441-0309,"Open ⋅ Closes 5 pm

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNIEBY2kDT39KwUG08hl68GZkqGLWl49AtYA4Wy=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2025-10-27T18:10:12.872Z,true,,
https://www.google.com/maps/place/Sharky%27s+Pools/data=!4m7!3m6!1s0x863f9f012449b025:0xd7c012280615a857!8m2!3d29.3169239!4d-94.924664!16s%2Fg%2F11kqn55ykl!19sChIJJbBJJAGfP4YRV6gVBigSwNc,Sharky's Pools,5.0,13,Pool cleaning service,,,,+1 409-457-0038,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipMGx0rZUtX5ky-EGVtrapd-smKzFmcLfBI7zZUf=w408-h272-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2025-10-27T18:10:17.606Z,,,
https://www.google.com/maps/place/TX+Reliable+Pool+Service/data=!4m7!3m6!1s0x4b5a2e96c931050b:0xde448cb92fd115fa!8m2!3d29.2500531!4d-94.8683237!16s%2Fg%2F11xkvq8wkm!19sChIJCwUxyZYuWksR-hXRL7mMRN4,TX Reliable Pool Service,5.0,3,Pool cleaning service,"3102 Cove View Blvd, Galveston, TX 77554, United States","742J+2M Galveston, Texas, USA",https://www.texasreliablepoolservice.com/,+1 281-309-2710,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNE_3WN4JIa_3ALUB4r5KCeRLUHpx05TmcvFJ9H=w468-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2025-10-27T18:10:22.514Z,,,
https://www.google.com/maps/place/Mr.Pool/data=!4m7!3m6!1s0x863f9d053750095d:0xf76bf20433534a88!8m2!3d29.2931531!4d-94.8618438!16s%2Fg%2F1td5rnht!19sChIJXQlQNwWdP4YRiEpTMwTya_c,Mr.Pool,4.5,8,Pool cleaning service,"7805 Pruitt Dr, Galveston, TX 77554, United States","74VQ+77 Galveston, Texas, USA",,+1 409-744-0822,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPLs3Nlc3YeoGH_vVIuS9CHHbikRLyPY9_q9S1f=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2025-10-27T18:10:27.507Z,,,
https://www.google.com/maps/place/AE+Pool+Builders/data=!4m7!3m6!1s0x863f85ecdd77566d:0x22a978504de1bb2b!8m2!3d29.2085873!4d-94.9375582!16s%2Fg%2F11sv00t3q3!19sChIJbVZ33eyFP4YRK7vhTVB4qSI,AE Pool Builders,5.0,8,Swimming pool contractor,"13706 Termini-San Luis Pass Rd #23, Galveston, TX 77554, United States","6356+CX Galveston, Texas, USA",https://www.aehomerenovations.com/pool-services-in-galveston-tx/,+1 409-547-8055,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipM5RlRXiA4HrKxFu2gImglLnRqSWWO32AAW3FUU=w408-h263-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2025-10-27T18:10:32.334Z,,Identifies as veteran-owned,
https://www.google.com/maps/place/ASP+-+America%27s+Swimming+Pool+Company+of+Galveston+County/data=!4m7!3m6!1s0x864084cd1a1d3d99:0x463cf92bde0e66f!8m2!3d29.4380055!4d-95.159415!16s%2Fg%2F11cn5qx5mf!19sChIJmT0dGs2EQIYRb-bgvZLPYwQ,ASP - America's Swimming Pool Company of Galveston County,4.7,56,Swimming pool repair service,,,https://www.asppoolco.com/galveston-county/?utm_source=GMB&utm_medium=organic&utm_campaign=leaguecity,+1 281-688-6628,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOv2zvqnAjqmtF90l5cac7mEpc42ws9-tKXQQvz=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2025-10-27T18:10:37.339Z,,,
https://www.google.com/maps/place/Sandhill+Pools+%26+Design+LLC./data=!4m7!3m6!1s0x863f9c5ec9f0c627:0xed3c6e146d41b378!8m2!3d29.6093235!4d-95.139552!16s%2Fg%2F11c2l40sty!19sChIJJ8bwyV6cP4YReLNBbRRuPO0,Sandhill Pools & Design LLC.,3.0,4,Swimming pool contractor,,,https://www.facebook.com/sandhillpools/,+1 409-370-2673,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPhGChfBqDv6UAdMyT1_xvsalzhCPYwQZaH6Zpp=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2025-10-27T18:10:42.296Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Clear+Pro+Pools+LLC/data=!4m7!3m6!1s0x6b8debd12af9471:0x435c7244215eee3c!8m2!3d29.612!4d-95.4539135!16s%2Fg%2F11vyblm53g!19sChIJcZSvEr3euAYRPO5eIURyXEM,Clear Pro Pools LLC,5.0,38,Pool cleaning service,,,https://clearpropools.com/,,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipPB2MhteSUAWdSRdPLY7cMnGrO36Ulgtup4UW3J=w519-h240-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2025-10-27T18:10:47.725Z,,LGBTQ+ friendly,
