placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Hummingbird+Landscapes/data=!4m7!3m6!1s0x602b7a7e0cc8607b:0x5b55e6a4bde558ec!8m2!3d29.2780282!4d-94.8153814!16s%2Fg%2F11smyff_3p!19sChIJe2DIDH56K2AR7FjlvaTmVVs,Hummingbird Landscapes,5.0,54,Landscape designer,"4723 Woodrow Ave, Galveston, TX 77551, United States","75HM+6R Galveston, Texas, USA",http://hbirdlandscapes.com/,+1 409-996-9104,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE46gF2aQj8R8RVLW9uhMEfMETkj-UMPUH5-JmtuOgsn8W10GIrbmOT9yW3gMmMjBHQTJlKEdTFV4Srra3_e1KoLxt7nrNj1L976tWZ-Eiq8S64cuUh9NQBdHbN3eZMynxzy4k=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-04-29T21:59:06.963Z,,,,
https://www.google.com/maps/place/Mr+Green+Landscaping/data=!4m7!3m6!1s0x28eea0e78f9f8f61:0x48f55d81f0eb2179!8m2!3d29.3505134!4d-95.035384!16s%2Fg%2F11vwlxx0bb!19sChIJYY-fj-eg7igReSHr8IFd9Ug,Mr Green Landscaping,5.0,16,Landscaper,,,,+1 409-500-3111,Open · Closes 9 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2GzzK5VRi73MZAQjbGuuczws72Pc7Pn4MdZJqxX0WoURNLXQuYhVB7C9oWafA7WRR_Cziql-mAhqYsBDejdztzMkGgxVLv7AozT6VwxBRYS7_QbsJd8CWmxWQ9dagQghokZ4i=w408-h306-k-no,true,6 am–9 pm,6 am–9 pm,6 am–9 pm,7 am–9 pm,8 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-04-29T21:59:13.028Z,,,,
https://www.google.com/maps/place/Edwin+Lanscaping+LLC/data=!4m7!3m6!1s0xa4312759512407bf:0x795fcb39b120e64f!8m2!3d29.3169239!4d-94.8716086!16s%2Fg%2F11rd5lc8t_!19sChIJvwckUVknMaQRT-YgsTnLX3k,Edwin Lanscaping LLC,4.6,10,Landscaper,,,http://www.edwinlandscapingtx.com/,+1 409-939-1622,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH0qezwnGParuWccOLGiN-ocxc9TJHk6pAZMW7COCHqKD_NoNtFDz6-bBGrwfuFl63rzYZ_bHumN0efOPHNo_Pzha9b1mf0TtS64ejQBEF_EG6Fi5J2LrMie5KFyOtTz5YxHwuAa4E6Alw=w408-h272-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,Closed,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-04-29T21:59:17.789Z,,,,
https://www.google.com/maps/place/Green+Couture+Co+Landscape/data=!4m7!3m6!1s0x863f9e6a3e0c0001:0x23d8758e09a69672!8m2!3d29.3065485!4d-94.79196!16s%2Fg%2F11h06mwhsz!19sChIJAQAMPmqeP4YRcpamCY512CM,Green Couture Co Landscape,,,Landscaper,"527 21st St #313, Galveston, TX 77550, United States","8645+J6 Galveston, Texas, USA",https://www.greencoutureco.com/contact-1/,+1 832-526-6345,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFKV4z4GyQJ5WQrNlfc_MU_7YlTrq1oS9wgiqHEzAG2AWdv6iiEXFHT43T_TKO9MECvGwSlMY7BcbZb3pLddo2i0ge190HvJjJeoQaXWVrN34jxY8kAPzzoS2sFpi79ieNJKiCKeA=w408-h272-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-04-29T21:59:22.449Z,,,,
https://www.google.com/maps/place/Earth+Creations+Landscaping/data=!4m7!3m6!1s0x863f9d1d73500f11:0xd2596ca6bec3d633!8m2!3d29.28493!4d-94.8647559!16s%2Fg%2F1tk6qpxh!19sChIJEQ9Qcx2dP4YRM9bDvqZsWdI,Earth Creations Landscaping,4.3,39,Landscaping supply store,"8425 Broadway St, Galveston, TX 77554, United States","74MP+X3 Galveston, Texas, USA",http://www.ecltx.com/,+1 409-740-9200,"Closes soon · 5 pm · Opens 7 am Thu

Updated by this business 1 week ago",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEomdJT3uTMafJ651Cmkzn1Pt9hSFIBjc8myQ8cQw3_f0a563-ebHA0OEmGSofuWwdpuVqepiMHerP_8edI_0btyJfN_WU84r3JzeetZRg1rmf8E4cqTTSiEnTUviQtkGVaieVHkg=w408-h306-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–4 pm,Closed,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-04-29T21:59:27.306Z,· In-store shopping · In-store pick-up · Delivery,,,
https://www.google.com/maps/place/Esparza%27s+Landscaping/data=!4m7!3m6!1s0x863f9fd601331a47:0x2d362d7f254a3731!8m2!3d29.2824202!4d-94.8041503!16s%2Fg%2F11g0w094zb!19sChIJRxozAdafP4YRMTdKJX8tNi0,Esparza's Landscaping,3.1,10,Landscape designer,"3713 Ave S, Galveston, TX 77550, United States","75JW+X8 Galveston, Texas, USA",,+1 409-683-7071,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LozEPnAtAfNTfe7Hi9RfCw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=172.3673&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-04-29T21:59:30.014Z,,,,
https://www.google.com/maps/place/Tom%27s+Thumb+by+Cornelius+Nursery/data=!4m7!3m6!1s0x863f9c2b25afe195:0xbf35b26ddef725a7!8m2!3d29.2840972!4d-94.8137508!16s%2Fg%2F1tgfqhk9!19sChIJleGvJSucP4YRpyX33m2yNb8,Tom's Thumb by Cornelius Nursery,4.4,168,Plant nursery,"2014 45th St, Galveston, TX 77550, United States","75MP+JF Galveston, Texas, USA",https://www.calloways.com/locations/cornelius-nursery-galveston/,+1 409-763-4713,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFXZ6nr6vywqRPqXm4HNqItExhXDk4MTdHLgc_IemYINGcLD4x9y5YHBEBI5HnRhyTvcsnzeDr_zL2ftiQQzcur9Wv8hOm6tr2GVOgKNCuFke-l0_rnCif1scikV3MY9ZkyeFMW=w408-h306-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-04-29T21:59:35.121Z,"Family-owned nursery offering a wide select of plants, gardening supplies, outdoor furniture & more.",LGBTQ+ friendly,,
https://www.google.com/maps/place/DrewGreen+Landscaping/data=!4m7!3m6!1s0x863f9fcd12ca5a15:0xe62b178a432e8556!8m2!3d29.3050906!4d-94.7890475!16s%2Fg%2F11tghlpgh9!19sChIJFVrKEs2fP4YRVoUuQ4oXK-Y,DrewGreen Landscaping,,,Landscaper,"1908 Church St unit #1, Galveston, TX 77550, United States","8646+29 Galveston, Texas, USA",http://www.drewgreenlandscapes.com/,+1 832-835-6692,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFXHLWvpg3tNu1cHLUTe2i5b3HA4vixLGrYuUuXs6fK0Bz2HJHzIs_dFw1ZXQBkGv2iYYOsqFuCU3RRXXycfi1lKfKfm030p2ogD3XJ_yanohbej_bxbXG1--ZIqldyumQqNwncPSwfvhvA=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-04-29T21:59:39.701Z,,,,
https://www.google.com/maps/place/Evergreen+Landscape/data=!4m7!3m6!1s0x863f9c932c886ed9:0x9d4f84c4319d8190!8m2!3d29.2597314!4d-94.8655779!16s%2Fg%2F1tk63hlb!19sChIJ2W6ILJOcP4YRkIGdMcSET50,Evergreen Landscape,5.0,3,Landscaper,"2516 Sydnor Ln, Galveston, TX 77554, United States","745M+VQ Galveston, Texas, USA",http://evergreenlandscapegalveston.com/,+1 409-737-4249,Closed · Opens 7 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=B3xRwiLUJ3uLbdQ9qC1UKA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=70.14163&pitch=0&thumbfov=100,true,7 am–3 pm,7 am–3 pm,7 am–3 pm,Closed,Closed,7 am–3 pm,7 am–3 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-04-29T21:59:44.433Z,,,,
https://www.google.com/maps/place/Flamingo+Gardens/data=!4m7!3m6!1s0x863f9de2be418375:0xb7b38e9070e33112!8m2!3d29.289496!4d-94.8380601!16s%2Fg%2F11f5_hpmwn!19sChIJdYNBvuKdP4YREjHjcJCOs7c,Flamingo Gardens,4.4,27,Garden center,"814 61st St, Galveston, TX 77551, United States","75Q6+QQ Galveston, Texas, USA",http://flamingogardenstexas.com/,+1 409-632-7329,Closed · Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFmALni9kbcRQMNF8YiDfHpUPuULnRHGQ3AQ3MgBIzhlWA4tsEVZunca6C9i-HlcgMb9e4VLl7ZIG6fPb-UfvAgZkK90gZ2Oc3WYyYJ--WRZhO92_8NBg5_Mj1DfyH5iB9BvT0A=w408-h544-k-no,false,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–3 pm,Closed,7 am–4:30 pm,7 am–4:30 pm,"https://www.google.com/maps/search/commercial+landscaping+businesses+in+Galveston+Galveston+TX/@29.3012309,-94.7950151,14z",2026-04-29T21:59:49.306Z,· Delivery,,,
