placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,attributes,error
https://www.google.com/maps/place/Patriot+Hospice+%26+Palliative+Care/data=!4m7!3m6!1s0x89007d8d6a39abc5:0xd1bc750ea06dcd30!8m2!3d33.8318136!4d-78.6798051!16s%2Fg%2F11f656jlpz!19sChIJxas5ao19AIkRMM1toA51vNE,Patriot Hospice & Palliative Care,,,Medical clinic,"1016 2nd Ave N unit b, North Myrtle Beach, SC 29582, United States","R8JC+P3 North Myrtle Beach, South Carolina, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-P-C1cqwy4qOiY8coDUMBg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=286.81827&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-09-17T23:35:03.823Z,,,,,,,,,,
https://www.google.com/maps/place/Incare+Home+Health+%26+Hospice/data=!4m7!3m6!1s0x89007d3f815b48bd:0xed36e4465d23c56a!8m2!3d33.8265948!4d-78.6827713!16s%2Fg%2F1tf_tqsj!19sChIJvUhbgT99AIkRasUjXUbkNu0,Incare Home Health & Hospice,1.0,1,Home health care service,"116 Hwy 17 S, North Myrtle Beach, SC 29582, United States","R8G8+JV North Myrtle Beach, South Carolina, USA",,+1 843-280-4148,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qsBJby8qq3qY3iphUGyihQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=328.05588&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+North+Myrtle+Beach+Myrtle+Beach+SC/@33.8160058,-78.680016,14z",2025-09-17T23:35:07.136Z,,,,,,,,,,
https://www.google.com/maps/place/Ardent+Hospice+and+Palliative+Care+of+South+Carolina/data=!4m7!3m6!1s0x89003f733d176909:0xdb968a4841534f7!8m2!3d33.5785181!4d-79.0213566!16s%2Fg%2F11hhg6tcy6!19sChIJCWkXPXM_AIkR9zQVhKRouQ0,Ardent Hospice and Palliative Care of South Carolina,4.4,7,Hospice,"910 Mt Gilead Rd # B3, Murrells Inlet, SC 29576, United States","HXHH+CF Murrells Inlet, South Carolina, USA",http://ardenthapc.com/,+1 843-256-3197,"Open 24 hours

Updated by this business 1 week ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=t9trArnstKTIXws5WPyTYg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=43.86221&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:35:23.477Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Embrace+Hospice+House/data=!4m7!3m6!1s0x89006f3f45be8a0f:0xc828bf96ad3b7e60!8m2!3d33.7549862!4d-78.8612872!16s%2Fg%2F11c1w0fvqb!19sChIJD4q-RT9vAIkRYH47rZa_KMg,Embrace Hospice House,4.8,26,Hospice,"175 Village Center Blvd, Myrtle Beach, SC 29579, United States","Q43Q+XF Myrtle Beach, South Carolina, USA",http://www.embracehospice.org/,+1 843-353-6228,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4novj2GosX4-hbAlQyQTw4JW-HVpyNhASSeCP1jlzltUaSgTj8Jnhmua_gq5qkXcoi-CfDFAzZcSADiBYjGQH8NQtNFFg20_zQx_uokCcKsdvlpQKxreWA3_F7fvTNbxlK7922vl=w408-h240-k-no-pi-0-ya34.089264-ro-0-fo100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:35:28.499Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Gentiva+Hospice/data=!4m7!3m6!1s0x89003f5984fff339:0x3728060f56ee76ad!8m2!3d33.6676411!4d-78.9708428!16s%2Fg%2F1tdv_rbl!19sChIJOfP_hFk_AIkRrXbuVg8GKDc,Gentiva Hospice,3.7,9,Hospice,"5046 US Highway 17 Bypass South #206, Myrtle Beach, SC 29588, United States","M29H+3M Myrtle Beach, South Carolina, USA",http://www.gentivahs.com/,+1 843-651-2335,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMoFvRq-Q2aTqD-wFznHyJjgUw3kAhMrsmRNU0=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:35:33.576Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Tidelands+Community+Hospice/data=!4m7!3m6!1s0x890068b592b8d9d9:0x5408f4fb519bd98f!8m2!3d33.6727481!4d-78.9512301!16s%2Fg%2F11f2b21nf_!19sChIJ2dm4krVoAIkRj9mbUfv0CFQ,Tidelands Community Hospice,5.0,3,Hospice,"1600 Farrow Pkwy, Myrtle Beach, SC 29577, United States","M2FX+3G Myrtle Beach, South Carolina, USA",http://www.tidelandshospice.org/,+1 843-839-3410,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noi57i_C5tIy2fM22NfbneIk_EPf62UlmmQOYHa7t21Y7ybzHwKio90wmDQAQ3U1R5vQmex5s7Uq1lXFCMjeSyRdeY0qW3axABw71Vopw9KQnCQnavNbrzNZE1b70zghwHF7CYe=w408-h356-k-no,false,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:35:38.469Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,8 am–4:30 pm,,,
https://www.google.com/maps/place/Angelic+Health/data=!4m7!3m6!1s0x890065f41caece0d:0xf3d8a5aa6225196a!8m2!3d33.7309942!4d-78.8588657!16s%2Fg%2F11lq4khqzw!19sChIJDc6uHPRlAIkRahklYqql2PM,Angelic Health,4.8,20,Hospice,"4728 Jenn Dr #102, Myrtle Beach, SC 29577, United States","P4JR+9F Myrtle Beach, South Carolina, USA",http://www.angelic.health/,+1 854-444-9998,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wqKCHR4pTvXYefET_eH5RA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=26.119232&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:35:43.230Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Right+at+Home/data=!4m7!3m6!1s0x890040f9389b4b45:0x2bc45d5b4cad7abb!8m2!3d33.6234033!4d-78.9705162!16s%2Fg%2F12hlnrs5z!19sChIJRUubOPlAAIkRu3qtTFtdxCs,Right at Home,5.0,6,Home health care service,"1500 Highway 17 N, The Courtyard #106, Surfside Beach, SC 29575, United States","J2FH+9Q Surfside Beach, South Carolina, USA",https://www.rightathome.net/myrtle-beach/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=1185,+1 843-651-4848,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPlp_kkCbSRNRAHLxruHrcpW9Hz36gOIahk50GQ=w408-h408-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:35:48.493Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,LGBTQ+ friendly,,
https://www.google.com/maps/place/FirstLight+Home+Care+of+Myrtle+Beach/data=!4m7!3m6!1s0x890040bc90049b87:0xffe82fba6f82b93!8m2!3d33.5923948!4d-79.0048984!16s%2Fg%2F11b6htzy0j!19sChIJh5sEkLxAAIkRkyv4pvuC_g8,FirstLight Home Care of Myrtle Beach,4.9,78,Home health care service,"2520 US-17 BUS Unit Two, Murrells Inlet, SC 29576, United States","HXRW+X2 Murrells Inlet, South Carolina, USA",https://www.firstlighthomecare.com/home-healthcare-myrtle-beach/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 843-651-2273,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipN-oVOxAHcACpYE4MjJOaUrVTfOI9noL7MHw1xy=w425-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:35:53.212Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Heartland+Hospice/data=!4m7!3m6!1s0x890068e581544ecd:0x99312e5886ffdd2!8m2!3d33.7096559!4d-78.881388!16s%2Fg%2F11b5ypbvn1!19sChIJzU5UgeVoAIkR0v1viOUSkwk,Heartland Hospice,3.9,19,Hospice,"2050 Corporate Centre Dr UNIT 220, Myrtle Beach, SC 29577, United States","P459+VC Myrtle Beach, South Carolina, USA",http://heartlandhospice.com/,+1 843-444-0813,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNWLRgS9jxP0ZmkEUZbh-eVILJCDYMA2FEjgsc5=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Surfside+Beach+Myrtle+Beach+SC/@33.6060031,-78.9730887,14z",2025-09-17T23:35:58.349Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
