placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Legacy+Tire+%26+Service+%28formerly+Chelsea+Tire+Pros%29/data=!4m7!3m6!1s0x88893ef511571baf:0x4b074b42bad8f958!8m2!3d33.3486247!4d-86.6342228!16s%2Fg%2F1th0nnzt!19sChIJrxtXEfU-iYgRWPnYukJLB0s,Legacy Tire & Service (formerly Chelsea Tire Pros),4.9,519,Auto repair shop,"347 Chesser Dr, Chelsea, AL 35043, United States","89X8+C8 Chelsea, Alabama, USA",https://www.legacytireandservice.com/chelsea,+1 205-678-4944,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoO4XXQG8veMFfktjJHI7uXxFQStykmEVpnbknN6zMigbEDZqTBmVlWa-q40v8jKaLNGu1o80UgZdrWcQ7GaQrjpm1KvVkKMH88IpUjoLm4wS_ku5oh5vTGCWoczdtpe_KbkVZsBXx-wuk=w426-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-03-23T14:48:40.902Z,,,
https://www.google.com/maps/place/Mavis+Tires+%26+Brakes/data=!4m7!3m6!1s0x88893fcc952bf46b:0x197b7c334c2d7a24!8m2!3d33.3523858!4d-86.6104786!16s%2Fg%2F11vjy0wjgp!19sChIJa_Qrlcw_iYgRJHotTDN8exk,Mavis Tires & Brakes,4.9,690,Tire shop,"301 Chelsea Xrds, Chelsea, AL 35043, United States","992Q+XR Chelsea, Alabama, USA",https://www.mavis.com/locations/chelsea-al?utm_source=yext&utm_medium=organic&utm_campaign=appt&stnum=2129,+1 205-831-0513,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqhuZXH-N2zaas9PTUb7Iu7XSZffoexKtjZQHFVe-SbNUYia2wQCNkAW0Q6uPRQ8ycXg4wruJakA62171Xp4fbpeBzBcYpkuLDjoGgD3pfyut5HXMkUufbl9BQh-dg8LTNvUmX_=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–8:30 pm,8 am–6 pm,8 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-03-23T14:48:46.564Z,,,
https://www.google.com/maps/place/Express+Oil+Change+%26+Tire+Engineers/data=!4m7!3m6!1s0x88893fa905e39515:0xd271dac046d4a16d!8m2!3d33.346912!4d-86.6366811!16s%2Fg%2F1tql5k23!19sChIJFZXjBak_iYgRbaHURsDacdI,Express Oil Change & Tire Engineers,4.9,882,Oil change service,"16971 US-280, Chelsea, AL 35043, United States","89W7+Q8 Chelsea, Alabama, USA",https://www.expressoil.com/stores/chelsea/al/0132/?utm_source=yext&utm_medium=organic&utm_campaign=gmb&storenum=0132,+1 205-678-7750,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepdNmNZU51AFceHWQvs8HRdD_4S2M-hN-dQEHpMh34NEh_0qPyjEZpobgqTUYWNDEh6GA9TUpcvSUvpdbcxDwUe-Er1vCfXwdfWoFa0sZoIwzvhvWCzHidItXnLbxK5C63quY3fLMD59loE=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-03-23T14:48:51.851Z,,,
https://www.google.com/maps/place/280+Auto+Service/data=!4m7!3m6!1s0x88893faadd58a537:0x9021e3a0d5d4e84c!8m2!3d33.3514838!4d-86.6137272!16s%2Fg%2F1tf29g3_!19sChIJN6VY3ao_iYgRTOjU1aDjIZA,280 Auto Service,4.5,81,Auto repair shop,"15692 US-280 #8312, Chelsea, AL 35043, United States","992P+HG Chelsea, Alabama, USA",,+1 205-678-2085,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqppdfp32dqP_HMTmhpFXEkw_trBQJMlkLZuPUVsBsGlG3na7uURstIA4SFXZJ_wnN3Sob_5pHPQZq6tJV1KjrQAeGW_nAM9WoggJnlXcOSH2_4ZMy06zM6uCijKk6bGaSnuU0m=w440-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-03-23T14:48:56.575Z,,,
https://www.google.com/maps/place/Kingdom+Brothers+Auto/data=!4m7!3m6!1s0x88893d9671dbeca9:0xe7ec5ba9817ae0d!8m2!3d33.3571968!4d-86.6619744!16s%2Fg%2F11xcnxyznz!19sChIJqezbcZY9iYgRDa4XmLrFfg4,Kingdom Brothers Auto,4.9,32,Auto repair shop,"69 Oak Tree Dr, Chelsea, AL 35043, United States","984Q+V6 Chelsea, Alabama, USA",http://www.kingdombrothersauto.com/,+1 407-350-0316,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep9nSQ7OEFG86nuASP4XYCPAp9OiO5xjsxFJ9BnjxEPEyREOHZtvJPaTBb34XcFy3KZsdmZ_s3eJfnOt6OYS2O9POkImdP9YN72z_ijxdj2ZYFTcvsJ-KTWzObMLfhSbsPHgLYhWT7eJ3Fo=w413-h240-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-03-23T14:49:01.612Z,,,
https://www.google.com/maps/place/At+Home+Auto+Care+LLC/data=!4m7!3m6!1s0x88893f786a69ee69:0xc91d51920119b931!8m2!3d33.3525455!4d-86.5938547!16s%2Fg%2F11mb0_8z34!19sChIJae5pang_iYgRMbkZAZJRHck,At Home Auto Care LLC,5.0,20,Car repair and maintenance service,"14548 US-280, Chelsea, AL 35043, United States","9C34+2F Chelsea, Alabama, USA",http://www.athomeautocarellc.com/,+1 205-218-7656,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepWXLvVTKL8BDlYrruzhot-Do_MfaYwwLUExsd0tnIbF0Yw2nCcalFSPHAn-8tv8JNJ0Llme1Kf4MZIAFRUFUcFsz52gBjkedcpR-L5879w8ix-_wstW4dgVaCdy9O8XHTWhvcUmA=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-03-23T14:49:06.484Z,Identifies as women-owned,,
https://www.google.com/maps/place/Walmart+Auto+Care+Center/data=!4m7!3m6!1s0x88893faa9bce7a69:0x33e733362939f62f!8m2!3d33.3478202!4d-86.6190613!16s%2Fg%2F1tf_tmsq!19sChIJaXrOm6o_iYgRL_Y5KTYz5zM,Walmart Auto Care Center,3.6,48,Oil change service,"16077 US-280, Chelsea, AL 35043, United States","89XJ+49 Chelsea, Alabama, USA",https://www.walmart.com/store/4330-chelsea-al/auto-care-center/?veh=seo_loc,+1 205-678-6062,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqsxfy26RpRs9euoiaviCZ8iWrPW6svYC7JIVfdQfvuUxtLfsuRYVQRtrNrjexJUWMbMIGmNx-EVyWqY4xNK11HOCrP-q6pXYcOfukyNj7EwCIvlrvm_PV-apWYUJspdEq7RKrn=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tire+service+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-03-23T14:49:11.414Z,,,
https://www.google.com/maps/place/Legacy+Tire+%26+Service+%28formerly+Magic+City+Tire+%26+Service%29/data=!4m7!3m6!1s0x88891b2a60771bb3:0xfece664b30b51ddd!8m2!3d33.5251374!4d-86.7942355!16s%2Fg%2F11t58ns10v!19sChIJsxt3YCobiYgR3R21MEtmzv4,Legacy Tire & Service (formerly Magic City Tire & Service),4.8,69,Auto repair shop,"3020 Messer Airport Hwy, Birmingham, AL 35203, United States","G6G4+38 Birmingham, Alabama, USA",https://www.legacytireandservice.com/birmingham,+1 205-969-8686,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo2M4z9j9Hb4JGlwrgatrsM5SpjxSrQutI77Pp-Xt1Aw_N7F7fg9bjz8fJObzcQbWnJxoxJ1Ou0OKWFn7ZjIqipUEtk57mOOeu0C5biEak_RvEAw9fpG8tS798XW5qxiUowGLF7WYBXkxw=w426-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-03-23T14:49:16.357Z,,,
https://www.google.com/maps/place/Greystone+Tire+%26+Auto/data=!4m7!3m6!1s0x8889160b980004b5:0x21b3e6e8311ec771!8m2!3d33.4126848!4d-86.664318!16s%2Fg%2F11g9m9m15k!19sChIJtQQAmAsWiYgRccceMejmsyE,Greystone Tire & Auto,4.8,322,Auto repair shop,"5465 US-280 Ste 101, Birmingham, AL 35242, United States","C87P+37 Birmingham, Alabama, USA",https://greystonetireandauto.com/,+1 205-980-5113,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep5VpnNOJasKSxt0590MunQfVC-z3mq5dRcYsprNPH8DLej2kNfVhAJlw3PPuRzOpwAhbS45B45TSVDZu6LytZvcepPUMaxsTJgiTnZ0xsOVJjPPl4-Gz_fOip2X4imO12TZjTR=w408-h271-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-03-23T14:49:21.225Z,,,
https://www.google.com/maps/place/Windham+Tire+%26+Auto+Repair/data=!4m7!3m6!1s0x8889160babefc48f:0x9f700024f9050cc3!8m2!3d33.4129971!4d-86.6641258!16s%2Fg%2F1tp3047l!19sChIJj8TvqwsWiYgRwwwF-SQAcJ8,Windham Tire & Auto Repair,4.7,75,Tire shop,"5455 US-280 S, Birmingham, AL 35242, United States","C87P+58 Birmingham, Alabama, USA",http://windhamtire.com/,+1 205-995-5520,Open · Closes 5:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoSWEVtg2c21GyLFF5v25nuNLCQz9uERG0wpZJsweUoIaz3Cgoz_FI2k_HQV2knP6Tj2MUlQhWD02OtGiA4gk3GvQsRSKxE3BlkZAkl2_qpEAEOuzMMb_duFx5A4kzEsYudkwQ=w426-h240-k-no,true,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Chelsea+Birmingham+AL/@33.3401108,-86.6302625,14z",2026-03-23T14:49:26.193Z,,,
