placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/Power+Generation+Service/data=!4m7!3m6!1s0x8722736225719f11:0x5e902e837f999bf5!8m2!3d35.13047!4d-106.6312146!16s%2Fg%2F1tfv5lbh!19sChIJEZ9xJWJzIocR9ZuZf4MukF4,Power Generation Service,4.3,78,Electric generator shop,· In-store shopping · In-store pick-up · Delivery,"5001 Edith Blvd NE, Albuquerque, NM 87107, United States","49J9+5G Albuquerque, New Mexico, USA",https://powergenerationservice.com/,+1 505-323-2032,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOVgQvfhaBoFizPfRSxLfSeea0TRa23K4MIvxT2=w480-h240-k-no,true,8 am–1 pm,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-01-10T21:22:57.757Z,,
https://www.google.com/maps/place/New+Mexico+Solar+%26+Generator+Professionals/data=!4m7!3m6!1s0x872271cf8325dc6d:0xe48e38865c606c1e!8m2!3d35.1523325!4d-106.712921!16s%2Fg%2F11fl0qr7dy!19sChIJbdwlg89xIocRHmxgXIY4juQ,New Mexico Solar & Generator Professionals,5.0,57,Electric generator shop,· Delivery · In-store shopping,"6300 Montaño Rd NW Suite F-1, Albuquerque, NM 87120, United States","572P+WR Albuquerque, New Mexico, USA",http://www.nmsolarpro.com/,+1 505-738-2587,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMl7IoKUBGRbrzaxTA2NkjUtFoCJgi-hYAiJ7US=w408-h280-k-no,true,Closed,Closed,8 am–5 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-01-10T21:23:03.665Z,Identifies as women-owned,
https://www.google.com/maps/place/Collins+Engine-Generator+Service/data=!4m7!3m6!1s0x872273607df44e35:0xb2b40500744379ca!8m2!3d35.1248178!4d-106.6320808!16s%2Fg%2F11bzwqjrpk!19sChIJNU70fWBzIocRynlDdAAFtLI,Collins Engine-Generator Service,5.0,2,Communications tower,,"4310 Edith Blvd NE, Los Ranchos De Albuquerque, NM 87107, United States","49F9+W5 Los Ranchos De Albuquerque, New Mexico, USA",http://ces-nm.com/,+1 505-720-9815,Closed · Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=axbcq24lkbI3V_t20IO6Eg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=134.78976&pitch=0&thumbfov=100,false,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-01-10T21:23:08.501Z,,
https://www.google.com/maps/place/Current+Security+and+Electric/data=!4m7!3m6!1s0x8722717c6ce90df3:0x2329127c19a6793e!8m2!3d35.1878206!4d-106.6688198!16s%2Fg%2F1hd_z3md7!19sChIJ8w3pbHxxIocRPnmmGXwSKSM,Current Security and Electric,4.7,55,Electrical installation service,,"9605 Benton St NW, Albuquerque, NM 87114, United States","58QJ+4F Albuquerque, New Mexico, USA",http://currentsecurityandelectric.com/,+1 505-688-8520,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNxBhh31GwshYH8YADSkNglkJAY36vBDbK8467J=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-01-10T21:23:13.503Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Strongbuilt+Plumbing+Air+Electrical/data=!4m7!3m6!1s0x87227505ca97225b:0x409d2feb09e6239a!8m2!3d35.1218609!4d-106.622052!16s%2Fg%2F11fv7yf_gz!19sChIJWyKXygV1IocRmiPmCesvnUA,Strongbuilt Plumbing Air Electrical,4.6,683,HVAC contractor,,"3540 Pan American Fwy NE ste e, Albuquerque, NM 87107, United States","49CH+P5 Albuquerque, New Mexico, USA",https://strongbuiltusa.com/?utm_source=GBP&utm_medium=organic,+1 505-477-0199,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipPKQ8X5fRfbXcYF1EgtHoDi2flGGhwMfL4eP1_q=w755-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-01-10T21:23:18.377Z,,
"https://www.google.com/maps/place/Wagner+Air+Conditioning,+Heating,+Plumbing,+%26+Electrical/data=!4m7!3m6!1s0x872274156c8e4d0b:0xeee877094f1fa3ed!8m2!3d35.1711662!4d-106.6061546!16s%2Fg%2F1tg3bkn0!19sChIJC02ObBV0IocR7aMfTwl36O4","Wagner Air Conditioning, Heating, Plumbing, & Electrical",4.7,6749,HVAC contractor,,"7900 Jacs Ln, Albuquerque, NM 87113, United States","59CV+FG Albuquerque, New Mexico, USA",https://www.wagnermechanical.com/?utm_source=GMB&utm_medium=organic&utm_campaign=GMB,+1 505-439-8139,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNVfgpPsms89-t3rZygipuQNai8hNEz4hZjIKMq=w408-h265-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-01-10T21:23:23.358Z,,
https://www.google.com/maps/place/Excellence+Electrical+Contracting/data=!4m7!3m6!1s0x872274fbaaaaaaab:0xb88b5a22f80fbca5!8m2!3d35.1381465!4d-106.6423432!16s%2Fg%2F11g1prgfnt!19sChIJq6qqqvt0IocRpbwP-CJai7g,Excellence Electrical Contracting,4.7,21,Electrician,,"5420 5th St NW, Albuquerque, NM 87107, United States","49Q5+73 Albuquerque, New Mexico, USA",,+1 505-381-8723,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwzzVRJS4N0oTdJGIzAjDoyv276YhCnlrg9l7IR9VJnpu-8_oc-OVGarzqnhXwJfyfgNUS3yqW-2xerA6K3OIf9CdTiMmFRpAsajIKZkJgMTnTQrENNOZ8Y0MOSxfWUExhwc_gYWA=w408-h544-k-no,true,Closed,Closed,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-01-10T21:23:28.343Z,,
"https://www.google.com/maps/place/Armour+Electrical+Contractors,+LLC/data=!4m7!3m6!1s0x872273d4918c1cd5:0xc17ceb7979ce3286!8m2!3d34.4616885!4d-105.714302!16s%2Fg%2F11fjtbdf7_!19sChIJ1RyMkdRzIocRhjLOeXnrfME","Armour Electrical Contractors, LLC",4.9,63,Electrical installation service,,,,https://armourelectrical.com/,+1 505-295-6015,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPDwWibeRRF9JihhpIsump3FRzzVt3lrsDBML0O=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-01-10T21:23:33.119Z,,
"https://www.google.com/maps/place/Ace+Heating,+Cooling,+Plumbing+and+Electrical/data=!4m7!3m6!1s0x872275473f6d4adf:0x4419f4f674a2065d!8m2!3d35.1270696!4d-106.6146247!16s%2Fg%2F11yffxvvw5!19sChIJ30ptP0d1IocRXQaidPb0GUQ","Ace Heating, Cooling, Plumbing and Electrical",4.9,264,Air conditioning repair service,,"4020 Vassar Dr NE Unit A, Albuquerque, NM 87107, United States","49GP+R5 Albuquerque, New Mexico, USA",https://justcallace.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*402*ace-albuquerque,+1 505-888-1616,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPs11fVkrShhAyNhM5-qYJJz9BsKylcqv75LXNU=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-01-10T21:23:37.964Z,,
https://www.google.com/maps/place/Eco+Electric/data=!4m7!3m6!1s0x87220b2cf073f597:0x1456331e6e8127e0!8m2!3d35.1571527!4d-106.6371895!16s%2Fg%2F11b706yynt!19sChIJl_Vz8CwLIocR4CeBbh4zVhQ,Eco Electric,4.7,114,Electrician,,"6714 4th St NW, Albuquerque, NM 87107, United States","5947+V4 Albuquerque, New Mexico, USA",https://www.ecoelectricgroup.com/?utm_source=cumulus&utm_medium=onlinepresence&utm_campaign=gbp,+1 505-433-3574,Closed · Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNnbAZQZ4p_zoVHh3ED8hHVosO0a3U7bSAUHcSZ=w408-h408-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–12 pm,"https://www.google.com/maps/search/generator+installation+services+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-01-10T21:23:42.815Z,,
